"observer","trial","x","y","dur","onset","offset","n","aoi","aoi2"
"18",170,248.5,129.5,758,1241,24128963,2,"2","target"
"18",171,7.5,-31.6,1314,0,24134196,1,"c","centre"
"18",171,35.1,-204.1,193,1338,24134413,2,"6","target"
"18",171,39.3,-268.4,441,1540,24134863,3,"6","target"
"18",172,6,-32.6,372,0,24140324,1,"c","centre"
"18",172,27.2,-54.3,686,529,24141167,2,"c","centre"
"18",172,71.5999999999999,47.1,47,1242,24141241,3,"c","centre"
"18",172,-213.1,-223.5,193,1339,24141484,4,"d5","blank"
"18",172,-226,-215.9,428,1545,24141925,5,"5","target"
"18",173,16.8,-32.2,218,0,24147683,1,"c","centre"
"18",173,20,-21.2,788,438,24148691,2,"c","centre"
"18",173,-167.6,69,562,1260,24149287,3,"4","target"
"18",174,1.10000000000002,-34.6,314,0,24153747,1,"c","centre"
"18",174,10.6,-55.7,872,459,24154764,2,"c","centre"
"18",174,11.5,225.7,292,1364,24155089,3,"3","target"
"18",174,8.89999999999998,267.3,327,1672,24155432,4,"3","target"
"18",175,-7.10000000000002,-54.3,1206,0,24159806,1,"c","centre"
"18",175,256.7,140.7,800,1253,24160653,2,"2","target"
"18",176,9.29999999999995,-47.4,1221,0,24165705,1,"c","centre"
"18",176,-225.7,101.6,524,1265,24166273,2,"4","target"
"18",176,7,-40.3,196,1838,24166518,3,"c","centre"
"18",177,-0.100000000000023,-53.8,178,0,24170212,1,"c","centre"
"18",177,24.9,-55.1,861,412,24171307,2,"c","centre"
"18",177,218,105.6,161,1300,24171495,3,"2","target"
"18",177,249.7,127.7,501,1475,24172010,4,"2","target"
"18",177,19.6,-76.1,877,2019,24172930,5,"c","centre"
"18",179,28.9,-9.29999999999995,1239,0,24182622,1,"c","centre"
"18",179,-224.9,99.2,688,1283,24183354,2,"4","target"
"18",180,10.5,-44.7,1209,0,24188093,1,"c","centre"
"18",180,263.5,-41.6,168,1247,24188299,2,"d1","distracter"
"18",180,1.10000000000002,210,210,1465,24188559,3,"3","target"
"18",180,-6.29999999999995,299.1,430,1695,24189009,4,"3","target"
"18",181,-0.899999999999977,-37,1320,0,24193256,1,"c","centre"
"18",181,-237.5,117.1,439,1367,24193742,2,"4","target"
"18",181,-215.3,94.2,209,1816,24193961,3,"4","target"
"18",182,4.29999999999995,-44.7,1274,0,24198993,1,"c","centre"
"18",182,-234.4,90.2,761,1321,24199801,2,"4","target"
"18",183,5.60000000000002,-36.6,1266,0,24204769,1,"c","centre"
"18",183,-215.3,79.2,258,1309,24205070,2,"4","target"
"18",183,-227.8,79.9,460,1575,24205538,3,"4","target"
"18",184,7.5,-33.4,57,0,24209426,1,"c","centre"
"18",184,6.5,-32,974,273,24210616,2,"c","centre"
"18",184,261,-208.5,556,1281,24211206,3,"1","target"
"18",185,22,-39.8,1229,0,24217622,1,"c","centre"
"18",185,245.2,117,150,1272,24217815,2,"2","target"
"18",185,261.5,121.6,458,1438,24218289,3,"2","target"
"18",186,6.89999999999998,-50.8,1225,0,24223799,1,"c","centre"
"18",186,-80.6,191.9,128,1255,24223957,2,"d3","distracter"
"18",186,10.9,271.2,571,1417,24224562,3,"3","target"
"18",187,2.70000000000005,-60.2,1236,0,24229044,1,"c","centre"
"18",187,-160.5,-171.8,187,1261,24229256,2,"d5","blank"
"18",187,-212.9,-212.4,398,1473,24229679,3,"5","target"
"18",188,18.5,-42.1,1233,0,24235357,1,"c","centre"
"18",188,188.7,-273.7,126,1265,24235515,2,"d6","distracter"
"18",188,35.3,-303.7,731,1420,24236275,3,"6","target"
"18",189,9.20000000000005,-31.5,1177,0,24241402,1,"c","centre"
"18",189,257.8,-50.4,154,1216,24241595,2,"d1","distracter"
"18",189,245.3,-160.3,553,1392,24242170,3,"1","target"
"18",190,2,-24.1,99,0,24246274,1,"c","centre"
"18",190,6.10000000000002,-39.7,947,272,24247394,2,"c","centre"
"18",190,-234.7,171.2,1358,1261,24248794,3,"4","target"
"18",191,12.3,-41.8,1271,0,24253329,1,"c","centre"
"18",191,33.9,-270.6,696,1298,24254052,2,"6","target"
"18",192,13.5,-42.2,1207,0,24258200,1,"c","centre"
"18",192,243.4,-166.9,178,1236,24258407,2,"1","target"
"18",192,269.1,-193.7,413,1435,24258841,3,"1","target"
"18",193,-15.4,-43.8,195,0,24263307,1,"c","centre"
"18",193,15,-48.9,1054,208,24264374,2,"c","centre"
"18",193,42.5,-270.3,1074,1288,24265474,3,"6","target"
"18",194,0.799999999999955,-46.6,200,0,24268977,1,"c","centre"
"18",194,16.3,-53.4,978,210,24269965,2,"c","centre"
"18",194,259.2,-223.5,723,1220,24270720,3,"0","blank"
"18",195,3,-53.5,1224,0,24277218,1,"c","centre"
"18",195,233.8,123.5,643,1269,24277906,2,"2","target"
"18",196,11.8,-38.9,1221,0,24285750,1,"c","centre"
"18",196,-216,160.8,488,1266,24286283,2,"4","target"
"18",197,35.3,-30.5,130,0,24290192,1,"c","centre"
"18",197,28.7,-37,104,301,24290467,2,"c","centre"
"18",197,36.3,-22.6,666,554,24291282,3,"c","centre"
"18",198,24.2,-25.2,294,0,24297091,1,"c","centre"
"18",198,15.2,-34.1,824,385,24298006,2,"c","centre"
"18",198,22.7,234.5,693,1248,24298738,3,"3","target"
"18",199,14.2,-21,376,0,24302939,1,"c","centre"
"18",199,7,-33.8,269,503,24303335,2,"c","centre"
"18",199,4.5,102.3,309,795,24303667,3,"0","blank"
"18",199,20.6,215.3,283,1138,24303984,4,"3","target"
"18",199,-5.39999999999998,210.5,256,1648,24304467,5,"3","target"
"18",200,17.4,-26.7,422,0,24309152,1,"c","centre"
"18",200,13.1,-44.5,605,587,24309922,2,"c","centre"
"18",200,145.7,222.2,99,1239,24310068,3,"d2","distracter"
"18",200,309.8,-258.2,140,1389,24310259,4,"0","blank"
"18",200,272.9,-222,565,1543,24310838,5,"0","blank"
"18",201,0.600000000000023,-35.9,1286,0,24334570,1,"c","centre"
"18",201,-116.1,-256.3,99,1318,24334701,2,"d5","distracter"
"18",201,303.9,-198.8,568,1467,24335319,3,"0","blank"
"18",202,10.9,-35.8,581,0,24339781,1,"c","centre"
"18",202,12.5,-50.2,664,590,24340454,2,"c","centre"
"18",202,-197,159.4,586,1296,24341082,3,"4","target"
"18",203,11.8,-41.1,251,0,24345003,1,"c","centre"
"18",203,11.8,-53.5,842,387,24345981,2,"c","centre"
"18",203,-209.4,-262.5,671,1267,24346690,3,"d5","blank"
"18",204,19.9,-42.8,1234,0,24351953,1,"c","centre"
"18",204,18.5,-316.9,848,1263,24352830,2,"6","target"
"18",205,16.9,-70.1,1220,0,24357888,1,"c","centre"
"18",205,230.1,-183.7,161,1248,24358077,2,"1","target"
"18",205,281.6,-210.7,646,1426,24358740,3,"0","blank"
"18",206,34.8,-33,65,0,24362635,1,"c","centre"
"18",206,12,-37.8,1167,73,24363810,2,"c","centre"
"18",206,-31.1,207,34,1280,24363884,3,"3","blank"
"18",206,331.6,142,132,1362,24364064,4,"0","blank"
"18",206,280.6,143.9,461,1508,24364539,5,"2","target"
"18",207,24.8,-43.9,1209,0,24369263,1,"c","centre"
"18",207,270.8,161.1,581,1251,24369886,2,"2","target"
"18",208,47.3,-56.3,1239,0,24374759,1,"c","centre"
"18",208,144.6,254.7,67,1285,24374872,2,"d2","centre"
"18",208,-241.4,143.5,241,1404,24375165,3,"4","centre"
"18",208,-222.7,141.2,811,1656,24375987,4,"4","centre"
"18",209,12.9,-53,1222,0,24379877,1,"c","centre"
"18",209,278.7,-193.5,544,1263,24380462,2,"1","target"
"18",210,27.6,-68.3,103,0,24384525,1,"c","centre"
"18",210,20.5,-66.1,958,285,24385665,2,"c","centre"
"18",210,-206.7,141.9,536,1285,24386243,3,"4","target"
"18",210,-106.6,-153.3,221,1883,24386526,4,"d5","blank"
"18",211,22.3,-54.3,1299,0,24391421,1,"c","centre"
"18",211,31.2,-277,437,1331,24391890,2,"6","target"
"18",211,16.8,-339.8,502,1783,24392407,3,"6","target"
"18",212,23.5,-49.3,1234,0,24396758,1,"c","centre"
"18",212,-203.7,-242.4,617,1272,24397413,2,"d5","blank"
"18",213,23.1,-46.9,580,0,24401088,1,"c","centre"
"18",213,22.2,-68.2,619,598,24401725,2,"c","centre"
"18",213,282.5,-203.9,628,1259,24402395,3,"1","target"
"18",214,33.3,-66,1262,0,24407406,1,"c","centre"
"18",214,23.5,-264.7,153,1293,24407590,2,"6","target"
"18",214,6.60000000000002,-329,783,1463,24408390,3,"6","target"
"18",214,22.3,-181.5,285,2271,24408700,4,"6","target"
"18",215,27.4,-50.5,1216,0,24412779,1,"c","centre"
"18",215,276.3,155.6,583,1263,24413409,2,"2","target"
"18",216,29,-44.3,1221,0,24417762,1,"c","centre"
"18",216,29.3,-324.6,941,1255,24418737,2,"6","target"
"18",217,0.200000000000045,-45.8,1207,0,24427117,1,"c","centre"
"18",217,131.2,-314.4,122,1247,24427279,2,"d6","distracter"
"18",217,35.4,-341,796,1389,24428095,3,"6","target"
"18",218,5.89999999999998,-62.1,1241,0,24432400,1,"c","centre"
"18",218,271.4,130.5,553,1291,24433003,2,"2","target"
"18",219,14.3,-45,16,0,24438343,1,"c","centre"
"18",219,16.4,-41.1,987,217,24439531,2,"c","centre"
"18",219,-123.8,-367.7,92,1236,24439655,3,"0","blank"
"18",219,328.3,191.6,178,1389,24439894,4,"0","blank"
"18",219,281.9,171.9,464,1577,24440368,5,"2","target"
"18",220,19.1,-39.8,851,0,24446046,1,"c","centre"
"18",220,33.6,-53.6,363,859,24446417,2,"c","centre"
"18",220,239.2,127.1,179,1261,24446635,3,"2","target"
"18",220,268.9,148.8,500,1458,24447153,4,"2","target"
"18",221,30.5,-59,1208,0,24458586,1,"c","centre"
"18",221,265.9,144.7,652,1254,24459284,2,"2","target"
"18",222,29,-31.2,45,0,24462791,1,"c","centre"
"18",222,23.6,-32.9,1160,53,24463959,2,"c","centre"
"18",222,-77.3,276.3,187,1256,24464189,3,"d3","distracter"
"18",222,44.1,303,909,1467,24465122,4,"3","target"
"18",223,20.5,-25,266,0,24469172,1,"c","centre"
"18",223,17.1,-27.1,638,273,24469817,2,"c","centre"
"18",223,27,245.1,213,951,24470070,3,"3","blank"
"18",223,263.5,157.4,717,1202,24470825,4,"2","target"
"18",224,1.29999999999995,-41.5,1193,0,24476358,1,"c","centre"
"18",224,-42.8,231.4,130,1237,24476532,2,"3","target"
"18",224,13.3,264.1,620,1388,24477173,3,"3","target"
"18",225,2.20000000000005,-58.8,321,0,24480553,1,"c","centre"
"18",225,34.6,108.4,24,357,24480613,2,"0","blank"
"18",225,29.6,-114.6,349,528,24481109,3,"0","blank"
"18",225,22.8,-66.8,410,894,24481536,4,"c","centre"
"18",225,-172.7,-188.2,571,1334,24482137,5,"d5","blank"
"18",225,66,-51.2,475,1954,24482661,6,"c","centre"
"18",226,4.70000000000005,-53.4,1233,0,24487852,1,"c","centre"
"18",226,-199.7,112.1,725,1269,24488613,2,"4","target"
"18",227,12.3,-52.8,72,0,24492387,1,"c","centre"
"18",227,6.10000000000002,-56.4,1109,79,24493503,2,"c","centre"
"18",227,250,-38.4,69,1228,24493612,3,"d1","distracter"
"18",227,248.1,114.4,799,1321,24494435,4,"2","target"
"18",227,27.2,29.7,194,2162,24494671,5,"c","centre"
"18",228,2.89999999999998,-45.1,1195,0,24499212,1,"c","centre"
"18",228,227.8,142.6,180,1239,24499436,2,"2","target"
"18",228,263.2,138.8,681,1432,24500130,3,"2","target"
"18",229,22.3,-40.5,1198,0,24504414,1,"c","centre"
"18",229,238.5,145.4,182,1241,24504639,2,"2","target"
"18",229,259.5,145.1,440,1433,24505089,3,"2","target"
"18",230,22.1,-45.4,1320,0,24510007,1,"c","centre"
"18",230,-155,-178.5,142,1349,24510178,2,"d5","distracter"
"18",230,-198.6,-212.8,627,1502,24510816,3,"d5","distracter"
"18",231,12,-51,1221,0,24515572,1,"c","centre"
"18",231,222.9,-193.2,131,1258,24515740,2,"1","target"
"18",231,258.8,-221.1,562,1402,24516315,3,"0","blank"
"18",232,24.2,-54.6,1195,0,24520967,1,"c","centre"
"18",232,-75,226.3,131,1233,24521136,2,"d3","distracter"
"18",232,28.7,-323,606,1425,24521803,3,"6","target"
"18",232,29.9,-167.6,223,2065,24522060,4,"6","target"
"18",233,16.8,-57.4,1231,0,24526417,1,"c","centre"
"18",233,12.4,-332.7,734,1261,24527181,2,"6","target"
"18",234,15.5,-66.6,1185,0,24531887,1,"c","centre"
"18",234,229.3,-70,154,1212,24532068,2,"1","target"
"18",234,253.7,-227,897,1396,24532995,3,"0","blank"
"18",235,17.4,-61.8,1237,0,24537531,1,"c","centre"
"18",235,185.6,126.1,131,1275,24537700,2,"2","target"
"18",235,242.9,123.1,1214,1424,24538932,3,"2","target"
"18",236,7,-49.8,602,0,24543631,1,"c","centre"
"18",236,26.3,13.8,599,624,24544252,2,"c","centre"
"18",236,224,-187.4,153,1255,24544437,3,"1","target"
"18",236,259.3,-220.3,641,1430,24545100,4,"1","target"
"18",237,17.6,-52.9,1207,0,24549212,1,"c","centre"
"18",237,211.4,130.1,169,1250,24549424,2,"2","target"
"18",237,253.7,136.5,446,1435,24549886,3,"2","target"
"18",238,16.6,-53.1,818,0,24554106,1,"c","centre"
"18",238,182.9,105.2,381,859,24554528,2,"2","blank"
"18",238,52.4,278.7,169,1285,24554742,3,"3","target"
"18",238,21.5,288.6,651,1463,24555402,4,"3","target"
"18",239,13.6,-25.5,1212,0,24560438,1,"c","centre"
"18",239,217.8,-150.2,151,1309,24560686,2,"1","target"
"18",239,270.6,-197.6,583,1482,24561291,3,"1","target"
"18",239,23.2,-58.3,569,2103,24561898,4,"c","centre"
"18",240,29.6,-54.8,1292,0,24566198,1,"c","centre"
"18",240,29.6,-254.3,262,1319,24566487,2,"6","target"
"18",240,20.5,-300.3,967,1591,24567464,3,"6","target"
"18",241,15.7,-53.7,1202,0,24571657,1,"c","centre"
"18",241,220.3,-185.1,526,1229,24572210,2,"1","target"
"18",242,32.5,-70.6,1182,0,24576815,1,"c","centre"
"18",242,243.5,137.9,724,1227,24577584,2,"2","target"
"18",243,21.3,-41.5,1215,0,24581589,1,"c","centre"
"18",243,194.7,-166.3,205,1244,24581823,2,"1","target"
"18",243,267.3,-213.8,601,1467,24582442,3,"1","target"
"18",244,17.2,-50.1,1243,0,24587134,1,"c","centre"
"18",244,-163.6,-126.2,134,1278,24587303,2,"5","target"
"18",244,-209.6,-187.4,702,1426,24588019,3,"5","target"
"18",245,20,-53.6,1214,0,24592240,1,"c","centre"
"18",245,224.9,134.8,218,1258,24592502,2,"2","target"
"18",245,252,132.2,673,1488,24593187,3,"2","target"
"18",246,52.3,-33.3,1244,0,24597703,1,"c","centre"
"18",246,110.7,178.3,70,1271,24597800,2,"d2","distracter"
"18",246,-248.2,115.8,253,1391,24598103,3,"4","target"
"18",246,-233.9,104.4,882,1652,24598993,4,"4","target"
"18",247,18.5,-51.1,1220,0,24604080,1,"c","centre"
"18",247,24.2,258.8,911,1274,24605045,2,"3","target"
"18",248,10.3,-40.7,1242,0,24611869,1,"c","centre"
"18",248,119.8,-244.3,108,1284,24612019,2,"d6","distracter"
"18",248,26.3,-314,863,1414,24612904,3,"6","target"
"18",249,20.7,-46,1302,0,24618446,1,"c","centre"
"18",249,22.7,-309.5,287,1339,24618770,2,"6","target"
"18",249,17.1,-336.7,452,1633,24619229,3,"6","target"
"18",250,4.29999999999995,-50.7,1240,0,24624085,1,"c","centre"
"18",250,194.7,64.1,98,1271,24624214,2,"2","target"
"18",250,273.1,147,651,1392,24624888,3,"2","target"
"18",251,8.29999999999995,-56.3,1195,0,24643642,1,"c","centre"
"18",251,158.4,279.1,307,1243,24643997,2,"d2","distracter"
"18",251,-220.7,-261.4,529,1622,24644598,3,"0","blank"
"18",251,-232.5,-273.5,388,2159,24644994,4,"0","blank"
"18",252,-0.700000000000045,-54.8,1250,0,24649842,1,"c","centre"
"18",252,-234,-273.1,967,1288,24650847,2,"0","blank"
"18",253,17.9,-55.7,1205,0,24655171,1,"c","centre"
"18",253,245.9,-191.4,809,1243,24656018,2,"1","target"
"18",254,3,-47.8,1194,0,24660743,1,"c","centre"
"18",254,110.8,263.6,110,1241,24660900,2,"d2","distracter"
"18",254,15.6,289,851,1373,24661773,3,"3","target"
"18",255,14.6,-46.2,1252,0,24666630,1,"c","centre"
"18",255,226.1,133.8,143,1297,24666818,2,"2","target"
"18",255,266.9,131.9,568,1455,24667401,3,"2","target"
"18",256,16.3,-50.1,1209,0,24671760,1,"c","centre"
"18",256,236.7,-170.6,180,1245,24671976,2,"1","target"
"18",256,272.9,-198.5,545,1443,24672539,3,"1","target"
"18",256,61.2,-21.8,210,2028,24672789,4,"c","centre"
"18",257,-15,-54.1,37,0,24676524,1,"c","centre"
"18",257,16,-52.9,1151,47,24677685,2,"c","centre"
"18",257,234,140.5,143,1243,24677873,3,"2","target"
"18",257,270.9,138.7,499,1407,24678393,4,"2","target"
"18",257,-15.4,-72.6,441,1964,24678892,5,"c","centre"
"18",258,2.79999999999995,-50.7,1234,0,24682636,1,"c","centre"
"18",258,10.5,-338.6,685,1267,24683354,2,"6","target"
"18",258,35.5,-352.2,210,1967,24683579,3,"0","blank"
"18",259,23.9,-66.2,1215,0,24688183,1,"c","centre"
"18",259,-84.5,233.6,131,1256,24688355,2,"d3","centre"
"18",259,-241.3,103.8,1059,1417,24689444,3,"4","centre"
"18",259,-122.3,43.9,369,2495,24689832,4,"0","centre"
"18",260,31.6,-32.3,58,0,24692944,1,"c","centre"
"18",260,10.6,-49.2,925,277,24694088,2,"c","centre"
"18",260,-217.9,121.6,543,1245,24694674,3,"4","target"
"18",261,19.8,-44.6,1207,0,24703047,1,"c","centre"
"18",261,279.6,-199,895,1245,24703980,2,"1","target"
"18",262,23.9,-68.3,1218,0,24708054,1,"c","centre"
"18",262,243.2,143.2,161,1265,24708262,2,"2","target"
"18",262,272.9,134.5,510,1442,24708788,3,"2","target"
"18",263,23.7,-44.2,1271,0,24713341,1,"c","centre"
"18",263,-229.3,-226.6,879,1305,24714254,2,"5","target"
"18",264,13.4,-55.5,1254,0,24718393,1,"c","centre"
"18",264,27.3,-330.7,768,1292,24719199,2,"6","target"
"18",264,123.5,-125,302,2102,24719543,3,"d6","blank"
"18",265,17.8,-69.4,1203,0,24723509,1,"c","centre"
"18",265,228.3,-196.4,121,1237,24723664,2,"1","target"
"18",265,286.3,-229.5,675,1379,24724360,3,"0","blank"
"18",266,16.5,-57.3,1217,0,24728772,1,"c","centre"
"18",266,-94.8,248.6,108,1264,24728927,2,"d3","distracter"
"18",266,11.8,288.7,985,1394,24729934,3,"3","target"
"18",267,13,-44.7,1218,0,24734532,1,"c","centre"
"18",267,12.3,288.7,710,1267,24735291,2,"3","target"
"18",268,26.2,-56.5,1228,0,24739868,1,"c","centre"
"18",268,-200.1,121.3,756,1272,24740668,2,"4","target"
"18",268,193,-60.6,218,2089,24740947,3,"1","blank"
"18",269,-0.899999999999977,-52.8,1225,0,24745384,1,"c","centre"
"18",269,-211.2,-258.5,908,1258,24746325,2,"d5","blank"
"18",270,10.8,-67.4,1217,0,24750372,1,"c","centre"
"18",270,270.6,-203.7,852,1258,24751265,2,"1","target"
"18",270,270.3,-169.8,117,2129,24751401,3,"1","target"
"18",271,15.8,-55.9,1205,0,24755381,1,"c","centre"
"18",271,-216.7,-258.3,673,1240,24756089,2,"d5","blank"
"18",271,-197.1,-215.9,170,1932,24756278,3,"d5","blank"
"18",272,14.1,-58.1,1200,0,24760408,1,"c","centre"
"18",272,282.9,-217.4,1002,1240,24761450,2,"0","blank"
"18",273,20.4,-63.5,1236,0,24765899,1,"c","centre"
"18",273,-199.7,78.5,214,1282,24766159,2,"4","target"
"18",273,-229,91.3,990,1507,24767160,3,"4","target"
"18",274,12.3,-61.2,1222,0,24771082,1,"c","centre"
"18",274,-225.1,-251.4,922,1257,24772039,2,"0","blank"
"18",275,9.89999999999998,-41.1,1220,0,24778380,1,"c","centre"
"18",275,129.5,214.4,107,1261,24778528,2,"d2","distracter"
"18",275,21.2,275.7,823,1389,24779372,3,"3","target"
"18",276,12,-56.2,248,0,24783640,1,"c","centre"
"18",276,0.100000000000023,-28.4,44,562,24783998,2,"c","centre"
"18",276,24.3,-27.4,671,620,24784683,3,"c","centre"
"18",276,23.1,274.6,547,1341,24785280,4,"3","target"
"18",277,21.2,-35.8,1203,0,24790031,1,"c","centre"
"18",277,16,290.8,722,1248,24790798,2,"3","target"
"18",278,19.7,-53.3,1229,0,24795528,1,"c","centre"
"18",278,26.2,-291.8,223,1257,24795779,2,"6","target"
"18",278,30.7,-358.1,592,1493,24796384,3,"0","blank"
"18",279,29,-60.1,663,0,24800260,1,"c","centre"
"18",279,30.2,-80.7,545,674,24800816,2,"c","centre"
"18",279,227.7,-208.2,127,1254,24800978,3,"1","target"
"18",279,280.4,-220.2,539,1399,24801535,4,"0","blank"
"18",280,3.60000000000002,-68.2,1201,0,24806785,1,"c","centre"
"18",280,33.5,-317.8,694,1236,24807514,2,"6","target"
"18",281,10.2,-58.3,1271,0,24812251,1,"c","centre"
"18",281,-69.8,229,86,1319,24812385,2,"d3","distracter"
"18",281,345.4,-250.7,139,1460,24812579,3,"0","blank"
"18",281,286.3,-220.9,759,1615,24813354,4,"0","blank"
"18",282,21.7,-37.9,1179,0,24817320,1,"c","centre"
"18",282,261.4,-189.9,251,1221,24817613,2,"1","target"
"18",282,303.4,-214,403,1489,24818033,3,"0","blank"
"18",283,8.89999999999998,-37,1204,0,24821969,1,"c","centre"
"18",283,22.4,-324.2,680,1235,24822680,2,"6","target"
"18",284,9.60000000000002,-66.8,743,0,24826375,1,"c","centre"
"18",284,10.1,-95.7,455,761,24826848,2,"c","centre"
"18",284,288,-221.5,642,1256,24827530,3,"0","blank"
"18",285,9.10000000000002,-54,1188,0,24832655,1,"c","centre"
"18",285,296,-215.5,809,1231,24833507,2,"0","blank"
"18",285,9.5,-52.7,709,2086,24834262,3,"c","centre"
"18",286,18,-54.5,1199,0,24838334,1,"c","centre"
"18",286,-182.2,-69,45,1233,24838413,2,"5","blank"
"18",286,309.3,-204.2,798,1330,24839263,3,"0","blank"
"18",287,17.2,-51.5,1298,0,24843295,1,"c","centre"
"18",287,37.9,-330.6,799,1335,24844131,2,"6","target"
"18",288,28.4,-67.6,1231,0,24848448,1,"c","centre"
"18",288,-218.7,99.2,745,1268,24849230,2,"4","target"
"18",289,9.79999999999995,-57.8,1237,0,24854051,1,"c","centre"
"18",289,-213,-241.8,1014,1271,24855099,2,"d5","distracter"
"18",290,17.6,-62.4,1268,0,24859702,1,"c","centre"
"18",290,-232.7,-245.8,861,1309,24860604,2,"0","blank"
"18",291,13.8,-59,1202,0,24865057,1,"c","centre"
"18",291,277.4,-215.6,775,1242,24865872,2,"0","blank"
"18",292,22.2,-55.8,1221,0,24870573,1,"c","centre"
"18",292,-76.1,239.2,114,1264,24870730,2,"d3","distracter"
"18",292,-219.9,-252.9,869,1428,24871649,3,"d5","blank"
"18",293,1.60000000000002,-48.3,1239,0,24876542,1,"c","centre"
"18",293,21.1,268.9,844,1285,24877432,2,"3","target"
"18",294,0.299999999999955,-65.6,1186,0,24883125,1,"c","centre"
"18",294,263,6,121,1228,24883288,2,"d1","distracter"
"18",294,254.2,74.4,865,1368,24884172,3,"2","target"
"18",295,16.9,-46.3,569,0,24887769,1,"c","centre"
"18",295,171.8,77,804,610,24888614,2,"2","blank"
"18",295,-223.8,-291.2,152,1477,24888829,3,"0","blank"
"18",295,-244.1,-280.2,851,1647,24889698,4,"0","blank"
"18",296,28.1,-48.7,1181,0,24894853,1,"c","centre"
"18",296,229.9,-55.9,123,1212,24895007,2,"d1","distracter"
"18",296,-225.4,75.4,909,1390,24895971,3,"4","target"
"18",297,2.79999999999995,-64.4,1220,0,24903509,1,"c","centre"
"18",297,235.9,94.1,638,1266,24904193,2,"2","target"
"18",298,15.6,-56.7,1218,0,24908858,1,"c","centre"
"18",298,-91.5,235.8,83,1268,24908991,2,"d3","distracter"
"18",298,299.2,-248.4,174,1411,24909225,3,"0","blank"
"18",298,270.1,-217.8,960,1600,24910200,4,"0","blank"
"18",299,12.7,-55.8,1215,0,24915856,1,"c","centre"
"18",299,-181.8,-191,172,1241,24916054,2,"d5","distracter"
"18",299,-225.6,-238.9,569,1425,24916635,3,"d5","distracter"
"18",300,12.9,-72.1,1526,0,24921065,1,"c","centre"
"18",300,250.1,95.6,582,1573,24921694,2,"2","target"
"18",301,5.20000000000005,-54.8,1228,0,24943888,1,"c","centre"
"18",301,158.4,267.2,426,1275,24944361,2,"d2","centre"
"18",301,12.5,-338.2,662,1774,24945096,3,"6","centre"
"18",301,13.8,-334.2,258,2444,24945362,4,"6","centre"
"18",302,3.79999999999995,-45.3,1211,0,24949410,1,"c","centre"
"18",302,245.6,-71.6,122,1242,24949563,2,"1","target"
"18",302,270.4,-221.8,804,1394,24950397,3,"0","blank"
"18",303,13.6,-47.4,1234,0,24954479,1,"c","centre"
"18",303,-204,108.6,558,1280,24955083,2,"4","target"
"18",304,7,-37.8,1199,0,24960343,1,"c","centre"
"18",304,-264.3,-55.2,128,1240,24960512,2,"d4","distracter"
"18",304,-224.7,93.6,803,1397,24961344,3,"4","target"
"18",305,10.3,-33.4,1273,0,24966077,1,"c","centre"
"18",305,6.60000000000002,267.1,901,1318,24967023,2,"3","target"
"18",306,14.2,-63.7,1222,0,24972201,1,"c","centre"
"18",306,4.39999999999998,255.4,736,1261,24972976,2,"3","target"
"18",307,9.39999999999998,-53.1,351,0,24976865,1,"c","centre"
"18",307,0.600000000000023,-28,756,505,24977775,2,"c","centre"
"18",307,-2.5,244.4,699,1296,24978509,3,"3","target"
"18",308,15.4,-33.1,1227,0,24983043,1,"c","centre"
"18",308,-213.4,79.8,906,1261,24983983,2,"4","target"
"18",309,12,-53,1257,0,24989887,1,"c","centre"
"18",309,-190.1,-46.5,89,1293,24990012,2,"d4","distracter"
"18",309,-193.2,-198,687,1404,24990721,3,"d5","blank"
"18",310,5.70000000000005,-37.7,1257,0,24995938,1,"c","centre"
"18",310,29.1,290.3,614,1304,24996599,2,"3","target"
"18",311,24.9,-34,209,0,24999792,1,"c","centre"
"18",311,28.3,9.89999999999998,260,359,25000202,2,"c","centre"
"18",311,25.8,-22.3,613,628,25000824,3,"c","centre"
"18",311,-201.2,139.2,799,1278,25001660,4,"4","target"
"18",312,33.3,-28.1,1200,0,25005984,1,"c","centre"
"18",312,241.7,90,720,1248,25006752,2,"2","target"
"18",313,27.1,-44.7,1205,0,25011439,1,"c","centre"
"18",313,-69.6,222,140,1250,25011624,2,"d3","distracter"
"18",313,9.10000000000002,225.8,669,1412,25012315,3,"3","target"
"18",314,36.1,-27.6,1227,0,25017215,1,"c","centre"
"18",314,-90.1,258.9,78,1275,25017341,2,"d3","centre"
"18",314,53.1,-284.1,155,1410,25017553,3,"6","centre"
"18",314,61.3,-271.4,1148,1585,25018721,4,"6","centre"
"18",315,13.4,-54.2,29,0,25021347,1,"c","centre"
"18",315,38.6,-57.6,1276,37,25022631,2,"c","centre"
"18",315,-191.4,-147.5,840,1350,25023508,3,"5","target"
"18",316,21.5,-48.7,1236,0,25027572,1,"c","centre"
"18",316,64.3,-296.6,1099,1271,25028706,2,"6","target"
"18",317,26.8,-60.1,1222,0,25033207,1,"c","centre"
"18",317,25.5,267.7,729,1272,25033986,2,"3","target"
"18",318,18.4,-58.4,1196,0,25038132,1,"c","centre"
"18",318,247.1,170.6,188,1246,25038370,2,"2","target"
"18",318,254,107.8,561,1454,25038951,3,"2","target"
"18",319,34.3,-46.3,1220,0,25043757,1,"c","centre"
"18",319,180.5,-226.5,100,1250,25043887,2,"d6","distracter"
