"observer","trial","x","y","dur","onset","n","aoi","aoi2"
"3",188,-0.700000000000045,-32.5,1075,0,1,"c","centre"
"3",188,19.5,-37.5,205,217,2,"c","centre"
"3",188,61.9,-186.9,112,371,3,"d6","distracter"
"3",188,11.9,-288.2,324,721,4,"6","target"
"3",188,-15.7,-276.6,331,1065,5,"6","target"
"3",188,30.2,-251.7,204,1286,6,"6","target"
"3",189,6.39999999999998,-45,1236,0,1,"c","centre"
"3",189,-205.5,-140.3,307,359,2,"5","target"
"3",190,7.29999999999995,-41.4,1245,0,1,"c","centre"
"3",190,-194.5,-147,390,441,2,"5","target"
"3",191,5.10000000000002,-45.5,1301,0,1,"c","centre"
"3",191,222.3,-151.1,417,461,2,"1","target"
"3",192,8.79999999999995,-35.4,1241,0,1,"c","centre"
"3",192,-212.6,88.1,338,383,2,"4","target"
"3",193,-7.70000000000005,-39.1,466,0,1,"c","centre"
"3",193,-0.200000000000045,-32.9,748,767,2,"c","centre"
"3",193,-106.4,137.4,86,896,3,"d3","centre"
"3",193,294.6,-203.1,127,1090,4,"0","centre"
"3",193,219.2,-182.7,241,1352,5,"1","centre"
"3",193,112.2,-60.5,283,1677,6,"0","centre"
"3",193,-14.7,-16.9,172,1874,7,"c","centre"
"3",194,-1.79999999999995,-40.7,744,0,1,"c","centre"
"3",194,8.20000000000005,-39.8,455,466,2,"c","centre"
"3",194,248,-45.5,108,620,3,"d1","distracter"
"3",194,-216.7,-132.4,257,939,4,"5","target"
"3",194,-236,-144.4,195,1144,5,"5","target"
"3",195,12.2,-37.9,804,0,1,"c","centre"
"3",195,-2.20000000000005,-16.8,402,411,2,"c","centre"
"3",195,-220.4,-169.4,285,750,3,"5","target"
"3",195,-200.5,-164.5,150,910,4,"5","target"
"3",196,3.89999999999998,-42.4,596,0,1,"c","centre"
"3",196,6.79999999999995,-12.9,604,617,2,"c","centre"
"3",196,243.4,-32.3,67,728,3,"d1","centre"
"3",196,-245.3,63.3,195,983,4,"d4","centre"
"3",196,-195,61.7,726,1727,5,"4","centre"
"3",197,8.70000000000005,-47.7,1213,0,1,"c","centre"
"3",197,102.8,-229.5,132,171,2,"d6","distracter"
"3",197,19.7,-255.7,323,518,3,"6","target"
"3",198,5.60000000000002,-55.7,1221,0,1,"c","centre"
"3",198,223.9,-147,308,348,2,"1","target"
"3",199,4,-54,1217,0,1,"c","centre"
"3",199,214,-147.5,440,483,2,"1","target"
"3",200,4.60000000000002,-48.7,1330,0,1,"c","centre"
"3",200,-210.7,102.1,334,379,2,"4","target"
"3",201,-7.70000000000005,-42.4,1215,0,1,"c","centre"
"3",201,106.7,-197.5,90,133,2,"d6","distracter"
"3",201,-216.2,-164.1,342,593,3,"5","target"
"3",202,-19.1,-43.7,74,0,1,"c","centre"
"3",202,-7.89999999999998,-42,1228,1236,2,"c","centre"
"3",202,-200.8,42.9,93,1369,3,"d4","blank"
"3",202,-233.5,91.5,435,1821,4,"4","target"
"3",203,0.299999999999955,-34.2,1277,0,1,"c","centre"
"3",203,-26,189.5,136,203,2,"3","centre"
"3",203,-9.5,193.1,928,1144,3,"3","centre"
"3",204,18.3,-38.3,257,0,1,"c","centre"
"3",204,0.100000000000023,-48.5,560,567,2,"c","centre"
"3",204,8.10000000000002,-46.6,376,952,3,"c","centre"
"3",204,7.5,198.8,192,1183,4,"3","target"
"3",204,-10.3,199.9,549,1739,5,"3","target"
"3",205,7,-44.3,1350,0,1,"c","centre"
"3",205,233.2,83,342,391,2,"2","target"
"3",206,6.70000000000005,-40.4,1210,0,1,"c","centre"
"3",206,200.5,37.7,137,178,2,"d1","centre"
"3",206,192.1,60.8,963,1153,3,"2","centre"
"3",207,5,-46.7,1229,0,1,"c","centre"
"3",207,3.70000000000005,-244.4,282,323,2,"6","target"
"3",207,31.6,-255.8,231,571,3,"6","target"
"3",208,9.29999999999995,-35,923,0,1,"c","centre"
"3",208,15.2,-32.8,298,308,2,"c","centre"
"3",208,1,-249.5,221,573,3,"6","target"
"3",208,22.9,-267.2,141,733,4,"6","target"
"3",209,9.79999999999995,-29.9,814,0,1,"c","centre"
"3",209,8.5,-37.9,402,410,2,"c","centre"
"3",209,-220.3,-151.5,220,681,3,"5","target"
"3",209,-237,-154.5,220,908,4,"5","target"
"3",210,4.70000000000005,-37.9,1227,0,1,"c","centre"
"3",210,41.4,97.5,73,97,2,"0","centre"
"3",210,-23.2,197.9,1094,1218,3,"3","centre"
"3",211,14.6,-32,363,0,1,"c","centre"
"3",211,0.799999999999955,-29.1,557,566,2,"c","centre"
"3",211,14.5,-32.2,295,869,3,"c","centre"
"3",211,-193.1,67.3,167,1078,4,"4","target"
"3",211,-204.4,94.7,336,1426,5,"4","target"
"3",212,6.29999999999995,-44.4,1200,0,1,"c","centre"
"3",212,-54.3,94.3,79,120,2,"0","centre"
"3",212,230,65,800,966,3,"2","centre"
"3",213,10.6,-42.8,612,0,1,"c","centre"
"3",213,30.5,-22.1,266,282,2,"c","centre"
"3",213,-2.79999999999995,-17.5,302,598,3,"c","centre"
"3",213,1.29999999999995,218.8,425,1065,4,"3","target"
"3",214,5.70000000000005,-32.9,1209,0,1,"c","centre"
"3",214,0.899999999999977,196.6,909,959,2,"3","centre"
"3",215,18.4,-36.3,907,0,1,"c","centre"
"3",215,34.6,-17.4,285,299,2,"c","centre"
"3",215,-66.5,191.3,74,418,3,"d3","centre"
"3",215,238,67.5,827,1294,4,"2","centre"
"3",216,14.8,-31.5,537,0,1,"c","centre"
"3",216,17.1,-13.1,683,694,2,"c","centre"
"3",216,240.4,-149.7,373,1111,3,"1","target"
"3",217,18.5,-40.6,1229,0,1,"c","centre"
"3",217,256.7,-41.6,133,177,2,"d1","distracter"
"3",217,222.4,-124.9,251,450,3,"1","target"
"3",217,255.7,-144.8,209,673,4,"1","target"
"3",218,10.6,-45.1,1210,0,1,"c","centre"
"3",218,14.9,210.3,146,189,2,"3","target"
"3",218,1.29999999999995,234.4,113,312,3,"3","target"
"3",219,0.200000000000045,-38,1266,0,1,"c","centre"
"3",219,22.4,-254.9,244,307,2,"6","target"
"3",219,27.1,-265,250,564,3,"6","target"
"3",220,36.4,-46.7,1294,0,1,"c","centre"
"3",220,14,135.4,73,121,2,"0","blank"
"3",220,-7,219.4,449,594,3,"3","target"
"3",221,9.60000000000002,-33.2,633,0,1,"c","centre"
"3",221,10.9,-29.6,620,629,2,"c","centre"
"3",221,237.4,-162,436,1117,3,"1","target"
"3",221,213.9,-157.7,207,1333,4,"1","target"
"3",222,2.10000000000002,-43.5,1204,0,1,"c","centre"
"3",222,58.2,178.6,137,182,2,"d2","centre"
"3",222,4.70000000000005,198.5,919,1119,3,"3","centre"
"3",223,4.20000000000005,-32.1,1228,0,1,"c","centre"
"3",223,-217.5,73.1,554,596,2,"4","target"
"3",224,-0.100000000000023,-30.2,1214,0,1,"c","centre"
"3",224,-69.3,153.8,83,125,2,"d3","distracter"
"3",224,222.9,79.4,335,508,3,"2","target"
"3",224,171.6,86.1,42,567,4,"2","target"
"3",225,6.20000000000005,-45.3,1203,0,1,"c","centre"
"3",225,-6.89999999999998,188.9,971,1014,2,"3","centre"
"3",226,1.79999999999995,-31.8,907,0,1,"c","centre"
"3",226,3.89999999999998,-38.9,353,361,2,"c","centre"
"3",226,71.3,107.3,49,452,3,"0","blank"
"3",226,-230.7,85.5,124,621,4,"4","target"
"3",227,11.3,-30,1221,0,1,"c","centre"
"3",227,-227.1,-31.5,113,164,2,"d4","distracter"
"3",227,-205,-164.3,277,470,3,"5","target"
"3",227,-242.2,-152.1,45,530,4,"5","target"
"3",228,7.10000000000002,-25.3,1247,0,1,"c","centre"
"3",228,-128.5,116.9,58,102,2,"4","centre"
"3",228,223.5,61.9,180,332,3,"2","centre"
"3",229,22.1,-28,72,0,1,"c","centre"
"3",229,5.70000000000005,-32.2,261,270,2,"c","centre"
"3",229,16.4,-33.9,837,1116,3,"c","centre"
"3",229,-1.5,231.8,198,1367,4,"3","target"
"3",229,-22.9,236.6,301,1688,5,"3","target"
"3",229,-14.5,229.7,195,1891,6,"3","target"
"3",230,17.9,-23.5,1209,0,1,"c","centre"
"3",230,-3.29999999999995,-276.6,265,308,2,"6","target"
"3",230,-18.5,-274,311,629,3,"6","target"
"3",231,-15.2,-30.8,1222,0,1,"c","centre"
"3",231,-234.1,-145.4,656,707,2,"5","target"
"3",232,-8.10000000000002,-39.1,1249,0,1,"c","centre"
"3",232,196.8,-182.8,116,165,2,"1","target"
"3",232,237.5,-183.4,166,348,3,"1","target"
"3",232,229.5,-171.7,290,647,4,"1","target"
"3",233,4.29999999999995,-33.4,1242,0,1,"c","centre"
"3",233,-7.89999999999998,-186.5,124,167,2,"6","target"
"3",233,18.3,-274,404,589,3,"6","target"
"3",234,2.20000000000005,-42.6,1204,0,1,"c","centre"
"3",234,136.3,-219.8,72,120,2,"d6","distracter"
"3",234,-227.2,146.6,111,292,3,"4","target"
"3",234,-218.4,123.4,393,696,4,"4","target"
"3",235,17,-43.3,1272,0,1,"c","centre"
"3",235,234.9,-169,392,435,2,"1","target"
"3",236,14.4,-48,1278,0,1,"c","centre"
"3",236,-234.2,-160.4,234,287,2,"5","target"
"3",236,-200.6,-164.9,110,418,3,"5","target"
"3",237,-1.20000000000005,-33.6,1222,0,1,"c","centre"
"3",237,155.8,118.2,142,188,2,"2","target"
"3",237,203.3,82,288,497,3,"2","target"
"3",238,12.1,-29.5,1217,0,1,"c","centre"
"3",238,14.2,195.3,131,170,2,"3","target"
"3",238,5.20000000000005,220.3,256,436,3,"3","target"
"3",239,-0.100000000000023,-29.6,595,0,1,"c","centre"
"3",239,12.2,-28.6,610,619,2,"c","centre"
"3",239,-0.399999999999977,174.1,131,792,3,"3","target"
"3",239,6.5,223.7,311,1124,4,"3","target"
"3",240,3.29999999999995,-29.8,54,0,1,"c","centre"
"3",240,0.799999999999955,-16,1227,1234,2,"c","centre"
"3",240,-227.8,80.1,325,1603,3,"4","target"
"3",241,8.10000000000002,-42.8,1255,0,1,"c","centre"
"3",241,-4.20000000000005,158.8,113,156,2,"3","target"
"3",241,3.5,219.2,245,418,3,"3","target"
"3",242,9.60000000000002,-29.1,1285,0,1,"c","centre"
"3",242,-223.6,-156.3,414,462,2,"5","target"
"3",243,18.3,-35.3,1224,0,1,"c","centre"
"3",243,-10.7,-221.4,140,172,2,"6","target"
"3",243,17.7,-262.2,304,490,3,"6","target"
"3",244,0.799999999999955,-41.7,1085,0,1,"c","centre"
"3",244,22.5,-39.5,140,153,2,"c","centre"
"3",244,-1.70000000000005,212.1,369,563,3,"3","target"
"3",245,-6.29999999999995,-48.2,1229,0,1,"c","centre"
"3",245,203.1,69.1,404,451,2,"2","centre"
"3",245,-25.3,55.1,343,837,3,"c","centre"
"3",246,3.20000000000005,-31.5,1231,0,1,"c","centre"
"3",246,208.1,78.3,304,349,2,"2","target"
"3",247,12.3,-26.1,304,0,1,"c","centre"
"3",247,-1.39999999999998,-27.8,928,936,2,"c","centre"
"3",247,213.9,-126.5,316,1374,3,"1","target"
"3",248,7.60000000000002,-44.7,362,0,1,"c","centre"
"3",248,8.70000000000005,-30.3,859,867,2,"c","centre"
"3",249,10.7,-40.5,1219,0,1,"c","centre"
"3",249,15.4,-280.5,376,429,2,"6","target"
"3",250,6.89999999999998,-40.4,1228,0,1,"c","centre"
"3",250,-200.8,-141.6,196,238,2,"5","target"
"3",250,-236.4,-158.6,268,521,3,"5","target"
"3",251,3.79999999999995,-21.9,562,0,1,"c","centre"
"3",251,-13.4,-28.8,229,240,2,"c","centre"
"3",251,-0.5,-29.9,520,766,3,"c","centre"
"3",252,5.20000000000005,-35.9,1249,0,1,"c","centre"
"3",252,229.3,-138.1,383,425,2,"1","target"
"3",253,4.70000000000005,-43.1,1294,0,1,"c","centre"
"3",253,209.7,87.3,309,349,2,"2","target"
"3",254,1.60000000000002,-37.2,1212,0,1,"c","centre"
"3",254,-224.8,-140.4,423,473,2,"5","target"
"3",255,-2.60000000000002,-42.8,1222,0,1,"c","centre"
"3",255,-193.8,60.7,165,206,2,"4","target"
"3",255,-226.4,91.8,186,406,3,"4","target"
"3",256,7.39999999999998,-41.5,1221,0,1,"c","centre"
"3",256,99.4000000000001,149,92,140,2,"d2","distracter"
"3",256,-246.3,-202.9,179,375,3,"5","target"
"3",256,-221.5,-177.4,175,564,4,"5","target"
"3",257,3.89999999999998,-23.7,876,0,1,"c","centre"
"3",257,22.6,-31.8,367,380,2,"c","centre"
"3",257,-212.9,73.5,389,823,3,"4","target"
"3",258,2,-36.2,1253,0,1,"c","centre"
"3",258,149.5,-227.9,88,132,2,"d6","distracter"
"3",258,227.5,-182.4,194,351,3,"1","target"
"3",258,226.9,-174.7,423,782,4,"1","target"
"3",259,17.4,-28.9,1254,0,1,"c","centre"
"3",259,-175.5,68.9,170,210,2,"4","target"
"3",259,-208.1,92.6,182,409,3,"4","target"
"3",260,12.4,-39.6,1242,0,1,"c","centre"
"3",260,-106.5,167.6,126,171,2,"d3","distracter"
"3",260,-219.6,109.7,298,498,3,"4","target"
"3",261,-1.70000000000005,-52.3,1221,0,1,"c","centre"
"3",261,226.3,-150.6,225,391,2,"1","target"
"3",261,139.2,-133.4,531,944,3,"1","target"
"3",262,8.5,-35.6,1307,0,1,"c","centre"
"3",262,-232.3,-166.6,37,93,2,"5","target"
"3",263,6.20000000000005,-42.8,1237,0,1,"c","centre"
"3",263,13.7,-264.8,493,539,2,"6","target"
"3",263,-14.5,-174.2,416,976,3,"6","target"
"3",264,12.2,-52.3,1272,0,1,"c","centre"
"3",264,-210,80.6,219,264,2,"4","target"
"3",264,-226.2,88.2,227,501,3,"4","target"
"3",265,5.79999999999995,-34.9,1218,0,1,"c","centre"
"3",265,-203.9,56.5,166,212,2,"4","target"
"3",265,-209.1,86,277,501,3,"4","target"
"3",266,2,-46.4,1325,0,1,"c","centre"
"3",266,229.8,-56.1,71,114,2,"d1","distracter"
"3",266,1.89999999999998,-267,543,695,3,"6","target"
"3",267,4.39999999999998,-24.8,250,0,1,"c","centre"
"3",267,-9.79999999999995,-38.7,312,323,2,"c","centre"
"3",267,-19.8,-37.9,543,875,3,"c","centre"
"3",267,3.70000000000005,-42.1,119,1009,4,"c","centre"
"3",267,-0.600000000000023,192.8,243,1289,5,"3","target"
"3",267,-12.9,203.2,271,1570,6,"3","target"
"3",268,13.6,-36.1,1272,0,1,"c","centre"
"3",268,202.3,-146.6,358,401,2,"1","target"
"3",269,-11,-39.5,431,0,1,"c","centre"
"3",269,-26.6,-37.9,261,280,2,"c","centre"
"3",269,-4,-32.9,525,815,3,"c","centre"
"3",269,-4.89999999999998,-231.6,164,1016,4,"6","target"
"3",269,-3.5,-260.4,202,1230,5,"6","target"
"3",270,-3,-26.7,1105,0,1,"c","centre"
"3",270,9.5,-24.8,148,155,2,"c","centre"
"3",270,-200.1,-134,333,541,3,"5","target"
"3",271,-8,-43,629,0,1,"c","centre"
"3",271,4.10000000000002,-37.1,572,579,2,"c","centre"
"3",272,5.60000000000002,-40.9,1211,0,1,"c","centre"
"3",272,214.4,-138.8,347,390,2,"1","target"
"3",273,6.89999999999998,-41,887,0,1,"c","centre"
"3",273,13.2,-39.7,405,412,2,"c","centre"
"3",273,268.9,49.7,99,558,3,"d1","blank"
"3",273,225.2,71.7,197,771,4,"2","target"
"3",273,197.4,76.3,453,1234,5,"2","target"
"3",274,-4.29999999999995,-36.7,1248,0,1,"c","centre"
"3",274,-129.8,-220.5,49,84,2,"d5","distracter"
"3",274,-7.29999999999995,263.2,123,257,3,"3","target"
"3",274,-31,226.6,371,640,4,"3","target"
"3",275,2.70000000000005,-34.2,1216,0,1,"c","centre"
"3",275,62.8,173.1,103,148,2,"d2","distracter"
"3",275,-12,227.4,563,735,3,"3","target"
"3",276,7.39999999999998,-29.3,1256,0,1,"c","centre"
"3",276,215.4,39,127,167,2,"d1","blank"
"3",276,217.5,78.8,221,402,3,"2","target"
"3",277,8.10000000000002,-35.3,1229,0,1,"c","centre"
"3",277,-121.5,-223.2,132,176,2,"d5","distracter"
"3",277,-225,-165.2,203,402,3,"5","target"
"3",277,-197.2,-154.8,181,598,4,"5","target"
"3",278,7.89999999999998,-30,1276,0,1,"c","centre"
"3",278,-213.9,90.8,313,355,2,"4","target"
"3",279,13.3,-33.8,1242,0,1,"c","centre"
"3",279,108.7,-199.7,50,93,2,"d6","distracter"
"3",279,-22.7,288.8,125,267,3,"3","target"
"3",279,-2.10000000000002,237.6,472,751,4,"3","target"
"3",280,5.70000000000005,-41,1231,0,1,"c","centre"
"3",280,8.89999999999998,-254.3,513,553,2,"6","target"
"3",281,4.39999999999998,-43.9,1254,0,1,"c","centre"
"3",281,-202.1,-13.6,67,100,2,"d4","distracter"
"3",281,-216.6,134.3,299,429,3,"4","target"
"3",282,-13.3,-27.7,1206,0,1,"c","centre"
"3",282,33.6,156,141,181,2,"0","blank"
"3",282,-9.70000000000005,212.6,328,528,3,"3","target"
"3",283,1.20000000000005,-23.5,1246,0,1,"c","centre"
"3",283,-183.7,70.8,334,374,2,"4","target"
"3",284,7.5,-10.2,1219,0,1,"c","centre"
"3",284,55,174,156,197,2,"d2","distracter"
"3",284,7,213.1,226,443,3,"3","target"
"3",285,-0.700000000000045,-35.9,1238,0,1,"c","centre"
"3",285,-187.6,-43.9,47,87,2,"d4","distracter"
"3",285,231.7,-142.2,280,424,3,"1","target"
"3",286,-4.10000000000002,-33.6,380,0,1,"c","centre"
"3",286,27.2,-34.1,783,796,2,"c","centre"
"3",286,32.2,171.4,165,1080,3,"3","target"
"3",286,-7.60000000000002,198.4,126,1221,4,"3","target"
"3",287,-2.89999999999998,-46.5,1207,0,1,"c","centre"
"3",287,-210.7,74.9,313,363,2,"4","target"
"3",288,16.3,-37.7,1210,0,1,"c","centre"
"3",288,37.4,-274.2,418,461,2,"6","target"
"3",289,9.70000000000005,-26.7,1183,0,1,"c","centre"
"3",289,263,-40.1,130,173,2,"d1","centre"
"3",289,208.5,70.5,498,700,3,"2","centre"
"3",289,-55.9,103.8,154,908,4,"0","centre"
"3",289,199,56.8,103,1059,5,"2","centre"
"3",290,5.5,-34.4,1224,0,1,"c","centre"
"3",290,5.10000000000002,-263.7,720,760,2,"6","target"
"3",291,16,-25.4,1219,0,1,"c","centre"
"3",291,-218.9,-143.4,470,520,2,"5","target"
"3",292,13.4,-28.9,1209,0,1,"c","centre"
"3",292,211.6,-117.8,177,221,2,"1","target"
"3",292,245.3,-134.7,246,484,3,"1","target"
"3",293,14,-35.9,1159,0,1,"c","centre"
"3",293,243.8,-34.1,50,92,2,"d1","distracter"
"3",293,-49.4,-279.2,108,258,3,"6","target"
"3",293,3.20000000000005,-280.8,394,676,4,"6","target"
"3",294,2.5,-31.8,1297,0,1,"c","centre"
"3",294,195.8,-142.9,170,211,2,"1","target"
"3",294,237,-150.6,235,465,3,"1","target"
"3",295,-10.2,-41.9,76,0,1,"c","centre"
"3",295,-5.89999999999998,-43.2,1125,1137,2,"c","centre"
"3",295,-254.4,-155.8,542,1731,3,"5","target"
"3",296,4.20000000000005,-41.6,1205,0,1,"c","centre"
"3",296,-224.8,-145.1,427,478,2,"5","target"
"3",297,-3,-42.6,1206,0,1,"c","centre"
"3",297,211.6,-147.2,308,351,2,"1","target"
"3",298,4.5,-47.4,1235,0,1,"c","centre"
"3",298,-202.2,-155.9,296,347,2,"5","target"
"3",298,-108.2,-54.4,482,870,3,"0","blank"
"3",299,1.20000000000005,-43.4,1088,0,1,"c","centre"
"3",299,7.39999999999998,-41.9,132,145,2,"c","centre"
"3",299,-57.2,171.5,124,311,3,"d3","distracter"
"3",299,-8.5,231.1,532,864,4,"3","target"
"3",300,2.39999999999998,-37,1220,0,1,"c","centre"
"3",300,103.5,143.8,89,129,2,"d2","distracter"
"3",300,-222.9,96.4,580,765,3,"4","target"
"3",301,6.5,-30.3,224,0,1,"c","centre"
"3",301,17.5,104.6,228,257,2,"0","blank"
"3",301,15.5,-6.89999999999998,194,473,3,"c","centre"
"3",301,14.4,-37,532,1017,4,"c","centre"
"3",301,144.1,-242.9,125,1183,5,"d6","distracter"
"3",301,-207.9,-152,284,1525,6,"5","target"
"3",302,2.5,-36.4,1206,0,1,"c","centre"
"3",302,-203.7,104.1,426,471,2,"4","target"
"3",303,5.60000000000002,-44.3,1237,0,1,"c","centre"
"3",303,-94.2,-212.5,60,102,2,"d5","distracter"
"3",303,253.7,-154.1,226,375,3,"1","target"
"3",303,213.3,-151.8,552,939,4,"1","target"
"3",304,4.79999999999995,-39.4,1207,0,1,"c","centre"
"3",304,-4,-226.9,158,199,2,"6","target"
"3",304,5.79999999999995,-253.6,278,487,3,"6","target"
"3",305,-4.5,-32.1,1242,0,1,"c","centre"
"3",305,1,-262.3,714,760,2,"6","centre"
"3",305,14.5,-129.1,255,1044,3,"0","centre"
"3",305,17,-103.9,339,1394,4,"0","centre"
"3",306,0.899999999999977,-42.9,1218,0,1,"c","centre"
"3",306,215.3,-123.5,437,478,2,"1","target"
"3",307,2.20000000000005,-48.1,1214,0,1,"c","centre"
"3",307,-220.9,85.8,441,485,2,"4","target"
"3",308,9.60000000000002,-45.4,1289,0,1,"c","centre"
"3",308,-23.5,236.4,477,593,2,"3","target"
"3",308,8.29999999999995,228.8,264,871,3,"3","target"
"3",309,6.89999999999998,-45.9,1344,0,1,"c","centre"
"3",309,-20.3,-229.2,121,160,2,"6","target"
"3",309,14,-270.3,446,624,3,"6","target"
"3",310,0.200000000000045,-35,1244,0,1,"c","centre"
"3",310,-133.4,-249.2,79,117,2,"d5","distracter"
"3",310,219.7,119.5,171,342,3,"2","target"
"3",310,212.2,91.5,345,697,4,"2","target"
"3",311,4.20000000000005,-39.4,1091,0,1,"c","centre"
"3",311,17.6,-40.3,164,175,2,"c","centre"
"3",311,-128.6,-242.6,68,285,3,"d5","distracter"
"3",311,-208.6,115.6,424,762,4,"4","target"
"3",312,8.39999999999998,-32.4,1219,0,1,"c","centre"
"3",312,-132.4,78.4,96,147,2,"0","blank"
"3",312,-213.2,-184.5,438,639,3,"5","target"
"3",313,1.5,-39.8,831,0,1,"c","centre"
"3",313,12.5,-37.2,404,417,2,"c","centre"
"3",313,-57.8,156.4,115,576,3,"d3","distracter"
"3",313,-4.5,193.5,177,774,4,"3","target"
"3",314,-2,-38.9,1212,0,1,"c","centre"
"3",314,18.6,-277.9,248,361,2,"6","target"
"3",314,-6.29999999999995,-265.1,233,607,3,"6","target"
"3",315,0.600000000000023,-36.8,1226,0,1,"c","centre"
"3",315,203.3,67.1,156,193,2,"2","target"
"3",315,204.9,76.1,431,633,3,"2","target"
"3",316,-1.29999999999995,-37.4,1205,0,1,"c","centre"
"3",316,194.5,53.9,135,178,2,"2","target"
"3",316,216,82.4,381,574,3,"2","target"
"3",317,11.7,-37.6,337,0,1,"c","centre"
"3",317,6.29999999999995,-35.9,925,933,2,"c","centre"
"3",317,-10,220.4,428,1404,3,"3","target"
"3",318,8.79999999999995,-40.8,1217,0,1,"c","centre"
"3",318,106.7,-214.7,123,166,2,"d6","distracter"
"3",318,14.7,-255.6,499,689,3,"6","target"
"3",319,2.70000000000005,-34.4,1243,0,1,"c","centre"
"3",319,7,183.3,109,147,2,"3","target"
"3",319,0.200000000000045,209.5,454,615,3,"3","target"
"3",320,-5,-32.2,342,0,1,"c","centre"
"3",320,6.20000000000005,-38.7,860,869,2,"c","centre"
"3",320,1.89999999999998,-246.4,665,1578,3,"6","target"
"3",320,30.3,-271.5,503,2094,4,"6","target"
"3",321,0.899999999999977,-23.2,1207,0,1,"c","centre"
"3",321,-107.4,-224.2,89,140,2,"d5","distracter"
"3",321,-4.5,-260.7,291,454,3,"6","target"
"3",322,8,-25.6,1212,0,1,"c","centre"
"3",322,-219.2,-117.2,402,445,2,"5","target"
"3",323,7.29999999999995,-35.2,675,0,1,"c","centre"
"3",323,3.79999999999995,-35.1,233,528,2,"c","centre"
"3",323,242.5,-165,251,821,3,"1","target"
"3",324,2.5,-50.2,985,0,1,"c","centre"
"3",324,12.3,-53.4,266,273,2,"c","centre"
"3",324,-173.2,-119.3,101,424,3,"5","target"
"3",324,-212.4,-147.5,403,843,4,"5","target"
"3",325,13.3,-43.1,1212,0,1,"c","centre"
"3",325,-215.2,63.7,142,190,2,"4","target"
"3",325,-209.2,79.3,272,470,3,"4","target"
"3",326,9.79999999999995,-40.6,1219,0,1,"c","centre"
"3",326,-10,181.8,118,157,2,"3","target"
"3",326,-8,233.8,411,584,3,"3","target"
"3",327,17.7,-45.8,1281,0,1,"c","centre"
"3",327,234.8,-158.2,297,338,2,"1","target"
"3",327,199.5,-151.9,194,546,3,"1","target"
"3",328,3.10000000000002,-38.8,1241,0,1,"c","centre"
"3",328,96.5,102.1,70,113,2,"0","blank"
"3",328,-256.3,-144.8,519,683,3,"5","target"
"3",328,-219.7,-157.1,445,1143,4,"5","target"
"3",329,-13.8,-42.2,1217,0,1,"c","centre"
"3",329,-1,164,142,184,2,"3","centre"
"3",329,-9.70000000000005,193.5,829,1027,3,"3","centre"
"3",330,3.20000000000005,-40.5,1200,0,1,"c","centre"
"3",330,137.4,110,136,182,2,"2","target"
"3",330,205.7,99.1,458,664,3,"2","target"
"3",331,-10.4,-44.8,1209,0,1,"c","centre"
"3",331,-198.3,54.1,160,195,2,"4","target"
"3",331,-197.5,96.9,249,461,3,"4","target"
"3",332,-7.89999999999998,-33,1236,0,1,"c","centre"
"3",332,190.6,74,173,215,2,"2","target"
"3",332,217.5,100.4,193,425,3,"2","target"
"3",333,4,-34.8,1210,0,1,"c","centre"
"3",333,207,47.5,130,180,2,"d1","blank"
"3",333,230.6,109.6,217,415,3,"2","target"
"3",333,161.5,80.5,568,1000,4,"2","target"
"3",334,-7.10000000000002,-28.5,346,0,1,"c","centre"
"3",334,0.100000000000023,-27.9,866,875,2,"c","centre"
"3",334,3.39999999999998,-256.3,562,1468,3,"6","target"
"3",334,-43.3,-91.2,338,1838,4,"0","blank"
"3",335,11.7,-38.5,1215,0,1,"c","centre"
"3",335,-126.6,-251.1,74,125,2,"d5","distracter"
"3",335,-182.8,100,138,309,3,"4","target"
"3",335,-213.1,85.7,325,646,4,"4","target"
"3",336,13,-49.2,1203,0,1,"c","centre"
"3",336,22.6,238.4,240,284,2,"3","target"
"3",336,-4.5,223.7,187,484,3,"3","target"
"3",337,10.6,-33.3,389,0,1,"c","centre"
"3",337,10,-29.2,854,862,2,"c","centre"
"3",337,195.6,-150.7,237,1141,3,"1","target"
"3",337,242.7,-165.4,202,1363,4,"1","target"
"3",338,-5,-56.9,1221,0,1,"c","centre"
"3",338,-7.39999999999998,197.1,826,890,2,"3","centre"
"3",339,-10.8,-39.9,366,0,1,"c","centre"
"3",339,-3.20000000000005,-39.5,851,861,2,"c","centre"
"3",339,5,-251.3,343,1244,3,"6","target"
"3",339,28.7,-267.3,193,1447,4,"6","target"
"3",340,8.29999999999995,-36.8,1224,0,1,"c","centre"
"3",340,214.8,-122.9,386,426,2,"1","target"
"3",341,17.7,-31.5,1395,0,1,"c","centre"
"3",341,-191.3,-153.1,148,191,2,"5","target"
"3",342,10.3,-42.3,1254,0,1,"c","centre"
"3",342,-225.8,-123.6,177,224,2,"5","target"
"3",342,-207.4,-143,271,507,3,"5","target"
"3",343,9.10000000000002,-25.7,1268,0,1,"c","centre"
"3",343,173.7,89.2,136,183,2,"2","target"
"3",343,230.9,111.1,237,440,3,"2","target"
"3",344,1,-29.6,1249,0,1,"c","centre"
"3",344,-98.3,155.3,70,112,2,"d3","distracter"
"3",344,264.9,-185.2,154,318,3,"1","target"
"3",344,209.1,-159.5,205,543,4,"1","target"
"3",345,-0.299999999999955,-34.1,341,0,1,"c","centre"
"3",345,-7.10000000000002,-33.3,280,287,2,"c","centre"
