observer,trial,x,y,dur,n
19,42,716.3,544.6,114,2
19,42,753.6,670.7,617,3
19,43,977.4,542.9,1231,1
19,43,980.3,783.9,724,2
19,44,967.8,546.1,1207,1
19,44,1177.3,426.2,141,2
19,44,1193.7,434.4,596,3
19,45,979.4,550.6,214,1
19,45,976.6,545.4,964,2
19,45,985.9,795.1,734,3
19,46,965.9,549.5,1227,1
19,46,984.9,786.9,685,2
19,47,964,542.7,1191,1
19,47,987,769.8,45,2
19,47,1184.7,643.5,145,3
19,47,1191.9,668.4,505,4
19,48,973.5,543.5,1221,1
19,48,988.8,648.6,81,2
19,48,992,814,85,3
19,48,983.3,803.5,505,4
19,49,968.8,543.6,1209,1
19,49,1060.8,335.5,127,2
19,49,978.8,317.1,114,3
19,49,967.9,300.9,466,4
19,50,983.2,557.7,1202,1
19,50,1180.5,528.6,25,2
19,50,750.6,421.6,652,3
19,51,977.8,550.3,1218,1
19,51,1215.4,672.8,716,2
19,52,972.4,557.7,260,1
19,52,978.7,554.9,937,2
19,52,971.2,798,697,3
19,53,982.3,549.2,1203,1
19,53,1183,411.4,166,2
19,53,1199,424.2,551,3
19,54,984.9,549.5,230,1
19,54,977.4,552.8,961,2
19,54,751.3,416.7,733,3
19,55,963,562.4,163,1
19,55,970.8,535.4,1045,2
19,55,972.2,792.6,687,3
19,56,965.3,553.7,274,1
19,56,975.1,535.8,901,2
19,56,833.6,678,91,3
19,56,749.9,663.3,680,4
19,57,987.5,550.2,1194,1
19,57,1234.6,505.6,86,2
19,57,1195.9,442.6,653,3
19,58,974,559.6,28,1
19,58,970.3,538.8,741,2
19,58,966.6,524.3,420,3
19,58,876.6,753,72,4
19,58,1196.9,665.5,613,5
19,59,973.4,552.3,1211,1
19,59,752.8,661.1,731,2
19,60,977.1,546.7,1201,1
19,60,1188.2,674.8,724,2
19,61,982.2,547.1,398,1
19,61,975.1,539.7,512,2
19,61,1074.2,330.7,142,3
19,61,755.8,673.6,547,4
19,62,971.9,555.6,1217,1
19,62,1225.5,579.3,129,2
19,62,981.6,790.8,567,3
19,63,973.9,554.1,1203,1
19,63,1220.9,480.8,46,2
19,63,1190.1,420,668,3
19,64,974.1,560.4,237,1
19,64,975.7,551.3,955,2
19,64,1185.8,428.5,733,3
19,65,972.8,551.9,1255,1
19,65,975.2,307.2,691,2
19,66,968.6,558,260,1
19,66,965.7,538.3,930,2
19,66,1173.9,664.9,135,3
19,66,1190.4,676.4,582,4
19,67,973,554.8,1215,1
19,67,1171.7,425,156,2
19,67,1183.7,435.4,516,3
19,68,964.2,550.1,239,1
19,68,969.2,541.2,958,2
19,68,1210.2,683.8,146,3
19,68,1203.9,670.6,456,4
19,69,964.2,536.2,1222,1
19,69,960.6,291.3,730,2
19,70,969,547.2,430,1
19,70,973.5,531,768,2
19,70,1065.2,740,78,3
19,70,723.5,650.5,151,4
19,70,747.3,668.7,503,5
19,71,979.6,545.3,1234,1
19,71,982.8,311.2,639,2
19,72,973.6,549.3,1196,1
19,72,1194.9,681.6,602,2
19,73,984.6,546.9,1217,1
19,73,964,296.5,708,2
19,74,973.6,553.2,1209,1
19,74,978.4,305.7,720,2
19,75,971.1,545.2,1206,1
19,75,958.6,304.9,717,2
19,76,979.7,557.1,1188,1
19,76,742.7,671,670,2
19,77,971.9,553.5,646,1
19,77,977,540.5,564,2
19,77,1195.5,688.6,129,3
19,77,1190.8,686,482,4
19,78,978.6,551.3,1204,1
19,78,1003.4,774.3,123,2
19,78,980,790.8,607,3
19,79,972.9,539.3,1184,1
19,79,756.8,673,125,2
19,79,745.9,659.6,560,3
19,80,977,551.3,1204,1
19,80,736.5,664.3,139,2
19,80,749,666,496,3
19,81,972.4,557.3,307,1
19,81,973.4,547,879,2
19,81,749,573.6,66,3
19,81,771,658.2,645,4
19,82,977.2,552.5,1199,1
19,82,1153.9,663.6,125,2
19,82,1174.9,678.9,578,3
19,83,965.8,560.5,178,1
19,83,980.2,542.8,1017,2
19,83,905.8,315.7,113,3
19,83,964.2,290.9,568,4
19,84,971.8,554.8,1203,1
19,84,762.6,643.1,117,2
19,84,744.3,678.7,597,3
19,85,976.9,551.5,1239,1
19,85,1216.3,551.5,89,2
19,85,947,284.9,145,3
19,85,970.7,297.3,455,4
19,86,969.7,547.2,1189,1
19,86,1231.7,558.8,459,2
19,86,963.8,305.7,162,3
19,87,960.3,546.6,1220,1
19,87,755.7,617.2,22,2
19,87,743.6,405.5,569,3
19,87,727.4,497.2,29,4
19,88,965.6,543.2,1194,1
19,89,971.7,555.1,1214,1
19,89,741.5,425.5,707,2
19,90,969.9,549.9,1213,1
19,90,1173.2,434.7,716,2
19,91,967.2,555,1196,1
19,91,974.6,791.6,564,2
19,92,970.3,554.3,1209,1
19,92,1194.7,425.7,715,2
19,93,962,551.8,298,1
19,93,960.4,550.1,893,2
19,93,958.2,795.9,575,3
19,94,965.2,558.3,1197,1
19,94,837.9,405.9,78,2
19,94,756.4,430.2,609,3
19,95,956.7,559.3,358,1
19,95,957.4,546.3,827,2
19,95,773.3,435.5,112,3
19,95,746.3,425.4,499,4
19,95,758.7,530.8,33,5
19,96,958.9,551.6,1205,1
19,96,1149.4,435.8,118,2
19,96,1164.2,430.6,510,3
19,97,965.6,544.9,323,1
19,97,967.7,531.2,861,2
19,97,1126.6,716,106,3
19,97,1171.6,669.2,593,4
19,98,970.7,555.2,301,1
19,98,964.4,507.9,218,2
19,98,966.5,539,658,3
19,98,970.7,300,589,4
19,98,860.1,588.9,40,5
19,99,968.8,553.6,289,1
19,99,979.5,531.3,870,2
19,99,1125.4,372,110,3
19,99,1176.1,425.2,619,4
19,100,960.3,559.9,235,1
19,100,1128.9,478.9,126,2
19,100,967.6,541.4,770,3
19,100,717.2,549.3,115,4
19,100,1193,666.6,565,5
19,101,967.2,551.2,1210,1
19,101,1170.3,669.6,118,2
19,101,1197.2,674.1,575,3
19,102,968,550.1,1200,1
19,102,1121.8,661.5,57,2
19,102,1192.6,663.5,628,3
19,103,963.2,554.6,1214,1
19,103,756.3,668.6,705,2
19,104,968.2,544,1203,1
19,104,728.9,548.7,126,2
19,104,1183.4,434.2,622,3
19,105,952.2,563.6,223,1
19,105,962.9,546.1,978,2
19,105,1213.7,561.6,95,3
19,105,747.5,425.8,545,4
19,106,969.8,551.9,1221,1
19,106,867.4,347.3,760,2
19,107,967.3,548.4,1214,1
19,107,925,749.4,67,2
19,107,971.6,788.3,642,3
19,108,967.7,553.2,1203,1
19,108,1079.2,761.8,94,2
19,108,737,674.9,639,3
19,109,969.9,518.2,55,1
19,109,967.4,518.7,1131,2
19,109,838.4,313.6,757,3
19,110,977.3,540.1,232,1
19,110,970,536.9,977,2
19,110,763.6,635,112,3
19,110,735.4,662.2,610,4
19,111,978.2,531.1,1221,1
19,111,745.7,665.8,698,2
19,112,964.3,540.4,1214,1
19,112,751,668.9,759,2
19,113,971.5,543.9,53,1
19,113,971.5,523.9,1170,2
19,113,864.8,768,87,3
19,113,996.6,288.8,140,4
19,113,974.4,279.2,421,5
19,114,976.8,532,1192,1
19,114,926.4,779.2,96,2
19,114,965.4,801.7,516,3
19,114,816.8,1125.1,59,4
19,115,976.5,531.7,1194,1
19,115,1192.6,416.3,749,2
19,116,963.2,530.2,1218,1
19,116,697.6,532.8,62,2
19,116,972.5,774.4,149,3
19,116,961.2,814,460,4
19,117,969.5,528.1,1209,1
19,117,1193.2,405.4,714,2
19,118,966.9,537.1,1195,1
19,118,1177.7,385.7,159,2
19,118,1189.5,401.6,589,3
19,119,972.7,539,57,1
19,119,973.3,524.1,1127,2
19,119,1190.9,413.1,724,3
19,120,980.4,535.1,1190,1
19,120,970,280.4,748,2
19,121,978.5,540.5,62,1
19,121,976.8,531.6,1119,2
19,121,1055.3,338.9,616,3
19,122,976.7,529.2,1206,1
19,122,1214.2,658.1,714,2
19,123,965.5,532.3,1195,1
19,123,966.8,802.7,709,2
19,124,974,529.6,1228,1
19,124,1195.8,415.8,168,2
19,124,1182.6,404.1,561,3
19,125,977.8,530.4,1187,1
19,125,748.3,402.2,751,2
19,126,996.1,531,593,1
19,126,988.4,518.2,571,2
19,126,1199.3,407.8,771,3
19,127,974,536.4,1202,1
19,127,1125.1,736.4,112,2
19,127,1188.3,656.8,583,3
19,128,984.8,540.8,1215,1
19,128,842.3,778.2,252,2
19,128,894.8,760.7,156,3
19,128,959.7,257.8,251,4
19,129,984.3,535.1,1208,1
19,129,1080.4,758.4,755,2
19,130,972.2,528.3,236,1
19,130,979.7,516.5,960,2
19,130,1208.4,646.5,162,3
19,130,1211.1,660.3,565,4
19,131,980.7,530.2,184,1
19,131,970.2,514.4,1010,2
19,131,871.4,302.2,82,3
19,131,1179.3,612.2,105,4
19,131,1212.1,644.6,461,5
19,132,977.8,520.3,1226,1
19,132,1204.3,544.3,440,2
19,132,990.9,770.5,238,3
19,133,980.3,526.4,1216,1
19,133,845.1,651.3,91,2
19,133,756.9,646.3,592,3
19,134,960.4,523.5,1203,1
19,134,1010.8,744.3,93,2
19,134,952.6,798.4,612,3
19,135,974.3,523.9,1215,1
19,135,1083.7,313.1,100,2
19,135,1195.5,402,591,3
19,136,979.7,523.4,1204,1
19,136,1176.7,639.6,110,2
19,136,1198.1,657.7,567,3
19,137,979.2,523.3,1222,1
19,137,1198.2,626,150,2
19,137,1210.3,649.3,566,3
19,137,1063.7,723.1,13,4
19,138,980.6,517.5,1204,1
19,138,1088.4,769.2,97,2
19,138,771,396,326,3
19,138,754.6,394.5,256,4
19,139,981.3,519.7,1192,1
19,139,1209.4,601.5,84,2
19,139,1199.7,647.4,632,3
19,140,963.5,527.1,84,1
19,140,973.2,516,1116,2
19,140,1234.5,508.8,107,3
19,140,1184.9,385.6,565,4
19,141,977.8,516.9,1205,1
19,141,732.4,521.7,137,2
19,141,965.1,770.8,137,3
19,141,980.7,790.7,408,4
19,142,977.4,511,1256,1
19,142,965.4,292.9,107,2
19,142,969.3,271.3,554,3
19,143,973.1,527.6,1191,1
19,143,1068.7,311,87,2
19,143,1188.5,400.6,629,3
19,144,974,520.5,1208,1
19,144,740.5,409.8,731,2
19,145,958.6,554.1,1195,1
19,145,1135.2,633.6,104,2
19,145,1196.6,695.6,630,3
19,146,953.4,555.7,1225,1
19,146,729.3,674.6,703,2
19,147,958.2,550.7,1232,1
19,147,958.5,817.5,656,2
19,148,942.6,549,1235,1
19,148,947.6,305.7,750,2
19,149,944.9,550.5,1207,1
19,149,1169,687.5,767,2
19,150,936.7,555.9,40,1
19,150,941.3,551.4,1149,2
19,150,1003.6,781.2,97,3
19,150,944.5,809.3,626,4
19,151,942.5,559.9,1195,1
19,151,1175.7,440.3,749,2
19,152,953,550.8,1190,1
19,152,1199.6,560.5,83,2
19,152,943.7,310.2,646,3
19,153,948.2,564.5,1201,1
19,153,1197.2,620,81,2
19,153,1183.7,690.4,597,3
19,154,953,544.1,1211,1
19,154,1062.3,753.9,58,2
19,154,697.9,657.3,139,3
19,155,938.7,557.1,1210,1
19,155,710.3,544.9,89,2
19,155,948,303.7,600,3
19,156,949.9,546.6,1181,1
19,156,914.8,313.5,89,2
19,156,1160.8,456.2,111,3
19,156,1170,439.5,498,4
19,157,957.1,551.1,1207,1
19,157,702.5,526.2,119,2
19,157,959.8,323.1,240,3
19,157,955.3,311.1,389,4
19,158,949.4,557.2,1207,1
19,158,931.5,310.6,746,2
19,159,950.1,551.5,1233,1
19,159,727.3,541.5,36,2
19,159,1181.6,685.5,144,3
19,159,1187.1,683.4,356,4
19,160,944.1,551,1195,1
19,160,727.4,429.9,704,2
19,161,941.5,563.5,203,1
19,161,948.2,546.1,1001,2
19,161,998.6,401.2,77,3
19,161,736.6,447.8,120,4
19,161,734.9,435.3,486,5
19,162,952,550.9,1220,1
19,162,717.4,647.7,179,2
19,162,728.8,676.4,426,3
19,163,944.3,550.8,1196,1
19,163,952.8,809.5,598,2
19,164,951.9,554.4,1192,1
19,165,959.7,555.8,239,1
19,165,960.9,541.5,946,2
19,165,1147.9,405.2,122,3
19,165,1174.1,430.5,666,4
19,166,952.7,554.5,532,1
19,166,951.7,551.4,434,2
19,166,1082,347.8,711,3
19,167,940,551.3,1230,1
19,167,950.6,314.9,457,2
19,167,943.5,298.7,247,3
19,167,857.8,357.4,16,4
19,168,951.2,552.9,198,1
19,168,956.6,540,1014,2
19,168,735,430.2,731,3
19,169,957.8,549.8,1234,1
19,169,732.7,475.9,54,2
19,169,763.8,721.4,92,3
19,169,741.4,672.7,492,4
19,170,950.6,555.2,1242,1
19,170,941.1,337.3,101,2
19,170,947.8,316,622,3
19,171,948,557.8,234,1
19,171,952.5,515.1,121,2
19,171,947.3,548.3,800,3
19,171,953.4,812.1,727,4
19,172,952.2,550.3,1200,1
19,172,1152.5,670.9,122,2
19,172,1191.4,681.5,603,3
19,173,955.1,552.2,1207,1
19,173,1159.2,422.4,143,2
19,173,1171.2,432.7,581,3
19,174,951.7,549.8,1194,1
19,174,731.2,419.5,591,2
19,175,959.6,551.2,1200,1
19,175,952.4,774.2,38,2
19,175,768,662.5,131,3
19,175,730.2,671.8,508,4
19,176,954.2,552.7,1197,1
19,176,1162.7,664.9,157,2
19,176,1195.1,672,492,3
19,177,959.8,557.8,1217,1
19,177,939.2,313.3,139,2
19,177,948.9,298.1,535,3
19,178,956.6,551.3,1203,1
19,178,961.7,316.7,790,2
19,179,960.9,548.2,239,1
19,179,954.7,540.7,952,2
19,179,740,426.9,718,3
19,180,953.5,546.4,1195,1
19,180,710.6,526.2,91,2
19,180,764.3,418.3,139,3
19,180,748.3,430.9,479,4
19,181,951.3,552.3,1219,1
19,181,940.8,309,710,2
19,182,972.6,554.3,1194,1
19,182,956.2,801,586,2
19,183,970.2,546.5,1205,1
19,184,956.9,553.4,265,1
19,184,958.9,538.4,922,2
19,184,1178.3,432.6,789,3
19,185,965.3,546.8,1191,1
19,185,1031.5,316.2,117,2
19,185,954,300,615,3
19,186,962.7,557.3,49,1
19,186,964.2,540.1,1148,2
19,187,960.5,554.9,295,1
19,187,960.4,542.2,887,2
19,187,818.6,343.4,128,3
19,187,746.3,412.5,612,4
19,188,966.6,546.2,189,1
19,188,966.6,529.5,1006,2
19,188,752.6,431.1,144,3
19,188,734.7,429.3,475,4
19,189,953.5,544.2,1191,1
19,189,704.6,525,94,2
19,189,740.6,425.7,666,3
19,190,973.5,538.1,312,1
19,190,957.6,539.1,887,2
19,190,959.1,801.7,758,3
19,191,951.1,551.7,199,1
19,191,961.9,543.1,1010,2
19,192,957.2,537.6,1176,1
19,192,769.3,409.8,124,2
19,192,731.2,422.8,676,3
19,193,962.3,551.2,1209,1
19,193,758.5,434.9,117,2
19,193,731.1,428,583,3
19,194,957.5,541.7,1213,1
19,194,957.2,293.9,691,2
19,195,958.1,548.2,229,1
19,195,962.6,503.6,163,2
19,195,960,538.8,797,3
19,195,1161.6,684.9,116,4
19,195,1179,678.7,662,5
19,196,970.2,552,1187,1
19,196,1033,322.4,103,2
19,196,951.5,301.5,534,3
19,196,919.3,383.5,37,4
19,197,965,544.2,262,1
19,197,965.1,545.2,948,2
19,197,1075.1,757.5,72,3
19,197,961.3,290.8,644,4
19,198,959.9,557.3,225,1
19,198,959.4,552.9,985,2
19,199,958.8,559.5,1196,1
19,199,1074.1,360,733,2
19,200,953.9,548.8,241,1
19,200,949,538.9,937,2
19,200,1066,701.6,85,3
19,200,1166.3,675.4,557,4
19,201,957.5,551.9,1198,1
19,201,737.7,673.6,407,2
19,202,966.7,554,1190,1
19,202,725.5,666.2,590,2
19,203,962.7,542.8,1212,1
19,203,739.8,648.9,161,2
19,203,732.6,669.9,360,3
19,204,970.6,553.3,200,1
19,204,968,540.7,985,2
19,204,752.7,658.3,170,3
19,204,738.2,673.7,437,4
19,205,953.5,546.6,1209,1
19,205,856.5,730.2,51,2
19,205,1182.5,427.2,583,3
19,206,964.5,544.4,1177,1
19,206,1166,619.1,108,2
19,206,1172.5,679.9,611,3
19,207,952.9,545.1,1202,1
19,207,1054.2,757.1,104,2
19,207,948.2,344.6,104,3
19,207,958.2,313.3,437,4
19,208,951.4,550.4,1210,1
19,208,940.8,814,734,2
19,209,956.6,555.8,1234,1
19,209,731.5,686.3,572,2
19,210,960.2,547.2,1202,1
19,210,851.6,348.3,101,2
19,210,1174.5,426.3,565,3
19,211,953.1,546.7,1223,1
19,211,961.6,806.4,708,2
19,212,952.8,553.3,1193,1
19,212,1141.8,670.5,122,2
19,212,1169.8,679.2,567,3
19,213,954.7,549.9,1221,1
19,213,843.1,748.4,83,2
19,213,977.1,288.1,127,3
19,213,951.8,313.4,380,4
19,214,957.4,544,1212,1
19,214,744.7,421.5,125,2
19,214,720.6,419.9,418,3
19,215,952.3,543.8,1205,1
19,215,842.6,675.3,88,2
19,215,738.2,422.6,580,3
19,216,961.9,549.6,1198,1
19,216,1158.2,676.9,143,2
19,216,1172.6,690.6,582,3
20,1,947.1,510.8,424,1
20,1,962.3,509.1,464,2
20,1,963.8,273.2,240,3
20,1,1057.1,492.1,128,4
20,1,1224.6,511.3,216,5
20,1,962.9,783.1,248,6
20,2,948,525.4,440,1
20,2,962.5,516.6,780,2
20,2,962.3,295.9,128,3
20,2,751.2,734.1,88,4
20,2,718.5,664.4,108,5
20,3,970.7,531.6,400,1
20,3,959.2,639.9,24,2
20,3,963.8,664.8,36,3
20,3,978.6,563.4,76,4
20,3,963.6,520.4,616,5
20,3,1185.3,679.1,360,6
20,4,986.5,505.3,280,1
20,4,957.8,556.4,88,2
20,4,969.6,500.1,848,3
20,4,926.4,661.8,88,4
20,4,693.7,542.6,172,5
20,5,961.6,511.2,476,1
20,5,982.2,516.2,732,2
20,5,1220.3,685.5,388,3
20,6,969.1,537.1,428,1
20,6,974.3,510.7,768,2
20,6,1185.9,615.7,64,3
20,6,1201.9,384.4,172,4
20,7,971.3,501.5,1168,1
20,7,1182.5,679.8,112,2
20,8,956.7,518.3,324,1
20,8,976.8,516.7,312,2
20,8,968.7,524.7,632,3
20,8,744.3,627.5,140,4
20,8,706.9,664.4,252,5
20,9,949.8,524.3,200,1
20,9,972.1,523.3,880,2
20,9,1206.3,636.4,316,3
20,10,971.9,516.9,1240,1
20,10,706.4,538.5,164,2
20,10,979.4,785.5,236,3
20,11,968,525.5,228,1
20,11,968.2,524.5,860,2
20,11,940.7,788.2,160,3
20,12,964.5,515.2,632,1
20,12,962.1,530,464,2
20,12,1071.1,765.2,128,3
20,12,984.9,317.7,116,4
20,12,962.8,285.4,420,5
20,13,972.9,520,1164,1
20,13,1078.7,334.1,108,2
20,13,967.4,808.7,100,3
20,14,955,514.7,348,1
20,14,990.9,517.1,288,2
20,14,966.2,515.2,516,3
20,14,867.1,319,216,4
20,14,937.8,790,236,5
20,15,996.8,515.3,128,1
20,15,967.7,513.2,144,2
20,15,971.2,511.2,676,3
20,15,1073.5,307.1,116,4
20,15,699.4,422,140,5
20,16,981.8,521.3,220,1
20,16,976.1,519.5,836,2
20,16,1208.3,647.8,188,3
20,17,971.3,560.6,48,1
20,17,998.5,564.4,344,2
20,17,985.9,552.1,792,3
20,17,1200.8,429,392,4
20,18,967.4,532.9,504,1
20,18,983.2,523.5,588,2
20,18,1198.4,419.4,228,3
20,19,978.1,497.2,316,1
20,19,970.2,519.4,692,2
20,19,1166.6,479.7,48,3
20,19,943.8,793.9,172,4
20,20,975.5,502.9,392,1
20,20,978.7,533.2,368,2
20,20,978.9,509.3,384,3
20,20,1209.6,379.4,232,4
20,20,1227.2,394.3,536,5
20,21,976.2,505.2,464,1
20,21,968.2,505.5,700,2
20,21,1198.6,394.3,396,3
20,22,979.1,518.1,428,1
20,22,972,526.2,340,2
20,22,989.3,509.2,300,3
20,22,1218.7,424.5,156,4
20,22,1221.9,395,628,5
20,23,964,511.2,220,1
20,23,982.5,509.6,840,2
20,23,839.5,773.1,28,3
20,23,799.6,367.7,132,4
20,24,970.4,531.3,248,1
20,24,985.1,515.8,424,2
20,24,1018.5,512.6,268,3
20,24,948.4,535.2,112,4
20,24,725.4,521.5,68,5
20,24,775.2,389.9,112,6
20,25,952.9,518.3,336,1
20,25,982.8,510.3,328,2
20,25,960.4,509.8,548,3
20,25,726.2,654.4,284,4
20,26,997.6,494.4,200,1
20,26,972.9,514,152,2
20,26,986.8,519.4,696,3
20,26,787.9,374.3,132,4
20,26,715,397.7,572,5
20,27,927.9,427,156,1
20,27,945.8,524.2,828,2
20,27,1191.3,411.6,208,3
20,28,966,501.8,364,1
20,28,942.8,514.9,192,2
20,28,973.5,516.5,444,3
20,28,1196.8,678.7,164,4
20,29,961.1,520.8,20,1
20,29,972.8,515.1,988,2
20,29,1242.3,515,88,3
20,29,1210.7,414,156,4
20,30,971.6,541.3,296,1
20,30,971.7,515.5,876,2
20,30,744.4,374.5,128,3
20,30,714.8,400.3,556,4
20,31,967.6,518.5,1220,1
20,31,699.2,571.8,88,2
20,32,966.6,504.8,472,1
20,32,972.5,516.9,704,2
20,32,725.7,366,112,3
20,33,969.7,505.5,372,1
20,33,1005.8,510.7,224,2
20,33,974.8,509.5,564,3
20,33,1231.4,648.9,748,4
20,34,955.5,514.7,348,1
20,34,976.4,513.2,856,2
20,34,717.7,652.4,596,3
20,35,982.2,515.2,1176,1
20,35,1140.8,348,88,2
20,35,1205.8,393.3,184,3
20,35,1224.2,402.3,476,4
20,36,975.2,500.3,252,1
20,36,973.9,520.4,512,2
20,36,998.9,519.5,348,3
20,36,763.2,409.6,200,4
20,36,721.5,415.7,296,5
20,37,935.3,518.7,368,1
20,37,946.7,516.1,684,2
20,37,1063.6,361.8,124,3
20,38,944.5,512.7,176,1
20,38,963.3,475.7,284,2
20,38,942.3,509.7,272,3
20,38,953.3,486.8,452,4
20,38,1162.7,399.2,168,5
20,39,964.5,492.3,376,1
20,39,955.6,494.6,824,2
20,40,953,511.9,36,1
20,40,953.1,488.2,1156,2
20,40,1090.8,780.3,288,3
20,40,716.3,376.3,244,4
20,41,935.4,483.7,348,1
20,41,946.4,502.3,716,2
20,41,882.5,333.9,24,3
20,41,699.4,366,220,4
20,42,946,505.8,428,1
20,42,957.8,498.3,720,2
20,42,1224.3,504.4,92,3
20,42,1182,641.9,200,4
20,42,1230,535.6,152,5
20,43,951.5,495.5,1220,1
20,43,812.3,783.6,24,2
20,43,970,241.3,144,3
20,44,953.1,497.4,176,1
20,44,981.1,495.7,248,2
20,44,958.5,501,752,3
20,44,949.8,270.6,180,4
20,45,960.2,503.1,1056,1
20,45,1175.2,670.1,124,2
20,46,951,490.9,468,1
20,46,949.8,514.1,236,2
20,46,966,513.1,408,3
20,47,954.6,496.5,524,1
20,47,961.6,487.7,640,2
20,47,1185.3,414.1,120,3
20,47,1197,385.5,688,4
20,48,955.5,509.9,1156,1
20,48,1209,519.6,200,2
20,48,977.7,775.8,136,3
20,48,946.3,801.9,392,4
20,49,947.2,508.7,44,1
20,49,980.8,491.7,280,2
20,49,952.6,506,856,3
20,49,1165.9,627,156,4
20,50,957,514.3,244,1
20,50,961,490.2,928,2
20,50,956.9,758.4,148,3
20,51,956.5,508.2,616,1
20,51,956.7,492.6,572,2
20,51,725.4,380.7,200,3
20,51,697,379.5,496,4
20,52,960.5,499.5,332,1
20,52,953.9,498,868,2
20,52,942.8,278.4,172,3
20,52,950.1,264.6,596,4
20,53,954.6,506.9,40,1
20,53,950.5,502.7,1144,2
20,53,752.8,383.5,140,3
20,53,699,394.9,604,4
20,54,954.6,492.8,588,1
20,54,946.6,502.4,228,2
20,54,972.1,512.1,316,3
20,54,727.7,420.9,68,4
20,54,735.1,385.4,120,5
20,55,944.4,483.9,252,1
20,55,959.8,510.2,776,2
20,55,965.8,489.4,196,3
20,55,729.9,384.1,200,4
20,56,961.4,496.4,92,1
20,56,948.1,500.9,636,2
20,56,961.6,504.5,436,3
20,56,1171.2,379.1,148,4
20,57,978.5,492.4,308,1
20,57,949.3,502.4,864,2
20,57,1197.1,660.3,232,3
20,57,1206.6,645.3,532,4
20,58,962.8,497,192,1
20,58,948.8,510.8,976,2
20,58,857.5,298.4,128,3
20,59,949.4,505.6,320,1
20,59,949.2,493.3,848,2
20,59,1189.8,513.6,120,3
20,59,699.5,379.9,552,4
20,60,938.3,475.8,164,1
20,60,948.9,508.7,556,2
20,60,959.1,493.8,368,3
