observer, trial, targLoc, distLoc, targDiscrim, thoughtNoAttCap, tc, dc, RT, TrialTypeRT
7, 3, 2, 0, 1, 1, 1, 0, 1.122221, 1.545728
7, 4, 5, 1, 1, 1, -1, -1, 1.365601, 0.977776
7, 5, 4, 0, 1, 1, -1, 0, 0.757180, 0.947913
7, 6, 1, 0, 1, 3, 1, 0, 0.572423, 0.000000
7, 7, 5, 0, 1, 1, 1, 0, 0.850234, 0.477374
7, 9, 2, 0, 1, 1, 1, 0, 0.775586, 1.065282
7, 10, 4, 4, 1, -1, -1, -1, 1.015540, 1.323717
7, 11, 1, 0, 1, 1, -1, 0, 0.855704, 0.751359
7, 13, 1, 1, 1, 1, 1, -1, 1.095878, 0.716991
7, 14, 3, 0, 1, 1, 1, 0, 0.691735, 0.906061
7, 15, 2, 2, 1, -1, 1, 1, 0.897531, 0.357182
7, 16, 5, 2, 1, -1, -1, -1, 1.007986, 0.391746
7, 17, 6, 0, 1, 1, 1, 0, 0.639267, 0.278383
7, 18, 3, 2, 1, 1, -1, -1, 1.115676, 0.596940
7, 19, 3, 0, 1, 1, 1, 0, 0.665389, 0.528565
7, 20, 5, 0, 1, 1, -1, 0, 0.754855, 0.331348
7, 21, 4, 0, 1, 1, -1, 0, 0.863674, 0.469751
7, 22, 6, 5, 1, -1, -1, 1, 1.312288, 0.602738
7, 23, 4, 3, 1, -1, 1, 1, 0.809233, 0.570267
7, 24, 1, 1, 1, 1, -1, -1, 0.678647, 0.272453
7, 25, 6, 5, 1, -1, 1, -1, 0.823322, 0.357296
7, 26, 2, 3, 1, -1, -1, 1, 0.824749, 0.344532
7, 27, 6, 2, 1, -1, -1, -1, 1.108214, 0.396477
7, 28, 1, 0, 1, 1, 1, 0, 0.722855, 0.452407
7, 29, 1, 0, 1, 1, 1, 0, 0.544760, 0.263775
7, 30, 2, 0, 1, 1, 1, 0, 0.619042, 0.483007
7, 31, 6, 1, 1, 1, -1, 1, 0.664332, 0.606962
7, 32, 4, 5, 1, 1, 1, 1, 0.644377, 0.253885
7, 33, 4, 5, 1, -1, -1, -1, 0.862689, 0.240140
7, 34, 1, 0, 1, 1, 1, 0, 0.506914, 0.225382
7, 35, 6, 0, 1, 1, 1, 0, 0.578517, 0.323777
7, 36, 4, 0, 1, 1, -1, 0, 0.814375, 0.472187
7, 37, 3, 6, 1, 1, -1, -1, 0.616838, 0.351888
7, 38, 5, 2, 1, -1, -1, -1, 0.719517, 0.245725
7, 39, 5, 4, 1, -1, 1, -1, 1.062583, 0.458402
7, 40, 1, 0, 1, 1, 1, 0, 0.545666, 0.225292
7, 41, 2, 0, 1, 1, 1, 0, 0.671706, 0.667491
7, 42, 3, 0, 1, 1, -1, 0, 0.612168, 0.231831
7, 43, 3, 2, 1, -1, 1, -1, 0.691347, 0.377506
7, 44, 1, 2, 1, -1, 1, 1, 0.816647, 0.252923
7, 45, 4, 0, 1, 1, -1, 0, 0.511531, 0.258136
7, 46, 4, 0, 1, 1, 1, 0, 0.637929, 0.067593
7, 47, 1, 0, 1, 1, 1, 0, 0.471443, 0.272504
7, 48, 4, 2, 1, 1, -1, -1, 0.652060, 0.531580
7, 49, 4, 2, 1, 1, 1, -1, 0.529439, 0.033461
7, 50, 4, 0, 1, 1, 1, 0, 0.621840, 0.034135
7, 51, 1, 2, 1, -1, 1, 1, 0.659435, 0.299529
7, 52, 1, 2, 0, 1, -1, -1, 1.007620, 0.938428
7, 53, 5, 3, 1, 1, 1, 1, 0.741522, 0.632147
7, 54, 1, 0, 1, 1, 1, 0, 0.644438, 0.470005
7, 55, 4, 5, 0, -1, 1, -1, 0.551678, 0.977770
7, 56, 3, 0, 1, 1, 1, 0, 0.690203, 0.327368
7, 57, 2, 0, 1, 1, 1, 0, 0.639271, 0.237316
7, 58, 3, 0, 1, 1, -1, 0, 0.662747, 0.245129
7, 59, 4, 6, 1, 3, 1, -1, 0.996021, 0.000000
7, 60, 6, 0, 1, -1, -1, 0, 0.646055, 0.503979
7, 61, 4, 0, 1, 1, 1, 0, 0.585313, 0.317977
7, 62, 1, 6, 1, 1, -1, -1, 0.948424, 0.802127
7, 63, 1, 0, 1, 1, 1, 0, 0.769007, 0.265457
7, 64, 4, 5, 1, -1, 1, -1, 0.749757, 0.205795
7, 65, 5, 6, 1, -1, -1, 1, 0.849782, 1.285630
7, 66, 6, 2, 1, -1, 1, 1, 1.096819, 0.266504
7, 67, 4, 6, 1, 1, -1, -1, 1.486825, 1.170499
7, 68, 5, 3, 1, -1, 1, 1, 0.642818, 0.887499
7, 69, 4, 4, 1, 3, -1, 1, 0.645095, 2.867286
7, 70, 6, 0, 1, 1, 1, 0, 0.670958, 0.186693
7, 71, 4, 4, 1, -1, -1, -1, 0.730405, 0.371059
7, 72, 2, 0, 1, 1, -1, 0, 0.738319, 0.583120
7, 73, 1, 4, 1, -1, 1, 1, 0.664048, 0.304434
7, 74, 3, 0, 1, 1, 1, 0, 0.649547, 0.087066
7, 75, 5, 0, 1, 1, -1, 0, 0.772283, 0.014195
7, 76, 6, 2, 1, 1, -1, -1, 1.368805, 0.226761
7, 77, 3, 4, 1, 1, 1, -1, 1.044527, 0.470369
7, 78, 4, 3, 1, 1, -1, 1, 0.969257, 0.020842
7, 79, 1, 0, 1, 1, -1, 0, 0.662242, 0.233517
7, 80, 6, 6, 1, 1, 1, 1, 0.637036, 0.831707
7, 82, 3, 0, 1, 1, 1, 0, 0.794848, 0.247518
7, 83, 1, 5, 1, 1, 1, -1, 0.889834, 0.306814
7, 84, 6, 0, 1, 1, -1, 0, 0.677111, 0.233535
7, 85, 4, 5, 1, 1, -1, -1, 1.028167, 0.459278
7, 86, 1, 0, 1, 1, -1, 0, 1.258435, 0.225476
7, 87, 1, 0, 1, 1, 1, 0, 0.730377, 0.139956
7, 88, 2, 0, 1, 1, -1, 0, 0.732610, 0.021025
7, 89, 6, 0, 1, 1, 1, 0, 0.718195, 0.027442
7, 90, 3, 0, 1, 1, -1, 0, 0.712153, 0.020794
7, 91, 1, 2, 1, -1, -1, 1, 1.366505, 0.259435
7, 92, 6, 0, 1, 1, 1, 0, 0.611636, 0.020781
7, 93, 1, 0, 1, 1, 1, 0, 0.631392, 0.034005
7, 94, 1, 0, 1, 1, 1, 0, 0.603122, 0.067457
7, 95, 5, 6, 1, -1, 1, 1, 1.319036, 0.609953
7, 96, 5, 6, 1, -1, -1, -1, 1.132790, 0.265765
7, 98, 1, 0, 1, 1, -1, 0, 0.909921, 0.000000
7, 99, 1, 0, 1, 1, 1, 0, 0.717691, 0.047388
7, 100, 6, 0, 1, 1, -1, 0, 0.770303, 0.232377
7, 101, 4, 3, 1, -1, 1, -1, 1.203228, 0.423236
7, 102, 6, 4, 1, -1, -1, 1, 0.883939, 0.271813
7, 103, 6, 0, 1, 1, -1, 0, 0.585556, 0.589448
7, 104, 1, 3, 1, -1, -1, 1, 1.044827, 0.185599
7, 105, 5, 0, 1, 1, 1, 0, 0.665769, 0.324766
7, 106, 6, 0, 1, 1, -1, 0, 0.552346, 0.304131
7, 107, 5, 5, 1, -1, -1, 1, 1.080027, 0.399466
7, 108, 5, 0, 1, 1, -1, 0, 0.592492, 0.245337
7, 109, 4, 0, 1, 1, -1, 0, 0.552978, 0.239528
7, 110, 2, 1, 1, -1, -1, 1, 1.096057, 0.678120
