observer, trial, targLoc, distLoc, targDiscrim, thoughtNoAttCap, tc, dc, RT, TrialTypeRT
11, 1, 3, 0, 1, -1, 1, 0, 1.236851, 1.309010
11, 2, 2, 0, 1, -1, 1, 0, 1.297949, 1.143338
11, 3, 2, 0, 1, 1, 1, 0, 1.176036, 1.510682
11, 6, 4, 0, 1, 1, -1, 0, 1.138799, 1.237256
11, 7, 1, 1, 1, 1, -1, 1, 0.834953, 1.208852
11, 9, 2, 0, 1, 1, 1, 0, 0.714142, 0.961530
11, 11, 4, 0, 1, 1, 1, 0, 0.795749, 0.895993
11, 12, 2, 0, 1, 1, -1, 0, 0.691695, 0.887977
11, 13, 1, 0, 1, 1, 1, 0, 0.701482, 1.050836
11, 14, 5, 1, 1, -1, 1, -1, 1.373977, 1.121428
11, 15, 1, 1, 1, 1, 1, 1, 0.736581, 0.772513
11, 16, 1, 0, 1, 1, -1, 0, 0.646048, 0.738157
11, 18, 4, 0, 1, 1, -1, 0, 0.578518, 0.728424
11, 19, 3, 0, 1, 1, 1, 0, 0.635086, 0.826926
11, 20, 5, 0, 1, 1, -1, 0, 0.568318, 0.612703
11, 22, 6, 1, 1, 1, 1, -1, 0.799755, 0.825814
11, 23, 2, 0, 1, 1, 1, 0, 0.564633, 0.649584
11, 24, 3, 5, 0, -1, 1, -1, 0.910967, 2.623415
11, 25, 3, 0, 0, -1, 1, 0, 0.939054, 3.257416
11, 26, 3, 0, 1, 1, 1, 0, 0.668606, 0.648968
11, 27, 2, 3, 1, 1, 1, -1, 0.749210, 0.607971
11, 29, 3, 0, 1, 1, 1, 0, 1.226505, 1.178648
11, 30, 6, 0, 1, 1, 1, 0, 0.695315, 0.937076
11, 31, 2, 0, 1, 1, -1, 0, 1.029620, 0.669343
11, 32, 5, 0, 1, 1, -1, 0, 0.697339, 0.695754
11, 33, 5, 2, 1, 1, 1, 1, 0.739326, 0.587874
11, 34, 4, 0, 1, 1, 1, 0, 0.693298, 0.771783
11, 35, 5, 3, 1, 1, 1, -1, 0.651171, 0.483415
11, 36, 2, 0, 1, 1, 1, 0, 0.682704, 0.450012
11, 37, 5, 5, 1, 1, 1, -1, 0.688161, 0.665937
11, 38, 4, 1, 1, -1, 1, 1, 0.831477, 0.914073
11, 39, 4, 3, 1, 1, 1, 1, 0.772387, 0.890869
11, 40, 6, 3, 1, -1, -1, -1, 1.302714, 0.994570
11, 41, 1, 0, 1, 1, -1, 0, 0.707359, 0.826453
11, 42, 2, 3, 1, 1, 1, 1, 0.509599, 0.728052
11, 43, 6, 0, 1, 1, 1, 0, 0.730412, 0.558574
11, 44, 4, 0, 1, 1, 1, 0, 0.653662, 0.641317
11, 45, 3, 0, 1, 1, 1, 0, 0.858856, 0.685183
11, 46, 3, 6, 1, -1, -1, 1, 0.918599, 1.096813
11, 47, 1, 0, 1, 1, 1, 0, 0.674745, 0.701206
11, 48, 2, 0, 1, 1, 1, 0, 0.656260, 0.496980
11, 49, 3, 4, 1, 1, -1, 1, 0.801542, 0.641066
11, 50, 5, 0, 1, 1, -1, 0, 0.669245, 0.885878
11, 51, 1, 0, 1, 1, 1, 0, 0.750630, 1.030194
11, 52, 5, 0, 1, 1, 1, 0, 0.689764, 0.747595
11, 53, 1, 0, 1, 1, -1, 0, 0.706469, 0.860959
11, 54, 3, 0, 1, 1, -1, 0, 0.661696, 1.300720
11, 55, 5, 0, 1, 1, -1, 0, 0.586221, 1.032187
11, 56, 2, 0, 1, 1, -1, 0, 0.670186, 0.979430
11, 57, 6, 0, 1, 1, -1, 0, 0.704007, 0.874941
11, 58, 1, 6, 1, -1, 1, 1, 1.172187, 0.737674
11, 59, 1, 4, 1, 1, -1, 1, 0.789195, 1.253100
11, 60, 3, 0, 1, 1, 1, 0, 0.714456, 0.826780
11, 62, 6, 5, 1, -1, 1, -1, 0.842256, 0.635604
11, 63, 3, 0, 1, 1, -1, 0, 0.727264, 0.943147
11, 64, 5, 0, 1, 1, -1, 0, 0.599546, 0.892296
11, 65, 2, 0, 1, 1, 1, 0, 0.617179, 0.690678
11, 66, 6, 1, 1, 1, 1, 1, 0.954606, 0.854796
11, 67, 1, 6, 1, 1, 1, 1, 0.780501, 0.708846
11, 68, 1, 0, 1, 1, 1, 0, 0.591579, 0.894110
11, 69, 5, 6, 1, 1, -1, 1, 0.849022, 0.695862
11, 70, 5, 0, 1, 1, -1, 0, 0.641581, 0.697995
11, 71, 5, 1, 1, -1, 1, -1, 1.306604, 0.570338
11, 72, 2, 1, 0, -1, -1, -1, 1.058352, 1.828665
11, 73, 4, 5, 1, 1, 1, -1, 0.931837, 0.599975
11, 74, 6, 6, 1, 1, 1, -1, 0.870811, 0.902856
11, 76, 6, 0, 1, 1, -1, 0, 0.706998, 0.777138
11, 77, 1, 0, 1, 1, 1, 0, 0.523799, 1.434270
11, 78, 3, 0, 1, 1, -1, 0, 0.722182, 0.761750
11, 79, 6, 1, 1, 1, 1, -1, 0.913713, 0.422281
11, 80, 6, 3, 1, 1, 1, -1, 0.676346, 0.712267
11, 81, 1, 0, 1, 1, -1, 0, 0.529352, 0.784327
