observer,trial,x,y,dur,n
1,57,809.7,637.1,118,3
1,57,730.5,690.7,505,4
1,58,950.5,570.9,1226,1
1,58,1171.5,654.2,167,2
1,58,1170.4,687.3,357,3
1,59,958.6,565.8,1283,1
1,59,976.7,722.7,145,2
1,59,960.9,803.6,521,3
1,60,954.4,564.7,1270,1
1,60,737,663.9,161,2
1,60,719.9,698.2,387,3
1,61,953.7,571,1225,1
1,61,1180.9,564.5,140,2
1,61,1170.9,468,604,3
1,62,950.3,568.1,1236,1
1,62,1158.5,504.4,135,2
1,62,1166.5,467.8,411,3
1,63,950.5,570,1251,1
1,63,735.1,668.8,162,2
1,63,719.5,693.1,444,3
1,64,954.2,566,1416,1
1,64,1177,688,360,2
1,65,955.5,576.2,1259,1
1,65,737.2,472.5,144,2
1,65,717.8,448.1,342,3
1,65,697,2139.4,78,4
1,66,963.3,572.6,1333,1
1,66,709.1,462.4,148,2
1,66,715,439.4,473,3
1,67,959.5,562.5,1249,1
1,67,1043.3,683.9,215,2
1,67,981.3,423.3,165,3
1,68,950.4,566.2,1353,1
1,68,727.2,698.4,351,2
1,69,948.4,573.2,1234,1
1,69,1164.1,498.5,136,2
1,69,1161.8,471.6,263,3
1,70,952.5,571.3,277,1
1,70,1100.1,493.7,156,2
1,70,989.7,544.2,177,3
1,70,955.7,566.4,586,4
1,70,1064.1,437.5,209,5
1,70,754.3,689.9,280,6
1,71,952.2,576.7,1348,1
1,71,796.2,505.6,147,2
1,71,725.9,455.5,227,3
1,72,948.5,564.6,187,1
1,72,909.4,541.3,156,2
1,72,957.9,569.4,914,3
1,72,752.9,679.2,193,4
1,72,727.6,701.9,453,5
1,73,963.4,569.3,1228,1
1,73,836,410.3,258,2
1,73,741.4,464.4,243,3
1,74,965.8,560.5,1242,1
1,74,1182.4,679.4,214,2
1,74,1193.3,696.7,256,3
1,74,842.3,2007.6,82,4
1,74,1087.4,1877.2,33,5
1,75,960.3,560.6,1228,1
1,75,1070.2,730.1,161,2
1,75,1183.9,479.4,322,3
1,76,958.1,560.8,1223,1
1,76,1096.3,404.3,152,2
1,76,966,332.9,457,3
1,77,963.1,551.9,1236,1
1,77,964.4,371.8,180,2
1,77,963.3,341.9,554,3
1,78,962.2,556.7,1268,1
1,78,967.8,340.3,369,2
1,79,961,549.9,1228,1
1,79,1086.9,439.5,160,2
1,79,1189.5,662.9,194,3
1,79,1183.5,685,287,4
1,80,958.3,567.8,1247,1
1,80,1157.8,668.2,177,2
1,80,1185.8,693.1,484,3
1,81,956.7,572.1,1197,1
1,81,1084.4,748.2,152,2
1,81,1179.4,715.8,600,3
1,82,955.7,566.7,1235,1
1,82,709.8,582.3,181,2
1,82,979.7,356.2,274,3
1,83,952.2,566.5,1220,1
1,83,1095.8,408.6,172,2
1,83,964.6,356.2,350,3
1,84,954.6,572.2,1241,1
1,84,954.1,351.2,463,2
1,85,960.6,572.8,1333,1
1,85,948.3,800.6,499,2
1,86,962.4,579.1,1351,1
1,86,949.2,776.1,167,2
1,86,949.6,816,330,3
1,87,964.1,573.5,1233,1
1,87,1066.9,735.6,291,2
1,88,954.4,579.5,1217,1
1,88,851.1,434.2,189,2
1,88,832.8,394.9,160,3
1,88,1127.6,666.6,289,4
1,89,977.3,577.4,268,1
1,89,924.7,417.9,210,2
1,89,957.3,567,683,3
1,89,1172.2,681.7,237,4
1,89,1189.1,697.8,294,5
1,90,953.1,582.6,1222,1
1,90,1052.5,737.2,146,2
1,90,1175.5,480.6,522,3
1,91,950.2,578.7,1307,1
1,91,953,821.6,461,2
1,92,959.6,572.8,1232,1
1,92,950.3,762.5,163,2
1,92,945.3,809.9,280,3
1,93,959.3,585,1221,1
1,93,1177.5,677.8,540,2
1,94,945.5,579.5,1336,1
1,94,1186.8,483.4,625,2
1,95,955.2,579.1,1328,1
1,95,1143.6,672.4,154,2
1,95,1172.1,695.3,472,3
1,96,951.6,578.1,1314,1
1,96,972.7,397.2,135,2
1,96,952.5,323.6,459,3
1,97,955.9,565.7,1239,1
1,97,1174.9,506.2,124,2
1,97,1169.5,475.4,547,3
1,98,932.3,556.9,1419,1
1,98,698.7,438.1,322,2
1,99,962.9,573.3,1369,1
1,99,1152.3,504.6,167,2
1,99,1159.8,492.6,141,3
1,100,970.1,589.6,1337,1
1,100,961.9,752.3,136,2
1,100,954.7,815.7,315,3
1,101,952.6,582.2,1219,1
1,101,1226.3,587.3,241,2
1,101,1173.6,499.7,325,3
1,102,957.4,597,1233,1
1,102,837.3,775.3,142,2
1,102,722.1,719.7,603,3
1,103,949.6,580.6,1233,1
1,103,1167.4,505.6,160,2
1,103,1171.3,486,334,3
1,103,786.4,2115.2,6,4
1,104,951.7,581.8,1457,1
1,104,966.1,825.5,214,2
1,104,945.8,816.2,290,3
1,105,958.5,587.6,1424,1
1,105,945.8,823.9,404,2
1,106,956.5,580.4,1404,1
1,106,705.4,456.6,499,2
1,108,945.8,581.1,1425,1
1,108,949,353.2,525,2
1,109,979.5,573.4,1273,1
1,109,980.6,802,683,2
1,110,950.7,567.4,1333,1
1,110,1179.8,690.9,421,2
1,110,919.8,2030.3,48,3
1,111,954,569.6,1279,1
1,111,740.1,675.4,180,2
1,111,727,689.4,236,3
1,112,959.1,565.3,1306,1
1,112,979.3,817.1,177,2
1,112,960.3,818.8,207,3
1,113,954.7,568.7,1217,1
1,113,848.8,393.5,152,2
1,113,954.7,333,565,3
1,114,949.6,545.1,1356,1
1,114,724.1,691.5,459,2
1,115,948.4,557.3,1267,1
1,115,1078.8,364.1,626,2
1,116,952.5,565.9,1523,1
1,116,738.6,708.6,146,2
1,117,954.3,567,1242,1
1,117,1188.7,472.6,171,2
1,117,1166.2,466.1,231,3
1,118,948.1,572.9,1283,1
1,118,1179.2,700.5,332,2
1,118,759.3,2113.9,115,3
1,119,958,577.8,1293,1
1,119,964,801.7,409,2
1,119,723.1,2125.3,104,3
1,120,953.2,571.4,1245,1
1,120,838.3,376.4,137,2
1,120,1149.1,695.4,179,3
1,120,1170.4,684.5,325,4
1,121,955.3,576.7,1306,1
1,121,968.9,395.8,112,2
1,121,960.1,346.2,295,3
1,122,955.3,559.7,1227,1
1,122,983.7,385.4,160,2
1,122,972.9,339.6,311,3
1,123,953,564.2,100,1
1,123,946.2,541.6,192,2
1,123,953.9,563.1,947,3
1,123,1139.9,579.4,146,4
1,123,716.7,707.6,501,5
1,124,954.5,569.5,1273,1
1,124,1165.4,498.5,147,2
1,124,1163.3,470.3,521,3
1,125,959.7,579.1,1266,1
1,125,956,369.1,147,2
1,125,938.8,322.5,305,3
1,126,956.2,585.4,1238,1
1,126,1179.9,496.5,174,2
1,126,1172.8,477,388,3
1,127,952.5,578.1,1219,1
1,127,843.7,404.9,295,2
1,127,689,707.8,162,3
1,128,955.5,586.3,1207,1
1,128,844.5,394.9,311,2
1,128,911.4,808.2,374,3
1,129,956.6,593.6,1203,1
1,129,845.9,436.9,307,2
1,130,948.9,605.7,1318,1
1,130,958.8,835.2,624,2
1,131,947.8,579,1317,1
1,131,958.1,335.8,488,2
1,132,952.1,582.8,1335,1
1,132,744.5,680.9,177,2
1,132,722.7,710.1,453,3
1,133,939.4,578.7,1288,1
1,133,973.2,386.2,131,2
1,133,945,324.3,335,3
1,133,733.4,2096.6,38,4
1,134,938.7,582.8,1333,1
1,134,1135.5,485.6,201,2
1,134,1155.4,480.1,451,3
1,135,959.7,595.6,1242,1
1,135,1176.5,513.4,153,2
1,135,1172.1,488.7,435,3
1,137,951.6,570.7,1227,1
1,137,747.8,590.5,132,2
1,137,1159.1,685.4,538,3
1,138,953.8,598.5,473,1
1,138,955.4,581.4,758,2
1,138,723,473.2,621,3
1,139,945.2,586.1,1311,1
1,139,713.2,466.7,628,2
1,140,953.2,585.9,1490,1
1,140,706.7,710.5,478,2
1,141,927.6,575.2,1269,1
1,141,1174.6,500.8,171,2
1,141,1170.1,479.8,497,3
1,142,928.4,590.8,1367,1
1,142,952.8,784.3,165,2
1,143,952.5,590.6,1401,1
1,143,904,391.9,468,2
1,144,948.2,594.9,1254,1
1,144,1176.2,502.3,148,2
1,144,1169.8,488.1,292,3
1,144,723.1,2039,127,4
1,145,989.5,564.8,1265,1
1,145,773.6,685.9,432,2
1,146,967.8,565.8,1222,1
1,146,1099.9,751.8,172,2
1,146,1178.6,695.9,518,3
1,147,958.5,556.2,1257,1
1,147,770.5,472.2,132,2
1,147,744.8,446.5,315,3
1,148,955.8,564.9,1228,1
1,148,749.6,458.6,415,2
1,149,956.2,568.6,1214,1
1,149,1198,563.9,113,2
1,149,944.2,358.7,156,3
1,149,956.1,341,399,4
1,150,950,553.1,1214,1
1,150,1198.6,539,126,2
1,150,1158.9,458.5,605,3
1,151,953,560.1,1245,1
1,151,773.5,458.8,147,2
1,151,973.8,820.2,209,3
1,151,961.2,813.1,286,4
1,152,950.8,571.8,1238,1
1,152,722.8,468,386,2
1,152,760.9,2095.4,225,3
1,153,948.3,574.1,1280,1
1,153,722.4,604.1,136,2
1,153,731,692.2,189,3
1,153,718.4,690.2,268,4
1,154,959.7,564.3,1286,1
1,154,1069.3,409.8,119,2
1,154,719,452.8,363,3
1,155,961.5,575.8,1307,1
1,155,1169.4,695,505,2
1,156,943.1,576.4,1221,1
1,156,1168.5,701.7,513,2
1,156,819,2077.3,151,3
1,157,945.7,572.8,1240,1
1,157,1034.5,543.5,97,2
1,157,1153.8,699.3,162,3
1,157,1168.3,693,394,4
1,158,944.7,572.5,1370,1
1,158,733.1,694.6,404,2
1,159,943.2,576.1,1269,1
1,159,1083.4,689.7,108,2
1,159,1158.7,688.2,389,3
1,160,939.7,580.6,1226,1
1,160,705.2,582.1,192,2
1,160,945.3,376.5,243,3
1,161,945.9,568.6,1231,1
1,161,1183,577.9,268,2
1,161,926.4,785.6,183,3
1,161,938.7,806.5,203,4
1,162,944.2,575.5,1231,1
1,162,741.8,494.4,139,2
1,162,734.2,469.9,283,3
1,162,698.9,2108,135,4
1,163,944.6,582,1244,1
1,163,733.4,505.5,129,2
1,163,737.2,476.3,296,3
1,164,938.1,571.4,1209,1
1,164,1188.6,577.2,192,2
1,164,1157.4,704,308,3
1,164,755.5,2029.7,128,4
1,165,946.5,575.7,1258,1
1,165,895.5,678.1,52,2
1,165,1175.3,678,202,3
1,165,1166.6,693.6,255,4
1,166,943.3,575,1227,1
1,166,745.2,482.3,154,2
1,166,732.1,465.8,357,3
1,167,943,570.5,1354,1
1,167,728.5,455.2,398,2
1,168,946.7,568.5,186,1
1,168,807.5,509.3,142,2
1,168,925.2,546.9,182,3
1,168,945.6,569.3,659,4
1,168,731.2,469.6,460,5
1,169,943.4,560.2,1274,1
1,169,774.9,653.6,130,2
1,169,726.8,698.9,326,3
1,170,956.1,560.5,1335,1
1,170,759.1,491,146,2
1,170,726,461.6,359,3
1,171,941.4,578,1750,1
1,172,945.5,583.3,1280,1
1,172,1157.9,473.4,722,2
1,173,941.6,571.7,1250,1
1,173,739.5,490.5,133,2
1,173,728.5,468.4,275,3
1,174,943.8,578.8,1321,1
1,174,949.4,799.5,554,2
1,175,944,575.9,1250,1
1,175,1164.5,688.2,512,2
1,176,951.5,554.1,1225,1
1,176,844.8,390,117,2
1,176,1160.9,466.1,410,3
1,177,953.9,550.1,1209,1
1,177,727.9,447.2,446,2
1,178,952.3,565.1,1230,1
1,178,1080.3,770.2,217,2
1,178,731.6,685,223,3
1,179,954.4,557.2,1232,1
1,179,1178.3,475.5,147,2
1,179,1165.5,462,521,3
1,180,950.5,551.9,1257,1
1,180,729.5,702.3,356,2
1,180,726.9,2124.7,269,3
1,181,652.1,2084.3,23,1
1,181,640.9,2086.9,22,2
1,181,964.9,568.6,183,3
1,181,991.8,356.7,224,4
1,181,972.1,584.5,196,5
1,181,975.5,561.8,290,6
1,181,1114.2,770.5,183,7
1,181,963.9,801.7,513,8
1,182,970.6,561.2,1282,1
1,182,967.7,351,175,2
1,182,967.3,330.3,320,3
1,183,965.1,554.8,1222,1
1,183,1193.4,448.6,178,2
1,183,1178.2,446.4,389,3
1,184,951.3,567.1,1246,1
1,184,975.2,360.1,159,2
1,184,961.3,327.3,303,3
1,185,948,577.6,1244,1
1,185,836.2,374.6,203,2
1,185,1173.8,709,358,3
1,186,949.8,572.9,1229,1
1,186,864.6,425.5,160,2
1,186,948.2,336.2,457,3
1,187,951.6,558.1,1226,1
1,187,959.3,330.4,460,2
1,188,949.3,561.9,1218,1
1,188,1185.1,479.8,141,2
1,188,1173.1,458.3,576,3
1,189,956.7,564.2,1218,1
1,189,966.1,354.1,165,2
1,189,959.5,319.4,310,3
1,190,959,565.7,1240,1
1,190,711.4,571.1,133,2
1,190,1005.1,826,153,3
1,190,972.2,823.5,320,4
1,191,948.7,571.3,1265,1
1,191,749.2,666.7,149,2
1,191,726.9,694.6,259,3
1,192,955.1,578.5,1735,1
1,192,859.7,762,205,2
1,193,946.2,568.2,722,1
1,193,951.5,539.3,466,2
1,193,1073.9,400.6,132,3
1,193,721.3,448.6,559,4
1,194,958.4,576.5,1242,1
1,194,846.7,439.9,295,2
1,194,725.7,676.8,296,3
1,195,952.6,577.8,1300,1
1,195,958.9,725.9,116,2
1,195,950.9,800.1,348,3
1,196,951.1,581,1304,1
1,196,703.7,462.6,147,2
1,196,726.5,461.8,359,3
1,197,957,574.9,1303,1
1,197,753.1,477.1,133,2
1,197,712.9,448.9,343,3
1,198,977,582.8,1323,1
1,198,932,801,377,2
1,199,953,580.4,1287,1
1,199,1176.1,690.5,345,2
1,200,952.6,587.2,1238,1
1,200,1043.7,385.1,139,2
1,200,960.9,345,207,3
1,200,943.4,335,243,4
1,201,948.5,578.5,1278,1
1,201,740.1,681.6,181,2
1,201,723.4,699.4,179,3
1,202,949.2,575.2,1250,1
1,202,741.5,479.1,138,2
1,202,726.3,453.9,267,3
1,203,955.3,572.1,1430,1
1,203,940.7,756,128,2
1,203,946.1,802.8,255,3
1,204,956.7,580.3,1214,1
1,204,1065.3,738.4,245,2
1,204,732.4,698.5,390,3
1,205,945.3,581.5,1236,1
1,205,823.5,388,465,2
1,205,861.3,648.9,120,3
1,206,941.7,578.7,1205,1
1,206,1171.1,582.7,164,2
1,206,723.3,696.2,539,3
1,207,954.2,588.8,1292,1
1,207,904.2,676,197,2
1,207,845.7,762.5,180,3
1,207,972.9,363.2,214,4
1,208,957.1,581.5,1227,1
1,208,1184.8,598.2,144,2
1,208,917.4,837.8,154,3
1,208,941.5,819.8,292,4
1,209,953.4,590.8,1257,1
1,209,1173.7,498.3,157,2
1,209,1173.7,479.5,371,3
1,210,959.3,578.8,1225,1
1,210,1070.9,425.5,119,2
1,210,1183.2,750.2,125,3
1,210,1184.3,702.9,308,4
1,211,948.5,578.6,541,1
1,211,952,729.8,180,2
1,211,958.6,566.1,539,3
1,211,1177.2,479.5,527,4
1,212,962.1,576.6,1225,1
1,212,727.6,572.5,225,2
1,212,732.1,696.6,482,3
1,213,953.5,576.9,1294,1
1,213,1197.9,483.8,228,2
1,213,1176.6,491.6,100,3
1,214,969.2,576.1,1310,1
1,214,965.1,516.6,133,2
1,214,970,377.5,464,3
1,215,945.1,575.6,444,1
1,215,948.4,615.6,230,2
1,215,942.3,583.2,517,3
1,215,724.6,479.6,334,4
1,215,724.2,2133.1,53,5
1,216,949.6,578.9,1216,1
1,216,724.2,482.6,176,2
1,216,718,465.5,199,3
1,216,728.6,2133.2,262,4
2,1,942.9,540.7,1198,1
2,1,700,596.9,76,2
2,2,947.9,542.6,1197,1
2,2,1084.6,775.2,75,2
2,2,715.7,389.9,104,3
2,2,716.7,429.7,556,4
2,3,948.1,543.8,38,1
2,3,946.4,542.4,1139,2
2,3,763.4,734.6,64,3
2,3,703.7,674.1,239,4
2,4,945,548.4,1210,1
2,4,1192,663.4,131,2
2,4,1168.7,663.9,593,3
2,5,948.6,542.6,1195,1
2,5,737.3,431.7,774,2
2,6,941.1,546.7,1220,1
2,6,1192.4,675.9,180,2
2,6,1182,670.7,371,3
2,6,1063.9,560.7,154,4
2,7,942.1,558,1209,1
2,7,1201,696.5,127,2
2,7,1179.5,681.2,522,3
2,8,945.6,552,1206,1
2,8,1094.8,783.1,78,2
2,8,725.8,679.1,292,3
2,9,948.3,541.7,40,1
2,9,942.3,547.6,1144,2
2,9,1184.5,667,604,3
2,10,948.4,553.6,1216,1
2,10,1176.5,673.8,593,2
2,11,944,548.9,1230,1
2,11,855.6,369.9,57,2
2,11,1183.6,437.5,246,3
2,12,947.3,551.4,1228,1
2,12,960.4,325.2,162,2
2,12,948.7,311.8,428,3
2,13,946.1,553.3,494,1
2,13,944.2,557.5,712,2
2,13,1174.8,432.8,555,3
2,14,939,551.3,1311,1
2,14,948.9,808.4,633,2
2,15,942,562.5,1211,1
2,15,1048.3,803.3,103,2
2,15,965.8,799.6,197,3
2,16,943.9,557.4,1254,1
2,16,1186.7,655.2,569,2
2,17,941,548,295,1
2,17,964.5,563,144,2
2,17,942.5,558.8,734,3
2,17,1175.4,438.6,474,4
2,17,1020,512.3,107,5
2,18,942.8,545.3,1216,1
2,18,1152.2,733.7,76,2
2,18,1179.7,665.7,358,3
2,19,944.8,546.9,1212,1
2,19,710.5,667,563,2
2,20,941.8,544.8,1242,1
2,20,1180.2,434.5,420,2
2,21,941.2,552.2,1226,1
2,21,704.1,664.7,150,2
2,21,712.1,671.4,408,3
2,22,942.4,549.1,1239,1
2,22,1179,673.6,512,2
2,23,942.8,546.1,1222,1
2,23,703.6,665.6,194,2
2,23,713.5,667.1,243,3
2,24,949,548.3,1221,1
2,24,1167.4,433.3,525,2
2,25,948,548,1220,1
2,25,731,446.1,471,2
2,26,948.1,543.8,1230,1
2,26,970.8,372.4,105,2
2,26,951.5,330.7,254,3
2,27,945,547.3,1219,1
2,27,712.1,666.4,456,2
2,28,951.6,540,1243,1
2,28,1175.7,421.3,531,2
2,29,950.3,539,19,1
2,29,939.4,540.3,1170,2
2,29,958.2,306.3,337,3
2,29,1001.2,505.4,404,4
2,30,945.4,546.8,1232,1
2,30,951.9,793.1,525,2
2,31,948.4,563.8,705,1
2,31,951.1,319.8,614,2
2,32,946.7,550.4,1226,1
2,32,1168.5,440.9,448,2
2,33,953.9,557.4,74,1
2,33,956.6,551.2,1158,2
2,33,975.8,838.1,118,3
2,33,960.7,815.4,194,4
2,33,944.7,796.1,173,5
2,34,951.5,545.1,1232,1
2,34,717.3,443.4,502,2
2,34,1010.6,525.5,190,3
2,35,948.5,546.1,1220,1
2,35,955.7,308.6,376,2
2,35,1007.8,493.3,136,3
2,36,946.2,555,1222,1
2,36,959.5,810.8,192,2
2,36,946.6,797.2,331,3
2,37,952.2,551,1222,1
2,37,960.7,317.8,714,2
2,38,945.9,542.8,1212,1
2,38,731.4,455,152,2
2,38,726.5,441.3,379,3
2,39,946.5,542.2,1217,1
2,39,1175.5,424.4,722,2
2,40,944.8,546.5,287,1
2,40,937.4,547.5,911,2
2,40,716.4,669.7,644,3
2,41,945.6,541.4,1207,1
2,41,1031.4,423.3,28,2
2,41,660.1,698.1,107,3
2,41,704.4,684.7,178,4
2,41,705.8,668.5,344,5
2,43,943.2,544.7,1226,1
2,43,722.1,659.6,121,2
2,43,710.9,672.1,273,3
2,43,1035,499.2,312,4
2,44,941.6,558.6,1236,1
2,44,955.5,326.7,193,2
2,44,945.4,314.9,490,3
2,45,940.3,548.6,1207,1
2,45,1209.5,618.7,86,2
2,45,1167,671,98,3
2,46,949.9,552.7,1224,1
2,46,1197.1,488,114,2
2,46,1157.3,426.8,134,3
2,46,1174.8,428.3,488,4
2,47,944.8,546.7,1233,1
2,47,825.4,670.4,103,2
2,47,950,790.9,560,3
2,48,950.4,548.4,1212,1
2,48,1080.3,795.2,224,2
2,48,1082.8,778,110,3
2,48,1169.8,435.1,350,4
2,49,944,548.6,1221,1
2,49,956.7,787.6,133,2
2,49,948.7,803,555,3
2,50,947.7,550.1,1251,1
2,50,983.7,777.4,124,2
2,50,958.7,789.9,339,3
2,51,950.4,535.8,1216,1
2,51,709.3,636.7,92,2
2,51,718.7,664.1,419,3
2,52,944.3,547.7,1216,1
2,52,944.2,321.8,382,2
2,53,947.5,546,1240,1
2,53,951.3,312.7,462,2
2,54,944.2,548,1222,1
2,54,954,314.3,388,2
2,54,996.7,527.3,191,3
2,55,945.4,548,1215,1
2,55,1196.6,685.1,157,2
2,55,1176.9,665.9,376,3
2,56,943.7,546.3,283,1
2,56,946.9,547.6,936,2
2,56,949,796,510,3
2,57,943.2,559.5,1213,1
2,57,709.8,674.7,400,2
2,58,941.4,566.6,286,1
2,58,943.4,555,945,2
2,58,717.2,678.2,476,3
2,58,1033.5,535.8,203,4
2,59,938.9,552.6,1220,1
2,59,1184.9,672.7,511,2
2,60,943.1,552.7,1223,1
2,60,735.9,429.1,161,2
2,60,723.9,451.3,495,3
2,61,944,556.8,1228,1
2,61,1182.9,674.3,417,2
2,62,951.5,553,1209,1
2,62,1188,675.3,422,2
2,63,954,557.7,302,1
2,63,945.8,554.9,893,2
2,63,726.7,676.5,374,3
2,64,947.5,543.4,1210,1
2,64,713.9,668.4,367,2
2,65,948.8,542.6,1241,1
2,65,727.1,679.3,209,2
2,65,708.5,674,198,3
2,66,938.5,552.7,319,1
2,66,940.2,553.8,909,2
2,66,952,803.7,403,3
2,67,949.5,546.3,1218,1
2,67,1056.8,394.6,21,2
2,67,1172.6,439.2,513,3
2,68,945.8,550.3,1230,1
2,68,967,779.7,149,2
2,68,956.4,803.8,240,3
2,69,942.6,556.9,1212,1
2,69,731.9,662.4,148,2
2,69,713.2,678.1,351,3
2,69,1038.8,542.2,191,4
2,70,939.3,556.2,1203,1
2,70,1186,683.3,484,2
2,71,943.3,558.5,1268,1
2,71,1177.1,457.8,691,2
2,72,949.5,549,1223,1
2,72,927.3,782.9,95,2
2,72,956.3,803.4,400,3
2,72,1006.8,562.4,209,4
2,73,947.6,555.2,1205,1
2,73,1197,673.7,155,2
2,74,944.1,546.2,1206,1
2,74,722.6,438.3,501,2
2,74,1060.9,524,222,3
2,75,954.6,549.7,1222,1
2,75,723.9,441.5,709,2
2,76,948.7,544.7,1213,1
2,76,724.1,446.6,437,2
2,76,1033.9,544.7,138,3
2,77,947.3,539.1,1212,1
2,77,951.7,806.2,149,2
2,77,954.9,795.4,220,3
2,77,984.7,498.8,298,4
2,78,944.5,556.2,1226,1
2,78,951.8,315.9,438,2
2,79,953,530.2,28,1
2,79,946.5,543.3,1185,2
2,79,1173.4,433.8,478,3
2,80,944.2,544.1,1221,1
2,80,1063.7,770.9,76,2
2,80,950.6,799.6,516,3
2,81,951.4,545.7,1225,1
2,81,1195.7,665.8,207,2
2,81,1180.3,666.8,508,3
2,82,945.1,544.9,1221,1
2,82,717,659.9,184,2
2,82,706.4,675.5,246,3
2,82,1030.3,543.3,261,4
2,83,945.4,541,1214,1
2,83,1190.6,671,439,2
2,83,938.9,533.7,248,3
2,84,945.9,548,1213,1
2,84,1193.5,674.3,243,2
2,84,1178.3,674.1,206,3
2,84,964.1,567.1,175,4
2,85,953.7,545,1226,1
2,85,1051.6,367.8,98,2
2,85,960.9,329.8,220,3
2,85,947.8,318.5,366,4
