observer, trial, targLoc, distLoc, targDiscrim, thoughtNoAttCap, tc, dc, RT, TrialTypeRT
6, 3, 1, 3, 1, -1, -1, -1, 1.250978, 5.569543
6, 4, 5, 0, 1, 1, 1, 0, 0.988907, 1.484129
6, 5, 1, 2, 0, 3, -1, 1, 0.630666, 0.033793
6, 6, 5, 4, 1, 1, -1, 1, 0.920680, 1.061021
6, 7, 4, 5, 1, 1, -1, 1, 0.758579, 1.669966
6, 8, 4, 1, 1, -1, 1, -1, 0.892673, 1.501329
6, 9, 4, 0, 1, 1, 1, 0, 0.678031, 0.652147
6, 10, 1, 1, 1, 1, 1, -1, 0.857005, 0.579382
6, 11, 5, 0, 1, 1, 1, 0, 0.623764, 0.984218
6, 12, 6, 0, 1, 3, -1, 0, 0.616788, 0.439524
6, 13, 4, 2, 1, 1, 1, 1, 0.726432, 1.260905
6, 14, 2, 0, 1, 1, 1, 0, 0.863599, 0.882601
6, 15, 4, 5, 1, 1, -1, 1, 0.777743, 1.026627
6, 17, 2, 5, 1, 1, -1, 1, 0.779468, 1.298868
6, 18, 4, 1, 1, -1, 1, 1, 1.287944, 1.947490
6, 19, 5, 1, 1, -1, -1, 1, 1.313714, 1.454628
6, 20, 6, 4, 0, -1, 1, -1, 1.031108, 2.299849
6, 21, 1, 4, 1, 1, -1, 1, 1.096900, 1.348903
6, 22, 1, 0, 1, 1, 1, 0, 0.690563, 1.678511
6, 23, 4, 0, 1, 1, -1, 0, 0.978047, 1.477200
6, 24, 1, 0, 1, 1, -1, 0, 1.279791, 1.287052
6, 25, 5, 5, 1, 1, 1, -1, 1.322389, 0.782699
6, 26, 4, 3, 1, 1, -1, 1, 1.350947, 0.857513
6, 27, 2, 0, 1, 1, 1, 0, 1.010382, 0.721014
6, 28, 2, 4, 1, 1, 1, -1, 1.111243, 0.832025
6, 29, 6, 0, 1, 1, -1, 0, 1.399618, 0.835198
6, 30, 6, 0, 1, 1, -1, 0, 1.109789, 1.258574
6, 31, 2, 3, 1, 1, 1, 1, 0.791225, 0.790447
6, 32, 5, 1, 1, 1, -1, -1, 1.064605, 0.890201
6, 33, 2, 6, 1, 1, -1, 1, 0.896220, 1.525449
6, 34, 2, 5, 1, 1, -1, -1, 1.087518, 0.686564
6, 35, 1, 0, 1, -1, -1, 0, 0.699691, 1.593667
6, 36, 3, 0, 1, 1, -1, 0, 0.945589, 1.113852
6, 37, 3, 0, 1, 1, 1, 0, 0.931024, 1.087611
6, 38, 4, 1, 1, -1, -1, 1, 1.481054, 2.140465
6, 39, 6, 5, 1, 1, -1, -1, 1.250189, 1.003400
6, 40, 5, 0, 1, 1, -1, 0, 0.660228, 1.268506
6, 41, 2, 0, 1, 1, 1, 0, 0.679471, 0.646125
6, 42, 1, 6, 1, -1, -1, 1, 1.416708, 1.531631
6, 43, 6, 0, 1, 1, -1, 0, 1.236418, 0.872781
6, 44, 5, 0, 1, 1, -1, 0, 0.636685, 0.458931
6, 45, 4, 0, 1, 1, -1, 0, 0.726823, 0.361258
6, 46, 4, 0, 1, 1, -1, 0, 0.700004, 0.744939
6, 47, 4, 4, 1, 1, -1, 1, 0.934817, 0.539852
6, 48, 2, 0, 1, 1, 1, 0, 0.652806, 0.228042
6, 49, 2, 0, 1, 1, -1, 0, 0.873774, 0.201179
6, 51, 6, 4, 1, -1, 1, 1, 1.277803, 0.672083
6, 52, 6, 0, 0, -1, 1, 0, 0.835424, 1.488677
6, 53, 5, 6, 1, -1, -1, -1, 0.844063, 1.455948
6, 54, 6, 0, 1, 1, 1, 0, 0.965044, 1.616520
6, 55, 5, 0, 1, 1, -1, 0, 0.676772, 1.140759
