"","observer","trial","x","y","dur","onset","offset","n","aoi","aoi2"
"1401","3",29,-10.8,-8.70000000000005,1236,-1017,634876,1,"c","centre"
"1402","3",29,-16.6,-321.4,64,271,634992,2,"6","target"
"1403","3",29,-10.5,-282.5,136,347,635140,3,"6","target"
"1404","3",30,-10.7,-9.70000000000005,1216,-1022,641268,1,"c","centre"
"1405","3",30,-132.1,-222.5,128,230,641432,2,"d5","distracter"
"1406","3",31,-7.79999999999995,-5.60000000000002,1232,-1021,648736,1,"c","centre"
"1407","3",31,259,-1.60000000000002,124,263,648912,2,"d1","distracter"
"1408","3",31,-3.89999999999998,205.8,252,439,649216,3,"3","target"
"1409","3",31,-0.600000000000023,229.6,212,703,649440,4,"3","target"
"1410","3",32,-6.39999999999998,-13.4,1256,-1021,654944,1,"c","centre"
"1411","3",33,-8.79999999999995,-5.29999999999995,1216,-1021,661072,1,"c","centre"
"1412","3",33,-280.6,-29.1,520,231,661628,2,"d4","distracter"
"1413","3",34,-5.10000000000002,-8.60000000000002,1224,-1018,666932,1,"c","centre"
"1414","3",34,-225.5,-183.1,116,254,667096,2,"5","target"
"1415","3",35,-18.9,-0.200000000000045,1236,-1024,675456,1,"c","centre"
"1416","3",35,-2.39999999999998,230.8,148,260,675652,2,"3","target"
"1417","3",36,-11.2,1.20000000000005,1204,-1021,683028,1,"c","centre"
"1418","3",37,-0.299999999999955,13.2,1260,-1021,869220,1,"c","centre"
"1419","3",37,-265.4,8,148,275,869404,2,"d4","distracter"
"1420","3",37,218.4,-112,128,487,869596,3,"1","target"
"1421","3",37,245,-124.3,396,627,870004,4,"1","target"
"1422","3",38,11,1.89999999999998,28,-24,873472,1,"c","centre"
"1423","3",38,11.9,-4.29999999999995,1032,248,874748,2,"c","centre"
"1424","3",39,10.4,4.29999999999995,1244,-1019,880756,1,"c","centre"
"1425","3",39,-84.1,-175.8,140,261,880932,2,"d5","distracter"
"1426","3",40,6.29999999999995,0.799999999999955,1264,-1021,886024,1,"c","centre"
"1427","3",40,-245.7,-9.39999999999998,156,279,886216,2,"d4","distracter"
"1428","3",40,16.7,-235.3,244,487,886512,3,"6","target"
"1429","3",41,5,4.20000000000005,1236,-1018,891100,1,"c","centre"
"1430","3",41,115,206.6,428,254,891564,2,"d2","distracter"
"1431","3",41,221.8,-99.5,152,726,891760,3,"1","target"
"1432","3",42,9.89999999999998,-0.700000000000045,1280,-1019,896844,1,"c","centre"
"1433","3",43,8.29999999999995,5.29999999999995,1244,-1022,903572,1,"c","centre"
"1434","3",43,-24.9,281.7,124,262,903736,2,"3","target"
"1435","3",44,4.39999999999998,-3.5,1248,-1021,909844,1,"c","centre"
"1436","3",45,10.6,-8,1212,-1018,916012,1,"c","centre"
"1437","3",45,158.2,168.6,164,234,916216,2,"d2","distracter"
"1438","3",46,12.1,-6.39999999999998,1292,-1020,922424,1,"c","centre"
"1439","3",46,-11.7,236.9,144,352,922648,2,"3","target"
"1440","3",47,8.29999999999995,3.60000000000002,1220,-1022,929284,1,"c","centre"
"1441","3",47,111.2,200.7,220,234,929540,2,"d2","distracter"
"1442","3",47,223.8,-141,136,514,929736,3,"1","target"
"1443","3",47,251,-135.2,344,658,930088,4,"1","target"
"1444","3",48,12.6,-5.10000000000002,1232,-1022,934796,1,"c","centre"
"1445","3",48,-134.5,184.2,120,254,934960,2,"d3","distracter"
"1446","3",49,10.2,-3.89999999999998,1236,-1021,940752,1,"c","centre"
"1447","3",49,117.6,215.7,124,263,940924,2,"d2","distracter"
"1448","3",49,-222.3,-186.5,96,451,941084,3,"5","target"
"1449","3",50,5.5,-1.70000000000005,1320,-1018,946856,1,"c","centre"
"1450","3",51,7.70000000000005,-0.299999999999955,1288,-1021,952872,1,"c","centre"
"1451","3",51,11.6,-219.6,156,307,953068,2,"6","target"
"1452","3",52,3.29999999999995,4.39999999999998,1248,-1021,959268,1,"c","centre"
"1453","3",52,250.6,81.9,80,263,959384,2,"2","target"
"1454","3",53,8.10000000000002,-0.299999999999955,1232,-1023,965632,1,"c","centre"
"1455","3",53,267.1,-3.39999999999998,160,249,965832,2,"d1","distracter"
"1456","3",53,237.8,-89.3,280,433,966136,3,"1","target"
"1457","3",54,10.5,-1.5,1216,-1021,971936,1,"c","centre"
"1458","3",54,94.7,201.9,160,231,972132,2,"d2","distracter"
"1459","3",54,-0.700000000000045,-246,380,455,972576,3,"6","target"
"1460","3",55,9.20000000000005,0.799999999999955,1232,-1021,980152,1,"c","centre"
"1461","3",55,128.3,212.8,144,259,980344,2,"d2","distracter"
"1462","3",56,8.10000000000002,2.20000000000005,1248,-1021,986604,1,"c","centre"
"1463","3",57,8.10000000000002,-8.89999999999998,1360,-1020,993564,1,"c","centre"
"1464","3",57,217.4,104.3,176,380,993780,2,"2","target"
"1465","3",58,10.1,4.89999999999998,1296,-1020,999452,1,"c","centre"
"1466","3",58,236.8,63.6,108,316,999600,2,"2","target"
"1467","3",59,9,-1.39999999999998,1232,-1015,1005060,1,"c","centre"
"1468","3",59,161.5,-237.6,116,269,1005228,2,"d6","distracter"
"1469","3",60,13.8,-3.39999999999998,1224,-1022,1011312,1,"c","centre"
"1470","3",60,-232.9,-41.1,252,238,1011600,2,"d4","distracter"
"1471","3",61,10.6,-1.39999999999998,1240,-1022,1017112,1,"c","centre"
"1472","3",61,240.3,116.5,688,258,1017840,2,"2","target"
"1473","3",62,14.1,-3.79999999999995,580,-576,1023088,1,"c","centre"
"1474","3",62,17.2,-4.89999999999998,676,12,1023772,2,"c","centre"
"1475","3",63,17.1,2.20000000000005,380,-376,1028772,1,"c","centre"
"1476","3",63,18.5,46.6,144,24,1028936,2,"c","centre"
"1477","3",63,17,0.100000000000023,676,188,1029632,3,"c","centre"
"1478","3",63,-214.6,-134,744,900,1030412,4,"5","target"
"1479","3",64,5.29999999999995,5.60000000000002,1240,-1017,1034952,1,"c","centre"
"1480","3",64,264.9,-159.3,96,275,1035100,2,"1","target"
"1481","3",65,18.5,1.89999999999998,1232,-1021,1040960,1,"c","centre"
"1482","3",66,13.8,-4.70000000000005,1228,-1021,1046588,1,"c","centre"
"1483","3",66,267.9,-8.39999999999998,148,243,1046772,2,"d1","distracter"
"1484","3",66,239.9,-109.3,300,415,1047096,3,"1","target"
"1485","3",67,15.6,-4.20000000000005,1228,-1019,1052456,1,"c","centre"
"1486","3",68,20,-2.5,1264,-1020,1058292,1,"c","centre"
"1487","3",68,-205.6,-0.700000000000045,60,280,1058388,2,"d4","distracter"
"1488","3",68,226.7,114.9,176,400,1058624,3,"2","target"
"1489","3",69,17.3,-13.4,1248,-1016,1064248,1,"c","centre"
"1490","3",69,-192.7,-123,172,272,1064460,2,"5","target"
"1491","3",69,-220.6,-149.1,540,460,1065016,3,"5","target"
"1492","3",70,18.9,-1.89999999999998,1280,-1021,1069676,1,"c","centre"
"1493","3",70,280.2,-188.7,72,311,1069800,2,"1","target"
"1494","3",70,263.1,-143.1,148,403,1069968,3,"1","target"
"1495","3",71,8.39999999999998,-6.5,1228,-1022,1075156,1,"c","centre"
"1496","3",72,19.2,-13.3,1216,-1026,1081024,1,"c","centre"
"1497","3",72,293,-18.9,92,242,1081168,2,"d1","distracter"
"1498","3",72,-25.1,253.9,152,390,1081376,3,"3","target"
"1499","3",73,13.8,1.70000000000005,1292,-1021,1103842,1,"c","centre"
"1500","3",73,-57.8,-67,144,299,1104014,2,"c","centre"
"1501","3",74,23.6,-0.799999999999955,1240,-1021,1110826,1,"c","centre"
"1502","3",74,-106.3,214.8,92,267,1110966,2,"d3","distracter"
"1503","3",75,16.3,11,1236,-1020,1117506,1,"c","centre"
"1504","3",75,-242,6.70000000000005,140,256,1117686,2,"d4","distracter"
"1505","3",76,18.1,-3.29999999999995,1220,-1021,1123554,1,"c","centre"
"1506","3",76,-117,214.1,156,247,1123758,2,"d3","distracter"
"1507","3",76,-209.9,-183.6,84,467,1123906,3,"5","target"
"1508","3",76,-211.6,-133,304,567,1124226,4,"5","target"
"1509","3",77,13.5,0.200000000000045,1236,-1021,1129754,1,"c","centre"
"1510","3",77,269.1,-156.6,104,267,1129910,2,"1","target"
"1511","3",78,12.8,-8.70000000000005,1252,-1021,1136454,1,"c","centre"
"1512","3",78,251,84.7,128,271,1136622,2,"2","target"
"1513","3",78,241.6,107.4,580,411,1137214,3,"2","target"
"1514","3",79,20.5,5,1220,-1023,1142254,1,"c","centre"
"1515","3",79,234.5,125.4,216,233,1142506,2,"2","target"
"1516","3",80,7.60000000000002,1.29999999999995,1264,-1019,1148302,1,"c","centre"
"1517","3",81,13.1,-5.20000000000005,1244,-1019,1154250,1,"c","centre"
"1518","3",81,-213.9,-110.9,220,265,1154510,2,"5","target"
"1519","3",81,-211,-136.7,512,493,1155030,3,"5","target"
"1520","3",82,12,2.5,1228,-1018,1160102,1,"c","centre"
"1521","3",82,256.5,-146,120,262,1160274,2,"1","target"
"1522","3",83,9.79999999999995,-0.399999999999977,1252,-1018,1166010,1,"c","centre"
"1523","3",83,8.89999999999998,-288.9,128,286,1166190,2,"6","target"
"1524","3",84,14.4,-3.5,1296,-1020,1171638,1,"c","centre"
"1525","3",84,228,-117.8,144,312,1171818,2,"1","target"
"1526","3",85,12.1,4.29999999999995,1232,-1020,1177122,1,"c","centre"
"1527","3",86,11.8,3.10000000000002,1224,-1018,1182850,1,"c","centre"
"1528","3",86,158.3,-182.3,96,258,1182998,2,"d6","distracter"
"1529","3",87,15.5,-1.29999999999995,1244,-1019,1188670,1,"c","centre"
"1530","3",87,-120.6,208.7,80,265,1188790,2,"d3","distracter"
"1531","3",88,16.3,5.39999999999998,1224,-1021,1194950,1,"c","centre"
"1532","3",89,9.60000000000002,6,1248,-1018,1203626,1,"c","centre"
"1533","3",90,8.5,9.29999999999995,1208,-1020,1210618,1,"c","centre"
"1534","3",90,271.1,4.20000000000005,68,236,1210734,2,"d1","distracter"
"1535","3",90,-248.1,-158.8,124,364,1210918,3,"5","target"
"1536","3",91,6.29999999999995,-2,1356,-1030,1216790,1,"c","centre"
"1537","3",92,6.60000000000002,4,1336,-1029,1222422,1,"c","centre"
"1538","3",93,10.9,10.2,1196,-1015,1228330,1,"c","centre"
"1539","3",93,-272.1,-1.60000000000002,92,229,1228470,2,"d4","distracter"
"1540","3",93,223.1,133,300,385,1228834,3,"2","target"
"1541","3",94,2.60000000000002,1.39999999999998,1236,-1020,1234098,1,"c","centre"
"1542","3",95,10,0,1256,-1022,1240450,1,"c","centre"
"1543","3",95,-115.2,-243.2,80,286,1240582,2,"d5","distracter"
"1544","3",95,18.4,231.8,168,438,1240822,3,"3","target"
"1545","3",95,-6,255,384,618,1241218,4,"3","target"
"1546","3",96,15.2,-2.5,1240,-1022,1245718,1,"c","centre"
"1547","3",96,-114.2,215.1,120,266,1245886,2,"d3","distracter"
"1548","3",96,-214.1,-202.2,84,450,1246034,3,"5","target"
"1549","3",96,-213.5,-149.3,132,554,1246186,4,"5","target"
"1550","3",97,7.5,4.79999999999995,1248,-1020,1250814,1,"c","centre"
"1551","3",97,-190.2,-134.3,156,268,1251010,2,"5","target"
"1552","3",98,9.79999999999995,-2.20000000000005,1236,-1020,1256534,1,"c","centre"
"1553","3",99,6.60000000000002,10.9,1184,-1019,1263250,1,"c","centre"
"1554","3",100,7.5,0.799999999999955,1256,-1020,1268838,1,"c","centre"
"1555","3",100,6.39999999999998,-277,80,288,1268970,2,"6","target"
"1556","3",101,8.60000000000002,13.1,1212,-1019,1274630,1,"c","centre"
"1557","3",101,-266.4,13.8,72,233,1274742,2,"d4","distracter"
"1558","3",101,27.5,229.4,152,357,1274946,3,"3","target"
"1559","3",102,11.4,-1.29999999999995,1232,-1020,1280582,1,"c","centre"
"1560","3",102,252,8,112,252,1280734,2,"d1","distracter"
"1561","3",102,-0.799999999999955,-259.9,204,420,1280994,3,"6","target"
"1562","3",103,12.1,-9.89999999999998,1264,-1021,1287098,1,"c","centre"
"1563","3",104,6.79999999999995,3.70000000000005,1240,-1021,1293374,1,"c","centre"
"1564","3",105,7.5,-2.39999999999998,1276,-1024,1299858,1,"c","centre"
"1565","3",105,21.8,-282.1,100,304,1300010,2,"6","target"
"1566","3",106,7.20000000000005,3.20000000000005,1256,-1019,1305710,1,"c","centre"
"1567","3",106,-189.8,123.1,144,273,1305890,2,"4","target"
"1568","3",107,7.10000000000002,-6.20000000000005,1228,-1020,1311782,1,"c","centre"
"1569","3",108,12.7,-2.89999999999998,1240,-1021,1317810,1,"c","centre"
"1570","3",108,256.8,104.2,156,259,1318006,2,"2","target"
"1571","3",109,8.70000000000005,-2.70000000000005,1384,-1020,1352060,1,"c","centre"
"1572","3",109,236.4,-109.8,160,404,1352260,2,"1","target"
"1573","3",110,4.5,2.29999999999995,1268,-1018,1358312,1,"c","centre"
"1574","3",111,6.5,11,1236,-1021,1364228,1,"c","centre"
"1575","3",112,16.4,10.4,1236,-1018,1370064,1,"c","centre"
"1576","3",113,20.6,-4.89999999999998,1208,-1017,1376304,1,"c","centre"
"1577","3",113,266.3,4.20000000000005,148,231,1376492,2,"d1","distracter"
"1578","3",113,5.79999999999995,-299.7,92,435,1376640,3,"6","target"
"1579","3",113,20.4,-270.5,456,539,1377108,4,"6","target"
"1580","3",114,13.4,-1.10000000000002,1284,-1022,1381576,1,"c","centre"
"1581","3",114,-14.7,225.8,152,298,1381764,2,"3","target"
"1582","3",115,12.7,-0.899999999999977,1216,-1025,1387072,1,"c","centre"
"1583","3",116,5.89999999999998,-4.29999999999995,1228,-1018,1393308,1,"c","centre"
"1584","3",116,243.1,81.3,116,262,1393476,2,"2","target"
"1585","3",117,14.4,-4.29999999999995,1232,-1022,1399176,1,"c","centre"
"1586","3",117,257.9,-154.9,120,250,1399336,2,"1","target"
"1587","3",118,10.8,3.29999999999995,1224,-1019,1404688,1,"c","centre"
"1588","3",119,14.3,-1.20000000000005,1228,-1014,1411164,1,"c","centre"
"1589","3",119,3.20000000000005,255,772,262,1411984,2,"3","target"
"1590","3",120,11.8,2.10000000000002,1260,-1021,1416640,1,"c","centre"
"1591","3",121,10.9,0.600000000000023,1220,-1019,1422552,1,"c","centre"
"1592","3",121,-103.4,-235.5,92,253,1422696,2,"d5","distracter"
"1593","3",122,4.10000000000002,9.5,1220,-1019,1428536,1,"c","centre"
"1594","3",123,14.6,-5.89999999999998,1184,-1018,1435252,1,"c","centre"
"1595","3",123,143,206.3,108,214,1435408,2,"d2","distracter"
"1596","3",123,-226.5,86,128,378,1435592,3,"4","target"
"1597","3",123,-221.5,105.5,504,518,1436108,4,"4","target"
"1598","3",124,11.8,4.89999999999998,1188,-1016,1440408,1,"c","centre"
"1599","3",124,-243.3,-16.1,104,212,1440552,2,"d4","distracter"
"1600","3",124,255.1,-145.2,140,380,1440756,3,"1","target"
"1601","3",124,253,-127.6,496,528,1441260,4,"1","target"
"1602","3",125,21,-1.20000000000005,1228,-1030,1446168,1,"c","centre"
"1603","3",125,-214.2,-179.9,88,238,1446296,2,"5","target"
"1604","3",125,-217.3,-150.7,132,342,1446444,3,"5","target"
"1605","3",126,7.29999999999995,-0.299999999999955,1208,-1019,1452560,1,"c","centre"
"1606","3",126,140.9,182.9,72,229,1452672,2,"d2","distracter"
"1607","3",126,-249.3,-220.3,84,365,1452820,3,"5","target"
"1608","3",127,17,-7.89999999999998,1196,-1021,1458700,1,"c","centre"
"1609","3",127,139.5,185.4,72,215,1458812,2,"d2","distracter"
"1610","3",127,-251,-202.5,88,351,1458964,3,"5","target"
"1611","3",128,10.5,-1.20000000000005,1224,-1027,1464672,1,"c","centre"
"1612","3",128,-94.2,-208.1,44,249,1464768,2,"d5","distracter"
"1613","3",129,10.9,-6.10000000000002,1248,-1016,1472188,1,"c","centre"
"1614","3",129,-101.9,-208.8,24,280,1472260,2,"d5","distracter"
"1615","3",129,0.899999999999977,274.6,236,372,1472564,3,"3","target"
"1616","3",130,16,-0.700000000000045,1248,-1021,1478320,1,"c","centre"
"1617","3",130,98.2,215.1,104,267,1478464,2,"d2","distracter"
"1618","3",131,14.8,4.79999999999995,1204,-1021,1484108,1,"c","centre"
"1619","3",131,-215.4,119.1,788,231,1484944,2,"4","target"
"1620","3",132,18.4,1.20000000000005,1276,-1015,1489652,1,"c","centre"
"1621","3",133,11.8,7.60000000000002,1244,-1021,1496416,1,"c","centre"
"1622","3",134,13.3,-4.79999999999995,1224,-1018,1501932,1,"c","centre"
"1623","3",134,10.5,248.1,780,254,1502760,2,"3","target"
"1624","3",135,15.1,7.70000000000005,1224,-1022,1507628,1,"c","centre"
"1625","3",135,-219.4,117.9,776,242,1508444,2,"4","target"
"1626","3",136,10.2,15.2,1312,-1025,1513064,1,"c","centre"
"1627","3",136,-210.9,-127.3,672,335,1513784,2,"5","target"
"1628","3",137,15.9,-4.79999999999995,1216,-1021,1518256,1,"c","centre"
"1629","3",137,134,195,80,235,1518376,2,"d2","distracter"
"1630","3",138,8.70000000000005,11.3,1240,-1014,1524104,1,"c","centre"
"1631","3",138,90.2,203.9,356,278,1524512,2,"d2","distracter"
"1632","3",138,113.8,206.4,124,642,1524644,3,"d2","distracter"
"1633","3",139,9.60000000000002,-2.20000000000005,1244,-1025,1529164,1,"c","centre"
"1634","3",140,15.1,-2.89999999999998,1240,-1020,1534632,1,"c","centre"
"1635","3",141,16.9,-2.89999999999998,1236,-1021,1541480,1,"c","centre"
"1636","3",142,11.3,3.70000000000005,1220,-1017,1546916,1,"c","centre"
"1637","3",142,-176.9,115,136,315,1547164,2,"4","target"
"1638","3",143,21,-0.600000000000023,1252,-1021,1552548,1,"c","centre"
"1639","3",143,-133,-257.9,68,287,1552672,2,"d5","distracter"
"1640","3",143,208.2,118.7,132,423,1552872,3,"2","target"
"1641","3",144,14.4,14.8,664,-660,1559560,1,"c","centre"
"1642","3",144,10.8,4.39999999999998,572,12,1560140,2,"c","centre"
"1643","3",145,9,12.2,1248,-1024,1576324,1,"c","centre"
"1644","3",146,5.70000000000005,0.5,1236,-1021,1584552,1,"c","centre"
"1645","3",147,13.3,3.29999999999995,1216,-1017,1590700,1,"c","centre"
"1646","3",147,-76.4,-241.3,108,251,1590860,2,"d5","distracter"
"1647","3",147,13.8,-246.4,208,379,1591088,3,"6","target"
"1648","3",148,22.5,0.5,1224,-1019,1597040,1,"c","centre"
"1649","3",149,10.5,-4.10000000000002,1240,-1016,1602976,1,"c","centre"
"1650","3",149,-114,229.5,100,276,1603128,2,"d3","distracter"
"1651","3",150,10.2,-4.20000000000005,1308,-1021,1608740,1,"c","centre"
"1652","3",150,28,-227.4,168,323,1608944,2,"6","target"
"1653","3",151,15.4,-0.399999999999977,1316,-1021,1615032,1,"c","centre"
"1654","3",151,-14.1,247.7,208,335,1615280,2,"3","target"
"1655","3",152,13.9,-6.60000000000002,1220,-1021,1621572,1,"c","centre"
"1656","3",152,-100.4,-227.1,72,243,1621688,2,"d5","distracter"
"1657","3",152,238.7,143,156,379,1621908,3,"2","target"
"1658","3",153,13.7,6,1236,-1021,1628036,1,"c","centre"
"1659","3",154,14.1,-4,1244,-1021,1634364,1,"c","centre"
"1660","3",154,258.8,-174,76,275,1634492,2,"1","target"
"1661","3",155,19.6,-2.10000000000002,1248,-1021,1640184,1,"c","centre"
"1662","3",155,86.8,212.5,56,275,1640288,2,"d2","distracter"
"1663","3",155,-18.1,247.4,144,359,1640460,3,"3","target"
"1664","3",156,16.3,-5.70000000000005,1216,-1020,1646504,1,"c","centre"
"1665","3",156,-85.4,-228.4,104,236,1646648,2,"d5","distracter"
"1666","3",156,-194.8,148.2,108,408,1646824,3,"4","target"
"1667","3",157,10.8,4.60000000000002,1260,-1025,1652476,1,"c","centre"
"1668","3",158,10.4,3.70000000000005,1280,-1021,1658436,1,"c","centre"
"1669","3",158,136.6,-244.3,80,311,1658568,2,"d6","distracter"
"1670","3",158,19.6,-268.4,604,415,1659196,3,"6","target"
"1671","3",159,19.4,-4,1224,-1021,1664364,1,"c","centre"
"1672","3",159,-119.2,-233.3,84,255,1664500,2,"d5","distracter"
"1673","3",159,233.2,126.1,224,403,1664788,3,"2","target"
"1674","3",160,19,0.399999999999977,1248,-1023,1671684,1,"c","centre"
"1675","3",160,-212.6,141.3,196,273,1671928,2,"4","target"
"1676","3",161,15.5,5.39999999999998,1232,-1020,1677872,1,"c","centre"
"1677","3",161,234.6,110.6,764,252,1678676,2,"2","target"
"1678","3",162,16,11.2,1196,-1020,1683720,1,"c","centre"
"1679","3",162,162.3,190.9,160,224,1683928,2,"d2","distracter"
"1680","3",163,3.10000000000002,11.6,1220,-1016,1689648,1,"c","centre"
"1681","3",163,-122.5,-205.2,88,256,1689788,2,"d5","distracter"
"1682","3",164,17.8,9.89999999999998,1236,-1020,1695928,1,"c","centre"
"1683","3",164,5.79999999999995,248.1,744,268,1696724,2,"3","target"
"1684","3",165,19.7,16.4,1228,-1019,1702688,1,"c","centre"
"1685","3",165,-195.6,-144.8,120,245,1702844,2,"5","target"
"1686","3",166,13.1,1.70000000000005,1216,-1021,1708844,1,"c","centre"
"1687","3",166,79.7,217.4,96,243,1708988,2,"d2","distracter"
"1688","3",167,15.4,2.20000000000005,1204,-1021,1715380,1,"c","centre"
"1689","3",167,-244.8,-3.79999999999995,132,219,1715548,2,"d4","distracter"
"1690","3",167,230.3,-147.5,136,411,1715744,3,"1","target"
"1691","3",167,255.5,-137,432,559,1716188,4,"1","target"
"1692","3",168,14.1,1.20000000000005,1236,-1019,1720864,1,"c","centre"
"1693","3",168,6.89999999999998,244.1,760,265,1721672,2,"3","target"
"1694","3",169,11.4,13.1,1224,-1021,1727052,1,"c","centre"
"1695","3",169,6.39999999999998,247.6,740,251,1727840,2,"3","target"
"1696","3",170,20.3,1.70000000000005,1252,-1021,1732680,1,"c","centre"
"1697","3",170,-215.8,-133.1,728,275,1733452,2,"5","target"
"1698","3",171,16.1,0.399999999999977,1228,-1018,1737976,1,"c","centre"
"1699","3",172,1.10000000000002,0.899999999999977,1272,-1021,1744184,1,"c","centre"
"1700","3",172,-48.4,-248,120,303,1744356,2,"6","target"
"1701","3",173,5.5,0.299999999999955,1232,-1021,1750064,1,"c","centre"
"1702","3",173,263.1,-2.39999999999998,80,259,1750192,2,"d1","distracter"
"1703","3",173,-17.9,230.4,212,391,1750456,3,"3","target"
"1704","3",174,9.20000000000005,6.79999999999995,1228,-1021,1756392,1,"c","centre"
"1705","3",175,20.1,-2.29999999999995,1232,-1025,1763192,1,"c","centre"
"1706","3",175,36.6,-286.4,88,259,1763332,2,"6","target"
"1707","3",176,8.20000000000005,1.29999999999995,1200,-1020,1769616,1,"c","centre"
"1708","3",176,-243.1,-6.20000000000005,688,216,1770340,2,"d4","distracter"
"1709","3",177,18.5,-5.60000000000002,1272,-1021,1774824,1,"c","centre"
"1710","3",178,14.4,4,1216,-1021,1781032,1,"c","centre"
"1711","3",178,-243.8,24.1,112,231,1781180,2,"d4","distracter"
"1712","3",179,13.7,10.1,1232,-1021,1787248,1,"c","centre"
"1713","3",180,16.7,15,1236,-1018,1792772,1,"c","centre"
"1714","3",181,9.20000000000005,11.9,1232,-1022,1805066,1,"c","centre"
"1715","3",181,-116.6,218.8,132,258,1805246,2,"d3","distracter"
"1716","3",181,240.6,115.5,400,446,1805702,3,"2","target"
"1717","3",182,3.39999999999998,10.5,1276,-1020,1810346,1,"c","centre"
"1718","3",183,11,5.29999999999995,1228,-1020,1816350,1,"c","centre"
"1719","3",183,-218.5,-139.8,128,256,1816526,2,"5","target"
"1720","3",184,4.70000000000005,6.20000000000005,1244,-1019,1822066,1,"c","centre"
"1721","3",184,88,184,84,261,1822186,2,"d2","distracter"
"1722","3",185,12.5,7.5,1224,-1018,1828414,1,"c","centre"
"1723","3",186,3,4.70000000000005,1212,-1025,1834294,1,"c","centre"
"1724","3",187,1.5,9.29999999999995,1252,-1018,1840710,1,"c","centre"
"1725","3",188,7.60000000000002,0.899999999999977,1208,-1021,1846750,1,"c","centre"
"1726","3",188,262.3,6.39999999999998,116,227,1846906,2,"d1","distracter"
"1727","3",188,212,106.9,156,371,1847090,3,"2","target"
"1728","3",189,14.5,4,1264,-1022,1852602,1,"c","centre"
"1729","3",189,9.10000000000002,-284.1,140,310,1852810,2,"6","target"
"1730","3",190,1.89999999999998,3,1220,-1018,1858146,1,"c","centre"
"1731","3",190,-149,206.7,208,238,1858390,2,"d3","distracter"
"1732","3",190,247.3,-143.8,272,518,1858734,3,"1","target"
"1733","3",191,15.9,1.39999999999998,1228,-1021,1863138,1,"c","centre"
"1734","3",191,-153.2,186.1,112,247,1863290,2,"d3","distracter"
"1735","3",192,15.9,15.7,1264,-1018,1868458,1,"c","centre"
"1736","3",193,18.8,5.89999999999998,1232,-1020,1873874,1,"c","centre"
"1737","3",193,123,219.9,116,256,1874034,2,"d2","distracter"
"1738","3",193,26.1,-235.9,272,432,1874366,3,"6","target"
"1739","3",194,10.2,1.89999999999998,1308,-1021,1882734,1,"c","centre"
"1740","3",194,156.2,-154.2,56,339,1882842,2,"1","target"
"1741","3",195,17.7,5.29999999999995,1208,-1020,1888002,1,"c","centre"
"1742","3",195,-138.4,212.4,128,228,1888170,2,"d3","distracter"
"1743","3",196,16.9,1.60000000000002,1204,-1018,1893734,1,"c","centre"
"1744","3",196,-134.5,208.4,124,222,1893894,2,"d3","distracter"
"1745","3",196,-223.1,-221.5,68,410,1894026,3,"5","target"
"1746","3",197,18.5,5.39999999999998,1220,-1017,1900718,1,"c","centre"
"1747","3",198,15.2,11.8,1292,-1020,1907038,1,"c","centre"
"1748","3",198,266.9,18.7,124,324,1907214,2,"d1","distracter"
"1749","3",199,9.10000000000002,0.200000000000045,1280,-1020,1913010,1,"c","centre"
"1750","3",200,15.3,8.5,1248,-1020,1918478,1,"c","centre"
"1751","3",200,142.4,-222.5,52,276,1918578,2,"d6","distracter"
"1752","3",200,199.7,123,120,384,1918754,3,"2","target"
"1753","3",201,5.29999999999995,14.1,1260,-1019,1924542,1,"c","centre"
"1754","3",202,20.3,6.10000000000002,1248,-1020,1930682,1,"c","centre"
"1755","3",202,6.20000000000005,266.7,232,276,1930962,2,"3","target"
"1756","3",203,22.6,12.7,1200,-1021,1936398,1,"c","centre"
"1757","3",203,-233.8,76.3,128,215,1936562,2,"4","target"
"1758","3",203,-210.4,121.8,624,363,1937206,3,"4","target"
"1759","3",204,14.3,7.60000000000002,1232,-1017,1942818,1,"c","centre"
"1760","3",204,151.4,-250.3,64,267,1942934,2,"d6","distracter"
"1761","3",204,217.3,111.2,152,387,1943142,3,"2","target"
"1762","3",205,12.9,15,1212,-1021,1948778,1,"c","centre"
"1763","3",205,-117,15.5,32,219,1948838,2,"0","blank"
"1764","3",205,-14.7,-240.5,132,299,1949018,3,"6","target"
"1765","3",206,13.9,7.70000000000005,1244,-1021,1955278,1,"c","centre"
"1766","3",206,248.2,108.9,748,263,1956066,2,"2","target"
"1767","3",207,12.9,13.7,1240,-1022,1960706,1,"c","centre"
"1768","3",207,-200,111.4,140,322,1960950,2,"4","target"
"1769","3",208,10.7,17.2,1300,-1021,1966254,1,"c","centre"
"1770","3",209,4.39999999999998,15.7,1216,-1020,1971902,1,"c","centre"
"1771","3",210,5,12,1248,-1030,1977474,1,"c","centre"
"1772","3",210,-3.5,259.9,236,270,1977762,2,"3","target"
"1773","3",211,12.7,18.2,1208,-1021,1983178,1,"c","centre"
"1774","3",211,-214.7,-128.3,792,227,1984010,2,"5","target"
"1775","3",212,12.1,4.20000000000005,1204,-1021,1988694,1,"c","centre"
"1776","3",212,-222.4,124.5,732,223,1989466,2,"4","target"
"1777","3",213,13.9,2,1260,-1018,1994150,1,"c","centre"
"1778","3",213,222.4,86.6,96,278,1994282,2,"2","target"
"1779","3",213,234.9,108.4,524,382,1994814,3,"2","target"
