"","observer","trial","x","y","dur","onset","offset","n","aoi","aoi2"
"3365","6",123,141.7,180.8,104,266,1384790,2,"d2","distracter"
"3366","6",124,18.6,13.2,1288,-1021,1391038,1,"c","centre"
"3367","6",124,236.1,93.9,140,303,1391214,2,"2","target"
"3368","6",125,18.3,0.600000000000023,1236,-1023,1396434,1,"c","centre"
"3369","6",125,144.7,-210.1,112,241,1396574,2,"d6","distracter"
"3370","6",126,16.4,2.60000000000002,1268,-1021,1402622,1,"c","centre"
"3371","6",126,16.7,-227.8,184,275,1402834,2,"6","target"
"3372","6",126,24.5,-260.2,548,471,1403394,3,"6","target"
"3373","6",127,20.8,9.10000000000002,688,-684,1407010,1,"c","centre"
"3374","6",127,7,7.20000000000005,516,24,1407546,2,"c","centre"
"3375","6",127,164,160.2,120,580,1407706,3,"2","target"
"3376","6",128,4.60000000000002,10,1248,-1027,1412494,1,"c","centre"
"3377","6",128,252.6,-2.39999999999998,100,257,1412630,2,"d1","distracter"
"3378","6",128,15,-273.3,128,401,1412802,3,"6","target"
"3379","6",129,5.79999999999995,-1.10000000000002,1784,-1020,1419054,1,"c","centre"
"3380","6",130,15.8,6.10000000000002,1256,-1018,1424862,1,"c","centre"
"3381","6",130,131.2,162.2,120,282,1425026,2,"d2","distracter"
"3382","6",130,15.4,-279.4,112,458,1425194,3,"6","target"
"3383","6",131,19.3,2.60000000000002,1236,-1021,1429874,1,"c","centre"
"3384","6",131,-109.1,170,144,259,1430062,2,"d3","distracter"
"3385","6",132,20.1,3.39999999999998,1260,-1021,1436498,1,"c","centre"
"3386","6",132,26.6,206.8,144,279,1436682,2,"3","target"
"3387","6",133,19.1,3.10000000000002,1232,-1024,1441934,1,"c","centre"
"3388","6",134,16.4,8.10000000000002,1300,-1020,1447142,1,"c","centre"
"3389","6",134,27.2,199,128,320,1447310,2,"3","target"
"3390","6",135,14.6,12.4,1248,-1020,1452122,1,"c","centre"
"3391","6",135,220.1,98.4,140,264,1452298,2,"2","target"
"3392","6",136,25.9,12.9,1252,-1021,1458310,1,"c","centre"
"3393","6",136,232.7,-154.4,152,271,1458502,2,"1","target"
"3394","6",136,248.4,-159.3,592,431,1459102,3,"1","target"
"3395","6",137,6.70000000000005,-11.8,1240,-1027,1463458,1,"c","centre"
"3396","6",137,-145.5,-115.4,108,329,1463682,2,"5","target"
"3397","6",137,-213,-146.3,572,457,1464274,3,"5","target"
"3398","6",138,23.2,1,1252,-1024,1468790,1,"c","centre"
"3399","6",138,231.4,89.2,144,264,1468970,2,"2","target"
"3400","6",138,235.2,115,616,420,1469598,3,"2","target"
"3401","6",139,19.6,-3.5,1224,-1016,1473754,1,"c","centre"
"3402","6",139,-92,-201.7,104,240,1473890,2,"d5","distracter"
"3403","6",139,249.6,-152.3,588,388,1474522,3,"1","target"
"3404","6",140,9.5,-1.39999999999998,1220,-1023,1478626,1,"c","centre"
"3405","6",140,236.4,-137.7,188,233,1478850,2,"1","target"
"3406","6",140,251.8,-156.6,576,429,1479434,3,"1","target"
"3407","6",141,15.2,2.10000000000002,1212,-1022,1484454,1,"c","centre"
"3408","6",141,-213.7,4.70000000000005,128,226,1484618,2,"d4","distracter"
"3409","6",142,5.79999999999995,-5.20000000000005,1304,-1021,1494314,1,"c","centre"
"3410","6",143,11.6,2.29999999999995,1524,-1030,1499742,1,"c","centre"
"3411","6",144,11.1,3,1224,-1027,1504746,1,"c","centre"
"3412","6",144,-188.1,84.6,140,233,1504922,2,"4","target"
"3413","6",145,5.29999999999995,8.39999999999998,1256,-1021,1519872,1,"c","centre"
"3414","6",145,224.9,-131.5,164,271,1520072,2,"1","target"
"3415","6",146,17.2,7.60000000000002,1212,-1024,1525472,1,"c","centre"
"3416","6",147,16.5,-0.100000000000023,1228,-1021,1530492,1,"c","centre"
"3417","6",148,17.8,6.79999999999995,292,-288,1534288,1,"c","centre"
"3418","6",148,-121.2,54.1,120,28,1534432,2,"0","blank"
"3419","6",148,11.1,8.89999999999998,772,172,1535228,3,"c","centre"
"3420","6",148,-212.4,-106.5,180,988,1535452,4,"5","target"
"3421","6",148,-220,-130.5,468,1180,1535932,5,"5","target"
"3422","6",149,13.9,5.29999999999995,1264,-1015,1539968,1,"c","centre"
"3423","6",149,229.8,92.3,144,285,1540148,2,"2","target"
"3424","6",150,9,4.39999999999998,1216,-1023,1545096,1,"c","centre"
"3425","6",150,-99.6,-225,124,229,1545256,2,"d5","distracter"
"3426","6",150,25.3,200.8,120,401,1545424,3,"3","target"
"3427","6",151,15.4,0.200000000000045,1236,-1023,1550200,1,"c","centre"
"3428","6",151,148,-229.9,152,245,1550384,2,"d6","distracter"
"3429","6",152,10.9,1.29999999999995,1204,-1019,1557072,1,"c","centre"
"3430","6",152,-150.1,-168.6,112,225,1557224,2,"d5","distracter"
"3431","6",152,-219.8,-137.1,676,357,1557920,3,"5","target"
"3432","6",153,23.8,-7.60000000000002,1260,-1022,1562376,1,"c","centre"
"3433","6",153,14.1,-233.6,164,270,1562572,2,"6","target"
"3434","6",153,19.5,-270.3,548,454,1563140,3,"6","target"
"3435","6",154,10.9,3.89999999999998,476,-472,1566528,1,"c","centre"
"3436","6",154,16.3,14,744,12,1567280,2,"c","centre"
"3437","6",154,264.2,6.70000000000005,124,792,1567440,3,"d1","distracter"
"3438","6",155,21.2,-2.10000000000002,1236,-1018,1573040,1,"c","centre"
"3439","6",155,152.1,-211.5,116,258,1573196,2,"d6","distracter"
"3440","6",156,15.7,1.5,1244,-1019,1578448,1,"c","centre"
"3441","6",156,241,97.9,156,261,1578640,2,"2","target"
"3442","6",157,20.5,4.39999999999998,1244,-1027,1583724,1,"c","centre"
"3443","6",157,287.7,7,56,265,1583828,2,"d1","distracter"
"3444","6",158,8.89999999999998,0.799999999999955,456,-452,1588548,1,"c","centre"
"3445","6",158,15.2,7.20000000000005,1076,20,1589640,2,"c","centre"
"3446","6",159,16.2,-10.6,1244,-1023,1596212,1,"c","centre"
"3447","6",159,-82.9,109.1,96,249,1596336,2,"0","blank"
"3448","6",160,8.70000000000005,-5.10000000000002,1240,-1020,1601912,1,"c","centre"
"3449","6",160,8.79999999999995,212.3,140,264,1602096,2,"3","target"
"3450","6",161,5.10000000000002,8.60000000000002,360,-356,1606008,1,"c","centre"
"3451","6",161,12.2,8.70000000000005,848,16,1606868,2,"c","centre"
"3452","6",161,132.3,-215.3,116,904,1607024,3,"d6","distracter"
"3453","6",162,10.8,3.20000000000005,1196,-1017,1611688,1,"c","centre"
"3454","6",164,13.7,5.5,1212,-1022,1621784,1,"c","centre"
"3455","6",164,-216.1,-142.8,548,230,1622372,2,"5","target"
"3456","6",165,7.5,6.79999999999995,1268,-1022,1626524,1,"c","centre"
"3457","6",165,257.8,-168.6,128,286,1626692,2,"1","target"
"3458","6",165,246.7,-158,560,422,1627260,3,"1","target"
"3459","6",166,18,6.10000000000002,1228,-1017,1631572,1,"c","centre"
"3460","6",166,-168.7,83.5,132,239,1631732,2,"4","target"
"3461","6",166,-209,101.2,608,387,1632356,3,"4","target"
"3462","6",167,10,-1.29999999999995,1224,-1021,1636432,1,"c","centre"
"3463","6",167,-98.2,-213.7,96,239,1636564,2,"d5","distracter"
"3464","6",168,18.2,9.10000000000002,1232,-1021,1642124,1,"c","centre"
"3465","6",169,15.5,4,1296,-1024,1646952,1,"c","centre"
"3466","6",169,123.1,114.5,116,296,1647092,2,"2","blank"
"3467","6",170,18.6,7.29999999999995,1268,-1023,1652544,1,"c","centre"
"3468","6",170,240.6,113.4,688,281,1653268,2,"2","target"
"3469","6",171,15.5,-0.700000000000045,28,-24,1656656,1,"c","centre"
"3470","6",171,13.9,13.9,1180,12,1657844,2,"c","centre"
"3471","6",172,11.8,3.5,1232,-1029,1663068,1,"c","centre"
"3472","6",172,260.7,-166.4,740,243,1663848,2,"1","target"
"3473","6",173,14.7,-2.79999999999995,1212,-1024,1668320,1,"c","centre"
"3474","6",173,246.4,-148,204,224,1668560,2,"1","target"
"3475","6",174,13,-8.79999999999995,1248,-1020,1673244,1,"c","centre"
"3476","6",174,232.8,94.9,156,264,1673436,2,"2","target"
"3477","6",175,14.3,16.8,1268,-1027,1678324,1,"c","centre"
"3478","6",175,249.5,90.4,116,277,1678476,2,"2","target"
"3479","6",176,15.6,6.29999999999995,1224,-1021,1683156,1,"c","centre"
"3480","6",177,12.6,11.2,1236,-1017,1688836,1,"c","centre"
"3481","6",177,-111.4,-186.2,76,263,1688956,2,"d5","distracter"
"3482","6",178,12.6,10,1200,-1021,1694048,1,"c","centre"
"3483","6",178,-219.9,-2,152,211,1694232,2,"d4","distracter"
"3484","6",178,17.5,-220.3,168,407,1694444,3,"6","target"
"3485","6",178,21.7,-261.7,248,591,1694708,4,"6","target"
"3486","6",179,3.29999999999995,-6.79999999999995,1220,-1021,1702120,1,"c","centre"
"3487","6",179,-111.2,173,144,239,1702304,2,"d3","distracter"
"3488","6",179,6.29999999999995,-266.1,560,439,1702920,3,"6","target"
"3489","6",180,14.7,-12.2,340,-336,1706380,1,"c","centre"
"3490","6",180,14.8,35.2,180,20,1706576,2,"c","centre"
"3491","6",180,17.4,0.5,768,216,1707360,3,"c","centre"
"3492","6",180,18.1,230,688,1036,1708100,4,"3","target"
"3493","6",181,3.10000000000002,6.60000000000002,48,-44,1714350,1,"c","centre"
"3494","6",181,19.8,22.2,252,20,1714618,2,"c","centre"
"3495","6",181,-0.799999999999955,12.4,964,284,1715594,3,"c","centre"
"3496","6",182,18.8,-2.70000000000005,1220,-1021,1722386,1,"c","centre"
"3497","6",182,-211.1,-1.5,84,231,1722502,2,"d4","distracter"
"3498","6",183,23.5,4.29999999999995,288,-284,1726690,1,"c","centre"
"3499","6",183,15,11.9,1028,12,1727726,2,"c","centre"
"3500","6",183,2.29999999999995,-234.2,180,1076,1727942,3,"6","target"
"3501","6",184,15.3,4.29999999999995,1244,-1027,1733038,1,"c","centre"
"3502","6",184,-180,90.6,140,249,1733210,2,"4","target"
"3503","6",185,19.3,6.79999999999995,1256,-1019,1738642,1,"c","centre"
"3504","6",185,8.29999999999995,-239,216,269,1738890,2,"6","target"
"3505","6",185,7.70000000000005,-262.1,492,493,1739390,3,"6","target"
"3506","6",186,17.7,7.79999999999995,1212,-1021,1744366,1,"c","centre"
"3507","6",186,-184.6,92.1,144,223,1744542,2,"4","target"
"3508","6",186,-205.5,104.1,588,375,1745138,3,"4","target"
"3509","6",187,7.29999999999995,7.29999999999995,1216,-1018,1749638,1,"c","centre"
"3510","6",187,235.5,99.6,168,234,1749842,2,"2","target"
"3511","6",187,250.1,115.2,572,410,1750422,3,"2","target"
"3512","6",188,15.8,5.39999999999998,1276,-1017,1755082,1,"c","centre"
"3513","6",188,238.9,94,148,299,1755270,2,"2","target"
"3514","6",188,248.1,109.1,560,459,1755842,3,"2","target"
"3515","6",189,16.9,9.20000000000005,1260,-1022,1760062,1,"c","centre"
"3516","6",189,239.8,-152.3,204,278,1760306,2,"1","target"
"3517","6",189,256.9,-159,444,490,1760758,3,"1","target"
"3518","6",190,19.7,5.70000000000005,1280,-1021,1766070,1,"c","centre"
"3519","6",190,4.79999999999995,-235.2,196,295,1766302,2,"6","target"
"3520","6",191,18.3,-1.89999999999998,1248,-1025,1771818,1,"c","centre"
"3521","6",191,129.4,-21.4,24,247,1771866,2,"0","blank"
"3522","6",191,-152.8,-102.3,112,307,1772014,3,"5","target"
"3523","6",192,14.2,1.20000000000005,1216,-1018,1777674,1,"c","centre"
"3524","6",193,11.9,8.39999999999998,1248,-1028,1783630,1,"c","centre"
"3525","6",194,22,-0.100000000000023,1220,-1018,1788846,1,"c","centre"
"3526","6",194,257.9,-156.4,792,238,1789674,2,"1","target"
"3527","6",196,12.9,13.4,1240,-1024,1798994,1,"c","centre"
"3528","6",196,137.7,193,112,256,1799146,2,"d2","distracter"
"3529","6",197,16.7,19.4,1268,-1018,1804062,1,"c","centre"
"3530","6",197,20.7,-224.5,192,278,1804282,2,"6","target"
"3531","6",198,19.9,8.10000000000002,1208,-1020,1808850,1,"c","centre"
"3532","6",198,-217.1,3,160,224,1809046,2,"d4","distracter"
"3533","6",198,28.5,233.6,536,428,1809626,3,"3","target"
"3534","6",199,18.9,7.29999999999995,1204,-1016,1814418,1,"c","centre"
"3535","6",199,-219.7,1,124,236,1814590,2,"d4","distracter"
"3536","6",199,21.9,234.6,588,400,1815218,3,"3","target"
"3537","6",200,13.8,14.7,1240,-1022,1819798,1,"c","centre"
"3538","6",200,-214.2,-4,180,254,1820014,2,"d4","distracter"
"3539","6",200,-48.9,-15,108,462,1820150,3,"c","centre"
"3540","6",200,-255.3,5.39999999999998,184,606,1820370,4,"d4","distracter"
"3541","6",201,25.3,-2.5,1216,-1021,1825226,1,"c","centre"
"3542","6",201,284.6,-7.39999999999998,160,235,1825426,2,"d1","distracter"
"3543","6",201,51.4,-228.5,124,443,1825598,3,"6","target"
"3544","6",202,23.8,3.60000000000002,1204,-1018,1830550,1,"c","centre"
"3545","6",202,-119.9,-221,120,230,1830714,2,"d5","distracter"
"3546","6",203,23.2,3,48,-44,1835326,1,"c","centre"
"3547","6",203,29.6,9.70000000000005,1216,24,1836562,2,"c","centre"
"3548","6",204,18.8,1.20000000000005,1252,-1018,1841666,1,"c","centre"
"3549","6",204,-187.9,81.2,136,274,1841842,2,"4","target"
"3550","6",205,27.8,0.799999999999955,1300,-1027,1846906,1,"c","centre"
"3551","6",205,39.8,209.1,136,313,1847082,2,"3","target"
"3552","6",206,14.1,5.29999999999995,1216,-1021,1852246,1,"c","centre"
"3553","6",206,142.6,-219.4,132,227,1852410,2,"d6","distracter"
"3554","6",207,21.5,-6.10000000000002,1200,-1016,1857318,1,"c","centre"
"3555","6",207,-227.4,-13,112,232,1857478,2,"d4","distracter"
"3556","6",207,239.9,-150,160,404,1857698,3,"1","target"
"3557","6",207,258.2,-157.1,248,572,1857954,4,"1","target"
"3558","6",208,22.9,2,1216,-1018,1863066,1,"c","centre"
"3559","6",208,139.8,-206.7,152,230,1863250,2,"d6","distracter"
"3560","6",208,-167.2,114,128,442,1863438,3,"4","target"
"3561","6",209,17,3,1216,-1017,1868550,1,"c","centre"
"3562","6",209,-200.2,95.5,776,231,1869358,2,"4","target"
"3563","6",210,16.9,29.3,1220,-1017,1873638,1,"c","centre"
"3564","6",210,129.6,-200.2,108,239,1873782,2,"d6","distracter"
"3565","6",211,22.1,1.60000000000002,1248,-1014,1878586,1,"c","centre"
"3566","6",211,-104.9,-165.2,104,270,1878726,2,"d5","distracter"
"3567","6",212,23,11.7,1232,-1021,1884034,1,"c","centre"
"3568","6",212,-174.8,94.1,136,243,1884202,2,"4","target"
"3569","6",212,-205.6,104.3,280,391,1884494,3,"4","target"
"3570","6",213,7.60000000000002,14.8,1212,-1016,1889350,1,"c","centre"
"3571","6",213,148.6,-200.4,112,236,1889502,2,"d6","distracter"
"3572","6",213,255.8,-155.1,604,376,1890134,3,"1","target"
"3573","6",214,9.39999999999998,0.399999999999977,1280,-1021,1894498,1,"c","centre"
"3574","6",214,13.6,-240.7,736,299,1895274,2,"6","target"
"3575","6",215,21.6,10.3,1228,-1023,1899726,1,"c","centre"
"3576","6",215,263.7,49,92,253,1899866,2,"d1","distracter"
"3577","6",216,20.3,10.7,1336,-1025,1904486,1,"c","centre"
"3578","7",1,10.5,-12.1,1264,-1023,7775298,1,"c","centre"
"3579","7",1,-5.89999999999998,245.7,732,281,7776070,2,"3","target"
"3580","7",2,9,-19.9,1212,-1019,7783846,1,"c","centre"
"3581","7",2,-99.3,257.1,144,233,7784030,2,"d3","distracter"
"3582","7",2,2.5,-313.7,116,433,7784202,3,"6","target"
"3583","7",3,10.5,-23.8,1232,-1025,7789378,1,"c","centre"
"3584","7",3,58.8,-226.5,72,243,7789486,2,"6","blank"
"3585","7",4,14.5,-12,1352,-1019,7796338,1,"c","centre"
"3586","7",4,-37.7,-126.8,28,357,7796390,2,"0","blank"
"3587","7",4,239.9,138.4,604,429,7797038,3,"2","target"
"3588","7",5,12,-13,1248,-1023,7802646,1,"c","centre"
"3589","7",5,252.1,-156.3,124,265,7802810,2,"1","target"
"3590","7",5,236.1,-153.4,624,397,7803442,3,"1","target"
"3591","7",6,14.9,-20.8,1208,-1021,7809278,1,"c","centre"
"3592","7",6,-172,198.8,112,223,7809426,2,"d3","distracter"
"3593","7",6,-212.7,130.7,648,355,7810094,3,"4","target"
"3594","7",7,16,-18,1220,-1021,7815522,1,"c","centre"
"3595","7",7,254.2,-158.4,128,235,7815686,2,"1","target"
"3596","7",7,240.6,-152.5,636,371,7816330,3,"1","target"
"3597","7",8,5.29999999999995,-28.2,1220,-1018,7822026,1,"c","centre"
"3598","7",8,-264.7,-161.9,156,246,7822226,2,"5","target"
"3599","7",8,-231.6,-159.8,608,410,7822842,3,"5","target"
"3600","7",9,12.5,-16.1,1248,-1021,7827638,1,"c","centre"
"3601","7",9,4.89999999999998,-261.2,740,267,7828418,2,"6","target"
"3602","7",10,22,-14.9,1220,-1022,7833406,1,"c","centre"
"3603","7",10,256.3,122.1,764,234,7834206,2,"2","target"
"3604","7",11,22,-19.5,1212,-1016,7839306,1,"c","centre"
"3605","7",11,226.6,129.6,152,236,7839498,2,"2","target"
"3606","7",11,255.6,124.2,572,396,7840078,3,"2","target"
"3607","7",12,16.4,-12.5,1220,-1023,7844490,1,"c","centre"
"3608","7",12,78.5,-258.5,116,237,7844646,2,"d6","distracter"
"3609","7",12,18.5,-274.2,652,369,7845314,3,"6","target"
"3610","7",13,16.1,-1.20000000000005,1232,-1019,7850306,1,"c","centre"
"3611","7",13,10.9,-275.6,748,249,7851090,2,"6","target"
"3612","7",14,11,-1,1224,-1021,7855298,1,"c","centre"
"3613","7",14,-234,-102.1,56,239,7855390,2,"5","target"
"3614","7",14,-212.2,-162.1,680,311,7856086,3,"5","target"
"3615","7",15,15.1,-6.39999999999998,1216,-1020,7860290,1,"c","centre"
"3616","7",15,203.4,-219.1,100,236,7860430,2,"d6","distracter"
"3617","7",15,247.7,-154.5,548,356,7860998,3,"1","target"
"3618","7",15,66.5999999999999,-39.7,52,952,7861098,4,"c","centre"
"3619","7",16,23.9,-7.29999999999995,1236,-1021,7865478,1,"c","centre"
"3620","7",16,257.4,-16.4,144,247,7865654,2,"d1","distracter"
"3621","7",16,30.9,251.2,560,439,7866262,3,"3","target"
"3622","7",17,9.5,-16.1,1240,-1021,7873498,1,"c","centre"
"3623","7",18,4.5,-12,1208,-1018,7880302,1,"c","centre"
"3624","7",18,-227.3,-149.7,712,230,7881054,2,"5","target"
"3625","7",19,6.70000000000005,-13.3,1236,-1019,7885230,1,"c","centre"
"3626","7",19,-217.5,3.70000000000005,124,249,7885386,2,"d4","distracter"
"3627","7",20,8.89999999999998,-17.1,1216,-1021,7892442,1,"c","centre"
"3628","7",20,-215.8,107.3,740,235,7893222,2,"4","target"
"3629","7",21,10.2,-15.4,1216,-1022,7897646,1,"c","centre"
"3630","7",21,206.7,-72.5,52,226,7897730,2,"1","blank"
"3631","7",22,11.5,-13.8,1248,-1021,7903226,1,"c","centre"
"3632","7",22,-5.60000000000002,236.2,608,263,7903870,2,"3","target"
"3633","7",23,20.4,-10.3,1208,-1023,7908270,1,"c","centre"
"3634","7",23,-238.8,-155,132,225,7908442,2,"5","target"
"3635","7",23,-210.3,-140.8,664,365,7909114,3,"5","target"
"3636","7",24,14.3,-15.7,1240,-1022,7913302,1,"c","centre"
"3637","7",24,232.9,128.5,716,278,7914078,2,"2","target"
"3638","7",25,30.3,-5.89999999999998,1212,-1021,7918110,1,"c","centre"
"3639","7",25,27.9,-272.5,624,227,7918770,2,"6","target"
"3640","7",25,41,-194.1,156,875,7918950,3,"6","target"
"3641","7",26,32.1,-1.89999999999998,1188,-1018,7922786,1,"c","centre"
"3642","7",26,-129.1,-243.6,108,210,7922934,2,"d5","distracter"
"3643","7",27,18.8,-16.7,1204,-1022,7928266,1,"c","centre"
"3644","7",27,-212.3,-162,668,222,7928974,2,"5","target"
"3645","7",28,21.3,-9.60000000000002,1220,-1018,7933454,1,"c","centre"
"3646","7",28,-173.2,126.4,124,238,7933614,2,"4","target"
"3647","7",29,28.3,-8.39999999999998,1212,-1023,7938574,1,"c","centre"
"3648","7",30,18.6,-11.1,1208,-1020,7943574,1,"c","centre"
"3649","7",30,-192.9,128.7,136,228,7943750,2,"4","target"
"3650","7",30,-217.4,128.9,444,376,7944206,3,"4","target"
"3651","7",31,21.2,-8,1204,-1021,7949238,1,"c","centre"
"3652","7",32,17.6,-4.5,1216,-1024,7953862,1,"c","centre"
"3653","7",32,6.39999999999998,-265.2,596,232,7954498,2,"6","target"
"3654","7",33,8.20000000000005,-13.7,1240,-1017,7959310,1,"c","centre"
"3655","7",33,255.9,127.5,740,259,7960086,2,"2","target"
"3656","7",34,14.9,-2.29999999999995,1120,60,7964926,1,"c","centre"
"3657","7",34,288.6,-144.3,112,1220,7965078,2,"1","target"
"3658","7",34,248.3,-137.5,480,1344,7965570,3,"1","target"
"3659","7",35,22.5,-2.79999999999995,1212,-1024,7970026,1,"c","centre"
"3660","7",36,12.6,2.29999999999995,1232,-1015,7975606,1,"c","centre"
"3661","7",36,-5,-259,736,297,7976422,2,"6","target"
"3662","7",37,10.9,-23.9,1200,-1019,7984238,1,"c","centre"
"3663","7",37,-218.6,-156.7,788,221,7985066,2,"5","target"
"3664","7",38,17.5,-20.4,1224,-1021,7989494,1,"c","centre"
"3665","7",39,21.2,-7.39999999999998,1220,-1021,7994890,1,"c","centre"
"3666","7",39,127.4,200.1,92,275,7995058,2,"d2","distracter"
"3667","7",39,250.8,-199.2,68,423,7995182,3,"1","target"
"3668","7",39,238.1,-143,504,515,7995710,4,"1","target"
"3669","7",40,23.2,-17.4,1200,-1023,7999602,1,"c","centre"
"3670","7",40,-58.9,-234.9,144,213,7999782,2,"6","blank"
"3671","7",40,244.2,-148.3,636,397,8000458,3,"1","target"
"3672","7",41,19.2,1.10000000000002,1228,-1023,8004446,1,"c","centre"
"3673","7",41,84,219.9,92,253,8004586,2,"d2","distracter"
"3674","7",42,20.7,-5.70000000000005,1208,-1023,8009410,1,"c","centre"
"3675","7",43,16.1,-8.89999999999998,1228,-1019,8014902,1,"c","centre"
"3676","7",43,-213.4,-144.1,764,245,8015702,2,"5","target"
"3677","7",44,19.6,0.299999999999955,1228,-1021,8020086,1,"c","centre"
"3678","7",44,-177.9,-126,128,247,8020254,2,"5","target"
"3679","7",45,21,-8.20000000000005,1224,-1017,8025934,1,"c","centre"
"3680","7",45,71.5999999999999,205.9,92,243,8026062,2,"d2","distracter"
"3681","7",45,21.5,240.4,616,355,8026698,3,"3","target"
"3682","7",46,25.1,-3.70000000000005,1188,-1021,8030662,1,"c","centre"
"3683","7",46,285.4,-163.8,100,207,8030802,2,"1","target"
"3684","7",46,256.6,-149.6,604,319,8031418,3,"1","target"
"3685","7",47,18.9,-5,1216,-1016,8036078,1,"c","centre"
"3686","7",47,-101.6,-247.7,44,240,8036162,2,"d5","distracter"
"3687","7",47,42.8,-265.3,120,308,8036306,3,"6","target"
"3688","7",47,16.7,-260.9,576,436,8036890,4,"6","target"
"3689","7",48,22.3,-2,1196,-1021,8040754,1,"c","centre"
"3690","7",48,240.8,-152.3,624,211,8041414,2,"1","target"
"3691","7",49,21,-4.60000000000002,1212,-1022,8045386,1,"c","centre"
"3692","7",49,56.7,-294.8,80,246,8045522,2,"6","target"
"3693","7",49,16.9,-284.6,560,342,8046098,3,"6","target"
"3694","7",50,22.2,-1.29999999999995,1228,-1024,8050534,1,"c","centre"
"3695","7",51,22.8,-6.5,1212,-1020,8055506,1,"c","centre"
"3696","7",51,-25.7,-246.3,140,228,8055682,2,"6","target"
"3697","7",51,11.9,-265.1,508,380,8056202,3,"6","target"
"3698","7",52,29.7,-2.10000000000002,216,-212,8059946,1,"c","centre"
"3699","7",52,26,-5.60000000000002,852,164,8060958,2,"c","centre"
"3700","7",52,256,-150.3,752,1052,8061746,3,"1","target"
"3701","7",53,18.7,-1.70000000000005,1196,-1017,8065994,1,"c","centre"
"3702","7",53,-218.1,119.3,756,219,8066790,2,"4","target"
"3703","7",54,19.7,7.10000000000002,1200,-1018,8070814,1,"c","centre"
"3704","7",54,-223.6,-125.3,800,218,8071650,2,"5","target"
"3705","7",56,19.4,-8.10000000000002,1248,-1019,8080362,1,"c","centre"
"3706","7",56,12.8,232.9,656,277,8081066,2,"3","target"
"3707","7",57,23.9,-16,1208,-1020,8085338,1,"c","centre"
"3708","7",58,28,-7,1200,-1016,8090334,1,"c","centre"
"3709","7",59,19.7,-12.4,1204,-1022,8095570,1,"c","centre"
"3710","7",59,232.9,-168.5,144,222,8095754,2,"1","target"
"3711","7",59,257.3,-152.7,640,378,8096406,3,"1","target"
"3712","7",60,25.7,1.39999999999998,1216,-1018,8100566,1,"c","centre"
"3713","7",60,255.7,-136.8,596,238,8101202,2,"1","target"
"3714","7",62,15.8,-4.89999999999998,1216,-1023,8111546,1,"c","centre"
"3715","7",62,245.3,-140.6,556,233,8112142,2,"1","target"
"3716","7",63,28.4,-10.5,1260,-1021,8116978,1,"c","centre"
"3717","7",63,18.7,246.6,632,283,8117654,2,"3","target"
"3718","7",64,29,-9.10000000000002,1212,-1021,8122278,1,"c","centre"
"3719","7",64,-224.9,127.2,748,231,8123066,2,"4","target"
"3720","7",65,17.5,-3.79999999999995,1212,-1019,8127230,1,"c","centre"
"3721","7",65,-209.5,124.4,724,233,8127994,2,"4","target"
"3722","7",66,22.2,-5.60000000000002,1220,-1021,8132154,1,"c","centre"
"3723","7",66,-203.9,107.9,156,239,8132350,2,"4","target"
"3724","7",66,-225.3,124.4,600,407,8132962,3,"4","target"
"3725","7",67,24.3,-16.5,1220,-1015,8137610,1,"c","centre"
"3726","7",67,256.1,-162,584,245,8138234,2,"1","target"
"3727","7",68,25.1,-2,1208,-1021,8143162,1,"c","centre"
"3728","7",68,246.2,118.1,584,223,8143782,2,"2","target"
"3729","7",69,18.7,-9.20000000000005,1252,-1019,8148506,1,"c","centre"
"3730","7",69,121.5,-202.7,140,269,8148682,2,"d6","distracter"
"3731","7",69,12,-277.3,588,429,8149290,3,"6","target"
"3732","7",70,10.8,-16.2,1232,-1021,8154134,1,"c","centre"
"3733","7",70,159.5,-206.2,140,251,8154314,2,"d6","distracter"
"3734","7",70,8.5,244.3,156,455,8154534,3,"3","target"
"3735","7",70,19.5,274.1,392,627,8154942,4,"3","target"
"3736","7",71,22.4,-15.9,1240,-1025,8159422,1,"c","centre"
"3737","7",71,-97.1,165.4,76,255,8159538,2,"d3","distracter"
"3738","7",71,273.2,-197.2,72,395,8159674,3,"1","target"
"3739","7",71,251.1,-164.4,120,483,8159810,4,"1","target"
"3740","7",71,238.5,-149.1,404,615,8160226,5,"1","target"
"3741","7",72,26.2,-16.8,1204,-1021,8164674,1,"c","centre"
"3742","7",72,244.2,-140.9,580,223,8165294,2,"1","target"
"3743","7",73,-6.5,-3.79999999999995,1220,-1022,8221698,1,"c","centre"
"3744","7",73,235.6,143.1,592,234,8222326,2,"2","target"
"3745","7",74,-3.39999999999998,9.20000000000005,1212,-1022,8227374,1,"c","centre"
"3746","7",74,2.70000000000005,281.2,768,226,8228178,2,"3","target"
"3747","7",75,-6.5,-5.20000000000005,1196,-1018,8232526,1,"c","centre"
"3748","7",75,252.9,-22,56,218,8232622,2,"d1","distracter"
"3749","7",75,-35.4,272.4,156,322,8232826,3,"3","target"
"3750","7",75,-3,278.7,504,490,8233342,4,"3","target"
"3751","7",76,-11.6,-1.70000000000005,1204,-1022,8237466,1,"c","centre"
"3752","7",76,-130.2,247.1,36,222,8237542,2,"d3","distracter"
"3753","7",76,249.8,159.1,156,314,8237754,3,"2","target"
