observer,trial,x,y,dur,onset,offset,n
2,196,1199.7,687.5,512,1128,11193580,5
2,197,957.7,538.9,288,-284,11197960,1
2,197,958.1,510.4,484,16,11198456,2
2,197,956.8,538.1,400,508,11198864,3
2,197,1050.2,384.8,116,944,11199016,4
2,197,1182.9,419,624,1088,11199668,5
2,198,948.8,520.8,292,-288,11204684,1
2,198,972,496.7,300,20,11205000,2
2,198,947.9,519.5,560,344,11205584,3
2,198,1205.7,677.5,508,956,11206144,4
2,199,955.3,521.7,1196,-1021,11213156,1
2,199,1042.6,333,412,211,11213604,2
2,199,749.3,397.6,328,675,11213984,3
2,200,954.8,528.7,1204,-1026,11218160,1
2,201,951.4,523.8,236,-232,11224208,1
2,201,972,491.1,276,28,11224508,2
2,201,947.8,522.6,284,328,11224816,3
2,201,959,514.7,336,636,11225176,4
2,201,778.9,760.9,84,1036,11225324,5
2,203,939.3,520.3,76,-72,11238188,1
2,203,965.4,538.2,320,36,11238540,2
2,203,959.4,510.7,756,376,11239316,3
2,204,950,539.1,236,-232,11243840,1
2,204,959.2,507,428,24,11244288,2
2,204,959.5,524.4,496,460,11244792,3
2,204,831.9,779.5,120,1016,11244972,4
2,204,954,806.8,628,1160,11245624,5
2,205,960.1,541.8,224,-220,11249580,1
2,205,964.6,513.3,488,16,11250080,2
2,205,953.6,533.5,432,524,11250532,3
2,205,960.1,803.3,724,984,11251284,4
2,206,955.5,515.7,228,-224,11257536,1
2,206,955.7,535.3,960,24,11258516,2
2,207,948,533.6,308,-304,11265184,1
2,207,957.8,524,856,28,11266064,2
2,207,1046.2,321.9,168,932,11266280,3
2,208,966.3,532.1,316,-312,11273508,1
2,208,961,522.4,852,28,11274384,2
2,208,1029.5,338.6,104,916,11274524,3
2,208,960.6,294.5,664,1044,11275212,4
2,209,950.1,525.7,1188,-1026,11290784,1
2,209,1228.6,519,48,202,11290872,2
2,209,1174.9,430.6,196,274,11291092,3
2,209,1188.1,416,544,478,11291644,4
2,210,949,542.7,1212,-1030,11300488,1
2,210,690.2,540.1,156,218,11300680,2
2,210,710,410.8,564,398,11301268,3
2,211,956.1,535.9,1208,-1029,11307936,1
2,211,1114.1,799.9,132,211,11308100,2
2,212,953.2,539,320,-316,11315084,1
2,212,957,533.5,888,12,11315980,2
2,212,1031.4,786.4,108,952,11316140,3
2,212,721.7,681.2,228,1116,11316424,4
2,212,692.2,678.7,312,1364,11316756,5
2,213,943.3,521.9,268,-264,11320664,1
2,213,962.7,527.8,416,28,11321104,2
2,213,956.6,531.6,492,464,11321616,3
2,213,674.1,725.5,88,1016,11321764,4
2,213,697.5,689.2,448,1116,11322224,5
2,213,903.2,589.5,196,1592,11322448,6
2,214,951.9,536.4,764,-760,11332564,1
2,214,954.4,545.9,424,24,11333008,2
2,214,727.6,425,324,496,11333380,3
2,214,707.3,430.6,304,836,11333700,4
2,215,957,541.5,304,-300,11341936,1
2,215,955.5,535.2,852,24,11342808,2
2,215,827.2,333.4,148,924,11343004,3
2,215,948.8,795.4,372,1120,11343424,4
2,216,939.6,540.6,52,-48,11353760,1
2,216,976.9,535.3,120,36,11353912,2
2,216,942.5,527.4,244,180,11354180,3
2,216,955,535.1,712,444,11354912,4
2,216,703.2,710.6,144,1208,11355108,5
2,216,697.4,686.3,436,1364,11355556,6
3,1,950.7,550.6,1360,-1022,399508,1
3,2,939.9,548.5,1368,-1021,416200,1
3,2,1077.8,344.2,612,383,416848,2
3,3,943,553.6,1316,-1021,424416,1
3,3,1165,667.5,336,343,424800,2
3,4,947.6,564.6,1264,-1021,434796,1
3,4,937.5,324.2,288,291,435132,2
3,5,954.4,558.8,1284,-1024,447148,1
3,5,675.9,564.8,224,296,447408,2
3,5,958.2,339.6,176,572,447636,3
3,6,946.2,551.4,1316,-1021,454384,1
3,6,958.1,788,280,331,454700,2
3,7,944.6,551.4,1280,-1021,464048,1
3,7,1215.4,695.1,136,311,464236,2
3,8,941.2,553.2,1256,-1018,471128,1
3,8,1213,561.4,136,278,471304,2
3,9,944.7,551.1,1340,-1014,477500,1
3,9,826,339.8,112,378,477664,2
3,10,946.2,553.5,1268,-1021,484872,1
3,11,940.5,549.2,1256,-1021,492928,1
3,11,1194.3,697,172,275,493140,2
3,12,944.5,552.3,1256,-1020,502596,1
3,12,816,368.2,400,272,503032,2
3,13,947.8,540.3,1228,-1022,511236,1
3,13,1215.1,541.9,324,246,511600,2
3,14,943.3,558.4,1340,-1017,517384,1
3,14,804.6,786.5,116,375,517552,2
3,14,1165.4,664.6,304,547,517912,3
3,15,944.7,548.6,1256,-1021,523384,1
3,15,1213.3,548.9,140,283,523572,2
3,16,950.4,547,1372,-1021,531564,1
3,16,882.7,358.5,112,399,531724,2
3,16,939.8,320.6,136,531,531880,3
3,17,954.7,543.7,1256,-1021,539232,1
3,18,949.9,550.9,1256,-1021,549600,1
3,19,952.2,554.5,1252,-1023,558528,1
3,19,828.2,350.8,292,265,558856,2
3,19,930.4,802.5,156,629,559084,3
3,19,958.6,810.7,208,797,559304,4
3,20,952,554.8,1264,-1017,565880,1
3,21,931.2,547.6,1268,-1023,577196,1
3,21,756.9,635.8,136,273,577360,2
3,22,949.6,556.9,1284,-1018,584868,1
3,22,809.1,396.3,140,302,585044,2
3,22,953.1,850.4,112,502,585216,3
3,23,959.3,545.9,1248,-1018,590916,1
3,23,1071.6,780,136,278,591100,2
3,24,950.6,554.5,1260,-1017,597612,1
3,24,951.9,848.7,104,287,597760,2
3,25,952,554.4,1296,-1022,608128,1
3,25,677.9,545.3,56,314,608224,2
3,25,756.1,414.2,132,402,608388,3
3,26,955.4,546.6,1264,-1019,615500,1
3,27,950.7,561.1,1284,-1017,622088,1
3,28,952,547.9,1256,-1021,628608,1
3,28,956,853.2,68,287,628728,2
3,29,949.2,548.7,1236,-1017,634876,1
3,29,943.4,861.4,64,271,634992,2
3,29,949.5,822.5,136,347,635140,3
3,30,949.3,549.7,1216,-1022,641268,1
3,30,827.9,762.5,128,230,641432,2
3,31,952.2,545.6,1232,-1021,648736,1
3,31,1219,541.6,124,263,648912,2
3,31,956.1,334.2,252,439,649216,3
3,31,959.4,310.4,212,703,649440,4
3,32,953.6,553.4,1256,-1021,654944,1
3,33,951.2,545.3,1216,-1021,661072,1
3,33,679.4,569.1,520,231,661628,2
3,34,954.9,548.6,1224,-1018,666932,1
3,34,734.5,723.1,116,254,667096,2
3,35,941.1,540.2,1236,-1024,675456,1
3,35,957.6,309.2,148,260,675652,2
3,36,948.8,538.8,1204,-1021,683028,1
3,37,959.7,526.8,1260,-1021,869220,1
3,37,694.6,532,148,275,869404,2
3,37,1178.4,652,128,487,869596,3
3,37,1205,664.3,396,627,870004,4
3,38,971,538.1,28,-24,873472,1
3,38,971.9,544.3,1032,248,874748,2
3,39,970.4,535.7,1244,-1019,880756,1
3,39,875.9,715.8,140,261,880932,2
3,40,966.3,539.2,1264,-1021,886024,1
3,40,714.3,549.4,156,279,886216,2
3,40,976.7,775.3,244,487,886512,3
3,41,965,535.8,1236,-1018,891100,1
3,41,1075,333.4,428,254,891564,2
3,41,1181.8,639.5,152,726,891760,3
3,42,969.9,540.7,1280,-1019,896844,1
3,43,968.3,534.7,1244,-1022,903572,1
3,43,935.1,258.3,124,262,903736,2
3,44,964.4,543.5,1248,-1021,909844,1
3,45,970.6,548,1212,-1018,916012,1
3,45,1118.2,371.4,164,234,916216,2
3,46,972.1,546.4,1292,-1020,922424,1
3,46,948.3,303.1,144,352,922648,2
3,47,968.3,536.4,1220,-1022,929284,1
3,47,1071.2,339.3,220,234,929540,2
3,47,1183.8,681,136,514,929736,3
3,47,1211,675.2,344,658,930088,4
3,48,972.6,545.1,1232,-1022,934796,1
3,48,825.5,355.8,120,254,934960,2
3,49,970.2,543.9,1236,-1021,940752,1
3,49,1077.6,324.3,124,263,940924,2
3,49,737.7,726.5,96,451,941084,3
3,50,965.5,541.7,1320,-1018,946856,1
3,51,967.7,540.3,1288,-1021,952872,1
3,51,971.6,759.6,156,307,953068,2
3,52,963.3,535.6,1248,-1021,959268,1
3,52,1210.6,458.1,80,263,959384,2
3,53,968.1,540.3,1232,-1023,965632,1
3,53,1227.1,543.4,160,249,965832,2
3,53,1197.8,629.3,280,433,966136,3
3,54,970.5,541.5,1216,-1021,971936,1
3,54,1054.7,338.1,160,231,972132,2
3,54,959.3,786,380,455,972576,3
3,55,969.2,539.2,1232,-1021,980152,1
3,55,1088.3,327.2,144,259,980344,2
3,56,968.1,537.8,1248,-1021,986604,1
3,57,968.1,548.9,1360,-1020,993564,1
3,57,1177.4,435.7,176,380,993780,2
3,58,970.1,535.1,1296,-1020,999452,1
3,58,1196.8,476.4,108,316,999600,2
3,59,969,541.4,1232,-1015,1005060,1
3,59,1121.5,777.6,116,269,1005228,2
3,60,973.8,543.4,1224,-1022,1011312,1
3,60,727.1,581.1,252,238,1011600,2
3,61,970.6,541.4,1240,-1022,1017112,1
3,61,1200.3,423.5,688,258,1017840,2
3,62,974.1,543.8,580,-576,1023088,1
3,62,977.2,544.9,676,12,1023772,2
3,63,977.1,537.8,380,-376,1028772,1
3,63,978.5,493.4,144,24,1028936,2
3,63,977,539.9,676,188,1029632,3
3,63,745.4,674,744,900,1030412,4
3,64,965.3,534.4,1240,-1017,1034952,1
3,64,1224.9,699.3,96,275,1035100,2
3,65,978.5,538.1,1232,-1021,1040960,1
3,66,973.8,544.7,1228,-1021,1046588,1
3,66,1227.9,548.4,148,243,1046772,2
3,66,1199.9,649.3,300,415,1047096,3
3,67,975.6,544.2,1228,-1019,1052456,1
3,68,980,542.5,1264,-1020,1058292,1
3,68,754.4,540.7,60,280,1058388,2
3,68,1186.7,425.1,176,400,1058624,3
3,69,977.3,553.4,1248,-1016,1064248,1
3,69,767.3,663,172,272,1064460,2
3,69,739.4,689.1,540,460,1065016,3
3,70,978.9,541.9,1280,-1021,1069676,1
3,70,1240.2,728.7,72,311,1069800,2
3,70,1223.1,683.1,148,403,1069968,3
3,71,968.4,546.5,1228,-1022,1075156,1
3,72,979.2,553.3,1216,-1026,1081024,1
3,72,1253,558.9,92,242,1081168,2
3,72,934.9,286.1,152,390,1081376,3
3,73,973.8,538.3,1292,-1021,1103842,1
3,73,902.2,607,144,299,1104014,2
3,74,983.6,540.8,1240,-1021,1110826,1
3,74,853.7,325.2,92,267,1110966,2
3,75,976.3,529,1236,-1020,1117506,1
3,75,718,533.3,140,256,1117686,2
3,76,978.1,543.3,1220,-1021,1123554,1
3,76,843,325.9,156,247,1123758,2
3,76,750.1,723.6,84,467,1123906,3
3,76,748.4,673,304,567,1124226,4
3,77,973.5,539.8,1236,-1021,1129754,1
3,77,1229.1,696.6,104,267,1129910,2
3,78,972.8,548.7,1252,-1021,1136454,1
3,78,1211,455.3,128,271,1136622,2
3,78,1201.6,432.6,580,411,1137214,3
3,79,980.5,535,1220,-1023,1142254,1
3,79,1194.5,414.6,216,233,1142506,2
3,80,967.6,538.7,1264,-1019,1148302,1
3,81,973.1,545.2,1244,-1019,1154250,1
3,81,746.1,650.9,220,265,1154510,2
3,81,749,676.7,512,493,1155030,3
3,82,972,537.5,1228,-1018,1160102,1
3,82,1216.5,686,120,262,1160274,2
3,83,969.8,540.4,1252,-1018,1166010,1
3,83,968.9,828.9,128,286,1166190,2
3,84,974.4,543.5,1296,-1020,1171638,1
3,84,1188,657.8,144,312,1171818,2
3,85,972.1,535.7,1232,-1020,1177122,1
3,86,971.8,536.9,1224,-1018,1182850,1
3,86,1118.3,722.3,96,258,1182998,2
3,87,975.5,541.3,1244,-1019,1188670,1
3,87,839.4,331.3,80,265,1188790,2
3,88,976.3,534.6,1224,-1021,1194950,1
3,89,969.6,534,1248,-1018,1203626,1
3,90,968.5,530.7,1208,-1020,1210618,1
3,90,1231.1,535.8,68,236,1210734,2
3,90,711.9,698.8,124,364,1210918,3
3,91,966.3,542,1356,-1030,1216790,1
3,92,966.6,536,1336,-1029,1222422,1
3,93,970.9,529.8,1196,-1015,1228330,1
3,93,687.9,541.6,92,229,1228470,2
3,93,1183.1,407,300,385,1228834,3
3,94,962.6,538.6,1236,-1020,1234098,1
3,95,970,540,1256,-1022,1240450,1
3,95,844.8,783.2,80,286,1240582,2
3,95,978.4,308.2,168,438,1240822,3
3,95,954,285,384,618,1241218,4
3,96,975.2,542.5,1240,-1022,1245718,1
3,96,845.8,324.9,120,266,1245886,2
3,96,745.9,742.2,84,450,1246034,3
3,96,746.5,689.3,132,554,1246186,4
3,97,967.5,535.2,1248,-1020,1250814,1
3,97,769.8,674.3,156,268,1251010,2
3,98,969.8,542.2,1236,-1020,1256534,1
3,99,966.6,529.1,1184,-1019,1263250,1
3,100,967.5,539.2,1256,-1020,1268838,1
3,100,966.4,817,80,288,1268970,2
3,101,968.6,526.9,1212,-1019,1274630,1
3,101,693.6,526.2,72,233,1274742,2
3,101,987.5,310.6,152,357,1274946,3
3,102,971.4,541.3,1232,-1020,1280582,1
3,102,1212,532,112,252,1280734,2
3,102,959.2,799.9,204,420,1280994,3
3,103,972.1,549.9,1264,-1021,1287098,1
3,104,966.8,536.3,1240,-1021,1293374,1
3,105,967.5,542.4,1276,-1024,1299858,1
3,105,981.8,822.1,100,304,1300010,2
3,106,967.2,536.8,1256,-1019,1305710,1
3,106,770.2,416.9,144,273,1305890,2
3,107,967.1,546.2,1228,-1020,1311782,1
3,108,972.7,542.9,1240,-1021,1317810,1
3,108,1216.8,435.8,156,259,1318006,2
3,109,968.7,542.7,1384,-1020,1352060,1
3,109,1196.4,649.8,160,404,1352260,2
3,110,964.5,537.7,1268,-1018,1358312,1
3,111,966.5,529,1236,-1021,1364228,1
3,112,976.4,529.6,1236,-1018,1370064,1
3,113,980.6,544.9,1208,-1017,1376304,1
3,113,1226.3,535.8,148,231,1376492,2
3,113,965.8,839.7,92,435,1376640,3
3,113,980.4,810.5,456,539,1377108,4
3,114,973.4,541.1,1284,-1022,1381576,1
3,114,945.3,314.2,152,298,1381764,2
3,115,972.7,540.9,1216,-1025,1387072,1
3,116,965.9,544.3,1228,-1018,1393308,1
3,116,1203.1,458.7,116,262,1393476,2
3,117,974.4,544.3,1232,-1022,1399176,1
3,117,1217.9,694.9,120,250,1399336,2
3,118,970.8,536.7,1224,-1019,1404688,1
3,119,974.3,541.2,1228,-1014,1411164,1
3,119,963.2,285,772,262,1411984,2
3,120,971.8,537.9,1260,-1021,1416640,1
3,121,970.9,539.4,1220,-1019,1422552,1
3,121,856.6,775.5,92,253,1422696,2
3,122,964.1,530.5,1220,-1019,1428536,1
3,123,974.6,545.9,1184,-1018,1435252,1
3,123,1103,333.7,108,214,1435408,2
3,123,733.5,454,128,378,1435592,3
3,123,738.5,434.5,504,518,1436108,4
3,124,971.8,535.1,1188,-1016,1440408,1
3,124,716.7,556.1,104,212,1440552,2
3,124,1215.1,685.2,140,380,1440756,3
3,124,1213,667.6,496,528,1441260,4
3,125,981,541.2,1228,-1030,1446168,1
3,125,745.8,719.9,88,238,1446296,2
3,125,742.7,690.7,132,342,1446444,3
3,126,967.3,540.3,1208,-1019,1452560,1
3,126,1100.9,357.1,72,229,1452672,2
3,126,710.7,760.3,84,365,1452820,3
3,127,977,547.9,1196,-1021,1458700,1
3,127,1099.5,354.6,72,215,1458812,2
3,127,709,742.5,88,351,1458964,3
3,128,970.5,541.2,1224,-1027,1464672,1
3,128,865.8,748.1,44,249,1464768,2
3,129,970.9,546.1,1248,-1016,1472188,1
3,129,858.1,748.8,24,280,1472260,2
3,129,960.9,265.4,236,372,1472564,3
3,130,976,540.7,1248,-1021,1478320,1
3,130,1058.2,324.9,104,267,1478464,2
3,131,974.8,535.2,1204,-1021,1484108,1
3,131,744.6,420.9,788,231,1484944,2
3,132,978.4,538.8,1276,-1015,1489652,1
3,133,971.8,532.4,1244,-1021,1496416,1
3,134,973.3,544.8,1224,-1018,1501932,1
3,134,970.5,291.9,780,254,1502760,2
3,135,975.1,532.3,1224,-1022,1507628,1
3,135,740.6,422.1,776,242,1508444,2
3,136,970.2,524.8,1312,-1025,1513064,1
3,136,749.1,667.3,672,335,1513784,2
3,137,975.9,544.8,1216,-1021,1518256,1
3,137,1094,345,80,235,1518376,2
3,138,968.7,528.7,1240,-1014,1524104,1
3,138,1050.2,336.1,356,278,1524512,2
3,138,1073.8,333.6,124,642,1524644,3
3,139,969.6,542.2,1244,-1025,1529164,1
3,140,975.1,542.9,1240,-1020,1534632,1
3,141,976.9,542.9,1236,-1021,1541480,1
3,142,971.3,536.3,1220,-1017,1546916,1
3,142,783.1,425,136,315,1547164,2
3,143,981,540.6,1252,-1021,1552548,1
3,143,827,797.9,68,287,1552672,2
3,143,1168.2,421.3,132,423,1552872,3
3,144,974.4,525.2,664,-660,1559560,1
3,144,970.8,535.6,572,12,1560140,2
3,145,969,527.8,1248,-1024,1576324,1
3,146,965.7,539.5,1236,-1021,1584552,1
3,147,973.3,536.7,1216,-1017,1590700,1
3,147,883.6,781.3,108,251,1590860,2
3,147,973.8,786.4,208,379,1591088,3
3,148,982.5,539.5,1224,-1019,1597040,1
3,149,970.5,544.1,1240,-1016,1602976,1
3,149,846,310.5,100,276,1603128,2
3,150,970.2,544.2,1308,-1021,1608740,1
3,150,988,767.4,168,323,1608944,2
3,151,975.4,540.4,1316,-1021,1615032,1
3,151,945.9,292.3,208,335,1615280,2
3,152,973.9,546.6,1220,-1021,1621572,1
3,152,859.6,767.1,72,243,1621688,2
3,152,1198.7,397,156,379,1621908,3
3,153,973.7,534,1236,-1021,1628036,1
3,154,974.1,544,1244,-1021,1634364,1
3,154,1218.8,714,76,275,1634492,2
3,155,979.6,542.1,1248,-1021,1640184,1
3,155,1046.8,327.5,56,275,1640288,2
3,155,941.9,292.6,144,359,1640460,3
3,156,976.3,545.7,1216,-1020,1646504,1
3,156,874.6,768.4,104,236,1646648,2
3,156,765.2,391.8,108,408,1646824,3
3,157,970.8,535.4,1260,-1025,1652476,1
3,158,970.4,536.3,1280,-1021,1658436,1
3,158,1096.6,784.3,80,311,1658568,2
3,158,979.6,808.4,604,415,1659196,3
3,159,979.4,544,1224,-1021,1664364,1
3,159,840.8,773.3,84,255,1664500,2
3,159,1193.2,413.9,224,403,1664788,3
3,160,979,539.6,1248,-1023,1671684,1
3,160,747.4,398.7,196,273,1671928,2
3,161,975.5,534.6,1232,-1020,1677872,1
3,161,1194.6,429.4,764,252,1678676,2
3,162,976,528.8,1196,-1020,1683720,1
3,162,1122.3,349.1,160,224,1683928,2
3,163,963.1,528.4,1220,-1016,1689648,1
3,163,837.5,745.2,88,256,1689788,2
3,164,977.8,530.1,1236,-1020,1695928,1
3,164,965.8,291.9,744,268,1696724,2
3,165,979.7,523.6,1228,-1019,1702688,1
3,165,764.4,684.8,120,245,1702844,2
3,166,973.1,538.3,1216,-1021,1708844,1
3,166,1039.7,322.6,96,243,1708988,2
3,167,975.4,537.8,1204,-1021,1715380,1
3,167,715.2,543.8,132,219,1715548,2
3,167,1190.3,687.5,136,411,1715744,3
3,167,1215.5,677,432,559,1716188,4
3,168,974.1,538.8,1236,-1019,1720864,1
3,168,966.9,295.9,760,265,1721672,2
3,169,971.4,526.9,1224,-1021,1727052,1
3,169,966.4,292.4,740,251,1727840,2
3,170,980.3,538.3,1252,-1021,1732680,1
3,170,744.2,673.1,728,275,1733452,2
3,171,976.1,539.6,1228,-1018,1737976,1
3,172,961.1,539.1,1272,-1021,1744184,1
3,172,911.6,788,120,303,1744356,2
3,173,965.5,539.7,1232,-1021,1750064,1
3,173,1223.1,542.4,80,259,1750192,2
3,173,942.1,309.6,212,391,1750456,3
3,174,969.2,533.2,1228,-1021,1756392,1
3,175,980.1,542.3,1232,-1025,1763192,1
3,175,996.6,826.4,88,259,1763332,2
3,176,968.2,538.7,1200,-1020,1769616,1
3,176,716.9,546.2,688,216,1770340,2
3,177,978.5,545.6,1272,-1021,1774824,1
3,178,974.4,536,1216,-1021,1781032,1
3,178,716.2,515.9,112,231,1781180,2
3,179,973.7,529.9,1232,-1021,1787248,1
3,180,976.7,525,1236,-1018,1792772,1
3,181,969.2,528.1,1232,-1022,1805066,1
3,181,843.4,321.2,132,258,1805246,2
3,181,1200.6,424.5,400,446,1805702,3
3,182,963.4,529.5,1276,-1020,1810346,1
3,183,971,534.7,1228,-1020,1816350,1
3,183,741.5,679.8,128,256,1816526,2
3,184,964.7,533.8,1244,-1019,1822066,1
3,184,1048,356,84,261,1822186,2
3,185,972.5,532.5,1224,-1018,1828414,1
3,186,963,535.3,1212,-1025,1834294,1
3,187,961.5,530.7,1252,-1018,1840710,1
3,188,967.6,539.1,1208,-1021,1846750,1
3,188,1222.3,533.6,116,227,1846906,2
3,188,1172,433.1,156,371,1847090,3
3,189,974.5,536,1264,-1022,1852602,1
3,189,969.1,824.1,140,310,1852810,2
3,190,961.9,537,1220,-1018,1858146,1
3,190,811,333.3,208,238,1858390,2
3,190,1207.3,683.8,272,518,1858734,3
3,191,975.9,538.6,1228,-1021,1863138,1
3,191,806.8,353.9,112,247,1863290,2
3,192,975.9,524.3,1264,-1018,1868458,1
3,193,978.8,534.1,1232,-1020,1873874,1
3,193,1083,320.1,116,256,1874034,2
3,193,986.1,775.9,272,432,1874366,3
3,194,970.2,538.1,1308,-1021,1882734,1
3,194,1116.2,694.2,56,339,1882842,2
3,195,977.7,534.7,1208,-1020,1888002,1
3,195,821.6,327.6,128,228,1888170,2
3,196,976.9,538.4,1204,-1018,1893734,1
3,196,825.5,331.6,124,222,1893894,2
3,196,736.9,761.5,68,410,1894026,3
3,197,978.5,534.6,1220,-1017,1900718,1
3,198,975.2,528.2,1292,-1020,1907038,1
3,198,1226.9,521.3,124,324,1907214,2
3,199,969.1,539.8,1280,-1020,1913010,1
3,200,975.3,531.5,1248,-1020,1918478,1
3,200,1102.4,762.5,52,276,1918578,2
3,200,1159.7,417,120,384,1918754,3
3,201,965.3,525.9,1260,-1019,1924542,1
3,202,980.3,533.9,1248,-1020,1930682,1
3,202,966.2,273.3,232,276,1930962,2
3,203,982.6,527.3,1200,-1021,1936398,1
3,203,726.2,463.7,128,215,1936562,2
3,203,749.6,418.2,624,363,1937206,3
3,204,974.3,532.4,1232,-1017,1942818,1
3,204,1111.4,790.3,64,267,1942934,2
3,204,1177.3,428.8,152,387,1943142,3
3,205,972.9,525,1212,-1021,1948778,1
3,205,843,524.5,32,219,1948838,2
3,205,945.3,780.5,132,299,1949018,3
3,206,973.9,532.3,1244,-1021,1955278,1
3,206,1208.2,431.1,748,263,1956066,2
3,207,972.9,526.3,1240,-1022,1960706,1
3,207,760,428.6,140,322,1960950,2
3,208,970.7,522.8,1300,-1021,1966254,1
3,209,964.4,524.3,1216,-1020,1971902,1
3,210,965,528,1248,-1030,1977474,1
3,210,956.5,280.1,236,270,1977762,2
3,211,972.7,521.8,1208,-1021,1983178,1
3,211,745.3,668.3,792,227,1984010,2
3,212,972.1,535.8,1204,-1021,1988694,1
3,212,737.6,415.5,732,223,1989466,2
3,213,973.9,538,1260,-1018,1994150,1
3,213,1182.4,453.4,96,278,1994282,2
3,213,1194.9,431.6,524,382,1994814,3
3,214,973.4,529.9,1184,-1018,1999774,1
3,214,855,296,104,218,1999930,2
3,214,948.9,279,220,346,2000174,3
3,215,967.4,528.7,1216,-1021,2006238,1
3,215,745.4,422.9,784,231,2007058,2
3,216,978.3,534.9,1200,-1019,2011590,1
3,216,738.9,416.9,788,217,2012414,2
4,1,957.4,522.4,264,-260,4768098,1
4,1,979.8,305.9,440,40,4768574,2
4,1,961.7,481.1,224,512,4768830,3
4,1,962.6,508.3,232,748,4769074,4
4,1,842,723.3,244,1012,4769350,5
4,2,954.8,522.9,1268,-1022,4788730,1
4,2,845.5,373.6,192,278,4788954,2
4,2,973.8,809,188,514,4789186,3
4,2,951.3,797.7,316,710,4789510,4
4,3,950.6,527.7,1232,-1021,4797482,1
4,3,958.2,723,116,239,4797626,2
4,3,727.3,659.7,568,387,4798226,3
4,4,953.7,526.8,1292,-1021,4814626,1
4,4,1145.6,428.1,124,303,4814782,2
4,4,1176.2,403.5,584,443,4815382,3
4,5,957.4,527.3,1256,-1018,4825626,1
4,5,730,667.5,748,274,4826410,2
4,6,953.4,528,1236,-1020,4837438,1
4,6,854.6,714.3,232,244,4837698,2
4,7,957.7,528.3,1272,-1021,4846210,1
4,8,961.3,537.3,1244,-1021,4863250,1
4,8,1163.1,680.7,124,255,4863406,2
4,8,1190.5,658.8,588,391,4864006,3
4,9,951.5,521.7,1236,-1022,4870306,1
4,9,1049.8,345.4,156,250,4870498,2
4,9,966.1,281.5,600,430,4871122,3
4,10,949.6,528.9,1240,-1031,4879002,1
4,10,788,709.5,424,237,4879454,2
4,11,947.4,533.4,28,-24,4886770,1
4,11,953,530.9,1196,12,4887974,2
4,11,1146,421.3,128,1244,4888138,3
4,12,963.1,529.8,412,-408,4895394,1
4,12,1017.6,440,192,28,4895610,2
4,12,964.3,506.5,616,240,4896246,3
4,12,725.4,698.5,152,892,4896434,4
4,13,954.8,521.7,1228,-1021,4903270,1
4,13,1033.1,344.5,128,239,4903430,2
4,13,1158.2,669.9,160,407,4903630,3
4,14,957.2,532.6,600,-596,4910794,1
4,14,950.8,518.8,664,12,4911466,2
4,14,949.4,793.5,684,708,4912182,3
4,15,955,529.5,1272,-1025,4917794,1
4,15,954.3,316,160,283,4917990,2
4,15,962.5,288.7,512,459,4918518,3
4,16,954.7,527.9,1204,-1023,4925162,1
4,16,1061.7,741.6,204,213,4925398,2
4,16,793.9,440.4,136,457,4925574,3
4,17,956.1,534.2,1096,24,4934058,1
4,17,751.1,463.6,140,1152,4934230,2
4,17,740.5,424.1,552,1312,4934802,3
4,18,959.2,535.2,1216,-1020,4941962,1
4,18,761.3,658.6,140,228,4942134,2
4,18,730.5,684.8,180,388,4942334,3
4,19,955.9,520.8,1208,-1021,4950738,1
4,19,805.4,722.9,136,215,4950902,2
4,19,732.1,658.6,616,379,4951546,3
4,20,959.1,520.8,1240,-1022,4957918,1
4,20,972.5,317.9,108,250,4958058,2
4,20,1151.6,420.5,120,398,4958218,3
4,20,1184.4,405,476,534,4958710,4
4,21,956.7,530.2,1224,-1023,4964902,1
4,21,972.4,324.3,152,237,4965090,2
4,21,967.6,283.4,572,405,4965678,3
4,22,964.3,529.9,428,-424,4969846,1
4,22,959.7,405.3,176,32,4970050,2
4,22,960.3,530.6,608,236,4970686,3
4,22,1091,776.1,76,880,4970798,4
4,23,952.5,528.4,288,-284,4977254,1
4,23,953.9,397.8,192,32,4977474,2
4,23,960.8,515.4,704,252,4978206,3
4,23,1196.7,684.8,188,992,4978430,4
4,23,1195.2,664.4,516,1188,4978954,5
4,24,954.9,525.2,1216,-1015,4985838,1
4,24,1032.5,314,132,237,4986006,2
4,24,964.6,291.6,588,389,4986614,3
4,25,958.7,527.5,1248,-1019,4991666,1
4,25,948.1,330.2,132,261,4991830,2
4,25,951.6,660.2,136,445,4992018,3
4,26,953.4,529.9,1220,-1022,4997454,1
4,26,956.4,799.7,728,226,4998210,2
4,27,956.8,522.6,1304,-1021,5003506,1
4,27,770.1,440.6,156,311,5003690,2
4,28,963.4,534.4,1248,-1020,5012218,1
4,28,956.2,805.1,544,256,5012790,2
4,29,955.7,526.7,1212,-1019,5018650,1
4,29,968.8,322.4,156,229,5018842,2
4,29,962.6,286.1,556,401,5019414,3
4,30,959.8,524.1,320,-316,5024290,1
4,30,958.2,435.8,172,28,5024486,2
4,30,966.1,532.5,708,224,5025218,3
4,30,962.1,833.9,152,964,5025402,4
4,30,952.7,809,284,1128,5025698,5
4,31,952.5,523.9,356,-352,5031710,1
4,31,950.8,482.2,200,20,5031926,2
4,31,958.6,518.4,644,232,5032582,3
4,31,843.1,369.6,140,908,5032754,4
4,31,752.3,431.6,556,1072,5033334,5
