"observer","trial","x","y","dur","onset","n","aoi","aoi2"
"5",52,17.6,-286.4,132,1082,4,"6","target"
"5",53,25.7,2.5,296,0,1,"c","centre"
"5",53,18.2,-3.5,864,984,2,"c","centre"
"5",54,48.6,19.1,300,0,1,"c","centre"
"5",54,31.8,24.5,232,360,2,"c","centre"
"5",54,37,76,290,666,3,"c","centre"
"5",54,43.9,34.5,258,942,4,"c","centre"
"5",55,21.2,-3.29999999999995,88,0,1,"c","centre"
"5",55,55.3,27.4,148,166,2,"c","centre"
"5",55,39.7,30.5,200,490,3,"c","centre"
"5",55,42,109.6,170,682,4,"0","blank"
"5",55,15,36.1,438,1144,5,"c","centre"
"5",55,-143.3,135.7,186,1356,6,"4","target"
"5",56,25.1,3.29999999999995,346,0,1,"c","centre"
