"observer","trial","x","y","dur","onset","n","aoi"
"1",262,-28.8,258.5,392,565,3,"c"
"1",262,-279.7,-1522.8,176,964,4,"c"
"1",263,-20.3,-11.5,1202,0,1,"c"
"1",263,-147.4,78.3,99,137,2,"c"
"1",263,-224.1,123.5,168,327,3,"c"
"1",263,-286.7,-1513.1,146,597,4,"c"
"1",264,-12.7,-17,1200,0,1,"c"
"1",264,201,-131,259,299,2,"c"
"1",265,-7.20000000000005,-2.10000000000002,523,0,1,"c"
"1",265,-12.2,-9,508,689,2,"c"
"1",265,125.6,-184.4,101,831,3,"c"
"1",265,-3.10000000000002,-253.5,297,1159,4,"c"
"1",265,-279.5,-1594,69,1335,5,"c"
"1",266,-19.3,1.10000000000002,332,0,1,"c"
"1",266,-16.6,-5,68,866,2,"c"
"1",266,-15.1,-239,238,1153,3,"c"
"1",267,-21.3,-6.39999999999998,338,0,1,"c"
"1",267,-20.4,-0.100000000000023,645,860,2,"c"
"1",267,196,-12.1,85,994,3,"c"
"1",267,193.8,87.1,153,1176,4,"c"
"1",267,201.3,114.8,567,1753,5,"c"
"1",267,-145.7,23.4,169,2125,6,"c"
"1",267,-130.6,44.5,34,2185,7,"c"
"1",267,-118.2,51.3,27,2281,8,"c"
"1",267,-269.7,-1484.7,117,2438,9,"c"
"1",267,132.8,129.8,121,2774,10,"c"
"1",267,191.7,124.6,480,3278,11,"c"
"1",268,-17.8,-18,1193,0,1,"c"
"1",268,81.9000000000001,185.8,124,176,2,"c"
"1",268,171.2,126.9,189,394,3,"c"
"1",268,197.4,115.7,310,715,4,"c"
"1",268,50.7,60.3,39,1054,5,"c"
"1",269,-11.7,-4.5,1211,0,1,"c"
"1",269,-126.7,-198,85,136,2,"c"
"1",269,-220.2,-128.8,276,438,3,"c"
"1",269,-240.8,-129.3,371,818,4,"c"
"1",270,-12.5,-10.5,1196,0,1,"c"
"1",270,-141.9,90.9,91,129,2,"c"
"1",270,-225,118,209,359,3,"c"
"1",271,-14,-10.6,1205,0,1,"c"
"1",271,169.9,89.8,133,173,2,"c"
"1",271,190,117.6,216,405,3,"c"
"1",272,-14.7,-14,1437,0,1,"c"
"1",272,202.5,-111.6,461,506,2,"c"
"1",272,-258.3,-1538.5,306,927,3,"c"
"1",273,-16.2,-11.1,1232,0,1,"c"
"1",273,3.60000000000002,257.9,222,272,2,"c"
"1",273,-1.79999999999995,272.7,631,912,3,"c"
"1",273,-246.9,-1474.4,173,1287,4,"c"
"1",274,-15.1,-12.8,1334,0,1,"c"
"1",274,-213.8,-112,227,269,2,"c"
"1",274,-317.6,-1487.1,197,578,3,"c"
"1",275,-16.6,-13.2,1231,0,1,"c"
"1",275,-53.4,-171.7,92,130,2,"c"
"1",275,-23.3,-235.5,483,633,3,"c"
"1",276,-12.3,-14.5,1196,0,1,"c"
"1",276,3.70000000000005,232.2,225,277,2,"c"
"1",277,-0.5,-49.9,1389,0,1,"c"
"1",277,-179.4,98.3,200,241,2,"c"
"1",277,-307.6,-1402.8,178,517,3,"c"
"1",278,-17.4,9.79999999999995,1197,0,1,"c"
"1",278,-174.8,105.1,186,225,2,"c"
"1",278,-278.6,-1363.2,106,439,3,"c"
"1",280,-28.2,-1.20000000000005,327,0,1,"c"
"1",280,-25.1,-5.39999999999998,753,938,2,"c"
"1",280,-27.7,24.1,96,1053,3,"c"
"1",280,-219.8,103.9,141,1247,4,"c"
"1",281,-14.1,-4.60000000000002,94,0,1,"c"
"1",281,-15,-6.29999999999995,974,1149,2,"c"
"1",281,-101.8,185.6,93,1283,3,"c"
"1",281,-241,-162.7,359,1701,4,"c"
"1",281,-298.7,-1517.8,301,2665,5,"c"
"1",282,-13.9,-6.89999999999998,1194,0,1,"c"
"1",282,209.1,-131.2,203,247,2,"c"
"1",283,-25.2,0.100000000000023,1192,0,1,"c"
"1",283,157.4,90.1,125,167,2,"c"
"1",283,173.6,114.5,238,419,3,"c"
"1",284,-22.2,-4.39999999999998,1225,0,1,"c"
"1",284,-239.9,-143.4,298,349,2,"c"
"1",285,-19,-5.10000000000002,1267,0,1,"c"
"1",285,-218.9,126,282,327,2,"c"
"1",286,-16.5,-5.29999999999995,1187,0,1,"c"
"1",286,-104.4,204.3,201,244,2,"c"
"1",286,-138.7,228.8,461,721,3,"c"
"1",286,-218.9,112.3,318,1072,4,"c"
"1",286,-278.6,-1466.3,182,1399,5,"c"
"1",286,-376.1,-1510,166,1596,6,"c"
"1",286,-430.4,-1432.8,166,1801,7,"c"
"1",286,-347.4,-1385.3,23,1834,8,"c"
"1",286,-344.7,-1341.4,27,1902,9,"c"
"1",286,-209,97.3,35,2209,10,"c"
"1",287,-15.8,-8.89999999999998,399,0,1,"c"
"1",287,-23.4,-3.5,564,782,2,"c"
"1",287,-116.9,221.8,108,943,3,"c"
"1",287,-216.8,121.2,182,1153,4,"c"
"1",287,-236.3,140.2,250,1416,5,"c"
"1",288,-14.7,-8,1207,0,1,"c"
"1",288,112.2,-212.9,336,376,2,"c"
"1",288,-218.5,144.6,257,695,3,"c"
"1",288,-360.5,-1544.1,165,1057,4,"c"
"1",289,-20.6,-13.5,1254,0,1,"c"
"1",289,-97.8,200.8,262,306,2,"c"
"1",289,168.7,-113.7,170,530,3,"c"
"1",289,206.9,-125.8,211,755,4,"c"
"1",290,-17.8,-6.89999999999998,1301,0,1,"c"
"1",290,-0.299999999999955,236,72,118,2,"c"
"1",290,-5.89999999999998,262.6,270,402,3,"c"
"1",291,-16.2,-15.1,1307,0,1,"c"
"1",291,-12.1,-227.3,373,412,2,"c"
"1",292,-11.2,-14.1,1209,0,1,"c"
"1",292,88.5,-178.8,105,144,2,"c"
"1",292,28.9,131.1,50,244,3,"c"
"1",292,8.20000000000005,239.5,325,595,4,"c"
"1",292,-264.5,-1514,131,892,5,"c"
"1",293,-12.4,-5.5,1334,0,1,"c"
"1",293,-197.3,121.7,110,164,2,"c"
"1",293,-294.5,-1507.1,155,431,3,"c"
"1",294,-17.6,-6,1209,0,1,"c"
"1",294,-7.20000000000005,-261.5,249,302,2,"c"
"1",295,-20.6,2.70000000000005,1214,0,1,"c"
"1",295,-196.1,-95.1,129,169,2,"c"
"1",295,-233.2,-120.7,200,383,3,"c"
"1",296,-19.5,-14.3,1283,0,1,"c"
"1",296,-107.6,-214.9,108,157,2,"c"
"1",296,195.5,-121.3,196,408,3,"c"
"1",296,218.9,-120.9,202,622,4,"c"
"1",296,-307.4,-1548.3,169,1248,5,"c"
"1",296,-304.5,-1511.7,242,1500,6,"c"
"1",297,-14.8,-6.60000000000002,1271,0,1,"c"
"1",297,191.9,-123.6,183,230,2,"c"
"1",297,216.8,-129.7,159,400,3,"c"
"1",298,-14.3,-10,1311,0,1,"c"
"1",298,-224.5,-130.1,162,214,2,"c"
"1",299,-12.9,-12,1219,0,1,"c"
"1",299,-127.1,80.4,89,121,2,"c"
"1",299,-214.9,115.7,130,274,3,"c"
"1",300,-12.3,-9,1186,0,1,"c"
"1",300,204.8,-131.2,211,259,2,"c"
"1",300,-264.1,-1510.4,168,552,3,"c"
"1",301,-13.2,-1.60000000000002,1181,0,1,"c"
"1",301,-190,93.1,217,266,2,"c"
"1",301,-267.8,-1480.7,781,1233,3,"c"
"1",302,-15.6,-13.5,1216,0,1,"c"
"1",302,208.4,-141,371,420,2,"c"
"1",302,-272.4,-1600.4,70,1088,3,"c"
"1",303,-11.1,-8.70000000000005,1196,0,1,"c"
"1",303,182.6,86.5,238,277,2,"c"
"1",304,-6.10000000000002,-16.1,1178,0,1,"c"
"1",304,-9.60000000000002,-266.4,277,328,2,"c"
"1",305,-9.20000000000005,-14.7,1194,0,1,"c"
"1",305,-82.5,206.7,99,142,2,"c"
"1",305,-3.79999999999995,276,1388,1556,3,"c"
"1",305,-23.1,39.3,86,1674,4,"c"
"1",305,-11,257.5,1092,2809,5,"c"
"1",306,-12.4,-25.6,1215,0,1,"c"
"1",306,-136,-158.3,132,168,2,"c"
"1",306,-222.9,-152.8,342,530,3,"c"
"1",306,-249.9,-181.1,68,613,4,"c"
"1",306,-225.2,-96.6,167,1426,5,"c"
"1",306,-248.9,-146.1,449,1898,6,"c"
"1",306,-228.8,-145.6,520,2428,7,"c"
"1",306,-253.1,-156.9,404,2845,8,"c"
"1",306,-282.7,-1544.7,603,3561,9,"c"
"1",307,-8.89999999999998,-10.1,383,0,1,"c"
"1",307,-17.7,-9.60000000000002,661,859,2,"c"
"1",307,-16.9,-241.4,403,1310,3,"c"
"1",307,-261.9,-1540,170,1620,4,"c"
"1",308,-9.70000000000005,-4.70000000000005,1215,0,1,"c"
"1",308,85.8,131.7,98,141,2,"c"
"1",308,-252.4,-180.5,99,300,3,"c"
"1",308,-246.7,-141.1,183,501,4,"c"
"1",308,-239.9,-123,588,1100,5,"c"
"1",308,-225.3,-116.5,284,1394,6,"c"
"1",308,-445.7,-1574.9,93,1592,7,"c"
"1",309,-11.7,-7.89999999999998,203,0,1,"c"
"1",309,-12.3,-13.4,791,986,2,"c"
"1",309,-219.1,-129.9,264,1300,3,"c"
"1",309,-269.7,-1535,170,1562,4,"c"
"1",310,-15.7,-7,1187,0,1,"c"
"1",310,167.7,97.6,143,182,2,"c"
"1",310,194.7,109.6,128,324,3,"c"
"1",311,-9.39999999999998,-8.39999999999998,1201,0,1,"c"
"1",311,211.8,-127.9,211,259,2,"c"
"1",312,-6.79999999999995,-11,1183,0,1,"c"
"1",312,-20.9,-272.5,230,269,2,"c"
"1",313,-9.29999999999995,0.399999999999977,1256,0,1,"c"
"1",313,217.8,-132.1,143,194,2,"c"
"1",313,216.3,-115.6,231,433,3,"c"
"1",314,-15.3,-10.4,1225,0,1,"c"
"1",314,1,191.5,50,87,2,"c"
"1",314,-13,267.9,180,290,3,"c"
"1",315,-16.7,-5.79999999999995,1200,0,1,"c"
"1",315,216.5,-121.7,332,382,2,"c"
"1",316,-13.6,-5.70000000000005,1197,0,1,"c"
"1",316,188.1,111.2,258,301,2,"c"
"1",317,-9.39999999999998,-7.70000000000005,340,0,1,"c"
"1",317,-5.79999999999995,-8.89999999999998,637,866,2,"c"
"1",317,162.8,99.1,150,1055,3,"c"
"1",317,190.4,111,102,1173,4,"c"
"1",318,-13.2,-9.70000000000005,1208,0,1,"c"
"1",318,163.7,-71.7,119,155,2,"c"
"1",318,209.2,-103.4,176,350,3,"c"
"1",319,-4.5,-8.29999999999995,246,0,1,"c"
"1",319,-4.39999999999998,-15.7,727,961,2,"c"
"1",319,1.39999999999998,246.7,205,1217,3,"c"
"1",319,-252.1,-1483.6,211,1631,4,"c"
"1",319,-276.2,-1512.5,352,1995,5,"c"
"1",319,-70.3,208.8,192,2421,6,"c"
"1",319,-230.8,-1519.9,223,2786,7,"c"
"1",319,-262.7,-1484.4,289,3090,8,"c"
"1",319,-218.9,-1474.2,270,3373,9,"c"
"1",319,-140.5,-1406.5,430,3821,10,"c"
"1",319,-35.6,-1387,186,4031,11,"c"
"1",319,12.5,-1472.1,346,4395,12,"c"
"1",319,25.2,-1584.4,435,4846,13,"c"
"1",319,-16.2,157,468,6705,14,"c"
"1",319,-48.4,357.5,137,8260,15,"c"
"1",319,-16.2,309,693,8975,16,"c"
"1",319,-4.10000000000002,294.5,612,9820,17,"c"
"1",319,-279.7,-1394.7,156,10093,18,"c"
"1",320,-7.60000000000002,-19.4,223,0,1,"c"
"1",320,-8.89999999999998,-7.89999999999998,773,1002,2,"c"
"1",320,-232.9,-122.1,406,1460,3,"c"
"1",321,-11,-5.5,1182,0,1,"c"
"1",321,215.2,-31.7,103,141,2,"c"
"1",321,203.4,-144.1,204,372,3,"c"
"1",321,-259.6,-1499.8,171,847,4,"c"
"1",322,-11.4,-7.39999999999998,466,0,1,"c"
"1",322,-8.5,-12.1,600,811,2,"c"
"1",322,-159.5,84.4,69,920,3,"c"
"1",323,-10.2,-6.60000000000002,1238,0,1,"c"
"1",323,-224.3,-154.6,150,204,2,"c"
"1",323,-242.6,-144.6,255,467,3,"c"
"1",324,-13.6,-10.1,1257,0,1,"c"
"1",324,3.70000000000005,220.3,71,113,2,"c"
"1",324,-3.20000000000005,249.4,179,306,3,"c"
"1",325,-10.7,-8.20000000000005,492,0,1,"c"
"1",325,-17.8,-11.8,562,745,2,"c"
"1",325,-124.9,-209.1,103,896,3,"c"
"1",325,202.5,123.9,419,1370,4,"c"
"1",326,-10,-11.2,1209,0,1,"c"
"1",326,-52.4,-209.8,133,169,2,"c"
"1",326,-15.8,-243.7,496,681,3,"c"
"1",327,-12.1,-10.5,1195,0,1,"c"
"1",327,2.5,267.5,265,314,2,"c"
"1",327,-253.2,-1436.9,175,681,3,"c"
"1",328,-11.9,-15.6,1191,0,1,"c"
"1",328,162.3,98.2,159,200,2,"c"
"1",328,199.3,96.9,121,332,3,"c"
"1",329,-13.9,-1.10000000000002,1262,0,1,"c"
"1",329,-123.1,-219.7,41,92,2,"c"
"1",329,191.5,108.5,435,572,3,"c"
"1",329,-253.3,-1588.9,39,779,4,"c"
"1",330,-7.60000000000002,-4.20000000000005,442,0,1,"c"
"1",330,-11.7,-7.89999999999998,657,828,2,"c"
"1",330,192,-102.5,196,1071,3,"c"
"1",330,215.1,-122.4,208,1290,4,"c"
"1",331,-20.4,-4.60000000000002,499,0,1,"c"
"1",331,-11.2,-7.20000000000005,535,722,2,"c"
"1",331,-77.6,228.5,140,906,3,"c"
"1",331,-212.7,-160.6,132,1096,4,"c"
"1",331,-233.7,-141,225,1332,5,"c"
"1",331,-279.9,-1603.6,93,1709,6,"c"
"1",331,-277.1,-1602.9,162,1961,7,"c"
"1",332,-15.1,-6.20000000000005,1219,0,1,"c"
"1",332,-12.8,-252.9,377,431,2,"c"
"1",332,-291.3,-1592.1,209,750,3,"c"
"1",332,-302.1,-1528.3,260,1024,4,"c"
"1",332,-383.5,-1548.6,229,1271,5,"c"
"1",333,-13.6,-4.10000000000002,412,0,1,"c"
"1",333,-14.7,-13.8,612,791,2,"c"
"1",333,-92.5,-226.3,95,934,3,"c"
"1",333,-225,112.7,299,1292,4,"c"
"1",334,-18.5,-17.4,1198,0,1,"c"
"1",334,-101.7,180.1,78,130,2,"c"
"1",334,-216.2,-200.1,90,282,3,"c"
"1",334,-234.2,-154.5,258,558,4,"c"
"1",334,-319.3,-1510,589,1245,5,"c"
"1",335,-12.2,-12,1216,0,1,"c"
"1",335,168.8,60.9,68,106,2,"c"
"1",335,180.8,104.4,253,380,3,"c"
"1",335,-274.7,-1492.7,185,691,4,"c"
"1",336,-11.8,-8.39999999999998,1186,0,1,"c"
"1",336,220.2,-24.1,125,163,2,"c"
"1",336,-4.10000000000002,250.7,362,585,3,"c"
"1",337,-22,-11.8,1266,0,1,"c"
"1",337,187.3,104,414,455,2,"c"
"1",338,-13.6,-6.70000000000005,1189,0,1,"c"
"1",338,179.3,101.1,357,398,2,"c"
"1",339,-12.8,-5.39999999999998,1194,0,1,"c"
"1",339,192.9,102.9,310,351,2,"c"
"1",340,-7.29999999999995,-10.2,1227,0,1,"c"
"1",340,192.7,67.3,124,163,2,"c"
"1",340,200.7,97.4,166,340,3,"c"
"1",341,-7.10000000000002,-10.8,1187,0,1,"c"
"1",341,-10.1,-261.8,238,286,2,"c"
"1",342,-7.20000000000005,-15.4,1223,0,1,"c"
"1",342,-198.5,116,157,203,2,"c"
"1",343,-11,-9.79999999999995,1183,0,1,"c"
"1",343,-8.20000000000005,260.5,210,263,2,"c"
"1",343,-257.5,-1456.4,158,553,3,"c"
"1",344,-8,-13.3,1198,0,1,"c"
"1",344,213.5,-118.4,442,482,2,"c"
"1",345,-6.5,-10.8,1216,0,1,"c"
"1",345,-202.4,-19.7,104,141,2,"c"
"1",345,-208.5,-130.5,250,417,3,"c"
"1",345,-236.9,-135.8,78,507,4,"c"
"1",345,-238.4,-127.7,774,1502,5,"c"
"1",345,-381.5,-1584.8,23,2215,6,"c"
"1",345,-384,-1590.7,48,2296,7,"c"
"1",346,-14.9,-14.4,1177,0,1,"c"
"1",346,-4.60000000000002,253.9,249,301,2,"c"
"1",347,-16.2,-2.5,1228,0,1,"c"
"1",347,114.9,-220.8,66,117,2,"c"
"1",347,-12.7,226.8,113,282,3,"c"
"1",347,-10.9,275,210,512,4,"c"
"1",347,-186.9,-1519.4,134,818,5,"c"
"1",348,-10.7,-11.5,1222,0,1,"c"
"1",348,-103.4,-215.7,113,151,2,"c"
"1",348,-231.1,-141.5,398,587,3,"c"
"1",349,-8.29999999999995,-12.2,1195,0,1,"c"
"1",349,3.20000000000005,254.8,316,367,2,"c"
"1",350,-13.9,-17.4,1187,0,1,"c"
"1",350,-61.4,181.1,91,134,2,"c"
"1",350,185,-136.6,155,346,3,"c"
"1",350,211.5,-134,216,573,4,"c"
"1",350,227.2,-122.5,105,688,5,"c"
"1",350,219.3,-109.1,1108,1976,6,"c"
"1",350,181.7,-91,133,3269,7,"c"
"1",351,-14.6,-8.60000000000002,1186,0,1,"c"
"1",351,79.2,155.9,81,120,2,"c"
"1",351,175.3,94.7,148,295,3,"c"
"1",351,195.4,106.1,253,559,4,"c"
"1",352,-12,-14.6,1186,0,1,"c"
"1",352,176.6,90.6,223,264,2,"c"
"1",353,-12.8,-13,1191,0,1,"c"
"1",353,-204,73.9,112,157,2,"c"
"1",353,-235.1,117.5,107,282,3,"c"
"1",354,-17.1,-14.8,1034,0,1,"c"
"1",354,239.2,-35.9,153,203,2,"c"
"1",354,-252.7,-150,354,621,3,"c"
"1",355,-13.2,-12.7,1196,0,1,"c"
"1",355,187.5,62.6,100,141,2,"c"
"1",355,189.1,106.6,224,381,3,"c"
"1",356,-18.2,2.5,239,0,1,"c"
"1",356,-12.4,-4.60000000000002,812,974,2,"c"
"1",356,106.2,-171.2,34,1055,3,"c"
"1",356,-13,259.1,355,1472,4,"c"
"1",356,-284.2,-1435.6,144,1748,5,"c"
"1",356,-312.5,-1458,236,2015,6,"c"
"1",356,-4.79999999999995,177.3,119,2281,7,"c"
"1",357,-11.4,-9.29999999999995,288,0,1,"c"
"1",357,-11.6,-11.4,760,934,2,"c"
"1",357,230.1,-120.8,512,1493,3,"c"
"1",357,-275.6,-1563.8,189,1806,4,"c"
"1",358,-9.70000000000005,-16.1,61,0,1,"c"
"1",358,-15.4,-10.1,963,1147,2,"c"
"1",358,-226.9,-153.2,142,1341,3,"c"
"1",358,-244.4,-137.4,233,1583,4,"c"
"1",359,-9.70000000000005,-11.4,1528,0,1,"c"
"1",359,-176.4,45.5,142,181,2,"c"
"1",360,-10.8,-15.7,1204,0,1,"c"
"1",360,-170.4,-98.7,146,182,2,"c"
"1",360,-228.2,-141.1,105,307,3,"c"
"1",361,-10.6,-15.4,758,0,1,"c"
"1",361,-14.2,-1.29999999999995,417,586,2,"c"
"1",361,-188.3,104.2,139,767,3,"c"
"1",361,-261.7,-1419.1,179,1063,4,"c"
"1",362,-10.1,-17.7,1197,0,1,"c"
"1",362,54.4,-201.6,63,100,2,"c"
"1",362,-13.6,-237.4,367,489,3,"c"
"1",363,-3.70000000000005,-13.9,1188,0,1,"c"
"1",363,-216.1,11.8,52,92,2,"c"
"1",363,11.9,242.5,150,287,3,"c"
"1",363,-7.20000000000005,268.7,271,571,4,"c"
"1",364,-12.8,-11.3,1195,0,1,"c"
"1",364,-214.9,-113.5,243,282,2,"c"
"1",365,-8,-11.3,1235,0,1,"c"
"1",365,203.8,-130.4,1070,1111,2,"c"
"1",365,-260.1,-1559.7,220,1456,3,"c"
"1",366,-12.3,-12.7,1225,0,1,"c"
"1",366,-90.9,-224.3,71,111,2,"c"
"1",366,-221.7,154.2,301,464,3,"c"
"1",367,-9.10000000000002,-19.4,1197,0,1,"c"
"1",367,-205.7,-65.2,103,143,2,"c"
"1",367,-223.7,-145.8,194,360,3,"c"
"1",367,-297.9,-1519.7,246,1026,4,"c"
"1",367,-203,-11.7,153,1361,5,"c"
"1",367,-229,-139.6,277,1681,6,"c"
"1",367,-314.2,-1521.4,221,2007,7,"c"
"1",368,-10.4,-15.8,1207,0,1,"c"
"1",368,-9.29999999999995,-223.3,231,279,2,"c"
"1",368,-269.4,-1605.1,22,552,3,"c"
"1",368,-269,-1589.3,28,605,4,"c"
"1",369,-10.8,-15.3,365,0,1,"c"
"1",369,-9.20000000000005,-15.6,744,938,2,"c"
"1",369,3.60000000000002,-164.3,141,1112,3,"c"
"1",369,-17.4,-268.8,153,1297,4,"c"
"1",370,-20.2,-13.5,1221,0,1,"c"
"1",370,97.2,168.6,100,142,2,"c"
"1",370,-232.4,-152.8,152,355,3,"c"
"1",370,-245.6,-130.6,785,1148,4,"c"
"1",370,-402.9,-1584.6,125,1441,5,"c"
"1",370,-293.2,-1556.8,228,1760,6,"c"
"1",371,-9.79999999999995,-16.2,1203,0,1,"c"
"1",371,-158.8,90,204,244,2,"c"
"1",371,-286.7,-1480.7,120,483,3,"c"
"1",372,-13.5,-8.10000000000002,1191,0,1,"c"
"1",372,23.6,-212.6,135,175,2,"c"
"1",372,-8.39999999999998,-243.1,307,498,3,"c"
"1",373,-11.9,-14.7,1210,0,1,"c"
"1",373,160.1,59.9,127,165,2,"c"
"1",373,193.8,93.9,132,314,3,"c"
"1",373,-261.8,-1464.6,183,679,4,"c"
"1",374,-12.2,-14.9,1212,0,1,"c"
"1",374,-8.20000000000005,-266.2,364,407,2,"c"
"1",374,-265.8,-1537.4,180,692,3,"c"
"1",375,-15.1,-18.8,1296,0,1,"c"
"1",375,-119.7,-223.5,272,314,2,"c"
"1",375,158.7,-163.8,127,486,3,"c"
"1",375,196.1,-133.2,256,757,4,"c"
"1",376,-12.3,-19.2,1227,0,1,"c"
"1",376,-94.1,-163.4,103,140,2,"c"
"1",376,-26.8,295.5,191,392,3,"c"
"1",376,-18.9,273.5,201,603,4,"c"
"1",377,-13.3,-15.4,1288,0,1,"c"
"1",377,-7.60000000000002,262.1,347,398,2,"c"
"1",377,-304.8,-1457.9,161,736,3,"c"
"1",378,-16.1,-15,262,0,1,"c"
"1",378,-12.2,-9.89999999999998,769,941,2,"c"
"1",378,179.9,82.7,169,1149,3,"c"
"1",378,196.8,102.7,181,1345,4,"c"
"1",379,-13,-5.70000000000005,1203,0,1,"c"
"1",379,-202.7,-120.4,148,187,2,"c"
"1",379,-238.3,-154.4,183,387,3,"c"
"1",379,-338.4,-1505.8,212,699,4,"c"
"1",380,-14.3,-8.5,1218,0,1,"c"
"1",380,-19.6,-263.6,286,323,2,"c"
"1",381,-16.5,-14.1,1189,0,1,"c"
"1",381,-11,-250.5,431,470,2,"c"
"1",382,-12.9,-15.2,1202,0,1,"c"
"1",382,-186.7,-103.1,139,179,2,"c"
"1",382,-238.6,-160.7,97,298,3,"c"
"1",382,-267,-1474.4,175,584,4,"c"
"1",383,-17.8,-3.79999999999995,1232,0,1,"c"
"1",383,-195.7,-138.9,138,178,2,"c"
"1",383,-247.2,-138.4,411,606,3,"c"
"1",384,-19,-15.5,1218,0,1,"c"
"1",384,-199.2,-121.5,130,171,2,"c"
"1",384,-232.6,-144.9,104,289,3,"c"
"1",384,-305.7,-1498.4,159,553,4,"c"
"1",385,-16.5,-10,1298,0,1,"c"
"1",385,-4.70000000000005,214,107,156,2,"c"
"1",385,-15.6,271.2,530,705,3,"c"
"1",386,-16.9,8.89999999999998,1208,0,1,"c"
"1",386,114.2,-196.9,94,143,2,"c"
"1",386,209.9,-116.5,293,465,3,"c"
"1",386,-366.6,-1586.2,99,705,4,"c"
"1",387,-13.5,-3.60000000000002,1183,0,1,"c"
"1",387,-187.1,76.8,139,180,2,"c"
"1",387,-411.5,-1563.8,125,425,3,"c"
"1",388,-5.60000000000002,-14.1,796,0,1,"c"
"1",388,-5.79999999999995,-22,446,454,2,"c"
"1",388,8.10000000000002,-224.1,149,646,3,"c"
"1",388,-5.70000000000005,-295.3,122,790,4,"c"
"1",388,-323.1,-1584,51,933,5,"c"
"1",388,-294.8,-1577.8,153,1290,6,"c"
"1",388,-258.8,-1495,233,1537,7,"c"
"1",388,-49.8,-82.8,132,1849,8,"c"
"1",389,-7.29999999999995,-9.39999999999998,1209,0,1,"c"
"1",389,182.8,79.2,178,218,2,"c"
"1",389,-294.5,-1560.7,282,621,3,"c"
"1",390,-9.5,-15.9,1204,0,1,"c"
"1",390,-192.7,-108.2,143,193,2,"c"
"1",391,-7.39999999999998,-16.7,1263,0,1,"c"
"1",391,-171,106.7,151,194,2,"c"
"1",391,-223.9,110.3,120,332,3,"c"
"1",391,-313.5,-1584.7,112,573,4,"c"
"1",391,-306.6,-1560.8,426,1020,5,"c"
"1",392,-9.79999999999995,-15.9,1186,0,1,"c"
"1",392,105.1,178.1,122,162,2,"c"
"1",392,195.3,110.4,269,457,3,"c"
"1",392,-297.1,-1507.4,163,941,4,"c"
"1",393,-7.60000000000002,-12.4,1203,0,1,"c"
"1",393,225.5,-19.7,74,120,2,"c"
"1",393,12.1,265.4,301,481,3,"c"
"1",393,-277,-1499.7,169,840,4,"c"
"1",393,-343,-1597.3,70,1006,5,"c"
"1",394,-10.6,-7,1240,0,1,"c"
"1",394,192,-10,53,89,2,"c"
"1",394,189.3,114.7,227,349,3,"c"
"1",395,-13.7,-17.4,1296,0,1,"c"
"1",395,184.5,94.8,197,240,2,"c"
"1",396,-13.3,-21.4,1252,0,1,"c"
"1",396,-20.4,-259.7,205,243,2,"c"
"1",397,-13.6,-12.1,1199,0,1,"c"
"1",397,-203.5,-120.1,149,198,2,"c"
"1",398,-15.8,-10.2,1263,0,1,"c"
"1",398,-185.3,98,145,187,2,"c"
"1",398,-225.6,121.3,133,336,3,"c"
"1",398,-306.9,-1481.5,177,632,4,"c"
"1",399,-13.6,-9,1192,0,1,"c"
"1",399,-92.8,172.3,104,143,2,"c"
"1",399,-214.6,107.2,166,338,3,"c"
"1",400,-12.9,-14.9,324,0,1,"c"
"1",400,-15.5,-15.2,705,870,2,"c"
"1",400,-211.8,-59.5,93,1012,3,"c"
"1",400,-223.6,-119.1,111,1149,4,"c"
"1",401,-5.5,-13.9,1202,0,1,"c"
"1",401,229.4,-92.8,303,342,2,"c"
"1",401,-297.4,-1579.4,233,808,3,"c"
"1",401,195.8,-133.1,154,1127,4,"c"
"1",401,218.4,-101.3,1151,2297,5,"c"
"1",401,214.2,-111.3,925,3239,6,"c"
"1",401,-312.7,-1463,169,3509,7,"c"
"1",402,-6.29999999999995,-9.89999999999998,1188,0,1,"c"
"1",402,-224,-109.3,363,413,2,"c"
"1",402,-355.5,-1536.5,241,757,3,"c"
"1",403,-7.89999999999998,-14.6,1210,0,1,"c"
"1",403,-157.1,50,49,84,2,"c"
"1",403,-120.6,-198.7,74,212,3,"c"
"1",403,-235.5,135.5,250,524,4,"c"
"1",403,-346.2,-1583.2,108,785,5,"c"
"1",404,-15.2,-9.60000000000002,403,0,1,"c"
"1",404,-13.6,-6.29999999999995,629,790,2,"c"
"1",404,103.5,-187,89,927,3,"c"
"1",404,188.6,99.8,190,1172,4,"c"
"1",404,-343.2,-1496.8,136,1433,5,"c"
"1",405,-9.20000000000005,-9.29999999999995,1207,0,1,"c"
"1",405,-187.8,78.4,114,161,2,"c"
"1",405,-226.9,108.6,195,373,3,"c"
"1",405,-297.1,-1538.4,202,738,4,"c"
"1",406,-14.5,-10,1188,0,1,"c"
"1",406,210.9,-118.1,254,294,2,"c"
"1",406,-290.7,-1521.5,236,648,3,"c"
"1",407,-16.6,-5.39999999999998,301,0,1,"c"
"1",407,-19.9,-7.89999999999998,773,944,2,"c"
"1",407,53.4,-121.8,40,1017,3,"c"
"1",407,-232.3,129.9,165,1242,4,"c"
"1",408,-12.9,-10.8,1202,0,1,"c"
"1",408,219.3,-134.1,206,248,2,"c"
"1",408,-271.4,-1513,193,549,3,"c"
"1",409,-13.4,-10.7,1217,0,1,"c"
