"observer","trial","x","y","dur","onset","n","aoi"
"1",118,-11.3,-8.39999999999998,1363,0,1,"c"
"1",118,19.1,-5.60000000000002,112,125,2,"c"
"1",118,-213.2,126.2,307,488,3,"c"
"1",118,-276.7,-1367.4,58,723,4,"c"
"1",119,-12,-12.4,1209,0,1,"c"
"1",119,184.8,88.1,133,172,2,"c"
"1",119,198.2,124.3,225,417,3,"c"
"1",120,-14.5,-6.5,1202,0,1,"c"
"1",120,210.6,74.3,111,155,2,"c"
"1",120,203.6,104.2,305,474,3,"c"
"1",121,-7.79999999999995,-9.60000000000002,1218,0,1,"c"
"1",121,-0.200000000000045,-264.9,80,132,2,"c"
"1",121,-4.79999999999995,-242.7,273,418,3,"c"
"1",122,-4.70000000000005,-13,1210,0,1,"c"
"1",122,221.4,-119.9,473,520,2,"c"
"1",122,-294.2,-1487.8,152,777,3,"c"
"1",123,-5.5,-6.5,1204,0,1,"c"
"1",123,236.2,-16.8,113,163,2,"c"
"1",123,203.4,106,489,686,3,"c"
"1",123,-279.3,-1554.4,141,1057,4,"c"
"1",123,-283.9,-1502.7,1106,2416,5,"c"
"1",124,-5.39999999999998,-15.3,1214,0,1,"c"
"1",124,184.7,110.3,272,315,2,"c"
"1",125,-8.29999999999995,-4,1210,0,1,"c"
"1",125,-10.4,266.9,344,395,2,"c"
"1",125,-308,-1454,268,836,3,"c"
"1",126,-15.6,-9.60000000000002,1224,0,1,"c"
"1",126,-142.5,58.2,96,134,2,"c"
"1",126,-202.4,112.8,171,327,3,"c"
"1",126,-313.6,-1426.6,105,555,4,"c"
"1",127,-15.9,-7.20000000000005,1209,0,1,"c"
"1",127,-208.3,-134.4,126,176,2,"c"
"1",127,-232.1,-120.6,295,483,3,"c"
"1",128,-12.5,-8.20000000000005,1197,0,1,"c"
"1",128,-112.8,200,96,140,2,"c"
"1",128,-12.8,268.2,629,796,3,"c"
"1",128,-269.8,-1491.8,167,1136,4,"c"
"1",128,-294.7,-1540,183,1332,5,"c"
"1",129,-11.6,-9.20000000000005,1212,0,1,"c"
"1",129,219,-17.8,112,161,2,"c"
"1",129,-229.3,136.5,550,777,3,"c"
"1",129,-247.3,117.8,531,1326,4,"c"
"1",129,-305.2,-1570.6,281,1732,5,"c"
"1",130,-16,-15.9,907,0,1,"c"
"1",130,-13.6,-21,98,292,2,"c"
"1",130,0,-13.3,98,398,3,"c"
"1",130,-170.7,106.7,135,575,4,"c"
"1",130,-232.5,117.5,165,764,5,"c"
"1",130,-247.7,133.1,415,1188,6,"c"
"1",131,-7.20000000000005,-14.8,517,0,1,"c"
"1",131,-3.60000000000002,-10.3,526,713,2,"c"
"1",131,89.4000000000001,-151.7,110,862,3,"c"
"1",131,-222.1,140,403,1330,4,"c"
"1",131,-239.7,123.4,405,1753,5,"c"
"1",131,-225.9,131.2,1715,3478,6,"c"
"1",131,-409.2,-1517.8,292,3921,7,"c"
"1",131,-245,192.7,146,4493,8,"c"
"1",131,-213.4,120,319,4834,9,"c"
"1",131,-229.6,106.5,233,6116,10,"c"
"1",132,-14.1,-9.10000000000002,1187,0,1,"c"
"1",132,-90.8,174.1,114,154,2,"c"
"1",132,-140.6,217.3,342,518,3,"c"
"1",132,211.1,121.1,1420,1984,4,"c"
"1",132,-293.6,-1485.7,226,2984,5,"c"
"1",132,-278.5,-1551.3,184,3434,6,"c"
"1",133,-3.39999999999998,-10.4,1420,0,1,"c"
"1",133,206,-109.4,225,266,2,"c"
"1",133,230,-127.6,302,580,3,"c"
"1",134,-4.79999999999995,-20.2,1292,0,1,"c"
"1",134,-0.299999999999955,-252.6,576,626,2,"c"
"1",135,-17.9,-7.79999999999995,1206,0,1,"c"
"1",135,207.6,-11.2,128,165,2,"c"
"1",135,-6.60000000000002,-259.5,140,360,3,"c"
"1",135,-6.60000000000002,-239.5,944,1316,4,"c"
"1",135,4.29999999999995,-247.6,546,2043,5,"c"
"1",135,-274.2,-1573.1,224,2371,6,"c"
"1",136,-10.8,-15.6,1264,0,1,"c"
"1",136,186.8,-110.1,243,280,2,"c"
"1",136,214.4,-116.9,377,667,3,"c"
"1",137,-7.60000000000002,-12.6,1214,0,1,"c"
"1",137,-6.5,-254,506,554,2,"c"
"1",138,-11.8,-10.5,1304,0,1,"c"
"1",138,145.9,2.5,42,77,2,"c"
"1",138,-40.9,259.5,159,290,3,"c"
"1",138,-20.3,273.5,280,581,4,"c"
"1",139,-11.3,-11.9,1200,0,1,"c"
"1",139,-211.1,-137.2,169,220,2,"c"
"1",139,-229.4,-133,350,580,3,"c"
"1",140,-13.2,-15.7,1187,0,1,"c"
"1",140,220.9,-25.8,88,127,2,"c"
"1",140,199.6,114.4,605,763,3,"c"
"1",141,-11.5,-13.4,1202,0,1,"c"
"1",141,176.8,94.9,144,184,2,"c"
"1",141,190.1,115.3,204,397,3,"c"
"1",141,-269.3,-1474.7,225,747,4,"c"
"1",142,-13,-11,1214,0,1,"c"
"1",142,202.6,-120.6,567,606,2,"c"
"1",142,-286.1,-1523.4,550,1680,3,"c"
"1",143,-8.20000000000005,-8.89999999999998,1288,0,1,"c"
"1",143,-222.5,-147,125,177,2,"c"
"1",143,-235.9,-133.7,359,546,3,"c"
"1",144,-14.5,-10.6,1210,0,1,"c"
"1",144,-9.39999999999998,-281.1,108,161,2,"c"
"1",144,-4.39999999999998,-260.5,301,476,3,"c"
"1",145,-12,-16,1221,0,1,"c"
"1",145,4.5,221.8,112,164,2,"c"
"1",145,-7.29999999999995,262.9,489,670,3,"c"
"1",146,-10.1,-12.4,1234,0,1,"c"
"1",146,-13.3,141.8,47,87,2,"c"
"1",146,-1.5,272.2,1763,1878,3,"c"
"1",147,-11.1,-14,1197,0,1,"c"
"1",147,-3.5,252.9,299,343,2,"c"
"1",147,-301.4,-1478.5,178,644,3,"c"
"1",148,-13.3,-14.9,1285,0,1,"c"
"1",148,-130,-241,51,103,2,"c"
"1",148,156.2,-126.2,123,268,3,"c"
"1",148,219.3,-121.5,798,1089,4,"c"
"1",148,55.2,-145.2,41,1349,5,"c"
"1",148,191.8,-130.7,400,1778,6,"c"
"1",149,-16.7,-4.10000000000002,1216,0,1,"c"
"1",149,80.0999999999999,97.2,33,68,2,"c"
"1",149,94.5999999999999,176.9,43,151,3,"c"
"1",149,-2.79999999999995,-290.2,135,352,4,"c"
"1",149,-19.5,-243.5,501,871,5,"c"
"1",150,-8.39999999999998,-15,1192,0,1,"c"
"1",150,-9.60000000000002,-257.2,428,475,2,"c"
"1",151,-12.4,-4.60000000000002,1184,0,1,"c"
"1",151,-6.70000000000005,238.4,307,361,2,"c"
"1",151,-254.2,-1427.2,238,764,3,"c"
"1",152,-9.89999999999998,-6.20000000000005,1200,0,1,"c"
"1",152,-6.5,-240.3,474,526,2,"c"
"1",152,-241.4,-1439.1,165,864,3,"c"
"1",153,-11.1,-10.4,1188,0,1,"c"
"1",153,-198.2,85.3,69,122,2,"c"
"1",153,-213.1,110.1,143,280,3,"c"
"1",154,-13.1,-15,695,0,1,"c"
"1",154,-12.3,-8,503,513,2,"c"
"1",154,-4.10000000000002,267.4,346,911,3,"c"
"1",155,-14,-12.6,1336,0,1,"c"
"1",155,-169.7,62.7,56,94,2,"c"
"1",155,-207.7,137.1,164,282,3,"c"
"1",155,-232.7,135,252,544,4,"c"
"1",156,-14.4,-10.4,1354,0,1,"c"
"1",156,-6.70000000000005,249.4,156,201,2,"c"
"1",156,-13.7,271.9,402,614,3,"c"
"1",156,-321.2,-1402.6,146,935,4,"c"
"1",157,-12.2,-8.29999999999995,1215,0,1,"c"
"1",157,93.8,-205.1,155,204,2,"c"
"1",157,-1.10000000000002,256.6,168,427,3,"c"
"1",157,-15.9,275.1,330,768,4,"c"
"1",157,-204.4,-1497.1,152,1124,5,"c"
"1",158,-12.9,-1.70000000000005,1201,0,1,"c"
"1",158,-206.1,-113.4,152,190,2,"c"
"1",158,-236.5,-119.7,722,924,3,"c"
"1",158,-413.8,-1509.1,143,1172,4,"c"
"1",158,-422.2,-1593,26,1241,5,"c"
"1",158,-420.8,-1582.4,97,1366,6,"c"
"1",158,-369.4,-1476.5,206,1593,7,"c"
"1",159,-11.2,-1.79999999999995,1185,0,1,"c"
"1",159,81.5,188.2,124,166,2,"c"
"1",159,-8.20000000000005,254.8,226,422,3,"c"
"1",159,-9.89999999999998,273.3,405,835,4,"c"
"1",160,-15.3,2.60000000000002,1190,0,1,"c"
"1",160,-133.9,198.2,101,156,2,"c"
"1",160,-219.8,124.8,378,562,3,"c"
"1",160,-364.7,-1583,146,878,4,"c"
"1",161,-0.5,-4.10000000000002,1194,0,1,"c"
"1",161,197.5,85.8,150,200,2,"c"
"1",161,211.8,101.7,298,510,3,"c"
"1",161,-320.4,-1510.4,157,840,4,"c"
"1",161,-294.9,-1466.3,368,1729,5,"c"
"1",161,218.9,65,151,2048,6,"c"
"1",162,-8.5,-5,1197,0,1,"c"
"1",162,208,-29.4,108,153,2,"c"
"1",162,3.79999999999995,-234.4,207,414,3,"c"
"1",162,-21.9,-256.4,199,631,4,"c"
"1",163,-10.6,-11.5,340,0,1,"c"
"1",163,-6.39999999999998,-12.7,754,899,2,"c"
"1",163,-213.9,-140.1,142,1091,3,"c"
"1",163,-236.9,-136.7,361,1460,4,"c"
"1",163,-317.4,-1600.5,62,1647,5,"c"
"1",164,-10,-4.39999999999998,1197,0,1,"c"
"1",164,-215.5,-6.5,88,138,2,"c"
"1",164,-218.6,125,356,537,3,"c"
"1",164,-278.3,-1453.8,235,953,4,"c"
"1",165,-8.39999999999998,-5.10000000000002,1198,0,1,"c"
"1",165,-219.7,-19.4,66,116,2,"c"
"1",165,-210.7,125.2,313,474,3,"c"
"1",165,-227.8,124.5,120,609,4,"c"
"1",165,-281.4,-1594.7,198,977,5,"c"
"1",165,-294.9,-1598.8,34,1033,6,"c"
"1",166,-10.1,-12.5,1192,0,1,"c"
"1",166,184.6,75,121,160,2,"c"
"1",166,199.4,118,250,432,3,"c"
"1",166,-260.8,-1333.4,37,664,4,"c"
"1",166,-265.6,-1394.6,104,777,5,"c"
"1",167,-5.70000000000005,-1.20000000000005,1193,0,1,"c"
"1",167,-211.9,-128,319,371,2,"c"
"1",167,-341.6,-1432,116,590,3,"c"
"1",168,-4.60000000000002,-3.70000000000005,1189,0,1,"c"
"1",168,-79.8,-184.6,108,157,2,"c"
"1",168,-220.1,-122.8,507,692,3,"c"
"1",169,-9.5,-12.4,1303,0,1,"c"
"1",169,10.7,-8.10000000000002,103,112,2,"c"
"1",169,-198.4,130.7,146,311,3,"c"
"1",169,-229.2,130.2,158,479,4,"c"
"1",169,-288.8,-1536.6,169,769,5,"c"
"1",170,-9.70000000000005,-8.5,1279,0,1,"c"
"1",170,-125.7,-226.4,194,243,2,"c"
"1",170,-143.8,-221.7,188,440,3,"c"
"1",170,-21.1,220.7,106,602,4,"c"
"1",170,-10.1,262.8,233,855,5,"c"
"1",171,-11.9,-11.6,1319,0,1,"c"
"1",171,208.6,-127,476,526,2,"c"
"1",171,-243.1,-1535.4,155,813,3,"c"
"1",172,-11.4,-14,1213,0,1,"c"
"1",172,190.4,-112.7,281,324,2,"c"
"1",172,-287.9,-1568.4,152,588,3,"c"
"1",173,-15.5,-6,1243,0,1,"c"
"1",173,90.7,-143.8,45,86,2,"c"
"1",173,-14.9,271.5,521,678,3,"c"
"1",173,-319.2,-1479.2,183,1018,4,"c"
"1",173,-342.8,-1574.1,214,1250,5,"c"
"1",173,-324.6,-1538.7,211,1469,6,"c"
"1",173,-400.4,-1536.1,234,1721,7,"c"
"1",174,-9,-3.5,1245,0,1,"c"
"1",174,-211.4,-120.9,122,176,2,"c"
"1",174,-238.7,-122.7,490,676,3,"c"
"1",175,-9.20000000000005,-9,1284,0,1,"c"
"1",175,-127.8,-239.9,165,217,2,"c"
"1",175,-129.8,-209.3,37,273,3,"c"
"1",175,199.3,123.4,404,727,4,"c"
"1",176,-11.3,-19.7,1319,0,1,"c"
"1",176,-210.4,-133.6,178,219,2,"c"
"1",176,-233.1,-145.1,117,346,3,"c"
"1",177,-10.7,-13.7,1230,0,1,"c"
"1",177,106.3,-227.2,174,212,2,"c"
"1",177,185.1,-4.70000000000005,48,297,3,"c"
"1",177,189.3,93.3,272,607,4,"c"
"1",177,-224.5,-1475,135,978,5,"c"
"1",178,-13,-10,445,0,1,"c"
"1",178,-6.79999999999995,-13,713,929,2,"c"
"1",178,-8.10000000000002,-244.6,763,1729,3,"c"
"1",178,-294.4,-1510.2,445,2494,4,"c"
"1",178,-300.2,-1509.3,317,3099,5,"c"
"1",178,-299.7,-1259.9,138,3274,6,"c"
"1",178,8.89999999999998,-279.1,95,3444,7,"c"
"1",178,-16.5,-244.2,252,3721,8,"c"
"1",179,-13.5,-15.5,83,0,1,"c"
"1",179,-16.1,-14.9,952,1133,2,"c"
"1",179,-177.9,121.1,190,1366,3,"c"
"1",179,-221.5,105.5,119,1501,4,"c"
"1",180,-8.29999999999995,-10.2,1194,0,1,"c"
"1",180,-8.20000000000005,275,345,398,2,"c"
"1",180,-295.4,-1505,174,697,3,"c"
"1",181,-7.5,-10.9,1194,0,1,"c"
"1",181,78.7,164.1,101,148,2,"c"
"1",181,11.9,247.7,204,379,3,"c"
"1",181,-10.7,266,327,716,4,"c"
"1",182,-6.89999999999998,-6.60000000000002,1190,0,1,"c"
"1",182,-9.20000000000005,257.8,432,486,2,"c"
"1",183,-13.2,-10.1,1215,0,1,"c"
"1",183,126.5,-217.6,102,169,2,"c"
"1",183,-227.5,-136.1,361,589,3,"c"
"1",183,-334.5,-1475.3,195,887,4,"c"
"1",184,-1.5,-12.7,1239,0,1,"c"
"1",184,-95,-196,105,152,2,"c"
"1",184,-200,137.9,167,377,3,"c"
"1",184,-228.3,130.5,197,586,4,"c"
"1",184,-271.8,-1524.8,399,1152,5,"c"
"1",184,-280.1,-1530.3,146,1654,6,"c"
"1",184,-231.1,-96,136,1880,7,"c"
"1",184,-197,82.1,123,2055,8,"c"
"1",185,-4.70000000000005,-13,1197,0,1,"c"
"1",185,-216.6,-133.1,270,320,2,"c"
"1",186,-7.20000000000005,-12.5,1291,0,1,"c"
"1",186,-220.3,-132.4,169,220,2,"c"
"1",187,-12.1,-15.5,1201,0,1,"c"
"1",187,-198.8,-115.5,152,201,2,"c"
"1",187,-228.2,-125.1,143,358,3,"c"
"1",187,-331.3,-1470.9,160,623,4,"c"
"1",188,-11.6,-12.7,1224,0,1,"c"
"1",188,0,213.3,68,122,2,"c"
"1",188,-1.79999999999995,259.4,239,383,3,"c"
"1",188,-293.4,-1448,164,677,4,"c"
"1",189,-11.8,-6.29999999999995,1194,0,1,"c"
"1",189,228.1,-122,227,278,2,"c"
"1",189,-295.8,-1552.5,148,544,3,"c"
"1",190,-12.2,-4.79999999999995,1208,0,1,"c"
"1",190,-214,116.4,194,240,2,"c"
"1",190,-240.6,119.6,226,476,3,"c"
"1",191,-13,-8.10000000000002,1298,0,1,"c"
"1",191,-213.6,-107.6,224,271,2,"c"
"1",191,-234.1,-131.1,140,425,3,"c"
"1",192,-19.2,-8.60000000000002,1225,0,1,"c"
"1",192,194.7,-45.6,90,127,2,"c"
"1",192,201.6,-122.9,632,783,3,"c"
"1",192,224,-108.7,354,1146,4,"c"
"1",192,-305.9,-1493.1,142,1404,5,"c"
"1",193,-8.20000000000005,-9.29999999999995,1323,0,1,"c"
"1",193,-11.8,-242.9,1493,1544,2,"c"
"1",194,-9.20000000000005,-6.5,1230,0,1,"c"
"1",194,-120.8,214,120,173,2,"c"
"1",194,146.6,-40.2,108,331,3,"c"
"1",194,211.8,-126.9,633,992,4,"c"
"1",194,155.9,-127.2,218,1943,5,"c"
"1",194,-315.5,-1582.3,175,2235,6,"c"
"1",194,-292.4,-1532,655,2902,7,"c"
"1",195,-12.1,-13.2,1220,0,1,"c"
"1",195,94.4000000000001,138,83,122,2,"c"
"1",195,183.8,99.3,145,292,3,"c"
"1",195,198.5,106.9,276,576,4,"c"
"1",195,-319.9,-1438.7,164,864,5,"c"
"1",196,-20.2,-5.70000000000005,1238,0,1,"c"
"1",196,-15.7,-247.3,527,573,2,"c"
"1",197,-13.7,-13.4,1268,0,1,"c"
"1",197,204.2,-120.2,489,528,2,"c"
"1",198,-8.70000000000005,-11.6,1327,0,1,"c"
"1",198,197.1,-107,215,264,2,"c"
"1",198,-255.2,-1582.4,182,570,3,"c"
"1",199,-13.5,-7.10000000000002,482,0,1,"c"
"1",199,-14.2,-9.70000000000005,549,724,2,"c"
"1",199,77.2,-191.6,100,874,3,"c"
"1",199,189,-113.4,201,1103,4,"c"
"1",199,210.7,-110.1,133,1245,5,"c"
"1",200,-14.1,-9.5,1235,0,1,"c"
"1",200,207.3,-157.8,88,138,2,"c"
"1",200,205.4,-125.1,265,415,3,"c"
"1",201,-18.1,-8.29999999999995,1188,0,1,"c"
"1",201,48.2,227.4,80,134,2,"c"
"1",201,-12.3,261.7,442,600,3,"c"
"1",201,-278.1,-1521.7,533,1302,4,"c"
"1",201,-53.8,176,143,1630,5,"c"
"1",202,-11.1,-6.39999999999998,1238,0,1,"c"
"1",202,61.9,-91.9,28,54,2,"c"
"1",202,-54.9,-151.8,39,123,3,"c"
"1",202,158.7,-123.3,126,294,4,"c"
"1",202,207.2,-110,378,690,5,"c"
"1",203,-13.1,-8.89999999999998,1250,0,1,"c"
"1",203,5,239,64,102,2,"c"
"1",203,-8.60000000000002,275.5,360,480,3,"c"
"1",204,-13.4,-10.5,1214,0,1,"c"
"1",204,192.4,106.2,404,444,2,"c"
"1",204,-262.6,-1501.8,168,742,3,"c"
"1",205,-10.8,-12.7,1205,0,1,"c"
"1",205,-151.8,85.9,111,149,2,"c"
"1",205,-218.2,123.3,204,375,3,"c"
"1",205,-316.1,-1470,213,714,4,"c"
"1",206,-11.8,-9.10000000000002,1213,0,1,"c"
"1",206,6.29999999999995,174.8,53,93,2,"c"
"1",206,-14.2,247.7,271,391,3,"c"
"1",206,-274.5,-1473.2,156,705,4,"c"
"1",207,-18.5,-6.39999999999998,1183,0,1,"c"
"1",207,-18.2,-275.1,81,135,2,"c"
"1",207,-17,-236.7,169,321,3,"c"
"1",208,-15.6,-9.70000000000005,1211,0,1,"c"
"1",208,-2.60000000000002,220.9,58,97,2,"c"
"1",208,-7.5,265.1,142,264,3,"c"
"1",209,-19.8,-10.1,1218,0,1,"c"
"1",209,-155,75.1,91,127,2,"c"
"1",209,-227.2,119.9,221,368,3,"c"
"1",210,-13.9,-10,1225,0,1,"c"
"1",210,-60.3,116.1,49,85,2,"c"
"1",210,189.7,-147,137,277,3,"c"
"1",210,205.6,-117.1,223,515,4,"c"
"1",210,-292.3,-1519.9,141,777,5,"c"
"1",211,-16.3,-7.70000000000005,1279,0,1,"c"
"1",211,-10.7,251.9,58,114,2,"c"
"1",211,-16.7,274,184,313,3,"c"
"1",211,-309.7,-1437.4,134,577,4,"c"
"1",212,-13.5,-16.7,1311,0,1,"c"
"1",212,-174.9,80.2,97,140,2,"c"
"1",212,-231.7,106.8,114,275,3,"c"
"1",213,-15.9,-11.1,1216,0,1,"c"
"1",213,-187,-100.5,123,161,2,"c"
"1",213,-236.4,-134.7,124,304,3,"c"
"1",214,-17.3,-13.7,1210,0,1,"c"
"1",214,-6.39999999999998,-234,289,339,2,"c"
"1",215,-16.6,-8.79999999999995,1193,0,1,"c"
"1",215,-16.2,-259.4,303,358,2,"c"
"1",215,-329,-1572.8,188,651,3,"c"
"1",216,-21.2,1,1219,0,1,"c"
"1",216,-18.7,-241.5,507,558,2,"c"
"1",217,-18.5,-9,1222,0,1,"c"
"1",217,29.9,-132.6,88,124,2,"c"
"1",217,-5.5,-244.7,631,783,3,"c"
"1",217,-315.2,-1465,260,1141,4,"c"
"1",218,-18.8,-11.6,1234,0,1,"c"
"1",218,-84.2,106.7,56,93,2,"c"
"1",218,-85.7,145,161,276,3,"c"
"1",218,-125.4,189.8,76,371,4,"c"
"1",218,204.5,-150.2,297,729,5,"c"
"1",219,-16.2,-8.89999999999998,1257,0,1,"c"
"1",219,210,-116.9,273,323,2,"c"
"1",220,-13.6,-7.89999999999998,1297,0,1,"c"
"1",220,-9.89999999999998,238.1,263,318,2,"c"
"1",221,-17.3,-16.3,1276,0,1,"c"
"1",221,-127.1,-169.2,99,149,2,"c"
"1",221,-226.6,-129.7,597,769,3,"c"
"1",222,-14.1,-10.6,1198,0,1,"c"
"1",222,196.5,-110.9,385,425,2,"c"
"1",223,-14.8,-11.6,1203,0,1,"c"
"1",223,108,-198.8,177,220,2,"c"
"1",223,185,79.6,124,401,3,"c"
"1",223,192.8,108.2,221,635,4,"c"
"1",223,-272.6,-1458.7,183,990,5,"c"
"1",224,-17,-11,1275,0,1,"c"
"1",224,-208.4,-136.2,139,181,2,"c"
"1",224,-243.9,-152.8,102,306,3,"c"
"1",225,-18.5,-12.2,1201,0,1,"c"
"1",225,199.5,-117.3,317,356,2,"c"
"1",226,-18.3,-6,1205,0,1,"c"
"1",226,-25.2,-246.6,192,241,2,"c"
"1",227,-17.1,-14,1213,0,1,"c"
"1",227,-19.1,-244.9,305,346,2,"c"
"1",228,-17.8,-12.4,1315,0,1,"c"
"1",228,-1.79999999999995,224.7,58,108,2,"c"
"1",228,-11.4,263.4,350,477,3,"c"
"1",229,-22.1,-14.7,1226,0,1,"c"
"1",229,176.1,-118,182,221,2,"c"
"1",229,209.5,-124.9,161,392,3,"c"
"1",230,-16.7,-11.3,1195,0,1,"c"
"1",230,164.7,87.7,132,171,2,"c"
"1",230,188.8,102.8,106,289,3,"c"
"1",231,-19.1,-11.4,1218,0,1,"c"
"1",231,-129.6,-192.7,180,221,2,"c"
"1",231,189.7,-136.5,156,433,3,"c"
"1",231,205.6,-124.7,169,612,4,"c"
"1",231,-293.9,-1514.6,466,1178,5,"c"
"1",231,-306.6,-1508,594,1781,6,"c"
"1",232,-20.4,-12.4,1219,0,1,"c"
"1",232,10,225,114,156,2,"c"
"1",232,-5.70000000000005,262.5,318,490,3,"c"
"1",233,-18,-7.79999999999995,365,0,1,"c"
"1",233,-13.4,-6.79999999999995,666,874,2,"c"
"1",233,-9.60000000000002,251.4,300,1224,3,"c"
"1",234,-10.8,-14.8,1197,0,1,"c"
"1",234,-10.5,-256.4,309,359,2,"c"
"1",235,-22.4,1.20000000000005,1209,0,1,"c"
"1",235,-13.6,-223.2,245,282,2,"c"
"1",235,-370.7,-1545,183,934,3,"c"
"1",236,-14.1,-2.29999999999995,1215,0,1,"c"
"1",236,181.9,98.4,157,198,2,"c"
"1",236,205.4,123.2,152,364,3,"c"
"1",236,-341.7,-1428.5,135,613,4,"c"
"1",236,-359.8,-1591,105,765,5,"c"
"1",236,-358.1,-1591.3,92,910,6,"c"
"1",236,-345.6,-1513.4,177,1102,7,"c"
"1",237,-16.1,-5,1195,0,1,"c"
"1",237,-221.4,-159.8,105,171,2,"c"
"1",237,-235.6,-133.3,250,432,3,"c"
"1",238,-11.9,-5.10000000000002,1310,0,1,"c"
"1",238,-229.4,-154.4,103,155,2,"c"
"1",238,-235.7,-128.4,330,499,3,"c"
"1",238,-309.6,-1594.9,273,875,4,"c"
"1",239,-13.8,-12.2,1208,0,1,"c"
"1",239,-197.1,-91.8,121,161,2,"c"
"1",239,-238.2,-119,182,361,3,"c"
"1",239,-270.5,-1536.9,169,644,4,"c"
"1",240,-8.29999999999995,-12.8,1181,0,1,"c"
"1",240,-214.3,97.3,186,240,2,"c"
"1",241,-7.89999999999998,-14.1,1203,0,1,"c"
"1",241,107.7,-196.6,92,140,2,"c"
"1",241,189.8,130.3,418,612,3,"c"
"1",241,-267.3,-1542.4,188,989,4,"c"
"1",242,-11.5,-10.5,1212,0,1,"c"
"1",242,137.7,66.1,79,117,2,"c"
"1",242,173.2,87.9,136,269,3,"c"
"1",242,186.8,117,567,850,4,"c"
"1",242,159.4,172.7,115,1768,5,"c"
"1",242,191.2,105.2,637,2429,6,"c"
"1",242,187.5,121.8,864,3305,7,"c"
"1",242,185.5,121.7,1433,4949,8,"c"
"1",242,185.5,120.2,1521,6698,9,"c"
"1",242,-279.6,-1503.1,613,7781,10,"c"
"1",243,-11.6,-2.39999999999998,289,0,1,"c"
"1",243,-9.39999999999998,-11.4,770,961,2,"c"
"1",243,-105.7,196.6,46,1060,3,"c"
"1",243,22.3,-348.5,75,1200,4,"c"
"1",243,-9.39999999999998,-274.8,193,1418,5,"c"
"1",244,-10.4,-11.3,1199,0,1,"c"
"1",244,232.4,-23.3,102,151,2,"c"
"1",244,-215.9,124.3,273,487,3,"c"
"1",244,-304.8,-1560.3,224,835,4,"c"
"1",245,-6.29999999999995,-14.2,1185,0,1,"c"
"1",245,-6.29999999999995,-289.7,93,144,2,"c"
"1",245,-7.39999999999998,-264.2,227,382,3,"c"
"1",245,-267.5,-1515.4,180,658,4,"c"
"1",246,-4.10000000000002,-19.4,1276,0,1,"c"
"1",246,-179,-9,25,62,2,"c"
"1",246,172,90.6,70,180,3,"c"
"1",246,202.4,122.6,354,559,4,"c"
"1",246,-300.4,-1549.5,175,872,5,"c"
"1",247,-19.8,-32.8,1260,0,1,"c"
"1",247,-14.6,-266.6,468,505,2,"c"
"1",247,-260.1,-1575.8,156,752,3,"c"
"1",248,-20.1,-6.10000000000002,1223,0,1,"c"
"1",248,-154,-88.4,121,155,2,"c"
"1",248,-229,-135.6,127,307,3,"c"
"1",249,-15.3,-14,1199,0,1,"c"
"1",249,-0.100000000000023,237.2,113,166,2,"c"
"1",249,-16.6,268.2,173,354,3,"c"
"1",250,-17.4,-12.6,1198,0,1,"c"
"1",250,7.70000000000005,-279.4,95,147,2,"c"
"1",250,-5.89999999999998,-257.3,188,348,3,"c"
"1",251,-12.8,1.29999999999995,532,0,1,"c"
"1",251,-10.1,17.4,176,362,2,"c"
"1",251,-20.3,0,308,679,3,"c"
"1",251,-222.5,-118.9,278,1009,4,"c"
"1",251,-241.3,-1481.6,255,1353,5,"c"
"1",251,-254.2,-1443.9,513,1875,6,"c"
"1",251,-204.8,-1544.9,217,2115,7,"c"
"1",251,-228.5,-1524.6,329,2452,8,"c"
"1",251,-283.4,-1503.1,346,2811,9,"c"
"1",251,-359.7,-1547,224,3053,10,"c"
"1",251,-307.2,-1524.4,217,3284,11,"c"
"1",252,-12.8,3.60000000000002,1218,0,1,"c"
"1",252,-9.89999999999998,264.1,341,395,2,"c"
"1",253,-15.7,-3.10000000000002,1217,0,1,"c"
"1",253,-107.7,54.5,100,130,2,"c"
"1",253,-217.5,119.3,124,286,3,"c"
"1",254,-21.5,-6.20000000000005,413,0,1,"c"
"1",254,-18.1,-10.1,775,783,2,"c"
"1",254,-12.4,-231.9,309,1140,3,"c"
"1",255,-14,-2.89999999999998,1188,0,1,"c"
"1",255,170.3,90.3,339,378,2,"c"
"1",257,-18.3,-13.1,1191,0,1,"c"
"1",257,106.3,-227,131,178,2,"c"
"1",257,-117.6,-22.4,61,286,3,"c"
"1",257,-199.8,82.5,168,482,4,"c"
"1",257,-203.8,27.4,778,1267,5,"c"
"1",258,-18.6,-14.6,1205,0,1,"c"
"1",258,219,-128.1,430,479,2,"c"
"1",259,-13.8,-12,1219,0,1,"c"
"1",259,162.1,83.3,86,124,2,"c"
"1",259,185.4,109.1,156,294,3,"c"
"1",260,-17,-11.3,1202,0,1,"c"
"1",260,-125.2,54.3,110,145,2,"c"
"1",260,-221.9,115.1,101,281,3,"c"
"1",260,-306.8,-1540.1,550,961,4,"c"
"1",260,-220.3,94.5,439,1621,5,"c"
"1",261,-18.5,-3.39999999999998,1214,0,1,"c"
"1",261,199.9,-121.9,552,599,2,"c"
"1",261,-288.6,-1496.9,212,926,3,"c"
"1",262,-15.5,-9.70000000000005,1209,0,1,"c"
"1",262,109.1,-181.8,74,113,2,"c"
