observer, trial, targLoc, distLoc, targDiscrim, thoughtNoAttCap
30, 167, 5, 0, 1, 1
30, 168, 4, 0, 1, 1
30, 169, 2, 6, 1, 1
30, 170, 6, 5, 1, 1
30, 171, 3, 2, 1, 1
30, 172, 3, 2, 1, 1
30, 173, 5, 1, 1, 1
30, 174, 5, 0, 1, 1
30, 175, 4, 6, 1, 1
30, 176, 6, 0, 1, 1
30, 177, 6, 0, 1, 1
30, 178, 4, 0, 1, 1
30, 179, 3, 1, 1, 1
30, 180, 2, 5, 1, 1
30, 181, 5, 3, 1, 1
30, 182, 4, 0, 1, 1
30, 183, 1, 5, 1, 1
30, 184, 6, 0, 1, 1
30, 185, 4, 0, 1, 1
30, 186, 4, 0, 1, 1
30, 187, 1, 1, 1, 1
30, 188, 5, 1, 1, 1
30, 189, 2, 0, 1, 1
30, 190, 3, 0, 1, 1
30, 191, 3, 0, 1, 1
30, 192, 6, 0, 1, 1
30, 193, 2, 4, 1, 1
30, 194, 6, 2, 1, 1
30, 195, 3, 0, 1, 1
30, 196, 5, 0, 1, 1
30, 197, 3, 0, 1, 1
30, 198, 4, 5, 1, 1
30, 199, 2, 0, 1, 1
30, 200, 2, 0, 1, 1
30, 201, 2, 4, 1, 1
30, 202, 1, 0, 1, 1
30, 203, 1, 4, 1, 1
30, 204, 1, 4, 1, 1
30, 205, 4, 3, 1, 1
30, 206, 1, 0, 1, 1
30, 207, 6, 0, 1, 1
30, 208, 4, 5, 1, 1
30, 209, 4, 4, 1, 1
30, 210, 1, 3, 1, 1
30, 211, 5, 3, 1, 1
30, 212, 2, 0, 1, 1
30, 213, 1, 1, 1, 1
30, 214, 1, 6, 1, 1
30, 215, 2, 0, 1, 1
30, 216, 5, 4, 1, 1
