observer, trial, targLoc, distLoc, targDiscrim, thoughtNoAttCap
30, 1, 4, 0, 1, 1
30, 2, 5, 0, 1, 1
30, 3, 5, 0, 1, 1
30, 4, 2, 5, 1, 1
30, 5, 3, 0, 1, 1
30, 6, 6, 2, 1, 1
30, 7, 1, 0, 1, 1
30, 8, 1, 0, 1, 1
30, 9, 2, 6, 1, 1
30, 10, 5, 0, 1, 1
30, 11, 1, 3, -1, -1
30, 12, 5, 2, 1, 1
30, 13, 5, 5, 1, 1
30, 14, 5, 0, 1, 1
30, 15, 1, 0, 1, 1
30, 16, 2, 3, 1, 1
30, 17, 1, 0, 1, 1
30, 18, 4, 4, 1, 1
30, 19, 6, 6, 1, 1
30, 20, 3, 0, 1, 1
30, 21, 2, 0, 1, 1
30, 22, 4, 0, 1, 1
30, 23, 5, 0, 1, 1
30, 24, 3, 0, 1, 1
30, 25, 6, 4, 1, 1
30, 26, 3, 6, 0, 1
30, 27, 1, 5, 1, 1
30, 28, 6, 0, 1, 1
30, 29, 6, 5, 1, 1
30, 30, 1, 0, 1, 1
30, 31, 5, 0, 1, 1
30, 32, 3, 5, 0, 1
30, 33, 2, 0, 1, 1
30, 34, 5, 0, 1, 1
30, 35, 1, 0, 1, 1
30, 36, 5, 0, 1, 1
30, 37, 4, 0, 1, 1
30, 38, 2, 0, 1, 1
30, 39, 2, 1, 1, 1
30, 40, 3, 0, 1, 1
30, 41, 3, 3, 1, 1
30, 42, 2, 0, 1, 1
30, 43, 3, 1, 1, 1
30, 44, 6, 0, 1, 1
30, 45, 4, 1, 1, 1
30, 46, 4, 0, 1, 1
30, 47, 6, 6, 1, 1
30, 48, 1, 2, 1, 1
30, 49, 2, 1, 1, 1
30, 50, 2, 2, 1, 1
30, 51, 1, 2, 1, 1
30, 52, 4, 0, 1, 1
30, 53, 6, 1, 1, 1
30, 54, 2, 0, 1, 1
30, 55, 1, 0, 1, 1
30, 56, 5, 6, 1, 1
30, 57, 5, 0, 1, 1
30, 58, 2, 3, 1, 1
30, 59, 4, 2, 1, 1
30, 60, 4, 2, 1, 1
30, 61, 1, 0, 1, 1
30, 62, 2, 2, 1, 1
30, 63, 4, 1, 1, 1
30, 64, 5, 5, 1, 1
30, 65, 3, 0, 1, 1
30, 66, 2, 1, 1, 1
30, 67, 4, 0, 1, 1
30, 68, 6, 3, 1, 1
30, 69, 4, 5, 1, 1
30, 70, 3, 0, 1, 1
30, 71, 2, 0, 1, 1
30, 72, 4, 2, 1, 1
30, 73, 3, 0, 1, 1
30, 74, 6, 0, 1, 1
30, 75, 3, 1, 1, 1
30, 76, 4, 0, 1, 1
30, 77, 4, 3, 1, 1
30, 78, 6, 1, 1, 1
30, 79, 6, 5, 1, 1
30, 80, 4, 0, 1, 1
30, 81, 5, 0, 1, 1
30, 82, 5, 0, 1, 1
30, 83, 2, 0, 1, 1
30, 84, 4, 0, 1, 1
30, 85, 1, 0, 1, 1
30, 86, 5, 4, 1, 1
30, 87, 1, 2, 1, 1
30, 88, 5, 4, 1, 1
30, 89, 3, 2, 1, 1
30, 90, 6, 1, 1, 1
30, 91, 2, 0, 1, 1
30, 92, 4, 3, 1, 1
30, 93, 5, 0, 1, 1
30, 94, 3, 0, 1, 1
30, 95, 4, 0, 1, 1
30, 96, 1, 0, 1, 1
30, 97, 3, 5, 1, 1
30, 98, 1, 1, 1, 1
30, 99, 5, 0, 1, 1
30, 100, 2, 0, 0, 1
30, 101, 1, 4, 1, 1
30, 102, 3, 3, 1, 1
30, 103, 6, 0, 1, 1
30, 104, 5, 3, 1, 1
30, 105, 6, 0, 1, 1
30, 106, 4, 0, 1, 1
30, 107, 6, 0, 1, 1
30, 108, 6, 0, 1, 1
30, 109, 3, 4, 1, 1
30, 110, 1, 0, 1, 1
30, 111, 5, 2, 1, 1
30, 112, 3, 0, 1, 1
30, 113, 2, 0, 1, 1
30, 114, 3, 4, 1, 1
30, 115, 3, 3, 1, 1
30, 116, 2, 0, 1, 1
30, 117, 5, 6, 1, 1
30, 118, 2, 6, 1, 1
30, 119, 3, 0, 1, 1
30, 120, 6, 0, 1, 1
30, 121, 1, 6, 1, 1
30, 122, 3, 5, 1, 1
30, 123, 2, 0, 1, 1
30, 124, 3, 4, 1, 1
30, 125, 3, 0, 1, 1
30, 126, 4, 4, 1, 1
30, 127, 6, 2, 1, 1
30, 128, 1, 5, 1, 1
30, 129, 1, 3, 1, 1
30, 130, 5, 1, 1, 1
30, 131, 4, 0, 1, 1
30, 132, 6, 4, 1, 1
30, 133, 6, 6, 1, 1
30, 134, 4, 6, 1, 1
30, 135, 5, 0, 1, 1
30, 136, 2, 3, 1, 1
30, 137, 6, 3, 1, 1
30, 138, 2, 2, 1, 1
30, 139, 6, 4, 1, 1
30, 140, 6, 0, 1, 1
30, 141, 1, 0, 1, 1
30, 142, 5, 0, 1, 1
30, 143, 6, 0, 1, 1
30, 144, 1, 0, 1, 1
30, 145, 3, 0, 1, 1
30, 146, 5, 2, 1, 1
30, 147, 4, 1, 1, 1
30, 148, 6, 0, 1, 1
30, 149, 2, 5, 1, 1
30, 150, 3, 0, 1, 1
30, 151, 5, 5, 1, 1
30, 152, 6, 0, 1, 1
30, 153, 3, 0, 1, 1
30, 154, 1, 0, 1, 1
30, 155, 4, 0, 1, 1
30, 156, 5, 6, 1, 1
30, 157, 3, 6, 1, 1
30, 158, 1, 0, 1, 1
30, 159, 6, 3, 1, 1
30, 160, 2, 4, 1, 1
30, 161, 3, 6, 1, 1
30, 162, 2, 0, 1, 1
30, 163, 4, 6, 1, 1
30, 164, 1, 0, 1, 1
30, 165, 1, 6, 1, 1
30, 166, 6, 0, 1, 1
