observer, trial, targLoc, distLoc, targDiscrim, thoughtNoAttCap
26, 1, 3, 0, 1, 1
26, 2, 6, 4, -1, -1
26, 3, 5, 2, 1, 1
26, 4, 2, 4, 1, 1
26, 5, 1, 0, 1, 1
26, 6, 4, 6, 1, 1
26, 7, 1, 0, 1, 1
26, 8, 5, 3, 1, 1
26, 9, 6, 0, 1, 1
26, 10, 2, 0, 1, 1
26, 11, 2, 1, 1, 1
26, 12, 6, 1, 1, 1
26, 13, 6, 0, 1, 1
26, 14, 5, 5, 1, 1
26, 15, 1, 6, 1, 1
26, 16, 3, 5, -1, -1
26, 17, 6, 2, -1, -1
26, 18, 5, 6, 1, 1
26, 19, 4, 1, -1, -1
26, 20, 4, 0, 1, 1
26, 21, 5, 3, -1, -1
26, 22, 3, 0, 1, 1
26, 23, 5, 0, 1, 1
26, 24, 2, 4, 1, 1
26, 25, 6, 0, 1, 1
26, 26, 5, 1, -1, -1
26, 27, 5, 0, 1, 1
26, 28, 4, 5, 1, 1
26, 29, 4, 0, 1, 1
26, 30, 4, 6, 1, 1
26, 31, 5, 0, 1, 1
26, 32, 6, 0, 1, 1
26, 33, 2, 6, 1, 1
26, 34, 1, 0, 1, 1
26, 35, 4, 1, 1, 1
26, 36, 6, 2, -1, -1
26, 37, 5, 1, 1, 1
26, 38, 6, 0, 1, 1
26, 39, 1, 2, -1, -1
26, 40, 1, 5, -1, -1
26, 41, 3, 6, 1, 1
26, 42, 1, 5, 1, 1
26, 43, 5, 0, 1, 1
26, 44, 5, 3, 1, 1
26, 45, 3, 6, 1, 1
26, 46, 1, 0, 1, 1
26, 47, 6, 6, 1, 1
26, 48, 1, 4, 1, 1
26, 49, 6, 0, 1, 1
26, 50, 5, 0, 1, 1
26, 51, 6, 6, 1, 1
26, 52, 1, 1, 1, 1
26, 53, 4, 0, 1, 1
26, 54, 5, 0, 1, 1
26, 55, 6, 3, 1, 1
26, 56, 3, 0, 1, 1
26, 57, 4, 0, 1, 1
26, 58, 6, 0, 1, 1
26, 59, 1, 6, 1, 1
26, 60, 1, 1, 1, 1
26, 61, 2, 0, 1, 1
26, 62, 1, 3, 1, 1
26, 63, 3, 3, 1, 1
26, 64, 4, 0, 1, 1
26, 65, 4, 0, 1, 1
26, 66, 4, 0, 1, 1
26, 67, 1, 0, 1, 1
26, 68, 2, 0, 1, 1
26, 69, 6, 1, -1, -1
26, 70, 3, 4, -1, -1
26, 71, 1, 3, -1, -1
26, 72, 1, 0, 1, 1
26, 73, 2, 0, 1, 1
26, 74, 3, 0, 1, 1
26, 75, 3, 5, -1, -1
26, 76, 2, 2, -1, -1
26, 77, 3, 5, -1, -1
26, 78, 1, 0, 1, 1
26, 79, 1, 0, 1, 1
26, 80, 4, 0, 1, 1
26, 81, 6, 0, 1, 1
26, 82, 6, 1, -1, -1
26, 83, 2, 6, 1, 1
26, 84, 1, 0, 1, 1
26, 85, 4, 2, 1, 1
26, 86, 3, 1, -1, -1
26, 87, 6, 5, 1, 1
26, 88, 6, 5, -1, -1
26, 89, 2, 5, -1, -1
26, 90, 6, 0, 1, 1
26, 91, 3, 0, 1, 1
26, 92, 3, 0, 1, 1
26, 93, 4, 0, -1, -1
26, 94, 1, 5, 1, 1
26, 95, 4, 0, 1, 1
26, 96, 3, 0, 1, 1
26, 97, 6, 0, 1, 1
26, 98, 4, 4, 1, 1
26, 99, 2, 0, 1, 1
26, 100, 5, 0, 1, 1
26, 101, 2, 0, 1, 1
26, 102, 4, 2, -1, -1
26, 103, 2, 5, 1, 1
26, 104, 2, 2, 1, 1
26, 105, 5, 5, 1, 1
26, 106, 1, 2, -1, -1
