observer, trial, targLoc, distLoc, targDiscrim, thoughtNoAttCap
26, 107, 6, 0, 1, 1
26, 108, 1, 2, -1, -1
26, 109, 2, 1, -1, -1
26, 110, 6, 2, -1, -1
26, 111, 5, 4, -1, -1
26, 112, 4, 0, 1, 1
26, 113, 5, 4, 1, 1
26, 114, 1, 0, 1, 1
26, 115, 5, 6, 1, 1
26, 116, 6, 0, 1, 1
26, 117, 2, 4, 1, 1
26, 118, 1, 6, 1, 1
26, 119, 5, 5, 1, 1
26, 120, 5, 0, 1, 1
26, 121, 3, 0, 1, 1
26, 122, 5, 4, 1, 1
26, 123, 6, 0, 1, 1
26, 124, 4, 0, 1, 1
26, 125, 2, 1, 1, 1
26, 126, 1, 0, 1, 1
26, 127, 4, 0, 1, 1
26, 128, 5, 0, 1, 1
26, 129, 5, 0, 1, 1
26, 130, 4, 5, 1, 1
26, 131, 6, 3, 1, 1
26, 132, 4, 4, 1, 1
26, 133, 3, 0, 1, 1
26, 134, 3, 0, 1, 1
26, 135, 2, 3, 1, 1
26, 136, 3, 0, 1, 1
26, 137, 5, 0, 1, 1
26, 138, 6, 0, 1, 1
26, 139, 6, 4, -1, -1
26, 140, 1, 1, 1, 1
26, 141, 3, 1, 1, 1
26, 142, 3, 4, 1, 1
26, 143, 4, 0, 1, 1
26, 144, 3, 4, -1, -1
26, 145, 5, 6, 1, 1
26, 146, 2, 3, 1, 1
26, 147, 3, 0, 1, 1
26, 148, 2, 6, -1, -1
26, 149, 3, 6, 1, 1
26, 150, 4, 0, 1, 1
26, 151, 2, 0, 1, 1
26, 152, 5, 2, -1, -1
26, 153, 3, 0, 1, 1
26, 154, 5, 0, 1, 1
26, 155, 1, 3, 1, 1
26, 156, 2, 0, 1, 1
26, 157, 3, 0, 1, 1
26, 158, 5, 0, 1, 1
26, 159, 5, 0, 1, 1
26, 160, 2, 0, 1, 1
26, 161, 3, 1, -1, -1
26, 162, 1, 0, 1, 1
26, 163, 3, 2, 1, 1
26, 164, 5, 0, 1, 1
26, 165, 1, 0, 1, 1
26, 166, 4, 6, 1, 1
26, 167, 5, 0, 1, 1
26, 168, 1, 0, 1, 1
26, 169, 5, 2, -1, -1
26, 170, 6, 0, 1, 1
26, 171, 6, 0, 1, 1
26, 172, 1, 0, 1, 1
26, 173, 4, 1, -1, -1
26, 174, 2, 0, 1, 1
26, 175, 3, 0, 1, 1
26, 176, 3, 2, 1, 1
26, 177, 4, 0, 1, 1
26, 178, 4, 3, 1, 1
26, 179, 2, 0, 1, 1
26, 180, 2, 0, 1, 1
26, 181, 1, 0, 1, 1
26, 182, 1, 0, 1, 1
26, 183, 4, 0, 1, 1
26, 184, 5, 0, 1, 1
26, 185, 3, 3, -1, -1
26, 186, 2, 0, 1, 1
26, 187, 6, 0, 1, 1
26, 188, 2, 0, 1, 1
26, 189, 4, 2, 1, 1
26, 190, 4, 3, 1, 1
26, 191, 2, 3, 1, 1
26, 192, 4, 0, 1, 1
26, 193, 2, 0, 1, 1
26, 194, 3, 0, 1, 1
26, 195, 4, 4, 1, 1
26, 196, 3, 2, 1, 1
26, 197, 6, 5, 1, 1
26, 198, 2, 0, 1, 1
26, 199, 6, 4, 1, 1
26, 200, 2, 0, 1, 1
26, 201, 1, 4, 1, 1
26, 202, 6, 0, 1, 1
26, 203, 5, 1, -1, -1
26, 204, 3, 0, 1, 1
26, 205, 2, 0, 1, 1
26, 206, 1, 4, 1, 1
26, 207, 4, 5, 1, 1
26, 208, 4, 3, 1, 1
26, 209, 3, 0, 1, 1
26, 210, 6, 6, 1, 1
26, 211, 1, 0, 1, 1
26, 212, 3, 3, 1, 1
26, 213, 5, 0, 1, 1
26, 214, 6, 3, 1, 1
26, 215, 2, 5, 1, 1
26, 216, 2, 2, 1, 1
