observer, trial, targLoc, distLoc, targDiscrim, thoughtNoAttCap
23, 191, 1, 6, 1, 1
23, 192, 2, 0, 1, 1
23, 193, 6, 5, 1, 1
23, 194, 4, 4, 1, 1
23, 195, 5, 0, 1, 1
23, 196, 1, 2, 1, 1
23, 197, 3, 0, -1, -1
23, 198, 6, 0, 1, 1
23, 199, 6, 0, 1, 1
23, 200, 1, 4, 1, 1
23, 201, 6, 0, 1, 1
23, 202, 5, 0, 1, 1
23, 203, 3, 0, -1, -1
23, 204, 1, 0, 1, 1
23, 205, 6, 0, 1, 1
23, 206, 5, 0, 1, 1
23, 207, 4, 3, 1, 1
23, 208, 5, 0, 1, 1
23, 209, 6, 6, -1, -1
23, 210, 6, 0, 1, 1
23, 211, 4, 0, 1, 1
23, 212, 4, 0, 1, 1
23, 213, 6, 3, 1, 1
23, 214, 2, 0, 1, 1
23, 215, 5, 0, 1, 1
23, 216, 6, 4, 1, 1
