observer, trial, targLoc, distLoc, targDiscrim, thoughtNoAttCap
23, 1, 2, 6, -1, -1
23, 2, 1, 5, -1, -1
23, 3, 3, 3, -1, -1
23, 4, 2, 6, 1, 1
23, 5, 6, 0, 1, 1
23, 6, 4, 5, -1, -1
23, 7, 6, 0, 1, 1
23, 8, 3, 0, -1, -1
23, 9, 3, 0, 1, 1
23, 10, 1, 0, 1, 1
23, 11, 2, 0, 1, 1
23, 12, 5, 3, -1, -1
23, 13, 2, 3, -1, -1
23, 14, 3, 6, -1, -1
23, 15, 5, 2, 1, 1
23, 16, 1, 5, 1, 1
23, 17, 6, 3, 1, 1
23, 18, 1, 0, 0, 1
23, 19, 4, 2, 1, 1
23, 20, 1, 5, 1, 1
23, 21, 6, 0, 1, 1
23, 22, 1, 0, 1, 1
23, 23, 2, 5, -1, -1
23, 24, 2, 0, 1, 1
23, 25, 1, 6, 1, 1
23, 26, 4, 0, 1, 1
23, 27, 3, 3, -1, -1
23, 28, 2, 2, -1, -1
23, 29, 5, 5, 1, 1
23, 30, 6, 3, 1, 1
23, 31, 2, 0, 1, 1
23, 32, 1, 6, 1, 1
23, 33, 3, 4, -1, -1
23, 34, 6, 0, -1, -1
23, 35, 3, 5, -1, -1
23, 36, 2, 3, -1, -1
23, 37, 3, 0, 1, 1
23, 38, 4, 0, 1, 1
23, 39, 5, 5, 1, 1
23, 40, 2, 1, 1, 1
23, 41, 1, 0, 1, 1
23, 42, 4, 0, 1, 1
23, 43, 1, 1, 0, 1
23, 44, 4, 0, 1, 1
23, 45, 6, 2, 1, 1
23, 46, 4, 3, 1, 1
23, 47, 3, 0, 1, 1
23, 48, 1, 0, 1, 1
23, 49, 6, 0, 1, 1
23, 50, 3, 5, -1, -1
23, 51, 6, 5, -1, -1
23, 52, 3, 1, 1, 1
23, 53, 4, 4, -1, -1
23, 54, 1, 0, 1, 1
23, 55, 5, 6, 1, 1
23, 56, 5, 1, 1, 1
23, 57, 6, 0, 1, 1
23, 58, 6, 4, 1, 1
23, 59, 3, 1, 1, 1
23, 60, 4, 4, 1, 1
23, 61, 3, 6, 1, 1
23, 62, 6, 1, 0, 1
23, 63, 3, 0, 1, 1
23, 64, 5, 2, 1, 1
23, 65, 4, 6, 1, 1
23, 66, 1, 0, 1, 1
23, 67, 5, 3, 1, 1
23, 68, 2, 0, 1, 1
23, 69, 2, 2, 1, 1
23, 70, 2, 1, 1, 1
23, 71, 3, 2, -1, -1
23, 72, 1, 0, 1, 1
23, 73, 2, 0, 1, 1
23, 74, 5, 0, 1, 1
23, 75, 6, 0, 1, 1
23, 76, 6, 4, 0, 1
23, 77, 6, 0, 1, 1
23, 78, 4, 1, 1, 1
23, 79, 5, 4, 1, 1
23, 80, 6, 0, -1, -1
23, 81, 1, 1, -1, -1
23, 82, 3, 0, 1, 1
23, 83, 2, 5, 1, 1
23, 84, 3, 0, 1, 1
23, 85, 1, 4, 1, 1
23, 86, 5, 6, 1, 1
23, 87, 1, 2, 1, 1
23, 88, 6, 6, 1, 1
23, 89, 5, 0, 1, 1
23, 90, 4, 6, 1, 1
23, 91, 5, 0, 1, 1
23, 92, 4, 0, 1, 1
23, 93, 1, 4, 1, 1
23, 94, 6, 5, -1, -1
23, 95, 5, 0, -1, -1
23, 96, 3, 0, 1, 1
23, 97, 3, 0, 1, 1
23, 98, 3, 0, 1, 1
23, 99, 3, 0, 1, 1
23, 100, 2, 5, -1, -1
23, 101, 2, 0, -1, -1
23, 102, 2, 0, 1, 1
23, 103, 6, 2, -1, -1
23, 104, 1, 0, -1, -1
23, 105, 2, 2, -1, -1
23, 106, 4, 0, 1, 1
23, 107, 5, 3, 1, 1
23, 108, 5, 0, 1, 1
23, 109, 5, 0, 1, 1
23, 110, 5, 5, 1, 1
23, 111, 5, 0, 1, 1
23, 112, 2, 0, 1, 1
23, 113, 5, 0, 1, 1
23, 114, 4, 5, -1, -1
23, 115, 2, 0, 1, 1
23, 116, 4, 6, 1, 1
23, 117, 1, 0, 1, 1
23, 118, 4, 0, 1, 1
23, 119, 6, 2, -1, -1
23, 120, 6, 0, 1, 1
23, 121, 3, 5, -1, -1
23, 122, 2, 0, 1, 1
23, 123, 3, 0, 1, 1
23, 124, 4, 0, 1, 1
23, 125, 2, 0, 1, 1
23, 126, 4, 2, 1, 1
23, 127, 4, 5, 1, 1
23, 128, 1, 0, 1, 1
23, 129, 1, 2, -1, -1
23, 130, 3, 0, -1, -1
23, 131, 5, 0, -1, -1
23, 132, 4, 0, -1, -1
23, 133, 2, 0, 1, 1
23, 134, 2, 0, 1, 1
23, 135, 3, 4, -1, -1
23, 136, 6, 0, 1, 1
23, 137, 1, 0, 1, 1
23, 138, 2, 4, -1, -1
23, 139, 4, 1, -1, -1
23, 140, 4, 3, -1, -1
23, 141, 4, 0, -1, -1
23, 142, 2, 6, 1, 1
23, 143, 6, 0, 1, 1
23, 144, 3, 3, 1, 1
23, 145, 1, 3, 1, 1
23, 146, 1, 0, 1, 1
23, 147, 2, 4, 1, 1
23, 148, 6, 1, 1, 1
23, 149, 5, 0, 0, 1
23, 150, 5, 0, 1, 1
23, 151, 4, 0, 1, 1
23, 152, 3, 0, -1, -1
23, 153, 3, 6, 0, 1
23, 154, 4, 1, 1, 1
23, 155, 1, 0, 0, 1
23, 156, 6, 6, 1, 1
23, 157, 2, 0, 1, 1
23, 158, 4, 0, 1, 1
23, 159, 6, 0, 1, 1
23, 160, 3, 2, -1, -1
23, 161, 5, 4, 1, 1
23, 162, 1, 1, 1, 1
23, 163, 3, 2, 1, 1
23, 164, 2, 1, 1, 1
23, 165, 6, 1, 1, 1
23, 166, 4, 0, 1, 1
23, 167, 1, 0, 1, 1
23, 168, 4, 0, 1, 1
23, 169, 3, 4, -1, -1
23, 170, 1, 0, 1, 1
23, 171, 2, 0, 1, 1
23, 172, 1, 3, 1, 1
23, 173, 1, 3, 1, 1
23, 174, 4, 2, -1, -1
23, 175, 5, 6, 1, 1
23, 176, 5, 0, 1, 1
23, 177, 2, 3, -1, -1
23, 178, 5, 0, 1, 1
23, 179, 5, 1, 1, 1
23, 180, 3, 1, -1, -1
23, 181, 4, 0, 1, 1
23, 182, 5, 2, 1, 1
23, 183, 4, 0, 1, 1
23, 184, 2, 4, -1, -1
23, 185, 1, 0, 1, 1
23, 186, 2, 0, 1, 1
23, 187, 5, 1, 1, 1
23, 188, 3, 0, 1, 1
23, 189, 3, 0, 1, 1
23, 190, 5, 4, 1, 1
