observer, trial, targLoc, distLoc, targDiscrim, thoughtNoAttCap
19, 1, 4, 1, -1, -1
19, 2, 4, 3, 1, 1
19, 3, 5, 0, 1, 1
19, 4, 4, 5, 1, 1
19, 5, 6, 0, 1, 1
19, 6, 5, 6, 1, 1
19, 7, 2, 0, 1, 1
19, 8, 4, 0, 1, 1
19, 9, 3, 1, 1, 1
19, 10, 4, 0, 1, 1
19, 11, 2, 0, 1, 1
19, 12, 5, 3, 1, 1
19, 13, 6, 0, 1, 1
19, 14, 6, 4, 1, 1
19, 15, 2, 0, 1, 1
19, 16, 2, 4, 1, 1
19, 17, 3, 1, 1, 1
19, 18, 2, 0, 1, 1
19, 19, 6, 6, 1, 1
19, 20, 1, 2, -1, -1
19, 21, 4, 0, 1, 1
19, 22, 2, 5, 1, 1
19, 23, 4, 0, 1, 1
19, 24, 3, 0, 1, 1
19, 25, 5, 0, 1, 1
19, 26, 1, 0, 1, 1
19, 27, 5, 0, 1, 1
19, 28, 1, 0, 1, 1
19, 29, 4, 0, 1, 1
19, 30, 6, 0, 1, 1
19, 31, 4, 0, 1, 1
19, 32, 4, 2, 1, 1
19, 33, 2, 0, 1, 1
19, 34, 4, 3, 1, 1
19, 35, 4, 6, 1, 1
19, 36, 2, 5, 1, 1
19, 37, 6, 0, 1, 1
19, 38, 1, 0, 1, 1
19, 39, 5, 0, 1, 1
19, 40, 1, 0, 1, 1
19, 41, 4, 2, 1, 1
19, 42, 5, 6, 1, 1
19, 43, 6, 0, 1, 1
19, 44, 2, 0, 1, 1
19, 45, 6, 0, 1, 1
19, 46, 6, 0, 1, 1
19, 47, 1, 0, 1, 1
19, 48, 6, 3, 1, 1
19, 49, 3, 6, 1, 1
19, 50, 4, 4, 1, 1
19, 51, 1, 0, 1, 1
19, 52, 6, 0, 1, 1
19, 53, 2, 0, 1, 1
19, 54, 4, 0, 1, 1
19, 55, 6, 0, 1, 1
19, 56, 5, 1, 1, 1
19, 57, 2, 6, 1, 1
19, 58, 1, 5, -1, -1
19, 59, 5, 0, 1, 1
19, 60, 1, 5, 1, 1
19, 61, 5, 4, -1, -1
19, 62, 6, 2, -1, -1
19, 63, 2, 6, 1, 1
19, 64, 2, 0, 1, 1
19, 65, 3, 0, 1, 1
