observer, trial, targLoc, distLoc, targDiscrim, thoughtNoAttCap
19, 66, 1, 0, 1, 1
19, 67, 2, 0, 1, 1
19, 68, 1, 0, 1, 1
19, 69, 3, 0, 1, 1
19, 70, 5, 2, -1, -1
19, 71, 3, 0, 1, 1
19, 72, 1, 0, 1, 1
19, 73, 3, 0, 1, 1
19, 74, 3, 0, 1, 1
19, 75, 3, 0, 1, 1
19, 76, 5, 5, 1, 1
19, 77, 1, 0, 1, 1
19, 78, 6, 1, 1, 1
19, 79, 5, 0, 1, 1
19, 80, 5, 5, 1, 1
19, 81, 5, 6, 1, 1
19, 82, 1, 0, 1, 1
19, 83, 3, 1, 1, 1
19, 84, 5, 3, 1, 1
19, 85, 3, 5, 1, 1
19, 86, 3, 5, -1, -1
19, 87, 4, 0, 1, 1
19, 88, 6, 3, -1, -1
19, 89, 4, 0, 1, 1
19, 90, 2, 0, 1, 1
19, 91, 6, 4, 1, 1
19, 92, 2, 0, 1, 1
19, 93, 6, 2, 1, 1
19, 94, 4, 5, 1, 1
19, 95, 4, 0, 1, 1
19, 96, 2, 3, 1, 1
19, 97, 1, 6, 1, 1
19, 98, 3, 0, 1, 1
19, 99, 2, 1, 1, 1
19, 100, 1, 4, -1, -1
19, 101, 1, 2, 1, 1
19, 102, 1, 5, 1, 1
19, 103, 5, 0, 1, 1
19, 104, 2, 3, -1, -1
19, 105, 4, 4, 1, 1
19, 106, 6, 4, -1, -1
19, 107, 6, 6, 1, 1
19, 108, 5, 2, -1, -1
19, 109, 5, 5, -1, -1
19, 110, 5, 0, 1, 1
19, 111, 5, 0, 1, 1
19, 112, 5, 0, 1, 1
19, 113, 3, 3, 1, 1
19, 114, 6, 6, 1, 1
19, 115, 2, 0, 1, 1
19, 116, 6, 5, 1, 1
19, 117, 2, 0, 1, 1
19, 118, 2, 0, 1, 1
19, 119, 2, 4, 1, 1
19, 120, 3, 2, 1, 1
19, 121, 5, 4, -1, -1
19, 122, 1, 0, 1, 1
19, 123, 6, 0, 1, 1
19, 124, 2, 0, 1, 1
19, 125, 4, 0, 1, 1
19, 126, 2, 0, 1, 1
19, 127, 1, 6, 1, 1
19, 128, 3, 3, -1, -1
19, 129, 3, 4, -1, -1
19, 130, 1, 0, 1, 1
19, 131, 1, 3, 1, 1
19, 132, 6, 2, -1, -1
19, 133, 5, 1, 1, 1
19, 134, 6, 1, 1, 1
19, 135, 2, 1, 1, 1
19, 136, 1, 0, 1, 1
19, 137, 1, 0, 1, 1
19, 138, 4, 3, -1, -1
19, 139, 1, 1, 1, 1
19, 140, 2, 6, 1, 1
19, 141, 6, 5, 1, 1
19, 142, 3, 0, 1, 1
19, 143, 2, 1, 1, 1
19, 144, 4, 0, 1, 1
19, 145, 1, 4, 1, 1
19, 146, 5, 0, 1, 1
19, 147, 6, 0, 1, 1
19, 148, 3, 0, 1, 1
19, 149, 1, 3, 1, 1
19, 150, 6, 1, 1, 1
19, 151, 2, 0, 1, 1
19, 152, 3, 5, 1, 1
19, 153, 1, 1, 1, 1
19, 154, 5, 2, 1, 1
19, 155, 3, 2, -1, -1
19, 156, 2, 2, 1, 1
19, 157, 3, 2, -1, -1
19, 158, 3, 0, 1, 1
19, 159, 1, 4, 1, 1
19, 160, 4, 0, 1, 1
19, 161, 4, 5, 1, 1
19, 162, 5, 0, 1, 1
19, 163, 6, 0, 1, 1
19, 164, 2, 0, 1, 1
19, 165, 2, 2, 1, 1
19, 166, 6, 3, -1, -1
19, 167, 3, 0, 1, 1
19, 168, 4, 0, 1, 1
19, 169, 5, 0, 1, 1
19, 170, 3, 0, 1, 1
19, 171, 6, 5, 1, 1
19, 172, 1, 0, 1, 1
19, 173, 2, 5, 1, 1
19, 174, 4, 0, 1, 1
19, 175, 5, 0, 1, 1
19, 176, 1, 2, 1, 1
19, 177, 3, 0, 1, 1
19, 178, 3, 0, 1, 1
19, 179, 4, 0, 1, 1
19, 180, 4, 1, 1, 1
19, 181, 3, 0, 1, 1
19, 182, 6, 0, 1, 1
19, 183, 3, 0, 1, 1
19, 184, 2, 3, 1, 1
19, 185, 3, 6, 1, 1
19, 186, 6, 0, 1, 1
19, 187, 4, 6, 1, 1
19, 188, 4, 4, 1, 1
19, 189, 4, 1, 1, 1
19, 190, 6, 0, 1, 1
19, 191, 5, 0, 1, 1
19, 192, 4, 6, 1, 1
19, 193, 4, 0, 1, 1
19, 194, 3, 0, 1, 1
19, 195, 1, 0, 1, 1
19, 196, 3, 6, 1, 1
19, 197, 3, 4, 1, 1
19, 198, 6, 0, 1, 1
19, 199, 5, 4, -1, -1
19, 200, 1, 6, 1, 1
19, 201, 5, 0, 1, 1
19, 202, 5, 0, 1, 1
19, 203, 5, 1, 1, 1
19, 204, 5, 3, 1, 1
19, 205, 2, 4, 1, 1
19, 206, 1, 1, 1, 1
19, 207, 3, 4, -1, -1
19, 208, 6, 0, 1, 1
19, 209, 5, 0, 1, 1
19, 210, 2, 2, 1, 1
19, 211, 6, 0, 1, 1
19, 212, 1, 3, 1, 1
19, 213, 3, 3, 1, 1
19, 214, 4, 0, 1, 1
19, 215, 4, 2, -1, -1
19, 216, 1, 0, 1, 1
