observer, trial, targLoc, distLoc, targDiscrim, thoughtNoAttCap
21, 64, 1, 0, 1, 1
21, 65, 3, 0, 1, 1
21, 66, 1, 1, 1, 1
21, 67, 4, 0, 1, 1
21, 68, 2, 3, 1, 1
21, 69, 5, 0, 1, 1
21, 70, 1, 3, 1, 1
21, 71, 1, 0, 1, 1
21, 72, 3, 5, 1, 1
21, 73, 6, 6, 1, 1
21, 74, 3, 1, 1, 1
21, 75, 5, 6, 1, 1
21, 76, 5, 5, -1, -1
21, 77, 1, 0, 1, 1
21, 78, 2, 0, 1, 1
21, 79, 2, 0, 1, 1
21, 80, 6, 0, 1, 1
21, 81, 5, 0, 1, 1
21, 82, 1, 0, 1, 1
21, 83, 6, 0, 1, 1
21, 84, 1, 5, 1, 1
21, 85, 1, 0, 1, 1
21, 86, 1, 6, 1, 1
21, 87, 2, 2, 1, 1
21, 88, 4, 0, 1, 1
21, 89, 4, 0, 1, 1
21, 90, 5, 3, -1, -1
21, 91, 5, 2, 0, 1
21, 92, 5, 1, 1, 1
21, 93, 2, 3, 1, 1
21, 94, 4, 0, 1, 1
21, 95, 3, 3, -1, -1
21, 96, 5, 5, -1, -1
21, 97, 5, 0, 1, 1
21, 98, 3, 0, 1, 1
21, 99, 5, 0, 1, 1
21, 100, 6, 0, 1, 1
21, 101, 3, 2, 1, 1
21, 102, 6, 2, -1, -1
21, 103, 4, 0, 1, 1
21, 104, 4, 0, 1, 1
21, 105, 6, 0, 1, 1
21, 106, 4, 6, 1, 1
21, 107, 4, 4, 1, 1
21, 108, 2, 0, 1, 1
21, 109, 1, 5, 1, 1
21, 110, 3, 0, 1, 1
21, 111, 5, 0, 1, 1
21, 112, 2, 0, 1, 1
21, 113, 6, 2, -1, -1
21, 114, 3, 0, 1, 1
21, 115, 5, 0, 1, 1
21, 116, 2, 0, 1, 1
21, 117, 1, 0, 1, 1
21, 118, 2, 0, 1, 1
21, 119, 3, 0, 1, 1
21, 120, 2, 3, 1, 1
21, 121, 3, 3, 1, 1
21, 122, 2, 0, 1, 1
21, 123, 4, 5, -1, -1
21, 124, 1, 4, -1, -1
21, 125, 5, 0, 1, 1
21, 126, 5, 4, -1, -1
21, 127, 5, 4, 1, 1
21, 128, 4, 2, 1, 1
21, 129, 3, 3, 1, 1
21, 130, 3, 6, 1, 1
21, 131, 4, 0, 1, 1
21, 132, 6, 0, 1, 1
21, 133, 1, 0, 1, 1
21, 134, 3, 0, 1, 1
21, 135, 4, 0, 1, 1
21, 136, 5, 2, 1, 1
21, 137, 4, 5, 1, 1
21, 138, 1, 2, -1, -1
21, 139, 1, 0, 1, 1
21, 140, 6, 0, 1, 1
21, 141, 2, 0, 1, 1
21, 142, 4, 4, 1, 1
21, 143, 2, 4, 1, 1
21, 144, 3, 0, 1, 1
21, 145, 4, 0, 1, 1
21, 146, 5, 0, 1, 1
21, 147, 6, 6, 1, 1
21, 148, 4, 0, 1, 1
21, 149, 6, 4, -1, -1
21, 150, 6, 1, 1, 1
21, 151, 3, 4, 1, 1
21, 152, 2, 4, 1, 1
21, 153, 5, 0, 1, 1
21, 154, 1, 0, 1, 1
21, 155, 3, 6, 1, 1
21, 156, 4, 2, 1, 1
21, 157, 5, 3, 1, 1
21, 158, 6, 1, 1, 1
21, 159, 2, 4, 1, 1
21, 160, 4, 3, 1, 1
21, 161, 2, 0, 1, 1
21, 162, 2, 1, 1, 1
21, 163, 5, 1, 1, 1
21, 164, 3, 0, 1, 1
21, 165, 5, 0, 1, 1
21, 166, 3, 6, 1, 1
21, 167, 1, 4, -1, -1
21, 168, 3, 0, 1, 1
21, 169, 3, 0, 1, 1
21, 170, 5, 2, 1, 1
21, 171, 5, 0, 1, 1
21, 172, 6, 0, 1, 1
21, 173, 3, 5, 1, 1
21, 174, 1, 0, 1, 1
21, 175, 6, 0, 1, 1
21, 176, 6, 5, -1, -1
21, 177, 2, 0, 1, 1
21, 178, 4, 1, 1, 1
21, 179, 3, 0, 1, 1
21, 180, 5, 0, 1, 1
21, 181, 2, 2, -1, -1
21, 182, 6, 0, 1, 1
21, 183, 5, 0, 1, 1
21, 184, 4, 5, 1, 1
21, 185, 4, 0, 1, 1
21, 186, 4, 0, 1, 1
21, 187, 1, 0, 1, 1
21, 188, 2, 6, 1, 1
21, 189, 6, 0, 1, 1
21, 190, 1, 3, -1, -1
21, 191, 4, 6, 1, 1
21, 192, 2, 0, 1, 1
21, 193, 6, 3, 1, 1
21, 194, 1, 6, 1, 1
21, 195, 2, 2, -1, -1
21, 196, 5, 5, -1, -1
21, 197, 5, 0, 1, 1
21, 198, 1, 1, 1, 1
21, 199, 6, 0, 1, 1
21, 200, 2, 5, 1, 1
21, 201, 4, 3, 0, 1
21, 202, 3, 0, 1, 1
21, 203, 4, 1, 1, 1
21, 204, 2, 5, 1, 1
21, 205, 6, 0, 1, 1
21, 206, 2, 0, 1, 1
21, 207, 4, 2, 1, 1
21, 208, 3, 4, 1, 1
21, 209, 4, 0, 1, 1
21, 210, 3, 0, 1, 1
21, 211, 5, 0, 1, 1
21, 212, 4, 0, 1, 1
21, 213, 2, 0, 1, 1
21, 214, 3, 1, 1, 1
21, 215, 4, 0, 1, 1
21, 216, 4, 0, 1, 1
