observer, trial, targLoc, distLoc, targDiscrim, thoughtNoAttCap
21, 1, 4, 3, 1, 1
21, 2, 6, 3, -1, -1
21, 3, 1, 0, 1, 1
21, 4, 3, 0, 1, 1
21, 5, 3, 2, -1, -1
21, 6, 6, 0, 1, 1
21, 7, 1, 0, 1, 1
21, 8, 4, 4, -1, -1
21, 9, 3, 1, 1, 1
21, 10, 1, 0, 1, 1
21, 11, 1, 0, 0, 1
21, 12, 1, 3, -1, -1
21, 13, 6, 2, -1, -1
21, 14, 1, 5, -1, -1
21, 15, 2, 6, 1, 1
21, 16, 3, 2, -1, -1
21, 17, 1, 0, 1, 1
21, 18, 1, 0, 1, 1
21, 19, 6, 4, -1, -1
21, 20, 6, 0, 1, 1
21, 21, 5, 0, 1, 1
21, 22, 6, 4, -1, -1
21, 23, 6, 1, 1, 1
21, 24, 6, 0, 1, 1
21, 25, 4, 1, 1, 1
21, 26, 3, 0, 1, 1
21, 27, 2, 0, 1, 1
21, 28, 6, 0, 1, 1
21, 29, 6, 0, 1, 1
21, 30, 5, 1, 1, 1
21, 31, 3, 5, -1, -1
21, 32, 4, 0, 1, 1
21, 33, 5, 6, -1, -1
21, 34, 5, 0, 1, 1
21, 35, 3, 0, 1, 1
21, 36, 6, 5, -1, -1
21, 37, 1, 4, -1, -1
21, 38, 2, 0, 1, 1
21, 39, 6, 6, -1, -1
21, 40, 6, 5, -1, -1
21, 41, 1, 2, -1, -1
21, 42, 2, 0, 1, 1
21, 43, 3, 0, 1, 1
21, 44, 1, 0, 1, 1
21, 45, 2, 1, 1, 1
21, 46, 3, 4, 1, 1
21, 47, 1, 2, -1, -1
21, 48, 4, 6, 1, 1
21, 49, 5, 4, -1, -1
21, 50, 5, 3, 1, 1
21, 51, 6, 0, 1, 1
21, 52, 2, 0, 1, 1
21, 53, 1, 1, 1, 1
21, 54, 6, 3, -1, -1
21, 55, 2, 1, 1, 1
21, 56, 4, 0, 1, 1
21, 57, 2, 5, 1, 1
21, 58, 2, 6, 1, 1
21, 59, 1, 6, 1, 1
21, 60, 5, 6, 1, 1
21, 61, 2, 0, 1, 1
21, 62, 3, 0, 1, 1
21, 63, 5, 0, 1, 1
