observer, trial, targLoc, distLoc, targDiscrim, thoughtNoAttCap
27, 1, 4, 2, 0, 1
27, 2, 4, 2, 1, 1
27, 3, 1, 0, 1, 1
27, 4, 1, 3, 1, 1
27, 5, 5, 0, 1, 1
27, 6, 3, 0, -1, -1
27, 7, 2, 3, 1, 1
27, 8, 4, 0, 1, 1
27, 9, 6, 2, -1, -1
27, 10, 5, 0, 1, 1
27, 11, 5, 2, -1, -1
27, 12, 3, 0, 1, 1
27, 13, 3, 6, -1, -1
27, 14, 3, 0, 1, 1
27, 15, 4, 0, 1, 1
27, 16, 2, 3, 1, 1
27, 17, 6, 6, -1, -1
27, 18, 4, 1, -1, -1
27, 19, 1, 2, 1, 1
27, 20, 6, 0, 1, 1
27, 21, 6, 6, 1, 1
27, 22, 4, 5, 1, 1
27, 23, 6, 0, 1, 1
27, 24, 6, 0, 1, 1
27, 25, 4, 0, 1, 1
27, 26, 6, 0, 1, 1
27, 27, 3, 2, -1, -1
27, 28, 5, 1, 1, 1
27, 29, 6, 3, 1, 1
27, 30, 5, 0, 1, 1
27, 31, 2, 1, -1, -1
27, 32, 6, 0, 1, 1
27, 33, 6, 4, 1, 1
27, 34, 3, 0, 1, 1
27, 35, 2, 6, -1, -1
27, 36, 2, 2, 1, 1
27, 37, 2, 0, 1, 1
27, 38, 1, 0, 1, 1
27, 39, 6, 5, 1, 1
27, 40, 3, 0, 1, 1
27, 41, 5, 0, 1, 1
27, 42, 2, 6, 1, 1
27, 43, 2, 0, 1, 1
27, 44, 2, 0, 1, 1
27, 45, 1, 5, -1, -1
27, 46, 4, 0, 1, 1
27, 47, 1, 2, 1, 1
27, 48, 1, 2, 1, 1
27, 49, 4, 0, 1, 1
27, 50, 1, 1, -1, -1
27, 51, 5, 6, -1, -1
27, 52, 1, 6, -1, -1
27, 53, 3, 1, -1, -1
27, 54, 2, 0, 1, 1
27, 55, 5, 2, 1, 1
27, 56, 1, 4, 1, 1
27, 57, 5, 0, 1, 1
27, 58, 6, 2, -1, -1
27, 59, 5, 4, 1, 1
27, 60, 2, 0, 1, 1
27, 61, 4, 0, 1, 1
27, 62, 5, 0, 1, 1
27, 63, 6, 0, 1, 1
27, 64, 6, 4, -1, -1
27, 65, 2, 4, -1, -1
27, 66, 4, 4, -1, -1
27, 67, 5, 0, 1, 1
27, 68, 2, 0, 1, 1
27, 69, 5, 0, 1, 1
27, 70, 1, 0, -1, -1
27, 71, 6, 0, 1, 1
27, 72, 2, 0, 1, 1
27, 73, 1, 0, 1, 1
27, 74, 4, 6, -1, -1
27, 75, 3, 0, 1, 1
27, 76, 1, 0, 1, 1
27, 77, 5, 3, 1, 1
27, 78, 1, 3, 1, 1
27, 79, 3, 5, 1, 1
27, 80, 4, 0, 1, 1
27, 81, 2, 0, 1, 1
27, 82, 3, 0, 1, 1
27, 83, 5, 6, 1, 1
27, 84, 6, 0, 1, 1
27, 85, 1, 0, 1, 1
27, 86, 6, 0, 1, 1
27, 87, 2, 0, 1, 1
27, 88, 2, 0, 1, 1
27, 89, 4, 0, -1, -1
27, 90, 1, 0, 1, 1
27, 91, 5, 0, 1, 1
27, 92, 3, 6, 1, 1
27, 93, 3, 2, -1, -1
27, 94, 5, 2, 1, 1
27, 95, 4, 0, 1, 1
27, 96, 4, 5, 1, 1
27, 97, 3, 0, 1, 1
27, 98, 3, 0, 1, 1
27, 99, 2, 0, 1, 1
27, 100, 5, 0, 1, 1
27, 101, 2, 2, -1, -1
27, 102, 2, 6, 1, 1
27, 103, 3, 3, -1, -1
27, 104, 1, 0, 1, 1
27, 105, 6, 4, 1, 1
27, 106, 3, 4, -1, -1
27, 107, 3, 1, 1, 1
27, 108, 4, 0, 1, 1
27, 109, 4, 0, 1, 1
27, 110, 1, 0, 1, 1
27, 111, 1, 0, 1, 1
27, 112, 2, 0, 1, 1
27, 113, 4, 0, 1, 1
27, 114, 6, 0, 1, 1
27, 115, 1, 0, 1, 1
27, 116, 4, 0, -1, -1
27, 117, 3, 6, 1, 1
27, 118, 5, 3, 1, 1
27, 119, 3, 0, 1, 1
27, 120, 4, 0, 1, 1
27, 121, 5, 4, -1, -1
27, 122, 5, 1, 1, 1
27, 123, 4, 4, 1, 1
27, 124, 6, 0, 1, 1
27, 125, 3, 0, 1, 1
27, 126, 4, 1, 1, 1
27, 127, 1, 4, 1, 1
27, 128, 4, 0, 1, 1
27, 129, 5, 3, 1, 1
27, 130, 1, 5, 1, 1
27, 131, 1, 0, 1, 1
27, 132, 6, 0, 1, 1
27, 133, 5, 0, 1, 1
27, 134, 2, 0, 1, 1
27, 135, 2, 1, -1, -1
27, 136, 3, 0, 1, 1
27, 137, 4, 5, -1, -1
27, 138, 5, 0, 1, 1
27, 139, 4, 1, -1, -1
27, 140, 3, 0, 1, 1
27, 141, 2, 1, 1, 1
27, 142, 4, 2, 1, 1
27, 143, 3, 2, -1, -1
27, 144, 3, 0, 1, 1
27, 145, 4, 6, 1, 1
27, 146, 5, 5, 1, 1
27, 147, 1, 0, 1, 1
