"observer","trial","x","y","dur","onset","n","aoi","aoi2"
"14",98,248.2,-156.5,1059,2099,5,"1","target"
"14",99,-2.70000000000005,-36.8,250,0,1,"c","centre"
"14",99,14.9,-54.3,243,264,2,"c","centre"
"14",99,8.5,-30.9,791,1165,3,"c","centre"
"14",99,9.60000000000002,236.7,184,1399,4,"3","target"
"14",99,4.39999999999998,268.3,197,1618,5,"3","target"
"14",99,-4.39999999999998,281.8,489,2123,6,"3","target"
"14",100,-14.6,-16.3,385,0,1,"c","centre"
"14",100,-31.1,29.3,21,43,2,"c","centre"
"14",100,-11.3,-31.9,251,504,3,"c","centre"
"14",100,-30.2,-13.9,319,842,4,"c","centre"
"14",100,-1.70000000000005,235.6,187,1078,5,"3","target"
"14",100,2.29999999999995,276.5,196,1300,6,"3","target"
"14",100,-13,285.1,286,1607,7,"3","target"
"14",100,4.60000000000002,268.3,193,1812,8,"3","target"
"14",101,3.39999999999998,-18.7,501,0,1,"c","centre"
"14",101,17.8,-23.2,156,166,2,"c","centre"
"14",101,19.3,-5.79999999999995,204,540,3,"c","centre"
"14",101,33.6,-16.7,191,751,4,"c","centre"
"14",101,-119.2,77.4,215,1010,5,"0","blank"
"14",101,-190.9,109.1,209,1242,6,"4","target"
"14",102,33.9,-5.60000000000002,376,0,1,"c","centre"
"14",102,18.5,-15.7,866,886,2,"c","centre"
"14",102,39.6,156,94,1028,3,"0","blank"
"14",102,26.3,266.4,256,1326,4,"3","target"
"14",103,12.1,-17.5,54,0,1,"c","centre"
"14",103,7.70000000000005,-11.4,1263,1270,2,"c","centre"
"14",103,21.1,-293.3,134,1456,3,"6","target"
"14",103,8.10000000000002,-286.4,148,1623,4,"6","target"
"14",103,22.9,-270.8,211,2069,5,"6","target"
"14",103,4.39999999999998,-269,520,2608,6,"6","target"
"14",104,24.7,-11.4,1343,0,1,"c","centre"
"14",104,-192.1,-11.4,258,308,2,"d4","distracter"
"14",104,-245.5,-12.1,348,679,3,"d4","distracter"
"14",104,-5.5,-268.8,176,906,4,"6","target"
"14",104,16.8,-284,184,1221,5,"6","target"
"14",104,26.1,-266.6,164,1611,6,"6","target"
"14",105,23.5,-26.1,1447,0,1,"c","centre"
"14",105,-195.2,-155,127,183,2,"5","target"
"14",105,-225.7,-146.6,475,681,3,"5","target"
"14",106,-2.10000000000002,-20.2,402,0,1,"c","centre"
"14",106,1.5,-29.2,27,250,2,"c","centre"
"14",106,18.2,-24.7,694,992,3,"c","centre"
"14",106,-163.4,-143.6,154,1194,4,"5","target"
"14",106,-217.6,-150.4,193,1409,5,"5","target"
"14",106,-230,-144.3,305,1722,6,"5","target"
"14",106,-204.8,-144.3,502,2369,7,"5","target"
"14",107,2.79999999999995,-34.1,361,0,1,"c","centre"
"14",107,12.2,-14.6,469,661,2,"c","centre"
"14",107,11.2,-34,194,870,3,"c","centre"
"14",107,-145.1,-34.2,235,1134,4,"0","blank"
"14",107,5.20000000000005,175.8,184,1381,5,"3","target"
"14",107,15.3,252.3,213,1631,6,"3","target"
"14",107,14.7,267.2,253,1892,7,"3","target"
"14",107,8.70000000000005,279.1,371,2279,8,"3","target"
"14",107,17.8,259.5,200,2497,9,"3","target"
"14",107,6.79999999999995,266.9,264,2781,10,"3","target"
"14",107,13.7,258.8,262,3203,11,"3","target"
"14",107,-5.79999999999995,273.1,191,3415,12,"3","target"
"14",108,-4.89999999999998,-26.9,688,0,1,"c","centre"
"14",108,21.8,-38.7,184,208,2,"c","centre"
"14",108,-4.10000000000002,-36.6,546,773,3,"c","centre"
"14",108,-203,-150.6,163,984,4,"5","target"
"14",108,-229.3,-154.7,278,1283,5,"5","target"
"14",108,-242.7,-146.6,292,1594,6,"5","target"
"14",108,-196.8,-142.1,174,1951,7,"5","target"
"14",108,-229.7,-163.5,190,2162,8,"5","target"
"14",108,-228.3,-154.9,220,2390,9,"5","target"
"14",108,-236.8,-152.5,388,2797,10,"5","target"
"14",109,3.60000000000002,-23.3,399,0,1,"c","centre"
"14",109,15.7,-29.8,60,77,2,"c","centre"
"14",109,24.3,-12.8,490,714,3,"c","centre"
"14",109,-2.5,-18.4,159,892,4,"c","centre"
"14",109,-136,-15.3,128,1061,5,"0","blank"
"14",109,233.1,-141.7,275,1393,6,"1","target"
"14",109,250.5,-154.4,277,1689,7,"1","target"
"14",109,236,-151.9,516,2213,8,"1","target"
"14",109,259.9,-159.9,120,2346,9,"1","target"
"14",109,238.8,-142.8,235,2727,10,"1","target"
"14",110,27.5,-13.7,573,0,1,"c","centre"
"14",110,23.2,-11.8,536,671,2,"c","centre"
"14",110,-165.3,-133.5,655,1373,3,"5","target"
"14",110,-201.5,-147.7,752,2145,4,"5","target"
"14",110,-208.8,-140.5,2636,4788,5,"5","target"
"14",110,-194.9,-147.1,226,5022,6,"5","target"
"14",111,-3.10000000000002,-35.6,698,0,1,"c","centre"
"14",111,4.39999999999998,-29.3,619,629,2,"c","centre"
"14",111,-168,-146,651,1328,3,"5","target"
"14",111,-220.6,-150.8,417,1762,4,"5","target"
"14",111,-202.4,-152.5,173,2116,5,"5","target"
"14",111,-228.7,-153.7,210,2337,6,"5","target"
"14",111,-214.1,-146.6,460,2814,7,"5","target"
"14",111,-158.7,-160.5,416,3254,8,"d5","blank"
"14",111,-182.3,-157.7,338,3790,9,"5","target"
"14",111,-6.60000000000002,-264.6,139,3974,10,"6","blank"
"14",112,8.29999999999995,-51,1370,0,1,"c","centre"
"14",112,7.39999999999998,-46.2,60,76,2,"c","centre"
"14",112,37.9,162.7,366,494,3,"0","blank"
"14",112,30.4,265,269,791,4,"3","target"
"14",112,11.7,274.9,1028,1829,5,"3","target"
"14",112,15,267.8,191,2256,6,"3","target"
"14",112,-7.10000000000002,276.8,384,2649,7,"3","target"
"14",113,1.79999999999995,-46.9,401,0,1,"c","centre"
"14",113,6.89999999999998,165.1,499,529,2,"3","blank"
"14",113,14.2,-76.1,510,1085,3,"c","centre"
"14",113,-1.39999999999998,-292.7,176,1311,4,"6","target"
"14",113,-6.60000000000002,-270.9,548,1880,5,"6","target"
"14",113,36.1,-268.6,199,2388,6,"6","target"
"14",113,-0.100000000000023,-288.2,176,2586,7,"6","target"
"14",113,-7.10000000000002,-272.5,303,2897,8,"6","target"
"14",113,-25.8,-257.8,176,3092,9,"6","target"
"14",114,0,-54.5,836,0,1,"c","centre"
"14",114,-5,-56.7,141,154,2,"c","centre"
"14",114,-16.7,-45,364,528,3,"c","centre"
"14",114,149.6,-45.7,297,868,4,"0","blank"
"14",114,244.5,68.5,182,1087,5,"2","target"
"14",114,255.4,100.5,162,1267,6,"2","target"
"14",114,252.3,133.3,306,1584,7,"2","target"
"14",114,243.3,110.7,512,2107,8,"2","target"
"14",114,235.5,114.1,518,2641,9,"2","target"
"14",115,2.89999999999998,-7.5,271,0,1,"c","centre"
"14",115,15,-19.1,951,968,2,"c","centre"
"14",115,10.4,-34.9,121,1104,3,"c","centre"
"14",115,34.3,129.8,124,1277,4,"0","blank"
"14",115,18.2,264.2,165,1484,5,"3","target"
"14",115,-0.399999999999977,275.6,279,1773,6,"3","target"
"14",115,0.200000000000045,281.4,1387,3167,7,"3","target"
"14",115,17.2,273.8,252,3427,8,"3","target"
"14",115,12.2,265.6,197,3791,9,"3","target"
"14",115,-15.7,271.5,400,4202,10,"3","target"
"14",115,-5.70000000000005,276.9,571,4779,11,"3","target"
"14",115,-10.9,278.1,389,5176,12,"3","target"
"14",115,14.2,274.2,281,5477,13,"3","target"
"14",115,1.79999999999995,271.8,503,5987,14,"3","target"
"14",115,-17.5,259.7,223,6220,15,"3","target"
"14",116,0.600000000000023,-11,217,0,1,"c","centre"
"14",116,1.20000000000005,229.1,748,842,2,"3","blank"
"14",116,0.5,-225.9,232,1138,3,"6","blank"
"14",116,-158.7,-158.5,175,1357,4,"5","target"
"14",116,-211,-131.7,425,1806,5,"5","target"
"14",116,-222.2,-133.6,965,2787,6,"5","target"
"14",116,-211.8,-126.1,270,3225,7,"5","target"
"14",116,-225,-144.5,357,3602,8,"5","target"
"14",117,29,-8.5,1265,0,1,"c","centre"
"14",117,233.6,-158.8,153,201,2,"1","target"
"14",117,252.2,-144.8,754,975,3,"1","target"
"14",118,13.8,-22.3,682,0,1,"c","centre"
"14",118,33.1,-26.8,155,164,2,"c","centre"
"14",118,27.6,1.10000000000002,127,437,3,"c","centre"
"14",118,31.4,-15.5,135,579,4,"c","centre"
"14",118,-178.7,-144.8,322,954,5,"5","target"
"14",118,-210.2,-155.7,218,1192,6,"5","target"
"14",118,-222.3,-143.7,322,1532,7,"5","target"
"14",118,-211.9,-157.8,153,1703,8,"5","target"
"14",119,14.5,-13.1,825,0,1,"c","centre"
"14",119,34.1,-5.70000000000005,171,379,2,"c","centre"
"14",119,263.5,-42.1,246,658,3,"d1","distracter"
"14",119,281.9,-40.7,566,1230,4,"d1","distracter"
"14",119,-163.4,104.6,156,1446,5,"4","target"
"14",119,-218.8,122.3,284,1762,6,"4","target"
"14",119,-224.6,115.5,323,2225,7,"4","target"
"14",119,-206.2,117.7,320,2552,8,"4","target"
"14",120,54.5,12,1297,0,1,"c","centre"
"14",120,70.8,41.4,127,144,2,"c","centre"
"14",120,-69.6,203.8,405,601,3,"d3","distracter"
"14",120,213.4,-112.8,108,771,4,"1","target"
"14",120,244.7,-144.7,354,1150,5,"1","target"
"14",120,258,-133.8,241,1613,6,"1","target"
"14",120,240.7,-154.9,786,2410,7,"1","target"
"14",120,268.7,-162.3,142,2573,8,"1","target"
"14",121,15.7,-21,1266,0,1,"c","centre"
"14",121,-151.5,-140.8,531,581,2,"5","target"
"14",121,-217.9,-141.8,370,972,3,"5","target"
"14",122,16.8,-11.7,476,0,1,"c","centre"
"14",122,21.3,-16.8,602,762,2,"c","centre"
"14",122,-143.4,-172.8,3062,3872,3,"d5","distracter"
"14",123,-4.89999999999998,-35,668,0,1,"c","centre"
"14",123,3.29999999999995,-19.2,161,528,2,"c","centre"
"14",123,-92.2,-39.6,733,1284,3,"0","blank"
"14",123,212.7,-152,465,1798,4,"1","target"
"14",124,15.8,-6.79999999999995,948,0,1,"c","centre"
"14",124,34.1,-12.2,574,593,2,"c","centre"
"14",124,-182.1,-132.4,236,884,3,"5","target"
"14",125,18.1,-12.7,316,0,1,"c","centre"
"14",125,30.9,-21.4,251,258,2,"c","centre"
"14",125,17.6,-24,810,1219,3,"c","centre"
"14",125,33.5,158.3,108,1376,4,"0","blank"
"14",125,17.5,265.2,145,1561,5,"3","target"
"14",125,6.20000000000005,282.8,555,2129,6,"3","target"
"14",126,-1,-47.9,1362,0,1,"c","centre"
"14",127,-7.39999999999998,-23.1,60,0,1,"c","centre"
"14",127,-22.4,-5.70000000000005,173,182,2,"c","centre"
"14",127,9.60000000000002,-27.2,149,351,3,"c","centre"
"14",127,23.1,-23.9,320,812,4,"c","centre"
"14",127,2.39999999999998,-35.2,494,1314,5,"c","centre"
"14",127,-192.1,-157.1,152,1512,6,"5","target"
"14",128,22,-18.7,1255,0,1,"c","centre"
"14",128,17.8,-33.8,40,64,2,"c","centre"
"14",128,20,-39.1,11,159,3,"c","centre"
"14",128,-171.3,80.1,212,531,4,"4","target"
"14",128,-216.8,113.6,377,928,5,"4","target"
"14",128,-236.8,130.1,530,1476,6,"4","target"
"14",129,16.6,-39.3,506,0,1,"c","centre"
"14",129,15.9,-42.4,109,149,2,"c","centre"
"14",129,17,-48.1,122,385,3,"c","centre"
"14",129,16.2,-39.5,251,756,4,"c","centre"
"14",129,223,-140.3,167,1063,5,"1","target"
"14",129,251,-167,171,1255,6,"1","target"
"14",129,234.1,-159.7,274,1537,7,"1","target"
"14",129,255,-154.4,227,1778,8,"1","target"
"14",129,234.6,-133.1,248,2239,9,"1","target"
"14",130,12.4,-69.7,656,0,1,"c","centre"
"14",130,-5.79999999999995,-66,519,532,2,"c","centre"
"14",130,-9,-71.2,33,571,3,"c","centre"
"14",130,-8.89999999999998,-70.9,32,616,4,"c","centre"
"14",130,-7.29999999999995,-62.8,65,695,5,"c","centre"
"14",130,-7.5,-67.8,30,740,6,"c","centre"
"14",130,-192.8,-149.8,165,965,7,"5","target"
"14",130,-233.8,-159.7,488,1476,8,"5","target"
"14",131,5.79999999999995,-68.8,74,0,1,"c","centre"
"14",131,5.70000000000005,-72.8,788,808,2,"c","centre"
"14",131,-2.39999999999998,-69,323,1319,3,"c","centre"
"14",131,-2,-73.2,32,1368,4,"c","centre"
"14",131,136.3,141.3,170,1593,5,"d2","distracter"
"14",131,162.9,218,75,1706,6,"d2","distracter"
"14",131,237.3,105.3,2329,4078,7,"2","target"
"14",131,246.9,98,131,4228,8,"2","target"
"14",132,-1.60000000000002,-28.9,278,0,1,"c","centre"
"14",132,13.7,-38.4,39,61,2,"c","centre"
"14",132,21.2,-21.7,185,420,3,"c","centre"
"14",132,-6.79999999999995,-25,759,1186,4,"c","centre"
"14",132,25.3,67.9,112,1343,5,"c","centre"
"14",132,2.5,252.9,410,1802,6,"3","target"
"14",132,12.1,252.5,245,2343,7,"3","target"
"14",132,19.3,227.7,99,2464,8,"3","target"
"14",133,16.7,-6.10000000000002,305,0,1,"c","centre"
"14",133,26.1,57.3,143,168,2,"c","centre"
"14",133,25.8,-36,185,393,3,"c","centre"
"14",133,18.7,-21.3,708,1120,4,"c","centre"
"14",133,-166.9,78.6,144,1311,5,"4","target"
"14",133,-208.5,116.6,174,1510,6,"4","target"
"14",133,-231.3,127.3,435,1954,7,"4","target"
"14",133,-202.3,120.3,281,2399,8,"4","target"
"14",133,-231,127.1,211,2629,9,"4","target"
"14",133,-195.1,95.1,248,3137,10,"4","target"
"14",134,26.4,-10,752,0,1,"c","centre"
"14",134,43.8,-19.3,49,57,2,"c","centre"
"14",134,53.8,-15.5,125,321,3,"c","centre"
"14",134,244.1,32.8,117,485,4,"d1","blank"
"14",134,-68.2,-55.9,101,645,5,"c","centre"
"14",134,33.3,244.7,218,930,6,"3","target"
"14",134,9.79999999999995,265.1,246,1196,7,"3","target"
"14",134,-3.70000000000005,268.7,440,1655,8,"3","target"
"14",134,17.7,247.9,543,2394,9,"3","target"
"14",134,147.3,157.1,226,2666,10,"d2","blank"
"14",134,174.7,163.2,121,2967,11,"2","blank"
"14",135,18.2,-22.4,327,0,1,"c","centre"
"14",135,27.8,-29,215,362,2,"c","centre"
"14",135,2.10000000000002,-21.8,772,1141,3,"c","centre"
"14",135,244.2,-152.5,485,1676,4,"1","target"
"14",135,239.4,-120.6,174,2084,5,"1","target"
"14",135,251.1,-153.5,486,2591,6,"1","target"
"14",135,226.8,-140.8,282,2893,7,"1","target"
"14",136,15.3,-24.1,31,0,1,"c","centre"
"14",136,1.70000000000005,-14.2,331,346,2,"c","centre"
"14",136,16.9,-9.29999999999995,181,634,3,"c","centre"
"14",136,15.8,-14.5,584,1227,4,"c","centre"
"14",136,220.3,79.5,163,1438,5,"2","target"
"14",136,239.5,118.6,622,2083,6,"2","target"
"14",136,260.6,95.2,145,2249,7,"2","target"
"14",137,-1,-55.9,309,0,1,"c","centre"
"14",137,43.6,-25.6,229,399,2,"c","centre"
"14",137,-3,-23.9,698,1109,3,"c","centre"
"14",137,12,236.6,137,1296,4,"3","target"
"14",137,4.20000000000005,272.8,198,1514,5,"3","target"
"14",137,-6.79999999999995,284.6,278,1799,6,"3","target"
"14",137,-125.8,238.2,210,2053,7,"d3","distracter"
"14",137,-12.9,266.4,229,2322,8,"3","target"
"14",138,8.29999999999995,-20.3,371,0,1,"c","centre"
"14",138,28.7,200.4,212,243,2,"3","blank"
"14",138,15.9,-31.3,678,971,3,"c","centre"
"14",138,-179.4,-164.4,5314,6337,4,"5","target"
"14",139,-9.39999999999998,-35.8,159,0,1,"c","centre"
"14",139,-11.5,-63.3,689,724,2,"c","centre"
"14",139,4.20000000000005,-57.8,169,909,3,"c","centre"
"14",139,1.5,-54.6,217,1179,4,"c","centre"
"14",139,1.60000000000002,-38.2,209,1434,5,"c","centre"
"14",139,2.10000000000002,-28,197,1654,6,"c","centre"
"14",139,-85.6,56.2,141,1837,7,"0","blank"
"14",139,-199.5,117.1,188,2056,8,"4","target"
"14",139,-226.7,135,166,2241,9,"4","target"
"14",139,-241.6,137.8,128,2384,10,"4","target"
"14",139,-241.7,132.3,590,3073,11,"4","target"
"14",139,-192.5,128.3,276,3370,12,"4","target"
"14",139,-210.4,129.7,252,3632,13,"4","target"
"14",139,-223.4,138.1,249,3900,14,"4","target"
"14",139,-234.8,146,339,4260,15,"4","target"
"14",139,-223.4,136,309,4670,16,"4","target"
"14",139,-200.4,127.3,470,5150,17,"4","target"
"14",139,-219.1,130.8,196,5356,18,"4","target"
"14",139,-1.5,215.2,139,5545,19,"3","blank"
"14",139,-202.1,131.3,246,5838,20,"4","target"
"14",139,-223.5,131.8,282,6139,21,"4","target"
"14",139,-207.5,128.5,461,6693,22,"4","target"
"14",139,-190.3,124.4,301,7000,23,"4","target"
"14",139,-215.8,125.4,116,7134,24,"4","target"
"14",139,-227.7,-254.7,21,7199,25,"0","blank"
"14",139,-215.9,139.8,213,7466,26,"4","target"
"14",140,34.3,-14.9,358,0,1,"c","centre"
"14",140,19.2,-9.5,232,239,2,"c","centre"
"14",140,14.3,-15.4,619,980,3,"c","centre"
"14",140,29.6,50.6,136,1141,4,"c","centre"
"14",140,22.8,273.6,232,1426,5,"3","target"
"14",140,2.70000000000005,273.2,248,1692,6,"3","target"
"14",140,29.6,245.4,144,2017,7,"3","target"
"14",140,16.6,275,337,2375,8,"3","target"
"14",141,8.29999999999995,-9.39999999999998,478,0,1,"c","centre"
"14",141,12.5,-17,349,460,2,"c","centre"
"14",141,15.9,-26.1,638,1116,3,"c","centre"
"14",141,-189.9,-144.2,179,1344,4,"5","target"
"14",141,-226.4,-143.8,473,1838,5,"5","target"
"14",141,-211,-149.5,154,2010,6,"5","target"
"14",141,-222.8,-134.1,279,2305,7,"5","target"
"14",142,11.7,-15.2,333,0,1,"c","centre"
"14",142,27.9,-23.6,1031,1039,2,"c","centre"
"14",142,-161.4,-127.8,270,1353,3,"5","target"
"14",143,29.3,-57.5,111,0,1,"c","centre"
"14",143,29.8,-65.9,1132,1162,2,"c","centre"
"14",143,241,68.9,912,2120,3,"2","target"
"14",144,21.5,-15.6,1298,0,1,"c","centre"
"14",144,-161.2,-134.4,117,166,2,"5","target"
"14",144,-208.7,-149.3,166,437,3,"5","target"
"14",144,-221.2,-137.6,633,1086,4,"5","target"
"14",144,-205.3,-147.7,229,1327,5,"5","target"
"14",144,-221.9,-144.9,197,1540,6,"5","target"
"14",144,-229.5,-146.3,340,1898,7,"5","target"
"14",144,-203.4,-160.9,280,2198,8,"5","target"
"14",144,-200.2,-136.4,208,2594,9,"5","target"
"14",144,-173.7,-160.5,237,2854,10,"5","target"
"14",145,31.4,-20,1779,0,1,"c","centre"
"14",146,16.1,-16.6,727,0,1,"c","centre"
"14",146,28.8,-24.7,581,590,2,"c","centre"
"14",146,37.1,107.4,102,735,3,"0","blank"
"14",146,27.8,277.3,249,1029,4,"3","target"
"14",146,12.1,277.8,211,1247,5,"3","target"
"14",146,28.4,261.3,195,1631,6,"3","target"
"14",146,189.3,202.3,125,1799,7,"d2","blank"
"14",147,31.6,-28,821,0,1,"c","centre"
"14",147,35.9,-31.6,423,442,2,"c","centre"
"14",147,158,210.8,194,690,3,"d2","distracter"
"14",147,157.6,226,105,803,4,"d2","distracter"
"14",147,259.4,101.9,472,1317,5,"2","target"
"14",148,29.7,-3.70000000000005,530,0,1,"c","centre"
"14",148,24.6,-20.3,474,489,2,"c","centre"
"14",148,26.3,-10.3,130,767,3,"c","centre"
"14",148,20.2,0.200000000000045,422,1296,4,"c","centre"
"14",148,82.5999999999999,-61,529,1850,5,"0","blank"
"14",148,36.7,-29.3,221,2523,6,"c","centre"
"14",148,-104.2,101.7,163,2736,7,"0","blank"
"14",148,-207.1,132.5,156,2929,8,"4","target"
"14",148,-233.9,142,289,3238,9,"4","target"
"14",148,-223.9,131,151,3406,10,"4","target"
"14",148,-227.4,136,308,3731,11,"4","target"
"14",148,-200.1,125.2,189,3941,12,"4","target"
"14",148,-222,132.5,838,4799,13,"4","target"
"14",148,-223,134.2,330,5147,14,"4","target"
"14",148,-206.2,121.2,156,5436,15,"4","target"
"14",148,-226.3,127.4,145,5598,16,"4","target"
"14",149,15.6,-5.5,1465,0,1,"c","centre"
"14",149,-164.5,-131.8,148,194,2,"5","target"
"14",149,-221.5,-136.1,466,683,3,"5","target"
"14",149,-190.8,-139.4,235,999,4,"5","target"
"14",149,-165,-157.5,351,1371,5,"5","target"
"14",149,-28.2,-115.3,472,1868,6,"0","blank"
"14",149,-194.8,-146.3,218,2130,7,"5","target"
"14",149,-220.4,-145.1,926,3075,8,"5","target"
"14",149,-203.2,-154.8,156,3250,9,"5","target"
"14",150,5.60000000000002,-8.60000000000002,258,0,1,"c","centre"
"14",150,24.7,-20.4,82,91,2,"c","centre"
"14",150,28.1,-19.9,448,663,3,"c","centre"
"14",150,14.2,-20,331,1002,4,"c","centre"
"14",150,-103.6,-204.8,138,1188,5,"d5","distracter"
"14",150,9.20000000000005,194.1,112,1364,6,"3","target"
"14",150,26.6,271.3,180,1583,7,"3","target"
"14",150,20,281.9,345,1934,8,"3","target"
"14",150,10.1,274.3,114,2171,9,"3","target"
"14",150,294.6,105,263,2491,10,"2","blank"
"14",150,55.1,280.9,216,2760,11,"3","target"
"14",150,17.2,287.3,227,3003,12,"3","target"
"14",150,261.5,150.4,201,3237,13,"2","blank"
"14",150,56.9,261.7,47,3327,14,"3","target"
"14",150,30.3,282.6,96,3581,15,"3","target"
"14",150,261.6,141.8,138,3769,16,"2","blank"
"14",150,46.4,288.9,248,4069,17,"3","target"
"14",150,14.3,285.1,736,4827,18,"3","target"
"14",150,29.7,269.9,736,5570,19,"3","target"
"14",151,32.6,-24.9,1242,0,1,"c","centre"
"14",151,56.5,206.5,137,188,2,"d2","blank"
"14",151,37.7,249,460,671,3,"3","target"
"14",151,54.9,234.1,287,1132,4,"3","target"
"14",152,70.9000000000001,5.10000000000002,1392,0,1,"c","centre"
"14",152,-133.9,118,268,321,2,"4","target"
"14",152,-184.2,127.4,228,570,3,"4","target"
"14",152,-201.8,127.4,206,793,4,"4","target"
"14",153,18.8,-17.9,1454,0,1,"c","centre"
"14",153,19.3,-266,583,633,2,"6","target"
"14",154,36.3,-15.6,1272,0,1,"c","centre"
"14",154,26.6,-234.5,139,189,2,"6","target"
"14",155,28.1,-20.3,1370,0,1,"c","centre"
"14",155,-4.39999999999998,-243.3,134,185,2,"6","target"
"14",155,27.3,-266,1729,1933,3,"6","target"
"14",155,14,-255.3,577,2529,4,"6","target"
"14",156,96.3,-10.7,355,0,1,"c","centre"
"14",156,38,-24.9,1107,1132,2,"c","centre"
"14",156,165.6,-98.5,117,1292,3,"1","target"
"14",156,244.8,-133,413,1739,4,"1","target"
"14",156,277.4,-134.6,422,2181,5,"1","target"
"14",157,17.2,-37.7,1383,0,1,"c","centre"
"14",157,45,-268.3,176,230,2,"6","target"
"14",157,8.39999999999998,-272.2,621,872,3,"6","target"
"14",158,24.1,-38.4,1365,0,1,"c","centre"
"14",158,212.7,-118.6,124,169,2,"1","target"
"14",158,245.8,-141.3,528,717,3,"1","target"
"14",159,28.1,-36.5,1279,0,1,"c","centre"
"14",159,125.4,168.3,152,203,2,"d2","distracter"
"14",159,33.6,259,310,552,3,"3","target"
"14",160,17.5,-36.7,1395,0,1,"c","centre"
"14",160,44.9,-297.9,175,228,2,"6","target"
"14",160,18.5,-282.7,271,511,3,"6","target"
"14",160,11.5,-277.4,413,932,4,"6","target"
"14",160,38.8,-275.8,199,1139,5,"6","target"
"14",160,73.4000000000001,-282.4,801,1956,6,"6","target"
"14",161,16.2,-38.2,1228,0,1,"c","centre"
"14",161,231.7,-136.1,274,321,2,"1","target"
"14",162,19.1,-35.4,1415,0,1,"c","centre"
"14",162,-10.1,71.4,1054,1081,2,"c","centre"
"14",162,-144,-129.9,279,1411,3,"5","target"
"14",162,-204.2,-141.9,294,1729,4,"5","target"
"14",162,-201.5,-132.7,206,2123,5,"5","target"
"14",162,-221.4,-136,560,2694,6,"5","target"
"14",162,-182.2,-136.3,393,3108,7,"5","target"
"14",162,-139.4,-137.6,261,3385,8,"5","target"
"14",162,-209.7,-131.9,488,3898,9,"5","target"
"14",162,-182.3,-132.2,173,4279,10,"5","target"
"14",162,-202.6,-150.2,204,4494,11,"5","target"
"14",163,16.5,-38,356,0,1,"c","centre"
"14",163,23,-39.6,521,539,2,"c","centre"
"14",163,20.5,-31.6,190,891,3,"c","centre"
"14",163,237.9,-132.9,270,1194,4,"1","target"
"14",163,247.3,-144.7,552,1768,5,"1","target"
"14",164,34.4,-30,345,0,1,"c","centre"
"14",164,26.3,-20,236,404,2,"c","centre"
"14",164,38.2,-31.5,180,602,3,"c","centre"
"14",164,26.1,-36.5,295,912,4,"c","centre"
"14",164,-131.9,-42.6,187,1142,5,"0","blank"
"14",164,-177.7,-137.5,194,1378,6,"5","target"
"14",164,-203.6,-145.1,670,2069,7,"5","target"
"14",164,22.9,-45.1,59,2362,8,"c","centre"
"14",164,-174.7,-133.4,226,2634,9,"5","target"
"14",164,-158.8,-144.8,734,3388,10,"5","target"
"14",164,-187.4,-141.1,143,3552,11,"5","target"
"14",164,-201.6,-129.8,186,3755,12,"5","target"
"14",164,-183.6,-123.5,156,4062,13,"5","target"
"14",164,-188.8,-141.5,231,4301,14,"5","target"
"14",164,-205.9,-138.1,284,4593,15,"5","target"
"14",165,26,-41.8,1494,0,1,"c","centre"
"14",165,48,84.4,118,165,2,"c","centre"
"14",165,36.6,258.7,175,386,3,"3","target"
"14",165,25.8,271.6,262,655,4,"3","target"
"14",165,25,273.5,596,1266,5,"3","target"
"14",166,35.3,-38.1,1343,0,1,"c","centre"
"14",166,224.9,65.8,130,180,2,"2","target"
"14",166,249.2,94,938,1137,3,"2","target"
"14",167,19.6,-39.6,1837,0,1,"c","centre"
"14",167,-79.8,51,159,182,2,"c","centre"
"14",168,12.1,-34.3,1439,0,1,"c","centre"
"14",168,18.5,-295.3,201,236,2,"6","target"
"14",169,34.3,-36,1337,0,1,"c","centre"
"14",169,42.4,139.4,114,162,2,"0","blank"
"14",169,17.5,275.5,417,624,3,"3","target"
"14",170,-0.299999999999955,-33.8,282,0,1,"c","centre"
"14",170,13.3,-34.2,1223,1231,2,"c","centre"
"14",170,215.8,-139.9,150,1424,3,"1","target"
"14",170,240.4,-143.4,212,1654,4,"1","target"
"14",170,252,-133.2,378,2039,5,"1","target"
"14",171,4.70000000000005,-33.3,1362,0,1,"c","centre"
"14",171,192.9,-123.4,143,188,2,"1","target"
"14",171,229.4,-142.2,358,568,3,"1","target"
"14",171,241.2,-125.3,838,1557,4,"1","target"
"14",171,254.4,-117.9,196,1963,5,"1","target"
"14",172,13.2,-45.7,1289,0,1,"c","centre"
"14",172,-69,19,125,146,2,"c","centre"
"14",172,-207.8,111,179,352,3,"4","target"
"14",172,-224.3,130,1308,1669,4,"4","target"
"14",173,-8.70000000000005,-35.4,241,0,1,"c","centre"
"14",173,14.8,-39.7,983,1002,2,"c","centre"
"14",173,-160.5,-130.2,120,1168,3,"5","target"
"14",173,-200.9,-150.9,658,1848,4,"5","target"
"14",174,16.5,-42.7,1510,0,1,"c","centre"
"14",174,9.39999999999998,-284.4,714,766,2,"6","target"
"14",175,9.10000000000002,-33.7,767,0,1,"c","centre"
"14",175,23.6,-50.2,437,446,2,"c","centre"
"14",175,241.3,75.2,159,653,3,"2","target"
"14",176,12,-33.8,578,0,1,"c","centre"
"14",176,26.8,-37.1,676,685,2,"c","centre"
"14",176,-55.5,21.3,121,833,3,"c","centre"
"14",176,-204.3,111.2,170,1032,4,"4","target"
