"observer","trial","x","y","dur","n","aoi","aoi2"
"1",1,0.299999999999955,-3.89999999999998,1420,1,"c","centre"
"1",2,-1.5,-4.29999999999995,1378,1,"c","centre"
"1",2,245.4,-32.1,142,2,"d1","distracter"
"1",2,1.20000000000005,202.2,120,3,"3","target"
"1",3,3.10000000000002,5.60000000000002,1403,1,"c","centre"
"1",3,4.10000000000002,211.2,157,2,"3","target"
"1",4,3.60000000000002,-3,1251,1,"c","centre"
"1",4,65.5,-41.1,190,2,"c","centre"
"1",4,117.2,-168.9,193,3,"d6","distracter"
"1",4,231.8,-135,3188,4,"1","target"
"1",5,4.60000000000002,-8.20000000000005,1888,1,"c","centre"
"1",6,4.5,-0.700000000000045,1327,1,"c","centre"
"1",7,-11.7,2.10000000000002,1221,1,"c","centre"
"1",7,-238.8,-15.5,165,2,"d4","distracter"
"1",7,-263.6,-10.9,453,3,"d4","distracter"
"1",7,205.2,-165.8,153,4,"1","target"
"1",8,-3.29999999999995,-2.79999999999995,1233,1,"c","centre"
"1",8,-108.6,30.3,131,2,"0","blank"
"1",9,-8.5,8.79999999999995,1236,1,"c","centre"
"1",9,128.6,-58.9,142,2,"0","blank"
"1",9,238.5,-149.5,541,3,"1","target"
"1",10,-9.10000000000002,-5.89999999999998,1313,1,"c","centre"
"1",11,-11.9,-2.20000000000005,1587,1,"c","centre"
"1",11,4.20000000000005,236.2,2190,2,"3","target"
"1",12,-14.4,-6.79999999999995,1200,1,"c","centre"
"1",13,-3.10000000000002,10.3,328,1,"c","centre"
"1",13,-66.7,0.299999999999955,197,2,"c","centre"
"1",13,-13.7,-5.79999999999995,230,3,"c","centre"
"1",13,-2.60000000000002,-1.39999999999998,572,4,"c","centre"
"1",14,-13.1,-18.2,1393,1,"c","centre"
"1",14,-196.6,-22.2,152,2,"d4","distracter"
"1",14,-272.5,-13.4,182,3,"d4","distracter"
"1",14,196.3,120.8,254,4,"2","target"
"1",15,-13.5,5.89999999999998,1360,1,"c","centre"
"1",15,216.1,-3.60000000000002,290,2,"d1","distracter"
"1",16,-14.6,0.399999999999977,268,1,"c","centre"
"1",16,-7.39999999999998,146,899,2,"0","blank"
"1",16,-167.3,111.6,165,3,"4","target"
"1",17,-2.70000000000005,12.9,1506,1,"c","centre"
"1",17,-14.5,-272.9,117,2,"6","target"
"1",18,-7.39999999999998,-14.8,427,1,"c","centre"
"1",18,-16.9,48.9,903,2,"c","centre"
"1",18,-129.7,-214.7,244,3,"d5","distracter"
"1",18,180.3,128.7,168,4,"2","target"
"1",19,-11.1,-2.60000000000002,1417,1,"c","centre"
"1",20,-15.6,-3.10000000000002,1240,1,"c","centre"
"1",20,-115.1,-43.5,608,2,"0","blank"
"1",20,-194.1,-93.4,218,3,"5","target"
"1",21,-14.2,-28.3,453,1,"c","centre"
"1",21,-25.2,-1.39999999999998,761,2,"c","centre"
"1",21,-216.3,-107.8,318,3,"5","target"
"1",22,-4.5,-8.70000000000005,292,1,"c","centre"
"1",22,-17.7,7.39999999999998,1028,2,"c","centre"
"1",23,-9.5,-23.7,1255,1,"c","centre"
"1",23,-107.9,73.9,129,2,"0","blank"
"1",23,-193.6,145.7,162,3,"4","target"
"1",23,-245.2,109.5,1946,4,"4","target"
"1",24,-15.7,9.20000000000005,1254,1,"c","centre"
"1",24,-67.9,-20.8,203,2,"c","centre"
"1",25,-15.2,-11.8,359,1,"c","centre"
"1",25,-53.2,-6.70000000000005,175,2,"c","centre"
"1",25,-17,-5.60000000000002,803,3,"c","centre"
"1",26,-16.4,-21.7,1220,1,"c","centre"
"1",26,173.2,-147.2,203,2,"1","target"
"1",26,228.4,-122.2,4013,3,"1","target"
"1",27,8.29999999999995,-16.6,2159,1,"c","centre"
"1",27,-247.7,104.3,229,2,"4","target"
"1",27,-240.9,115.6,2901,3,"4","target"
"1",28,-12.2,-14.1,463,1,"c","centre"
"1",28,-98.9,12.5,216,2,"c","centre"
"1",28,-237.9,108.2,192,3,"4","blank"
"1",28,-38,4.89999999999998,293,4,"c","centre"
"1",28,99.4000000000001,29.3,943,5,"0","blank"
"1",29,-10.3,-8.39999999999998,1357,1,"c","centre"
"1",29,-24.5,205.9,127,2,"3","target"
"1",30,-15.8,-6.5,1341,1,"c","centre"
"1",30,45.2,-243.3,83,2,"6","target"
"1",30,-9.20000000000005,-250.8,1357,3,"6","target"
"1",31,-2.5,6.29999999999995,357,1,"c","centre"
"1",31,-22,3.5,854,2,"c","centre"
"1",32,-18.5,-7.79999999999995,1259,1,"c","centre"
"1",33,-19.7,-17.8,303,1,"c","centre"
"1",33,-21.2,1.60000000000002,931,2,"c","centre"
"1",33,-142.3,-188.1,321,3,"d5","distracter"
"1",33,-250.5,94,196,4,"4","target"
"1",34,-11.6,-14.1,284,1,"c","centre"
"1",34,-17.4,60.6,259,2,"c","centre"
"1",34,-5.29999999999995,5.39999999999998,817,3,"c","centre"
"1",34,-189.6,52.4,60,4,"4","target"
"1",34,-232.5,123.8,1038,5,"4","target"
"1",35,-12.9,-14.6,1309,1,"c","centre"
"1",35,-142.3,-219.9,278,2,"d5","distracter"
"1",36,-5.79999999999995,2.60000000000002,1421,1,"c","centre"
"1",36,-25.9,-283.5,111,2,"6","target"
"1",37,-12.9,-12.7,235,1,"c","centre"
"1",37,-22.4,5.70000000000005,814,2,"c","centre"
"1",38,-14.7,-8.10000000000002,1348,1,"c","centre"
"1",38,-23.1,241.9,155,2,"3","target"
"1",39,-23.2,-11.6,1233,1,"c","centre"
"1",39,180.1,-118.4,145,2,"1","target"
"1",40,-6.20000000000005,-10.3,1423,1,"c","centre"
"1",41,-15.3,-35.5,1247,1,"c","centre"
"1",42,-9.39999999999998,-7.60000000000002,1221,1,"c","centre"
"1",42,-110.6,161.1,115,2,"d3","distracter"
"1",42,-133.4,237.7,71,3,"d3","distracter"
"1",42,12.3,266.3,160,4,"3","target"
"1",43,-12.8,4.20000000000005,1223,1,"c","centre"
"1",43,-34,239.8,168,2,"3","target"
"1",44,-17.7,3.70000000000005,1285,1,"c","centre"
"1",44,-163.2,206.8,361,2,"d3","distracter"
"1",44,230.1,-130.7,217,3,"1","target"
"1",45,-2.10000000000002,-4.70000000000005,285,1,"c","centre"
"1",45,-13.2,11.4,992,2,"c","centre"
"1",45,-276.5,34.4,200,3,"d4","distracter"
"1",45,-24.3,-299.9,114,4,"6","target"
"1",46,-8.89999999999998,-12.4,295,1,"c","centre"
"1",46,-14,2.79999999999995,948,2,"c","centre"
"1",46,191.1,1,139,3,"d1","distracter"
"1",46,258.4,3.20000000000005,165,4,"d1","distracter"
"1",47,-14.1,4.20000000000005,694,1,"c","centre"
"1",47,-6.39999999999998,32,510,2,"c","centre"
"1",47,-139.8,201.1,174,3,"d3","distracter"
"1",48,-22.5,7.89999999999998,1232,1,"c","centre"
"1",48,-177.5,27.6,125,2,"d4","distracter"
"1",49,-1,1.5,417,1,"c","centre"
"1",49,-21.7,26.8,791,2,"c","centre"
"1",49,246.1,12.9,162,3,"d1","distracter"
"1",50,-4.89999999999998,34.5,1413,1,"c","centre"
"1",51,-6.79999999999995,-17.6,176,1,"c","centre"
"1",51,-47.7,105.5,204,2,"0","blank"
"1",51,19.9,-17.8,808,3,"c","centre"
"1",52,-9.39999999999998,-13.4,1248,1,"c","centre"
"1",52,143,178.3,336,2,"d2","distracter"
"1",53,-3.20000000000005,-25.4,1272,1,"c","centre"
"1",53,149.2,-237.1,140,2,"d6","distracter"
"1",54,-6.29999999999995,-2.89999999999998,1256,1,"c","centre"
"1",54,260.4,-17.8,204,2,"d1","distracter"
"1",55,-3.79999999999995,-4.70000000000005,1248,1,"c","centre"
"1",55,-30.9,-225.3,176,2,"6","target"
"1",56,3.29999999999995,-0.600000000000023,1216,1,"c","centre"
"1",56,-278.5,-9.89999999999998,300,2,"d4","distracter"
"1",56,196.3,-144.7,148,3,"1","target"
"1",57,-3.20000000000005,-2,1216,1,"c","centre"
"1",58,-6.20000000000005,-8.5,1268,1,"c","centre"
"1",58,-7.79999999999995,187.4,132,2,"3","target"
"1",59,-3.70000000000005,8.39999999999998,204,1,"c","centre"
"1",59,-14.8,-9.70000000000005,1160,2,"c","centre"
"1",60,-7,-5.70000000000005,1396,1,"c","centre"
"1",61,-10,-15.4,1528,1,"c","centre"
"1",62,10.9,2.29999999999995,1296,1,"c","centre"
"1",62,-81.7,212.9,96,2,"d3","distracter"
"1",63,-19,-7.79999999999995,356,1,"c","centre"
"1",63,0.399999999999977,94.6,276,2,"c","centre"
"1",63,-22.6,65,552,3,"c","centre"
"1",64,-5.79999999999995,-3.60000000000002,1364,1,"c","centre"
"1",64,-11.3,204.6,144,2,"3","target"
"1",64,-9.5,242.3,2196,3,"3","target"
"1",65,-5.29999999999995,-9.39999999999998,300,1,"c","centre"
"1",65,-26.2,29.7,276,2,"c","centre"
"1",65,-4,7.10000000000002,828,3,"c","centre"
"1",65,-21.2,-277.5,136,4,"6","target"
"1",66,-11.1,-13.5,1252,1,"c","centre"
"1",66,-166.7,37.6,116,2,"d4","blank"
"1",67,11.5,-10.7,344,1,"c","centre"
"1",67,-22.7,-21.5,264,2,"c","centre"
"1",67,-7.79999999999995,-13.4,784,3,"c","centre"
"1",68,-14.5,-24.8,1284,1,"c","centre"
"1",68,-232.2,-124.1,240,2,"5","target"
"1",69,-16.9,-15.7,1244,1,"c","centre"
"1",69,-20.5,228.4,168,2,"3","target"
"1",70,-12.2,-7.20000000000005,1328,1,"c","centre"
"1",71,-16.4,-12.1,1248,1,"c","centre"
"1",71,156.7,118.2,136,2,"2","target"
"1",71,119.3,193.2,940,3,"d2","distracter"
"1",72,-5.10000000000002,6.60000000000002,1240,1,"c","centre"
"1",72,-24.3,235.2,168,2,"3","target"
"1",73,-5.10000000000002,-9.89999999999998,1228,1,"c","centre"
"1",73,-173.6,-228.1,116,2,"d5","distracter"
"1",74,-1.89999999999998,-26.4,256,1,"c","centre"
"1",74,-11.5,-32.4,204,2,"c","centre"
"1",74,-17.6,-16.3,628,3,"c","centre"
"1",75,-6.60000000000002,-6.70000000000005,1224,1,"c","centre"
"1",75,-116.8,123.3,140,2,"d3","distracter"
"1",76,-10.7,-1.89999999999998,324,1,"c","centre"
"1",76,1.20000000000005,-33.5,220,2,"c","centre"
"1",76,-13.2,-15.3,364,3,"c","centre"
"1",77,-11.6,-11.4,1300,1,"c","centre"
"1",77,126.8,47.8,124,2,"0","blank"
"1",77,227.4,-152.7,136,3,"1","target"
"1",78,-14.7,-10.5,1260,1,"c","centre"
"1",78,-87.9,67.5,140,2,"0","blank"
"1",78,-4.20000000000005,-278.5,148,3,"6","target"
"1",78,-10.3,-257.9,256,4,"6","target"
"1",79,0.299999999999955,-37.6,428,1,"c","centre"
"1",79,-13.2,-9.70000000000005,816,2,"c","centre"
"1",79,-199.8,-74.4,156,3,"5","target"
"1",80,-11.7,1.79999999999995,1464,1,"c","centre"
"1",81,-14.6,-17.3,1232,1,"c","centre"
"1",81,222.8,-35.3,144,2,"d1","distracter"
"1",81,206.8,-129.2,732,3,"1","target"
"1",82,-8.39999999999998,-22.3,272,1,"c","centre"
"1",82,2.39999999999998,52.6,204,2,"c","centre"
"1",82,-14,23.5,840,3,"c","centre"
"1",83,-8.5,-12.2,1320,1,"c","centre"
"1",84,-13.8,-15.3,1348,1,"c","centre"
"1",84,-8.70000000000005,-288,124,2,"6","target"
"1",85,-2.5,-6.79999999999995,1252,1,"c","centre"
"1",86,-8,2.60000000000002,1232,1,"c","centre"
"1",86,-131.1,-200.8,92,2,"d5","distracter"
"1",87,12.9,-54.3,1364,1,"c","centre"
"1",87,-220,100.3,196,2,"4","target"
"1",88,-11.6,-2.60000000000002,1304,1,"c","centre"
"1",88,201.3,-106.5,172,2,"1","target"
"1",89,-11.1,-16.5,1220,1,"c","centre"
"1",89,126.1,132.2,156,2,"d2","distracter"
"1",90,-16.8,-9,1232,1,"c","centre"
"1",90,165.9,-83.6,144,2,"1","target"
"1",91,-17.1,-6.10000000000002,1352,1,"c","centre"
"1",91,-8.20000000000005,-153.7,120,2,"0","blank"
"1",92,-21.9,-15,312,1,"c","centre"
"1",92,-33.7,-159.4,24,2,"0","blank"
"1",92,-18.9,-20.2,840,3,"c","centre"
"1",92,-248.5,6.89999999999998,156,4,"d4","distracter"
"1",93,-13.3,0,1256,1,"c","centre"
"1",93,148.2,67.2,156,2,"2","target"
"1",94,-15.6,-2.79999999999995,840,1,"c","centre"
"1",94,-21.9,-0.200000000000045,724,2,"c","centre"
"1",95,-14.2,-16.4,292,1,"c","centre"
"1",95,-26,-9.89999999999998,140,2,"c","centre"
"1",95,-17.9,-9.60000000000002,268,3,"c","centre"
"1",95,256.1,-118.1,132,4,"1","target"
"1",96,-12.6,-13.7,1364,1,"c","centre"
"1",96,-16.3,209.2,192,2,"3","target"
"1",96,-11.9,243.2,1064,3,"3","target"
"1",96,-130.1,228.5,200,4,"d3","distracter"
"1",97,-16.4,-11.7,1380,1,"c","centre"
"1",98,-13.8,-9.10000000000002,1356,1,"c","centre"
"1",99,-10.2,-4.39999999999998,636,1,"c","centre"
"1",99,-14.8,14.1,624,2,"c","centre"
"1",100,-18.2,-10,1244,1,"c","centre"
"1",101,-12.3,-6.20000000000005,1256,1,"c","centre"
"1",102,-3.89999999999998,-5.29999999999995,1232,1,"c","centre"
"1",103,-17.5,6.29999999999995,1232,1,"c","centre"
"1",103,-10.5,175.4,132,2,"3","target"
"1",104,-22.2,-5.70000000000005,1220,1,"c","centre"
"1",104,-25.7,214.4,200,2,"3","target"
"1",105,-24.6,19.4,584,1,"c","centre"
"1",105,-23.3,96.7,224,2,"c","centre"
"1",105,-35.5,54.3,400,3,"c","centre"
"1",105,-214.2,115.4,136,4,"4","target"
"1",106,-37.6,6,1204,1,"c","centre"
"1",106,-35.1,239.5,188,2,"3","target"
"1",106,-27.6,267.1,1308,3,"3","target"
"1",106,-43.9,261.1,200,4,"3","target"
"1",107,-3.60000000000002,-28.4,144,1,"c","centre"
"1",107,-43.2,45.7,580,2,"c","centre"
"1",107,-29.5,175.4,216,3,"3","blank"
"1",107,88.7,230.2,180,4,"d2","distracter"
"1",107,-29.9,-281.6,140,5,"6","target"
"1",108,-32.9,-9,1280,1,"c","centre"
"1",109,-28.1,7.79999999999995,428,1,"c","centre"
"1",109,-18.7,-8.10000000000002,648,2,"c","centre"
"1",109,-129,-211.5,140,3,"d5","distracter"
"1",110,-21.9,-19.6,348,1,"c","centre"
"1",110,-52,-88.8,196,2,"0","blank"
"1",110,-37.6,-6.10000000000002,612,3,"c","centre"
"1",110,228.4,-139.3,120,4,"1","target"
"1",111,-26.8,-3.79999999999995,1252,1,"c","centre"
"1",111,107.7,-149.6,120,2,"d6","distracter"
"1",112,-27.3,-0.799999999999955,1256,1,"c","centre"
"1",112,-36.5,145.4,104,2,"0","blank"
"1",113,-23,-3.60000000000002,268,1,"c","centre"
"1",113,-48.4,6.60000000000002,712,2,"c","centre"
"1",113,218,-114,196,3,"1","target"
"1",114,-23.3,-5.29999999999995,1196,1,"c","centre"
"1",114,236.6,-24.6,164,2,"d1","distracter"
"1",115,-21.9,2.10000000000002,1240,1,"c","centre"
"1",115,169.4,119.8,164,2,"2","target"
"1",115,209.7,130.3,1208,3,"2","target"
"1",116,-30.9,-3.20000000000005,1220,1,"c","centre"
"1",116,-124.7,204.8,100,2,"d3","distracter"
"1",117,-26.8,5.20000000000005,1360,1,"c","centre"
"1",117,-33.8,235.2,160,2,"3","target"
"1",118,-34.1,-22.9,1216,1,"c","centre"
"1",118,-271.6,-28,116,2,"d4","distracter"
"1",118,-240.3,100.9,1848,3,"4","target"
"1",119,-30.8,-0.299999999999955,1344,1,"c","centre"
"1",120,-28.2,-8.10000000000002,1260,1,"c","centre"
"1",120,-122.4,173.9,60,2,"d3","distracter"
"1",121,-27.8,6.60000000000002,1372,1,"c","centre"
"1",121,-34.3,-260.5,180,2,"6","target"
"1",122,-30.3,-0.200000000000045,1204,1,"c","centre"
"1",122,-296.9,9.70000000000005,164,2,"d4","distracter"
"1",122,239.5,-145.8,152,3,"1","target"
"1",122,212.1,-129.8,600,4,"1","target"
"1",123,-33.3,4,984,1,"c","centre"
"1",123,257,18.2,144,2,"d1","distracter"
"1",124,-28.5,2.29999999999995,1240,1,"c","centre"
"1",124,157.7,110.1,148,2,"2","target"
"1",125,-38.1,-12.2,1204,1,"c","centre"
"1",125,-37.8,234,148,2,"3","target"
"1",126,-11.1,51.2,188,1,"c","centre"
"1",126,-3.79999999999995,152.1,120,2,"0","blank"
"1",126,-30.3,218.1,872,3,"3","blank"
"1",126,-195.3,163.7,140,4,"4","target"
"1",127,-27.5,-4,1236,1,"c","centre"
"1",127,-237.6,-90.6,152,2,"5","target"
"1",128,-30.1,-4,1280,1,"c","centre"
"1",128,-123.2,216.8,104,2,"d3","distracter"
"1",128,-34.7,244.6,164,3,"3","target"
"1",129,-20.6,10.5,344,1,"c","centre"
"1",129,-13,75,608,2,"c","centre"
"1",130,-39.9,-9.20000000000005,1316,1,"c","centre"
"1",131,-22.6,7.10000000000002,1400,1,"c","centre"
"1",132,-49.3,-7.29999999999995,1264,1,"c","centre"
"1",132,-166.7,215.8,116,2,"d3","distracter"
"1",132,215.7,102.2,196,3,"2","target"
"1",133,-27.7,-6.70000000000005,1284,1,"c","centre"
"1",134,-15.1,-5.39999999999998,332,1,"c","centre"
"1",134,-23.1,6,808,2,"c","centre"
"1",134,-147.7,214.6,144,3,"d3","distracter"
"1",135,-31.4,-8.70000000000005,1236,1,"c","centre"
"1",135,220.6,13.9,140,2,"d1","distracter"
"1",135,-11,-273.7,136,3,"6","target"
"1",136,-35.1,-14.6,304,1,"c","centre"
"1",136,-47,-18.6,884,2,"c","centre"
"1",137,-15.8,-10,1324,1,"c","centre"
"1",137,-31.4,-207.8,176,2,"6","target"
"1",138,-50.4,-12.7,232,1,"c","centre"
"1",138,-27,-9.70000000000005,1048,2,"c","centre"
"1",138,-33.2,201.8,128,3,"3","target"
"1",139,-19.5,-2.20000000000005,1212,1,"c","centre"
"1",139,-249.4,-127,260,2,"5","target"
"1",140,-21.9,4.29999999999995,1264,1,"c","centre"
"1",140,176.5,23.4,132,2,"d1","distracter"
"1",141,-22.8,-8.10000000000002,1272,1,"c","centre"
"1",141,169,96.8,168,2,"2","target"
"1",141,202.5,116,216,3,"2","target"
"1",142,-28.9,-15.7,1304,1,"c","centre"
"1",142,203.9,-129,744,2,"1","target"
"1",143,-23.4,-8.20000000000005,1460,1,"c","centre"
"1",143,-285.9,-111.4,320,2,"5","target"
"1",144,-43,-10,1368,1,"c","centre"
"1",145,-29.8,-12.4,1244,1,"c","centre"
"1",145,-44.9,208.5,116,2,"3","target"
"1",145,-36.9,255.2,260,3,"3","target"
"1",146,-24.9,-4.20000000000005,756,1,"c","centre"
"1",146,-38.3,-8.20000000000005,432,2,"c","centre"
"1",146,-129.4,198.9,132,3,"d3","distracter"
"1",146,-40.9,247.3,232,4,"3","target"
"1",147,-34.3,-12.2,280,1,"c","centre"
"1",147,-34.2,18.8,648,2,"c","centre"
"1",148,-20,-15.2,1260,1,"c","centre"
"1",148,-128.2,-163.8,96,2,"d5","distracter"
"1",149,-24.1,-9.20000000000005,1372,1,"c","centre"
"1",150,-14,6.10000000000002,236,1,"c","centre"
"1",150,-25.6,-9.89999999999998,872,2,"c","centre"
"1",150,-42.7,-204.9,140,3,"6","target"
"1",151,-23.8,-21.8,1220,1,"c","centre"
"1",151,-27.4,206.1,316,2,"3","target"
"1",152,-33.1,-15.9,1268,1,"c","centre"
"1",152,-42,-256.6,1216,2,"6","target"
"1",153,-20.3,13.1,1200,1,"c","centre"
"1",154,-36,-0.600000000000023,1244,1,"c","centre"
"1",154,-42.9,116.6,80,2,"0","blank"
"1",154,-37.7,223,48,3,"3","target"
"1",155,-28.7,7.60000000000002,1300,1,"c","centre"
"1",155,-287,113.2,176,2,"4","target"
"1",156,-39.3,-17.3,1216,1,"c","centre"
"1",156,-282.6,-3.39999999999998,144,2,"d4","distracter"
"1",157,-32.7,-3.89999999999998,1252,1,"c","centre"
"1",157,68.7,-160.4,96,2,"d6","distracter"
"1",157,-28.6,230.9,156,3,"3","target"
"1",158,-35.6,-7.5,1364,1,"c","centre"
"1",159,-37.5,-2.10000000000002,1332,1,"c","centre"
"1",159,40.4,255.8,120,2,"3","target"
"1",159,-24.6,272.5,188,3,"3","target"
"1",160,-40.4,-9.60000000000002,1200,1,"c","centre"
"1",160,-221.9,177.6,116,2,"4","target"
"1",161,-36.9,12,1260,1,"c","centre"
"1",162,-56.8,20.7,52,1,"c","centre"
"1",162,-63,49.4,164,2,"c","centre"
"1",162,-230.8,104.9,592,3,"4","blank"
"1",162,-45,-14.1,348,4,"c","centre"
"1",162,-15.5,-264.1,140,5,"6","target"
"1",163,-33.2,-9.89999999999998,1240,1,"c","centre"
"1",163,-247.6,-102.4,176,2,"5","target"
"1",163,-278.8,-131.9,240,3,"5","target"
"1",164,-37.4,-14,1432,1,"c","centre"
"1",164,-242.7,106,152,2,"4","target"
"1",165,-44.5,-3.79999999999995,1224,1,"c","centre"
"1",165,-280.2,2.20000000000005,124,2,"d4","distracter"
"1",166,-41.1,28.6,1248,1,"c","centre"
"1",166,153.3,118.1,144,2,"2","target"
"1",167,-35.1,-0.399999999999977,332,1,"c","centre"
"1",167,-40.7,2.60000000000002,852,2,"c","centre"
"1",167,-305.1,-148.2,108,3,"5","target"
"1",168,-39.3,-1.5,1332,1,"c","centre"
"1",168,-288,-140.6,248,2,"5","target"
"1",169,-41.9,4.70000000000005,1216,1,"c","centre"
"1",169,-187.1,183,108,2,"4","target"
"1",170,-44.8,-4.10000000000002,1272,1,"c","centre"
"1",170,-150.8,-164.3,124,2,"d5","distracter"
"1",170,-47.4,228,236,3,"3","target"
"1",171,-40.7,-16.2,1220,1,"c","centre"
"1",171,173.2,-116.3,216,2,"1","target"
"1",172,-32.3,-2.70000000000005,1224,1,"c","centre"
"1",172,178.2,-105,208,2,"1","target"
"1",173,-47.5,-8,268,1,"c","centre"
"1",173,-38.2,-9.70000000000005,948,2,"c","centre"
"1",173,-62.9,241.5,164,3,"3","target"
"1",174,-37.4,-14,1232,1,"c","centre"
"1",174,66.2,174.9,124,2,"d2","distracter"
"1",175,-31.8,-10.6,1444,1,"c","centre"
"1",176,-33.4,16.9,1244,1,"c","centre"
"1",176,-264.9,-101.6,192,2,"5","target"
"1",177,-32.6,-12.7,1276,1,"c","centre"
"1",177,115.8,-138.6,64,2,"d6","distracter"
"1",177,177.9,128.6,1104,3,"2","target"
"1",178,-33.1,7.60000000000002,1200,1,"c","centre"
"1",178,-290.1,13.7,140,2,"d4","distracter"
"1",178,-11.1,-295,112,3,"6","target"
"1",179,-31,-35.2,504,1,"c","centre"
"1",179,-33.9,6.79999999999995,768,2,"c","centre"
"1",179,-227.6,94.1,120,3,"4","target"
"1",179,-279.9,144.8,280,4,"4","target"
"1",180,-38.9,-22.4,276,1,"c","centre"
"1",180,-56.9,14.6,956,2,"c","centre"
"1",180,-60.5,239.8,144,3,"3","target"
"1",181,-33.4,-14.7,1232,1,"c","centre"
"1",181,20.2,194,116,2,"3","target"
"1",182,-28.7,6.70000000000005,1388,1,"c","centre"
"1",182,-33.1,256.2,324,2,"3","target"
"1",183,-43.1,0.200000000000045,1252,1,"c","centre"
"1",183,119,-224.5,124,2,"d6","distracter"
"1",183,-254.9,-142.5,204,3,"5","target"
"1",184,-27.6,-7.79999999999995,1308,1,"c","centre"
"1",184,-264.8,96.7,212,2,"4","target"
"1",185,-27.3,1.29999999999995,1372,1,"c","centre"
"1",186,-27.6,-17.6,1240,1,"c","centre"
"1",186,-232.5,-95.2,172,2,"5","target"
"1",187,-40.9,-18.6,1220,1,"c","centre"
"1",188,-37.2,-12.8,1320,1,"c","centre"
"1",188,-37.9,240,144,2,"3","target"
"1",189,-31.3,-15.3,1236,1,"c","centre"
"1",189,188,-87.9,216,2,"1","target"
"1",190,-41.4,-29.2,1196,1,"c","centre"
"1",190,110.6,168.3,120,2,"d2","distracter"
"1",190,-269.7,66.9,176,3,"d4","blank"
"1",191,-37.6,4,1240,1,"c","centre"
"1",192,-30.2,-0.5,1252,1,"c","centre"
"1",192,141.8,8.29999999999995,160,2,"0","blank"
"1",192,206.7,-151.1,152,3,"1","target"
"1",193,-44.3,-8.10000000000002,1324,1,"c","centre"
"1",194,-34,0.799999999999955,1356,1,"c","centre"
"1",194,194.9,-119,728,2,"1","target"
"1",195,-50.9,-11,1340,1,"c","centre"
"1",196,-28.9,-16,1216,1,"c","centre"
"1",196,199.5,-24.1,124,2,"d1","distracter"
"1",197,-26.6,-8,1312,1,"c","centre"
"1",198,-27.3,-10.2,344,1,"c","centre"
"1",198,-32.8,3,672,2,"c","centre"
"1",199,-32.5,0.399999999999977,1224,1,"c","centre"
"1",199,106.2,-106.9,176,2,"0","blank"
"1",200,-41.2,15.1,1368,1,"c","centre"
"1",200,73.0999999999999,-41.4,32,2,"c","centre"
"1",201,-52.9,-190.5,204,1,"d5","blank"
"1",201,-16.4,27,172,2,"c","centre"
"1",201,-34.4,-12.1,532,3,"c","centre"
"1",201,-20.5,227.5,268,4,"3","target"
"1",202,-31,-7.60000000000002,1352,1,"c","centre"
"1",202,225.6,-132.7,108,2,"1","target"
"1",203,-32.2,-9.89999999999998,1200,1,"c","centre"
"1",203,-297.1,-16.2,144,2,"d4","distracter"
"1",203,-29.4,261,232,3,"3","target"
"1",204,-36.7,-3.5,1376,1,"c","centre"
"1",205,-30.3,15.3,1336,1,"c","centre"
"1",206,-59.7,-13.5,1240,1,"c","centre"
"1",206,-33.8,183.8,128,2,"3","target"
"1",207,-41.8,-10.8,1352,1,"c","centre"
"1",208,-34.5,-17.7,1408,1,"c","centre"
"1",208,-23.1,234.2,216,2,"3","target"
"1",209,-35.9,-7.5,1216,1,"c","centre"
"1",209,-247.2,90.4,128,2,"4","target"
"1",210,-22.2,-3.79999999999995,1248,1,"c","centre"
"1",210,-167.7,200.3,108,2,"d3","distracter"
"1",210,224.9,-136.9,228,3,"1","target"
"1",211,-28.2,3.79999999999995,1284,1,"c","centre"
"1",211,-43.2,214.4,116,2,"3","target"
"1",212,-28.8,2.60000000000002,1208,1,"c","centre"
"1",212,-271.6,121.7,200,2,"4","target"
"1",213,-39.3,-0.899999999999977,216,1,"c","centre"
"1",213,-40.4,14.5,612,2,"c","centre"
"1",213,-258.8,-87.1,212,3,"5","target"
"1",213,-279.4,-138.1,244,4,"5","target"
"1",214,-32,10.4,1300,1,"c","centre"
"1",215,-27.9,-56.8,168,1,"c","centre"
"1",215,-42.8,0.100000000000023,1016,2,"c","centre"
"1",215,-32.9,-275.8,136,3,"6","target"
"1",216,-39.2,-18.5,1324,1,"c","centre"
"1",217,-28.8,-1.10000000000002,1312,1,"c","centre"
"1",217,-56.2,-277.7,104,2,"6","target"
"1",218,-30.9,-28.1,1332,1,"c","centre"
"1",218,183.9,-105.5,196,2,"1","target"
"1",219,-39,-11.2,324,1,"c","centre"
"1",219,-39.2,-8,668,2,"c","centre"
"1",219,207.1,-120.1,144,3,"1","target"
"1",220,-50.2,-18.6,1348,1,"c","centre"
"1",220,-50.3,206.1,140,2,"3","target"
"1",221,-32.5,39.6,1440,1,"c","centre"
"1",222,-24.4,-12.3,420,1,"c","centre"
"1",222,-41.8,-24.6,812,2,"c","centre"
"1",222,173.8,-78.3,164,3,"1","target"
"1",223,-36.8,16.8,1248,1,"c","centre"
"1",223,87.2,-193.1,148,2,"d6","distracter"
"1",224,-40.8,11.1,468,1,"c","centre"
"1",224,-44.9,12.8,732,2,"c","centre"
"1",225,-57.9,-11.5,1308,1,"c","centre"
"1",226,-32.3,25,1392,1,"c","centre"
