"observer","trial","x","y","dur","n","aoi","aoi2"
"2",301,-207.2,-1228.4,40,3,"0","blank"
"2",301,-382.2,-1525.3,276,4,"0","blank"
"2",301,188.3,150.8,184,5,"2","target"
"2",302,16.5,7.10000000000002,280,1,"c","centre"
"2",302,-31.5,43.7,352,2,"c","centre"
"2",302,11.6,21.6,532,3,"c","centre"
"2",302,-195.8,121.4,236,4,"4","target"
"2",303,23.8,-3.70000000000005,360,1,"c","centre"
"2",303,-35.5,54.8,288,2,"c","centre"
"2",303,19.3,-1.89999999999998,504,3,"c","centre"
"2",303,285.4,-9,204,4,"d1","distracter"
"2",303,-162.5,-96.8,156,5,"5","target"
"2",304,24.4,9.39999999999998,1192,1,"c","centre"
"2",304,278.6,-10.4,140,2,"d1","distracter"
"2",304,7.5,216.6,140,3,"3","target"
"2",305,17.8,43.2,692,1,"c","centre"
"2",305,38.2,30,540,2,"c","centre"
"2",305,48.2,177.7,112,3,"d2","blank"
"2",306,82,-19.3,268,1,"c","centre"
"2",306,48.6,-20.6,188,2,"c","centre"
"2",306,31.8,9.39999999999998,748,3,"c","centre"
"2",306,-150.3,0.100000000000023,144,4,"0","blank"
"2",307,-2.70000000000005,10.6,1212,1,"c","centre"
"2",307,218.9,-124.1,276,2,"1","target"
"2",308,35.1,66.6,820,1,"c","centre"
"2",308,55.9,25.1,372,2,"c","centre"
"2",308,242.6,-14.8,152,3,"d1","distracter"
"2",308,38.7,197.8,128,4,"3","target"
"2",309,1.89999999999998,7.60000000000002,220,1,"c","centre"
"2",309,-17.8,61.3,180,2,"c","centre"
"2",309,-94.7,110.6,228,3,"0","blank"
"2",309,6.20000000000005,13.9,528,4,"c","centre"
"2",310,13.9,10.4,1208,1,"c","centre"
"2",310,121.6,173.6,156,2,"d2","distracter"
"2",310,-204.5,-112.9,328,3,"5","target"
"2",311,19.5,26.1,1208,1,"c","centre"
"2",312,18.8,47.9,260,1,"c","centre"
"2",312,6.60000000000002,108.7,132,2,"0","blank"
"2",312,17.2,190.9,256,3,"3","target"
"2",312,27.5,18.1,476,4,"c","centre"
"2",313,19.1,-10.9,1216,1,"c","centre"
"2",313,264.9,-26,124,2,"d1","distracter"
"2",313,-188.3,118.6,176,3,"4","target"
"2",313,-208,127.9,268,4,"4","target"
"2",314,29.3,-11.9,1264,1,"c","centre"
"2",314,212.8,109.5,184,2,"2","target"
"2",315,4.39999999999998,4.10000000000002,1176,1,"c","centre"
"2",315,104.1,185,132,2,"d2","distracter"
"2",316,69.8,24.4,300,1,"c","centre"
"2",316,41.3,10.3,616,2,"c","centre"
"2",316,79.2,44.1,340,3,"c","centre"
"2",317,4,30.3,1256,1,"c","centre"
"2",318,11.6,11.2,1200,1,"c","centre"
"2",318,-181.8,111.1,300,2,"4","target"
"2",318,-67.3,116.8,144,3,"0","blank"
"2",319,30.7,12.1,308,1,"c","centre"
"2",319,8.89999999999998,27.6,908,2,"c","centre"
"2",320,11.8,-0.299999999999955,280,1,"c","centre"
"2",320,29.2,12.8,952,2,"c","centre"
"2",320,227.6,-91.7,216,3,"1","target"
"2",321,31.1,-4,1192,1,"c","centre"
"2",321,151.3,-186.2,192,2,"d6","distracter"
"2",322,49,2.70000000000005,340,1,"c","centre"
"2",322,51.2,61.2,476,2,"c","centre"
"2",322,35.5,18.3,372,3,"c","centre"
"2",322,239.5,-23.4,232,4,"d1","distracter"
"2",322,264.6,-118.4,332,5,"1","target"
"2",323,34.7,7.10000000000002,1240,1,"c","centre"
"2",323,-153.7,-106.6,180,2,"5","target"
"2",323,-179.1,-124.2,484,3,"5","target"
"2",324,0.100000000000023,32.1,1040,1,"c","centre"
"2",324,-210,-0.5,132,2,"d4","distracter"
"2",324,16.5,221.4,140,3,"3","target"
"2",325,23.6,1.60000000000002,268,1,"c","centre"
"2",325,13,159.1,256,2,"3","blank"
"2",325,19.2,41.3,416,3,"c","centre"
"2",325,-142.1,-110.3,176,4,"5","target"
"2",325,-174,-122.5,128,5,"5","target"
"2",326,23.9,20.4,1292,1,"c","centre"
"2",326,-171.5,117.2,168,2,"4","target"
"2",327,11.3,-14.2,1196,1,"c","centre"
"2",327,-198.1,-7.60000000000002,144,2,"d4","distracter"
"2",328,36.1,12.8,1220,1,"c","centre"
"2",328,-168.2,116.4,212,2,"4","target"
"2",329,23.3,-9,480,1,"c","centre"
"2",329,35.6,28.5,744,2,"c","centre"
"2",329,148.5,-154.3,140,3,"d6","distracter"
"2",330,24.8,-5.39999999999998,764,1,"c","centre"
"2",330,10.6,-85.1,512,2,"c","centre"
"2",331,47.3,2.29999999999995,620,1,"c","centre"
"2",331,27.1,27.5,612,2,"c","centre"
"2",331,129.3,-169.4,152,3,"d6","distracter"
"2",331,27.7,203,148,4,"3","target"
"2",332,46.6,8,1236,1,"c","centre"
"2",332,-160.7,-107.2,188,2,"5","target"
"2",333,40.2,17.3,1244,1,"c","centre"
"2",333,-5.10000000000002,127.8,184,2,"0","blank"
"2",333,198.3,-67.4,132,3,"1","target"
"2",334,39.1,-7,1232,1,"c","centre"
"2",334,175.8,67.8,164,2,"2","target"
"2",335,16.8,15.5,1228,1,"c","centre"
"2",335,-175.6,-122.9,204,2,"5","target"
"2",336,15.3,13.6,1232,1,"c","centre"
"2",337,30.4,2.70000000000005,1212,1,"c","centre"
"2",338,27.5,8.70000000000005,556,1,"c","centre"
"2",338,42.8,-32.3,636,2,"c","centre"
"2",339,47.1,5.20000000000005,276,1,"c","centre"
"2",339,125.4,93.8,324,2,"0","blank"
"2",339,91.2,73,212,3,"0","blank"
"2",339,53.7,45.4,272,4,"c","centre"
"2",339,29.2,24.8,172,5,"c","centre"
"2",339,238.8,-18.3,176,6,"d1","distracter"
"2",339,54,-204.6,188,7,"6","target"
"2",340,0.700000000000045,8.29999999999995,288,1,"c","centre"
"2",340,81.5999999999999,56.9,296,2,"c","centre"
"2",340,17.6,18.2,544,3,"c","centre"
"2",340,111.7,185.9,172,4,"d2","distracter"
"2",341,24.4,11.2,216,1,"c","centre"
"2",341,12.7,77.8,1000,2,"c","centre"
"2",341,224.1,-103.3,176,3,"1","target"
"2",341,244.9,-122.9,716,4,"1","target"
"2",342,22.8,-11.2,1088,1,"c","centre"
"2",342,110.1,-2.20000000000005,160,2,"0","blank"
"2",342,127.3,-167.5,76,3,"d6","distracter"
"2",342,-174.2,-127.3,188,4,"5","target"
"2",343,26.5,-19.2,1248,1,"c","centre"
"2",343,-171.9,110.8,144,2,"4","target"
"2",344,32.2,1.79999999999995,1224,1,"c","centre"
"2",344,26.6,-206.6,236,2,"6","target"
"2",345,28,6,248,1,"c","centre"
"2",345,-3.5,13.7,420,2,"c","centre"
"2",345,22.9,-28.7,512,3,"c","centre"
"2",345,-210.1,-19.5,112,4,"d4","distracter"
"2",346,37.6,-5.10000000000002,580,1,"c","centre"
"2",346,54.6,-121,624,2,"0","blank"
"2",346,233.5,99.1,156,3,"2","target"
"2",347,32.1,17.6,304,1,"c","centre"
"2",347,94.4000000000001,57,160,2,"0","blank"
"2",347,216.9,117.4,752,3,"2","blank"
"2",347,-153.9,91.8,116,4,"4","target"
"2",347,-195.7,117.6,180,5,"4","target"
"2",348,7.60000000000002,16.5,1208,1,"c","centre"
"2",349,31.5,18.8,1208,1,"c","centre"
"2",349,-145.1,22,156,2,"0","blank"
"2",349,-196.1,28.3,88,3,"d4","distracter"
"2",349,-158.1,119.7,148,4,"4","target"
"2",350,12.3,56.9,1192,1,"c","centre"
"2",351,10.4,23.6,260,1,"c","centre"
"2",351,53.4,74.2,164,2,"c","centre"
"2",351,14.5,30.3,760,3,"c","centre"
"2",351,126,-188.7,144,4,"d6","distracter"
"2",352,16.5,1.70000000000005,1196,1,"c","centre"
"2",352,-95.1,-188.4,116,2,"d5","distracter"
"2",353,17.5,-14.3,280,1,"c","centre"
"2",353,68.8,158.3,324,2,"d2","blank"
"2",353,33.5,111.7,384,3,"0","blank"
"2",353,168.5,-172,124,4,"d6","distracter"
"2",353,-175.3,100.5,136,5,"4","target"
"2",353,-201.6,131.2,236,6,"4","target"
"2",354,29.6,1.29999999999995,292,1,"c","centre"
"2",354,-96.9,88.4,376,2,"0","blank"
"2",354,-127.3,60.8,512,3,"0","blank"
"2",355,34.8,-4.20000000000005,340,1,"c","centre"
"2",355,-9.60000000000002,43.8,348,2,"c","centre"
"2",355,26.8,6.60000000000002,488,3,"c","centre"
"2",356,35.7,37.9,440,1,"c","centre"
"2",356,-45.1,90.9,352,2,"0","blank"
"2",356,26.6,49,400,3,"c","centre"
"2",356,-172.4,112.6,156,4,"4","target"
"2",356,-193.5,124.4,216,5,"4","target"
"2",357,77.3,7.70000000000005,308,1,"c","centre"
"2",357,23.4,-18.6,316,2,"c","centre"
"2",357,15.1,5.60000000000002,560,3,"c","centre"
"2",357,-87,187.4,140,4,"d3","distracter"
"2",358,37.5,4.89999999999998,612,1,"c","centre"
"2",358,31.5,-13.9,616,2,"c","centre"
"2",359,62.2,56.2,952,1,"c","centre"
"2",359,48.9,97.9,324,2,"0","blank"
"2",359,-219.9,30.7,152,3,"d4","distracter"
"2",359,234.9,-116.5,160,4,"1","target"
"2",360,26.9,-3.20000000000005,1200,1,"c","centre"
"2",360,126.5,189.6,188,2,"d2","distracter"
"2",360,-195.4,137.5,684,3,"4","target"
"2",361,41.3,-0.700000000000045,296,1,"c","centre"
"2",361,-49.9,40.8,344,2,"c","centre"
"2",361,-3.70000000000005,-15.7,560,3,"c","centre"
"2",361,-140.6,-97.3,164,4,"5","target"
"2",362,38.3,2.10000000000002,1256,1,"c","centre"
"2",362,-175.9,119.5,184,2,"4","target"
"2",362,-204.2,134.1,264,3,"4","target"
"2",363,61,31.9,1244,1,"c","centre"
"2",363,-66.9,-231.5,200,2,"d5","distracter"
"2",363,-174.8,-130.2,304,3,"5","target"
"2",364,45.1,-4.20000000000005,1244,1,"c","centre"
"2",364,50.8,182.9,124,2,"d2","blank"
"2",365,-2.89999999999998,9.39999999999998,1232,1,"c","centre"
"2",365,-228.9,23.7,208,2,"d4","distracter"
"2",366,11.5,9.39999999999998,1208,1,"c","centre"
"2",367,28.3,-4.10000000000002,580,1,"c","centre"
"2",367,63.6,-33.3,192,2,"c","centre"
"2",367,47.4,-78.3,416,3,"c","centre"
"2",367,37.5,-233.3,372,4,"6","target"
"2",368,46,28.5,1248,1,"c","centre"
"2",368,-143.6,27.3,136,2,"0","blank"
"2",369,-2.20000000000005,5.79999999999995,1188,1,"c","centre"
"2",369,-114.6,211.7,148,2,"d3","distracter"
"2",369,-195.1,-148.1,112,3,"5","target"
"2",370,26,-15.9,1204,1,"c","centre"
"2",370,23.4,-240.4,528,2,"6","target"
"2",371,39.2,-1.60000000000002,1220,1,"c","centre"
"2",371,-141.5,18.5,136,2,"0","blank"
"2",372,15.2,11.8,1220,1,"c","centre"
"2",372,148.5,201.4,180,2,"d2","distracter"
"2",373,-2.89999999999998,8.10000000000002,1172,1,"c","centre"
"2",373,112.5,196.1,156,2,"d2","distracter"
"2",374,9.60000000000002,8.5,1208,1,"c","centre"
"2",374,-107.1,-214.8,144,2,"d5","distracter"
"2",374,203.2,-123.5,124,3,"1","target"
"2",375,22.6,10.1,1176,1,"c","centre"
"2",375,-82.3,-187.4,124,2,"d5","distracter"
"2",376,29,-2.70000000000005,1168,1,"c","centre"
"2",376,146.7,-193.3,152,2,"d6","distracter"
"2",376,-173.5,109.4,172,3,"4","target"
"2",377,24,1.5,1208,1,"c","centre"
"2",378,11,5.39999999999998,1204,1,"c","centre"
"2",379,17.3,8.10000000000002,56,1,"c","centre"
"2",379,21.7,13.5,1148,2,"c","centre"
"2",379,282.4,0.799999999999955,148,3,"d1","distracter"
"2",380,31.6,2.60000000000002,1176,1,"c","centre"
"2",380,137.8,197.3,180,2,"d2","distracter"
"2",381,35.1,-1.29999999999995,780,1,"c","centre"
"2",381,58.2,-28.1,64,2,"c","centre"
"2",381,30.6,-53.8,356,3,"c","centre"
"2",381,-145.2,-38.3,120,4,"0","blank"
"2",381,229.6,-114.4,132,5,"1","target"
"2",382,55.1,10.5,788,1,"c","centre"
"2",382,123.3,-98.7,404,2,"0","blank"
"2",382,158.4,-211.9,168,3,"d6","distracter"
"2",382,-170.4,-131,876,4,"5","target"
"2",383,43.2,0.799999999999955,1256,1,"c","centre"
"2",383,-130.4,-80.9,176,2,"0","blank"
"2",384,17.8,21.7,964,1,"c","centre"
"2",384,25.5,-39.4,228,2,"c","centre"
"2",384,-92.8,-192,144,3,"d5","distracter"
"2",384,13.1,201.3,112,4,"3","target"
"2",385,30.4,10.3,1252,1,"c","centre"
"2",385,-67.1,156.9,164,2,"d3","distracter"
"2",386,55.1,-15.9,316,1,"c","centre"
"2",386,21.4,-14.2,848,2,"c","centre"
"2",386,131.6,-183.2,136,3,"d6","distracter"
"2",386,-201.1,119.6,816,4,"4","target"
"2",387,24.7,-5.10000000000002,108,1,"c","centre"
"2",387,4.70000000000005,4.89999999999998,196,2,"c","centre"
"2",387,19.7,5.39999999999998,900,3,"c","centre"
"2",387,-93.2,-183.3,92,4,"d5","distracter"
"2",387,203.8,94.2,148,5,"2","target"
"2",388,39.8,-0.600000000000023,296,1,"c","centre"
"2",388,10.4,39.9,364,2,"c","centre"
"2",388,34.2,-29.7,480,3,"c","centre"
"2",388,126.9,154.5,144,4,"d2","distracter"
"2",389,27.9,9.10000000000002,772,1,"c","centre"
"2",389,10.8,-44.7,444,2,"c","centre"
"2",390,26,14.3,604,1,"c","centre"
"2",390,44.5,-69.7,596,2,"c","centre"
"2",390,44.1,210.5,140,3,"3","target"
"2",391,31.4,2,308,1,"c","centre"
"2",391,46.4,77.1,404,2,"c","centre"
"2",391,28.8,40.8,384,3,"c","centre"
"2",391,60.1,138.7,56,4,"0","blank"
"2",391,117.5,191.2,224,5,"d2","distracter"
"2",392,40,-3.5,292,1,"c","centre"
"2",392,13.2,39.8,888,2,"c","centre"
"2",392,-187.1,19,120,3,"d4","distracter"
"2",392,253.2,110.1,192,4,"2","target"
"2",392,233.6,116.8,128,5,"2","target"
"2",393,9.89999999999998,17.5,540,1,"c","centre"
"2",393,58.8,18.8,668,2,"c","centre"
"2",394,12.1,1.39999999999998,1216,1,"c","centre"
"2",395,16.3,4.29999999999995,280,1,"c","centre"
"2",395,65,-2.10000000000002,156,2,"c","centre"
"2",395,37.5,-26.8,740,3,"c","centre"
"2",395,-59.4,207.1,132,4,"d3","distracter"
"2",396,33,-0.600000000000023,1232,1,"c","centre"
"2",396,-151.4,-103,224,2,"5","target"
"2",397,24.8,0.899999999999977,288,1,"c","centre"
"2",397,53.6,12.4,288,2,"c","centre"
"2",397,36.2,3.20000000000005,664,3,"c","centre"
"2",397,216.1,98.7,108,4,"2","target"
"2",398,28.6,10.4,224,1,"c","centre"
"2",398,52.2,58.6,632,2,"c","centre"
"2",398,54,13.7,376,3,"c","centre"
"2",399,19.4,-6.79999999999995,1204,1,"c","centre"
"2",399,-180.1,-111.1,188,2,"5","target"
"2",400,23.8,18.3,1212,1,"c","centre"
"2",400,-64,-201.2,108,2,"d5","distracter"
"2",401,12.4,38.7,192,1,"c","centre"
"2",401,37.3,213.5,400,2,"3","blank"
"2",401,6.39999999999998,40.6,528,3,"c","centre"
"2",401,257.4,102.7,152,4,"2","target"
"2",402,17.3,4.70000000000005,1184,1,"c","centre"
"2",403,9.70000000000005,17.5,560,1,"c","centre"
"2",403,115.1,41.2,612,2,"0","blank"
"2",404,22.4,-4.5,1208,1,"c","centre"
"2",404,216.2,99.9,164,2,"2","target"
"2",405,21.5,22.2,1188,1,"c","centre"
"2",405,31.6,-250,280,2,"6","target"
"2",406,23.5,17.4,480,1,"c","centre"
"2",406,13.4,-18.6,212,2,"c","centre"
"2",406,38.9,-129,320,3,"0","blank"
"2",406,-10.5,-131.2,196,4,"0","blank"
"2",406,279.8,-29.5,200,5,"d1","distracter"
"2",406,33.4,-217.9,228,6,"6","target"
"2",407,35,39,548,1,"c","centre"
"2",407,29.2,-6.79999999999995,676,2,"c","centre"
"2",407,216.8,-135.5,168,3,"1","target"
"2",408,18.8,8.89999999999998,1196,1,"c","centre"
"2",408,155.7,-215.6,156,2,"d6","distracter"
"2",408,231.4,-151.1,220,3,"1","target"
"2",409,20.2,12.6,292,1,"c","centre"
"2",409,7.29999999999995,-9.10000000000002,876,2,"c","centre"
"2",409,252.4,-16,136,3,"d1","distracter"
"2",409,-212.7,-106.1,232,4,"5","target"
"2",410,17.9,-10.3,344,1,"c","centre"
"2",410,-33.6,10.3,328,2,"c","centre"
"2",410,-13.9,-98.2,528,3,"c","centre"
"2",411,2.79999999999995,1.89999999999998,232,1,"c","centre"
"2",411,62.1,50.7,220,2,"c","centre"
"2",411,9.29999999999995,10.4,700,3,"c","centre"
"2",411,225.3,100,200,4,"2","target"
"2",411,-102.3,216.6,152,5,"d3","distracter"
"2",412,9.60000000000002,14.2,292,1,"c","centre"
"2",412,20.9,92.2,212,2,"c","centre"
"2",412,-0.799999999999955,30.1,640,3,"c","centre"
"2",412,-32.8,219,112,4,"3","target"
"2",413,17.5,15.2,332,1,"c","centre"
"2",413,19.5,5.5,876,2,"c","centre"
"2",414,9.60000000000002,17.4,1204,1,"c","centre"
"2",415,16.4,5.70000000000005,276,1,"c","centre"
"2",415,33.6,70.8,284,2,"c","centre"
"2",415,13.7,17.6,608,3,"c","centre"
"2",416,18.8,7.89999999999998,1200,1,"c","centre"
"2",416,203.2,68.8,120,2,"2","target"
"2",417,22.2,20.2,388,1,"c","centre"
"2",417,75.0999999999999,29.2,188,2,"c","centre"
"2",417,40.2,21.7,636,3,"c","centre"
"2",417,-171.6,-102.9,200,4,"5","target"
"2",418,20.3,6.89999999999998,1228,1,"c","centre"
"2",418,-183.7,110.7,204,2,"4","target"
"2",419,18,11.3,276,1,"c","centre"
"2",419,33,130.2,252,2,"0","blank"
"2",419,23.2,-5.39999999999998,400,3,"c","centre"
"2",420,27.9,16.5,216,1,"c","centre"
"2",420,53.4,89.4,180,2,"0","blank"
"2",420,42.1,-2,524,3,"c","centre"
"2",420,-189.8,7.70000000000005,156,4,"d4","distracter"
"2",420,-212.2,55.9,84,5,"d4","distracter"
"2",421,29.6,1.29999999999995,728,1,"c","centre"
"2",421,60.4,-37,484,2,"c","centre"
"2",421,157.6,-185.9,168,3,"d6","distracter"
"2",421,-154.9,-139.9,164,4,"5","target"
"2",421,-185.4,-141.2,272,5,"5","target"
"2",422,11.5,5.10000000000002,1248,1,"c","centre"
"2",423,3.89999999999998,6.39999999999998,504,1,"c","centre"
"2",423,12.8,0.700000000000045,676,2,"c","centre"
"2",423,244.6,-111,216,3,"1","target"
"2",423,-95.8,-206.7,272,4,"d5","distracter"
"2",423,235.6,-113.5,736,5,"1","target"
"2",424,32.6,-12.9,1236,1,"c","centre"
"2",424,-137.6,50.2,28,2,"0","blank"
"2",424,-24.2,219.1,128,3,"3","target"
"2",425,23.5,-2.29999999999995,316,1,"c","centre"
"2",425,44.1,-9,60,2,"c","centre"
"2",425,32.3,-10.7,808,3,"c","centre"
"2",425,142.3,199,236,4,"d2","distracter"
"2",425,-165.7,-115.4,184,5,"5","target"
"2",426,31.5,-0.399999999999977,1212,1,"c","centre"
"2",426,220.6,84.7,132,2,"2","target"
"2",427,29.8,-17.7,1200,1,"c","centre"
"2",427,218.4,112.9,228,2,"2","target"
"2",428,31.1,48.8,188,1,"c","centre"
"2",428,104.3,88.2,192,2,"0","blank"
"2",428,83.8,93.3,788,3,"0","blank"
"2",428,132.8,160.9,192,4,"d2","distracter"
"2",429,57.6,10.5,1232,1,"c","centre"
"2",429,-161.2,-103.4,212,2,"5","target"
"2",430,2.20000000000005,15.6,1176,1,"c","centre"
"2",430,125.3,212.1,172,2,"d2","distracter"
"2",430,-200.8,143.8,236,3,"4","target"
"2",430,-211,126.8,508,4,"4","target"
"2",431,10.1,0.799999999999955,1224,1,"c","centre"
"2",431,-94.1,-191.4,184,2,"d5","distracter"
"2",432,10.4,11.2,744,1,"c","centre"
"2",432,11.2,-21.1,504,2,"c","centre"
"2",432,219.6,105.9,144,3,"2","target"
"2",433,26.1,-5.89999999999998,1180,1,"c","centre"
"2",433,130.7,197.3,172,2,"d2","distracter"
"2",434,34.6,11.2,180,1,"c","centre"
"2",434,-2.39999999999998,181.9,248,2,"3","blank"
"2",434,40.1,95.8,476,3,"0","blank"
"2",434,282.3,-16.4,212,4,"d1","distracter"
"2",434,246.9,-120,340,5,"1","target"
"2",435,22.5,14.4,692,1,"c","centre"
"2",435,36.2,-14.4,508,2,"c","centre"
"2",436,26.4,2,1204,1,"c","centre"
"2",437,50.7,41.8,1244,1,"c","centre"
"2",437,-160.7,54,128,2,"4","blank"
"2",437,249.6,123.5,308,3,"2","target"
"2",438,8.39999999999998,24.9,1196,1,"c","centre"
"2",438,112.6,-181.5,152,2,"d6","distracter"
"2",438,13.2,-228.2,628,3,"6","target"
"2",439,26.1,-4,1208,1,"c","centre"
"2",439,-29.2,-199.1,128,2,"6","target"
"2",440,23.5,-12.6,1188,1,"c","centre"
"2",441,25.3,-7.70000000000005,1200,1,"c","centre"
"2",442,29.9,6.10000000000002,1216,1,"c","centre"
"2",443,35.4,12,828,1,"c","centre"
"2",443,43.8,-20.2,392,2,"c","centre"
"2",443,-141.1,-112.5,184,3,"5","target"
"2",444,49.2,-4,744,1,"c","centre"
"2",444,128.2,-160.3,236,2,"d6","blank"
"2",444,117.2,-136.1,256,3,"d6","blank"
"2",444,-130.3,90.2,124,4,"4","target"
"2",445,24.1,12.1,1228,1,"c","centre"
"2",445,-163.7,9.20000000000005,100,2,"d4","distracter"
"2",446,24.5,2.89999999999998,1244,1,"c","centre"
"2",447,27.4,3.39999999999998,1200,1,"c","centre"
"2",447,158,-181.4,156,2,"d6","distracter"
"2",448,17.3,32.9,348,1,"c","centre"
"2",448,0.399999999999977,52.7,192,2,"c","centre"
"2",448,25.5,134.7,784,3,"0","blank"
"2",448,-192,-43.4,268,4,"d4","blank"
"2",448,-204.3,-76.7,344,5,"5","target"
"2",449,18.1,25,1216,1,"c","centre"
"2",450,22.7,14,1216,1,"c","centre"
"2",451,13.5,27.6,496,1,"c","centre"
"2",451,70.7,71,232,2,"0","blank"
"2",451,24.5,27.7,460,3,"c","centre"
"2",451,-103.6,225.2,152,4,"d3","distracter"
"2",451,-187,-131.3,472,5,"5","target"
"2",452,16.2,-0.100000000000023,1192,1,"c","centre"
"2",453,28.6,6.20000000000005,340,1,"c","centre"
"2",453,1.20000000000005,6.20000000000005,184,2,"c","centre"
"2",453,27.9,-7,656,3,"c","centre"
"2",454,22.8,24.3,316,1,"c","centre"
"2",454,-22.8,185.3,256,2,"3","blank"
"2",454,41.9,73.6,360,3,"c","centre"
"2",454,-89.6,214.7,144,4,"d3","distracter"
"2",454,-199,138.2,244,5,"4","target"
"2",454,-145.5,168.5,144,6,"d3","distracter"
"2",455,34.8,12,168,1,"c","centre"
"2",455,25.8,156.1,240,2,"0","blank"
"2",455,45.8,92.9,196,3,"0","blank"
"2",455,25.8,44.1,344,4,"c","centre"
"2",455,165.2,-216.3,168,5,"d6","distracter"
"2",455,46.3,236.5,132,6,"3","target"
"2",456,35.4,-3.10000000000002,300,1,"c","centre"
"2",456,34.7,9.10000000000002,712,2,"c","centre"
"2",456,-70.4,-214.9,148,3,"d5","distracter"
"2",457,18.9,19.9,1220,1,"c","centre"
"2",458,24.1,28.6,512,1,"c","centre"
"2",458,38.9,91.8,548,2,"c","centre"
"2",458,31.6,45,152,3,"c","centre"
"2",459,24.4,10.6,644,1,"c","centre"
"2",459,24.9,-40,552,2,"c","centre"
"2",459,228.2,58.8,120,3,"d1","blank"
"2",460,21.6,24.2,416,1,"c","centre"
"2",460,26.4,-15.3,604,2,"c","centre"
"2",460,147.6,173,136,3,"d2","distracter"
"2",461,32,-8.10000000000002,1180,1,"c","centre"
"2",461,130.2,191.9,140,2,"d2","distracter"
"2",461,-174.4,156.5,176,3,"4","target"
"2",462,47.5,18.2,272,1,"c","centre"
"2",462,25.6,30.8,992,2,"c","centre"
"2",462,-57.8,-207.3,132,3,"d5","distracter"
"2",462,23.4,169.8,80,4,"3","target"
"2",463,11.9,11.7,1216,1,"c","centre"
"2",464,26.2,0.299999999999955,1228,1,"c","centre"
"2",464,-196.6,125.1,536,2,"4","target"
"2",465,34.4,0.200000000000045,1060,1,"c","centre"
"2",465,-119.4,96,116,2,"0","blank"
"2",465,267,-16.4,208,3,"d1","distracter"
"2",466,34,0,276,1,"c","centre"
"2",466,23.9,63.8,208,2,"c","centre"
"2",466,44,10.6,456,3,"c","centre"
"2",466,-88.3,-164.8,160,4,"d5","distracter"
"2",466,13.2,239.1,180,5,"3","target"
"2",467,34.1,10.7,1224,1,"c","centre"
"2",468,16.9,-5.79999999999995,1216,1,"c","centre"
"2",469,33.3,-3.29999999999995,1248,1,"c","centre"
"2",471,10.7,10.8,384,1,"c","centre"
"2",471,39.5,-2.89999999999998,148,2,"c","centre"
"2",471,19.4,-4.39999999999998,664,3,"c","centre"
"2",471,185.4,-56.2,152,4,"1","target"
"2",472,29.5,-7.10000000000002,1272,1,"c","centre"
"2",472,-136.2,-82.6,196,2,"5","target"
"2",473,49.5,-6.39999999999998,1648,1,"c","centre"
"2",473,81.7,-24.4,236,2,"c","centre"
"2",473,-183,137.3,348,3,"4","target"
"2",474,20,7.79999999999995,1276,1,"c","centre"
"2",474,135.4,-126.6,156,2,"1","blank"
"2",475,73.4000000000001,14.2,1724,1,"c","centre"
"2",475,227.3,110.7,148,2,"2","target"
"2",476,34.2,5.70000000000005,1256,1,"c","centre"
"2",477,14.6,10.1,416,1,"c","centre"
"2",477,-19.9,-1.89999999999998,152,2,"c","centre"
"2",477,29.2,-15.3,616,3,"c","centre"
"2",477,267.1,-30.6,268,4,"d1","distracter"
"2",477,42,-202.8,172,5,"6","target"
"2",478,49.4,18.1,1296,1,"c","centre"
"2",479,52.8,-1.70000000000005,1252,1,"c","centre"
"2",479,202.1,97.3,156,2,"2","target"
"2",480,22.2,29.4,204,1,"c","centre"
"2",480,106.7,62.2,180,2,"0","blank"
"2",480,23.8,30.7,824,3,"c","centre"
"2",480,225.4,-82.1,192,4,"1","target"
"2",481,48.3,0.899999999999977,1232,1,"c","centre"
"2",482,47.1,-2.60000000000002,308,1,"c","centre"
"2",482,142.6,191.2,568,2,"d2","blank"
"2",482,-71.5,98.2,152,3,"0","blank"
"2",482,-71.4,-210.6,228,4,"d5","distracter"
"2",482,-187.5,181.4,284,5,"4","target"
"2",483,56.5,6.39999999999998,144,1,"c","centre"
"2",483,101.6,183.2,368,2,"d2","blank"
"2",483,229.7,-76.6,156,3,"1","target"
"2",484,22.7,-4.89999999999998,1220,1,"c","centre"
"2",485,50.2,14.3,1208,1,"c","centre"
"2",485,-168.8,-7.89999999999998,208,2,"d4","distracter"
"2",486,41.6,-1.60000000000002,1248,1,"c","centre"
"2",486,-72.5,-50.6,172,2,"c","centre"
"2",486,-144.3,-54.6,232,3,"0","blank"
"2",487,24.6,-1.29999999999995,1228,1,"c","centre"
"2",487,-195.6,-4.5,160,2,"d4","distracter"
"2",488,41.9,0.200000000000045,1240,1,"c","centre"
"2",488,128.7,204.1,384,2,"d2","distracter"
"2",489,27.1,19.6,1240,1,"c","centre"
"2",489,144.2,-164.7,136,2,"d6","distracter"
"2",489,34.2,-225.6,460,3,"6","target"
"2",490,25,22.5,1256,1,"c","centre"
"2",490,-51.6,-159.5,144,2,"d5","distracter"
"2",490,32.8,-236.9,248,3,"6","target"
"2",490,-65,-211.9,148,4,"d5","distracter"
"2",490,-87.6,-207.7,212,5,"d5","distracter"
"2",491,31.7,24.4,392,1,"c","centre"
"2",491,44,76.6,192,2,"c","centre"
