observer, trial, targLoc, distLoc, targDiscrim, thoughtNoAttCap
25, 75, 5, 0, 1, 1
25, 76, 3, 0, 1, 1
25, 77, 1, 1, -1, -1
25, 78, 6, 0, 1, 1
25, 79, 6, 0, 1, 1
25, 80, 4, 5, 1, 1
25, 81, 5, 0, 1, 1
25, 82, 2, 1, 1, 1
25, 83, 1, 4, -1, -1
25, 84, 1, 0, 1, 1
25, 85, 6, 1, -1, -1
25, 86, 1, 0, 1, 1
25, 87, 2, 5, 1, 1
25, 88, 2, 0, 1, 1
25, 89, 4, 3, -1, -1
25, 90, 6, 0, 1, 1
25, 91, 3, 4, -1, -1
25, 92, 1, 5, -1, -1
25, 93, 5, 0, 1, 1
25, 94, 3, 2, -1, -1
25, 95, 1, 0, 1, 1
25, 96, 5, 6, -1, -1
25, 97, 3, 0, 1, 1
25, 98, 6, 0, 1, 1
25, 99, 3, 5, -1, -1
25, 100, 3, 0, 1, 1
25, 101, 4, 0, 1, 1
25, 102, 1, 2, 0, 1
25, 103, 6, 0, 1, 1
25, 104, 2, 0, 1, 1
25, 105, 5, 0, 1, 1
25, 106, 3, 4, -1, -1
25, 107, 3, 0, -1, -1
25, 108, 6, 2, -1, -1
25, 109, 1, 2, -1, -1
25, 110, 3, 3, -1, -1
25, 111, 6, 0, 1, 1
25, 112, 2, 3, 0, 1
25, 113, 4, 0, 1, 1
25, 114, 2, 6, 1, 1
25, 115, 6, 3, -1, -1
25, 116, 6, 6, 1, 1
25, 117, 5, 2, 1, 1
25, 118, 4, 6, 1, 1
25, 119, 3, 0, 1, 1
25, 120, 2, 4, -1, -1
25, 121, 2, 0, 1, 1
25, 122, 4, 2, 1, 1
25, 123, 3, 6, 1, 1
25, 124, 2, 2, 1, 1
25, 125, 5, 2, 1, 1
25, 126, 6, 0, 1, 1
25, 127, 2, 1, 1, 1
25, 128, 6, 2, 1, 1
25, 129, 3, 0, -1, -1
25, 130, 6, 3, -1, -1
25, 131, 1, 3, 1, 1
25, 132, 3, 0, 1, 1
25, 133, 4, 0, 1, 1
25, 134, 3, 1, 1, 1
25, 135, 2, 0, 1, 1
25, 136, 1, 0, 1, 1
25, 137, 5, 3, 1, 1
25, 138, 2, 0, 1, 1
25, 139, 1, 5, 1, 1
25, 140, 1, 0, 1, 1
25, 141, 4, 1, 1, 1
25, 142, 5, 4, 1, 1
25, 143, 4, 6, 1, 1
25, 144, 4, 0, 1, 1
25, 145, 1, 0, 1, 1
25, 146, 5, 0, 1, 1
25, 147, 4, 0, 1, 1
25, 148, 5, 3, 1, 1
25, 149, 2, 0, 1, 1
25, 150, 3, 3, -1, -1
25, 151, 1, 6, -1, -1
25, 152, 5, 1, 1, 1
25, 153, 6, 0, 1, 1
25, 154, 1, 1, 1, 1
25, 155, 2, 5, -1, -1
25, 156, 2, 0, 1, 1
25, 157, 4, 4, -1, -1
25, 158, 6, 0, 1, 1
25, 159, 5, 5, 1, 1
25, 160, 3, 0, 1, 1
25, 161, 2, 5, 1, 1
25, 162, 5, 0, 0, 1
25, 163, 4, 0, 1, 1
25, 164, 5, 0, 1, 1
25, 165, 1, 3, 1, 1
25, 166, 4, 0, 1, 1
25, 167, 1, 5, -1, -1
25, 168, 4, 0, 1, 1
25, 169, 3, 6, -1, -1
25, 170, 2, 0, 1, 1
25, 171, 5, 0, 1, 1
25, 172, 1, 0, 1, 1
25, 173, 1, 0, 1, 1
25, 174, 2, 0, 1, 1
25, 175, 2, 2, 1, 1
25, 176, 4, 0, 1, 1
25, 177, 2, 4, 1, 1
25, 178, 6, 5, -1, -1
25, 179, 6, 4, -1, -1
25, 180, 3, 0, 1, 1
25, 181, 6, 0, 1, 1
25, 182, 2, 3, -1, -1
25, 183, 6, 3, -1, -1
25, 184, 4, 0, 1, 1
25, 185, 6, 0, 1, 1
25, 186, 4, 0, 1, 1
25, 187, 2, 0, 1, 1
25, 188, 2, 2, 1, 1
25, 189, 1, 0, 1, 1
25, 190, 6, 0, 1, 1
25, 191, 5, 3, 1, 1
25, 192, 5, 1, 1, 1
25, 193, 2, 0, 1, 1
25, 194, 1, 0, 1, 1
25, 195, 4, 4, 1, 1
25, 196, 3, 6, 1, 1
25, 197, 6, 0, 1, 1
25, 198, 3, 2, -1, -1
25, 199, 3, 2, -1, -1
25, 200, 1, 4, -1, -1
25, 201, 6, 2, -1, -1
25, 202, 5, 1, 1, 1
25, 203, 5, 2, 1, 1
25, 204, 4, 0, 1, 1
25, 205, 3, 0, 1, 1
25, 206, 6, 1, 1, 1
25, 207, 1, 4, -1, -1
25, 208, 4, 3, -1, -1
25, 209, 4, 0, 1, 1
25, 210, 6, 1, 1, 1
25, 211, 4, 2, 1, 1
25, 212, 4, 0, 1, 1
25, 213, 1, 6, 1, 1
25, 214, 6, 0, 1, 1
25, 215, 2, 6, 1, 1
25, 216, 5, 5, 1, 1
