observer, trial, targLoc, distLoc, targDiscrim, thoughtNoAttCap
25, 1, 4, 4, -1, -1
25, 2, 5, 0, 1, 1
25, 3, 3, 0, 1, 1
25, 4, 2, 0, 1, 1
25, 5, 5, 0, 1, 1
25, 6, 6, 5, -1, -1
25, 7, 2, 3, -1, -1
25, 8, 3, 0, 1, 1
25, 9, 2, 0, 1, 1
25, 10, 1, 1, -1, -1
25, 11, 4, 0, 0, 1
25, 12, 5, 0, 1, 1
25, 13, 1, 0, 1, 1
25, 14, 2, 6, 1, 1
25, 15, 4, 5, -1, -1
25, 16, 6, 4, -1, -1
25, 17, 1, 0, 1, 1
25, 18, 5, 0, 1, 1
25, 19, 4, 0, 1, 1
25, 20, 3, 0, 1, 1
25, 21, 3, 0, 1, 1
25, 22, 5, 0, 1, 1
25, 23, 3, 0, 1, 1
25, 24, 5, 0, 1, 1
25, 25, 3, 0, 1, 1
25, 26, 2, 0, 1, 1
25, 27, 6, 0, 1, 1
25, 28, 6, 5, -1, -1
25, 29, 5, 0, 1, 1
25, 30, 2, 0, 1, 1
25, 31, 1, 6, -1, -1
25, 32, 3, 0, 1, 1
25, 33, 1, 0, 1, 1
25, 34, 6, 6, -1, -1
25, 35, 6, 0, 1, 1
25, 36, 2, 4, -1, -1
25, 37, 5, 0, 1, 1
25, 38, 4, 3, -1, -1
25, 39, 5, 6, -1, -1
25, 40, 2, 0, 1, 1
25, 41, 6, 0, 1, 1
25, 42, 1, 0, 1, 1
25, 43, 1, 0, 1, 1
25, 44, 3, 0, 1, 1
25, 45, 2, 1, 1, 1
25, 46, 5, 0, -1, -1
25, 47, 1, 0, 1, 1
25, 48, 3, 4, -1, -1
25, 49, 4, 6, 1, 1
25, 50, 2, 0, 1, 1
25, 51, 6, 6, 0, 1
25, 52, 1, 3, -1, -1
25, 53, 4, 2, -1, -1
25, 54, 3, 1, 1, 1
25, 55, 1, 0, 1, 1
25, 56, 4, 1, 1, 1
25, 57, 6, 4, -1, -1
25, 58, 3, 5, -1, -1
25, 59, 5, 0, 1, 1
25, 60, 5, 6, 1, 1
25, 61, 1, 0, 1, 1
25, 62, 3, 1, 1, 1
25, 63, 3, 3, -1, -1
25, 64, 3, 5, -1, -1
25, 65, 1, 2, -1, -1
25, 66, 4, 5, 1, 1
25, 67, 4, 0, 1, 1
25, 68, 4, 1, 1, 1
25, 69, 5, 4, 1, 1
25, 70, 5, 4, 1, 1
25, 71, 5, 5, 1, 1
25, 72, 4, 0, 1, 1
25, 73, 6, 0, 1, 1
25, 74, 2, 0, 1, 1
