observer, trial, targLoc, distLoc, targDiscrim, thoughtNoAttCap
34, 136, 1, 6, 1, 1
34, 137, 4, 3, 1, 1
34, 138, 5, 3, 1, 1
34, 139, 2, 1, 1, 1
34, 140, 2, 0, 1, 1
34, 141, 4, 5, 1, 1
34, 142, 5, 1, 1, 1
34, 143, 4, 4, 1, 1
34, 144, 5, 0, 1, 1
34, 145, 2, 3, 1, 1
34, 146, 4, 0, 1, 1
34, 147, 6, 0, 1, 1
34, 148, 1, 0, 1, 1
34, 149, 4, 3, 1, 1
34, 150, 5, 6, 1, 1
34, 151, 1, 0, 1, 1
34, 152, 3, 6, 1, 1
34, 153, 6, 5, 1, 1
34, 154, 1, 0, 1, 1
34, 155, 2, 6, 1, 1
34, 156, 6, 0, 1, 1
34, 157, 6, 1, 1, 1
34, 158, 4, 0, 1, 1
34, 159, 6, 0, 1, 1
34, 160, 5, 0, 1, 1
34, 161, 1, 4, 1, 1
34, 162, 5, 0, 1, 1
34, 163, 4, 0, 1, 1
34, 164, 2, 0, 1, 1
34, 165, 5, 6, 1, 1
34, 166, 2, 0, 1, 1
34, 167, 1, 3, 1, 1
34, 168, 4, 0, 1, 1
34, 169, 5, 0, 1, 1
34, 170, 3, 0, 1, 1
34, 171, 2, 0, 1, 1
34, 172, 6, 0, 1, 1
34, 173, 1, 0, 1, 1
34, 174, 3, 5, 1, 1
34, 175, 2, 0, 1, 1
34, 176, 6, 4, 1, 1
34, 177, 1, 0, 1, 1
34, 178, 6, 3, -1, -1
34, 179, 5, 4, 1, 1
34, 180, 2, 0, 1, 1
34, 181, 1, 0, 1, 1
34, 182, 4, 6, 1, 1
34, 183, 2, 0, 1, 1
34, 184, 4, 0, 1, 1
34, 185, 2, 0, 1, 1
34, 186, 3, 3, 1, 1
34, 187, 3, 2, 1, 1
34, 188, 6, 0, 1, 1
34, 189, 3, 0, 1, 1
34, 190, 2, 6, 1, 1
34, 191, 3, 4, 1, 1
34, 192, 6, 6, 1, 1
34, 193, 3, 0, 1, 1
34, 194, 5, 5, 1, 1
34, 195, 4, 0, 1, 1
34, 196, 4, 0, 1, 1
34, 197, 1, 0, 1, 1
34, 198, 1, 0, 1, 1
34, 199, 3, 0, 1, 1
34, 200, 1, 5, 1, 1
34, 201, 6, 0, 1, 1
34, 202, 4, 1, 1, 1
34, 203, 6, 1, 1, 1
34, 204, 5, 0, 1, 1
34, 205, 6, 5, 1, 1
34, 206, 3, 0, 1, 1
34, 207, 1, 0, 1, 1
34, 208, 6, 0, 1, 1
34, 209, 1, 1, 1, 1
34, 210, 2, 4, -1, -1
34, 211, 2, 0, 1, 1
34, 212, 1, 0, 1, 1
34, 213, 4, 1, 1, 1
34, 214, 3, 3, 1, 1
34, 215, 1, 4, 1, 1
34, 216, 4, 0, 1, 1
