observer, trial, targLoc, distLoc, targDiscrim, thoughtNoAttCap
34, 1, 6, 2, 1, 1
34, 2, 6, 0, 1, 1
34, 3, 5, 0, 1, 1
34, 4, 2, 3, -1, -1
34, 5, 6, 4, -1, -1
34, 6, 6, 2, -1, -1
34, 7, 1, 5, -1, -1
34, 8, 1, 0, 1, 1
34, 9, 3, 5, -1, -1
34, 10, 2, 0, 1, 1
34, 11, 5, 0, 1, 1
34, 12, 2, 0, 1, 1
34, 13, 1, 0, 1, 1
34, 14, 5, 2, 1, 1
34, 15, 5, 0, 1, 1
34, 16, 1, 0, 1, 1
34, 17, 6, 2, 1, 1
34, 18, 1, 0, 1, 1
34, 19, 6, 6, 1, 1
34, 20, 5, 0, 1, 1
34, 21, 4, 5, 1, 1
34, 22, 2, 4, 1, 1
34, 23, 3, 4, 1, 1
34, 24, 5, 0, 1, 1
34, 25, 5, 3, 1, 1
34, 26, 5, 2, 1, 1
34, 27, 6, 0, 1, 1
34, 28, 5, 3, 1, 1
34, 29, 5, 0, 1, 1
34, 30, 2, 0, 1, 1
34, 31, 3, 0, 1, 1
34, 32, 6, 6, 1, 1
34, 33, 3, 0, 1, 1
34, 34, 1, 0, 1, 1
34, 35, 4, 4, 1, 1
34, 36, 4, 0, 1, 1
34, 37, 1, 0, 1, 1
34, 38, 5, 1, 1, 1
34, 39, 6, 0, 1, 1
34, 40, 4, 0, 1, 1
34, 41, 5, 0, 1, 1
34, 42, 6, 0, 1, 1
34, 43, 2, 2, 1, 1
34, 44, 6, 4, 1, 1
34, 45, 5, 0, 1, 1
34, 46, 4, 2, 1, 1
34, 47, 2, 5, 1, 1
34, 48, 3, 0, 1, 1
34, 49, 6, 3, -1, -1
34, 50, 1, 6, 1, 1
34, 51, 5, 0, 1, 1
34, 52, 6, 0, 1, 1
34, 53, 3, 1, 1, 1
34, 54, 6, 0, 1, 1
34, 55, 1, 5, 1, 1
34, 56, 3, 0, 1, 1
34, 57, 2, 5, 1, 1
34, 58, 1, 3, 1, 1
34, 59, 5, 5, 1, 1
34, 60, 5, 5, 1, 1
34, 61, 3, 0, 1, 1
34, 62, 3, 0, 1, 1
34, 63, 3, 2, 1, 1
34, 64, 6, 1, 1, 1
34, 65, 4, 6, 1, 1
34, 66, 2, 2, 1, 1
34, 67, 4, 0, 1, 1
34, 68, 5, 1, 1, 1
34, 69, 1, 2, 1, 1
34, 70, 2, 2, 1, 1
34, 71, 5, 6, 1, 1
34, 72, 2, 0, 1, 1
34, 73, 1, 2, 1, 1
34, 74, 3, 0, 1, 1
34, 75, 4, 3, 1, 1
34, 76, 2, 1, 1, 1
34, 77, 6, 0, 1, 1
34, 78, 4, 0, 1, 1
34, 79, 5, 0, 1, 1
34, 80, 6, 5, 1, 1
34, 81, 4, 2, 1, 1
34, 82, 1, 2, 1, 1
34, 83, 6, 0, 1, 1
34, 84, 6, 3, 1, 1
34, 85, 3, 6, 1, 1
34, 86, 4, 0, 1, 1
34, 87, 5, 0, 1, 1
34, 88, 2, 6, 1, 1
34, 89, 3, 4, 1, 1
34, 90, 3, 1, 1, 1
34, 91, 4, 0, 1, 1
34, 92, 1, 4, 1, 1
34, 93, 4, 1, 1, 1
34, 94, 2, 0, 1, 1
34, 95, 1, 1, 1, 1
34, 96, 1, 6, 1, 1
34, 97, 3, 0, 1, 1
34, 98, 1, 0, 1, 1
34, 99, 4, 4, 1, 1
34, 100, 5, 4, 1, 1
34, 101, 4, 2, 1, 1
34, 102, 3, 0, 1, 1
34, 103, 4, 0, 1, 1
34, 104, 5, 4, 1, 1
34, 105, 1, 3, 1, 1
34, 106, 2, 4, 1, 1
34, 107, 6, 0, 1, 1
34, 108, 2, 0, 1, 1
34, 109, 5, 2, 1, 1
34, 110, 4, 0, 1, 1
34, 111, 4, 0, 1, 1
34, 112, 2, 3, 1, 1
34, 113, 3, 6, 1, 1
34, 114, 3, 5, 1, 1
34, 115, 5, 0, 1, 1
34, 116, 3, 0, 1, 1
34, 117, 3, 2, 1, 1
34, 118, 6, 0, 1, 1
34, 119, 3, 1, 1, 1
34, 120, 2, 5, 1, 1
34, 121, 3, 0, 1, 1
34, 122, 5, 0, 1, 1
34, 123, 4, 6, 1, 1
34, 124, 3, 0, 1, 1
34, 125, 4, 0, 1, 1
34, 126, 2, 0, 1, 1
34, 127, 2, 1, 1, 1
34, 128, 3, 0, 1, 1
34, 129, 2, 0, 1, 1
34, 130, 2, 0, 1, 1
34, 131, 1, 1, 1, 1
34, 132, 1, 0, 1, 1
34, 133, 6, 0, 1, 1
34, 134, 3, 3, 1, 1
34, 135, 4, 5, 1, 1
