"observer","trial","x","y","dur","onset","offset","n","aoi2","aoi"
"2",8,-28.4,7.20000000000005,352,865,1667065,5,"centre","c"
"2",8,136.5,-221.9,102,1257,1667207,6,"blank","d6"
"2",8,-247.2,136,232,1413,1667493,7,"blank","4"
"2",8,-256.6,116.7,639,1653,1668140,8,"blank","4"
"2",9,-18.3,-4.29999999999995,158,0,1671873,1,"centre","c"
"2",9,-79,77.2,134,184,1672033,2,"blank","0"
"2",9,-222,110.2,160,348,1672223,3,"blank","4"
"2",9,-16.1,7,681,548,1672944,4,"centre","c"
"2",9,224.7,-126.5,773,1268,1673756,5,"blank","1"
"2",10,-15.2,-8,314,0,1678079,1,"centre","c"
"2",10,-13.3,9.10000000000002,882,324,1678971,2,"centre","c"
"2",10,-155.8,-179.6,121,1242,1679128,3,"blank","d5"
"2",10,-237.7,-134.9,759,1386,1679910,4,"blank","5"
"2",11,-11.5,-7.29999999999995,474,0,1684257,1,"centre","c"
"2",11,0.799999999999955,7.39999999999998,752,484,1685019,2,"centre","c"
"2",11,186.1,77.1,69,1268,1685120,3,"blank","2"
"2",11,217.4,134.3,1022,1358,1686163,4,"blank","2"
"2",12,-9.89999999999998,-3.89999999999998,1193,0,1691543,1,"centre","c"
"2",12,-123.7,209.8,179,1232,1691761,2,"blank","d3"
"2",12,-144.5,217.5,236,1419,1692005,3,"blank","d3"
"2",12,255,-156.1,119,1719,1692188,4,"target","1"
"2",12,222.7,-142.6,672,1852,1692874,5,"target","1"
"2",13,-7.89999999999998,-4.89999999999998,1296,0,1698031,1,"centre","c"
"2",13,176.9,93.7,104,1333,1698172,2,"blank","2"
"2",13,220.4,131.9,900,1456,1699091,3,"blank","2"
"2",14,-14,-5.39999999999998,1218,0,1703936,1,"centre","c"
"2",14,100.7,-186.8,94,1258,1704070,2,"blank","d6"
"2",14,-244.5,-140.2,1283,1400,1705401,3,"blank","5"
"2",15,-16.7,0.100000000000023,336,0,1709755,1,"centre","c"
"2",15,-14.2,13.3,722,488,1710629,2,"centre","c"
"2",15,-123.9,161.6,127,1248,1710794,3,"blank","d3"
"2",15,-241,-128.5,336,1423,1711178,4,"blank","5"
"2",16,-8.79999999999995,-9.60000000000002,1209,0,1716996,1,"centre","c"
"2",16,-265.8,-8.29999999999995,158,1250,1717195,2,"blank","d4"
"2",16,1.5,239.4,369,1455,1717611,3,"blank","3"
"2",17,-14.6,1.89999999999998,1177,0,1722690,1,"centre","c"
"2",17,-110.3,241.8,118,1222,1722853,2,"blank","d3"
"2",17,-19.3,250,1083,1362,1723958,3,"target","3"
"2",18,-3.5,-9.79999999999995,1221,0,1728892,1,"centre","c"
"2",18,-227.2,90.5,123,1262,1729056,2,"blank","4"
"2",18,-243.4,112,898,1398,1729967,3,"blank","4"
"2",19,-12,-3.89999999999998,341,0,1734034,1,"centre","c"
"2",19,-5.70000000000005,-3.70000000000005,967,352,1735012,2,"centre","c"
"2",19,189.1,83.9,105,1359,1735157,3,"blank","2"
"2",19,222.3,129.1,792,1484,1735969,4,"blank","2"
"2",20,-7.79999999999995,-5.39999999999998,1200,0,1741121,1,"centre","c"
"2",20,131.1,-209.1,113,1237,1741271,2,"blank","d6"
"2",20,222.7,-135.9,1537,1374,1742832,3,"blank","1"
"2",21,-14,-7.20000000000005,1217,0,1746473,1,"centre","c"
"2",21,-93.3,-188.4,119,1247,1746622,2,"blank","d5"
"2",21,-1.10000000000002,-282.1,1132,1396,1747784,3,"blank","6"
"2",22,-6.20000000000005,-18.3,1204,0,1752594,1,"centre","c"
"2",22,249.6,-1.60000000000002,89,1245,1752724,2,"distracter","d1"
"2",22,214.2,125.4,1007,1364,1753761,3,"blank","2"
"2",23,-11.5,-8,1251,0,1758933,1,"centre","c"
"2",23,-148.1,-146.1,80,1283,1759045,2,"blank","5"
"2",23,-240.6,111.8,1017,1403,1760102,3,"blank","4"
"2",24,-7.10000000000002,-11.3,241,0,1764882,1,"centre","c"
"2",24,-203.7,79.5,153,383,1765177,2,"target","4"
"2",24,-227.1,91.7,224,546,1765411,3,"target","4"
"2",24,21.9,-19.9,131,815,1765587,4,"centre","c"
"2",24,-8.5,-12.9,223,957,1765821,5,"centre","c"
"2",24,-270.2,2.5,112,1222,1765975,6,"distracter","d4"
"2",24,-240.6,111.7,1194,1362,1767197,7,"target","4"
"2",25,9.39999999999998,-30.1,244,0,1772469,1,"centre","c"
"2",25,2.39999999999998,-19.7,292,253,1772770,2,"centre","c"
"2",25,2,-1.20000000000005,679,553,1773457,3,"centre","c"
"2",25,15.8,-255.9,189,1266,1773680,4,"target","6"
"2",25,11,-287.3,645,1468,1774338,5,"target","6"
"2",26,4.20000000000005,-39.4,317,0,1777993,1,"centre","c"
"2",26,-0.700000000000045,-16.1,904,329,1778909,2,"centre","c"
"2",26,228.7,-147.3,728,1274,1779678,3,"target","1"
"2",27,-9.29999999999995,-25.4,285,0,1783978,1,"centre","c"
"2",27,-6,-10.6,846,459,1784998,2,"centre","c"
"2",27,238.4,-139.1,228,1345,1785266,3,"target","1"
"2",27,234.6,-152.5,486,1582,1785761,4,"target","1"
"2",28,-2.10000000000002,-27.8,299,0,1791159,1,"centre","c"
"2",28,-10.6,-17.7,912,310,1792082,2,"centre","c"
"2",28,233.4,-27.7,125,1262,1792247,3,"distracter","d1"
"2",28,-4.60000000000002,-261.3,275,1433,1792568,4,"target","6"
"2",28,-8.39999999999998,-283.8,671,1715,1793246,5,"target","6"
"2",29,-6.20000000000005,-24.8,325,0,1797457,1,"centre","c"
"2",29,-9.60000000000002,-5.29999999999995,851,335,1798318,2,"centre","c"
"2",29,-118.4,-198.9,112,1223,1798467,3,"distracter","d5"
"2",29,-15.8,207.9,110,1384,1798626,4,"target","3"
"2",29,-2.29999999999995,241,296,1517,1798945,5,"target","3"
"2",29,-122.7,-146.7,123,1881,1799136,6,"distracter","d5"
"2",30,-6.20000000000005,-21.1,322,0,1803617,1,"centre","c"
"2",30,-8.5,-0.5,864,333,1804492,2,"centre","c"
"2",30,78.5,-241,119,1242,1804656,3,"distracter","d6"
"2",30,-4,-280,1386,1383,1806064,4,"target","6"
"2",31,-21.2,-0.5,1194,0,1811190,1,"centre","c"
"2",31,105.3,201.6,125,1233,1811354,2,"distracter","d2"
"2",31,198.5,-132.2,157,1412,1811565,3,"target","1"
"2",31,211.4,-146.6,240,1576,1811812,4,"target","1"
"2",31,120.9,189,141,1870,1812007,5,"distracter","d2"
"2",32,-7.70000000000005,-15.1,1214,0,1816443,1,"centre","c"
"2",32,207.2,93.7,123,1253,1816605,2,"target","2"
"2",32,222.8,114.6,584,1385,1817198,3,"target","2"
"2",33,0.399999999999977,-21.6,284,0,1821181,1,"centre","c"
"2",33,-14.5,-10.5,959,296,1822152,2,"centre","c"
"2",33,-84.7,87.4,62,1288,1822247,3,"blank","0"
"2",33,248.2,-166.8,200,1403,1822500,4,"target","1"
"2",33,227.1,-145.4,527,1615,1823039,5,"target","1"
"2",34,-7.20000000000005,-10.7,361,0,1826842,1,"centre","c"
"2",34,-14.9,-7.20000000000005,848,370,1827699,2,"centre","c"
"2",34,204.8,69.1,99,1260,1827840,3,"target","2"
"2",34,210.7,113.6,799,1380,1828660,4,"target","2"
"2",35,-8.89999999999998,-17.1,1212,0,1832671,1,"centre","c"
"2",35,216.3,-148.6,692,1252,1833403,2,"target","1"
"2",36,-9,-7.39999999999998,1218,0,1838201,1,"centre","c"
"2",36,-245.8,-23.8,104,1257,1838344,2,"distracter","d4"
"2",36,-227.3,99.2,157,1393,1838533,3,"target","4"
"2",36,-245.5,98.2,308,1560,1838851,4,"target","4"
"2",36,-242.9,104.1,583,1877,1839443,5,"target","4"
"2",37,-16.2,-2.10000000000002,1206,0,1844256,1,"centre","c"
"2",37,-137.1,186.8,142,1245,1844437,2,"distracter","d3"
"2",37,-15.7,-205.3,84,1492,1844626,3,"target","6"
"2",37,-9.39999999999998,-290.3,941,1599,1845590,4,"target","6"
"2",38,-5.10000000000002,-20.7,322,0,1849855,1,"centre","c"
"2",38,-13.2,-16.6,878,331,1850742,2,"centre","c"
"2",38,-134.3,183,133,1250,1850916,3,"distracter","d3"
"2",38,-237.8,105.9,953,1412,1851898,4,"target","4"
"2",39,-21.4,-15.8,397,0,1856131,1,"centre","c"
"2",39,-18.2,-5.79999999999995,820,407,1856961,2,"centre","c"
"2",39,104.9,-191,103,1267,1857104,3,"distracter","d6"
"2",39,-20,238.1,673,1418,1857825,4,"target","3"
"2",40,-16.3,-19.4,300,0,1861087,1,"centre","c"
"2",40,-0.600000000000023,-13.5,900,313,1862000,2,"centre","c"
"2",40,213.8,91.5,154,1256,1862197,3,"target","2"
"2",40,223.1,111.1,364,1423,1862574,4,"target","2"
"2",41,-8.70000000000005,-33,218,0,1868493,1,"centre","c"
"2",41,-3.29999999999995,-20.7,768,227,1869270,2,"centre","c"
"2",41,-11.3,0.899999999999977,303,1007,1869585,3,"centre","c"
"2",41,206.4,-132.1,581,1350,1870206,4,"target","1"
"2",42,-14.7,-10.7,1244,0,1874796,1,"centre","c"
"2",42,16.9,-220.6,110,1285,1874947,2,"target","6"
"2",42,3.20000000000005,-291,1117,1417,1876086,3,"target","6"
"2",43,-3.10000000000002,-20,289,0,1879995,1,"centre","c"
"2",43,4.5,-28.7,517,507,1880730,2,"centre","c"
"2",43,11.4,-25.8,204,1034,1880944,3,"centre","c"
"2",43,-234.7,-58.4,142,1277,1881125,4,"distracter","d4"
"2",43,-224.6,-164.9,196,1447,1881349,5,"target","5"
"2",43,-246.9,-158.7,906,1650,1882262,6,"target","5"
"2",44,-5.60000000000002,-20.6,497,0,1885723,1,"centre","c"
"2",44,-13.8,-7.29999999999995,725,507,1886458,2,"centre","c"
"2",44,1.79999999999995,206,116,1270,1886612,3,"target","3"
"2",44,-14.9,243.5,1017,1410,1887653,4,"target","3"
"2",45,-11.6,-17.4,1238,0,1892409,1,"centre","c"
"2",45,-56.5,30.1,123,1264,1892558,2,"centre","c"
"2",45,228.3,-150.1,938,1431,1893540,3,"target","1"
"2",46,0,-38.2,232,0,1897919,1,"centre","c"
"2",46,-3.89999999999998,-24.9,263,241,1898191,2,"centre","c"
"2",46,4.29999999999995,-13.2,697,512,1898896,3,"centre","c"
"2",46,-117.1,202.5,140,1251,1899078,4,"distracter","d3"
"2",46,-9,237.3,746,1421,1899854,5,"target","3"
"2",47,1.20000000000005,58,133,0,1903012,1,"centre","c"
"2",47,-5.29999999999995,189.1,221,167,1903267,2,"blank","3"
"2",47,-5.70000000000005,-3.79999999999995,749,427,1904055,3,"centre","c"
"2",47,-144.9,223,123,1221,1904223,4,"distracter","d3"
"2",47,-249.5,-136.8,879,1395,1905153,5,"target","5"
"2",48,-30.7,-36.4,293,0,1908696,1,"centre","c"
"2",48,-13.5,-9.20000000000005,937,312,1909652,2,"centre","c"
"2",48,-237.4,-21.1,106,1287,1909796,3,"distracter","d4"
"2",48,-246.1,-140.1,437,1417,1910257,4,"target","5"
"2",48,-285.7,-28.6,354,1882,1910639,5,"distracter","d4"
"2",49,-17,-25,1291,0,1915163,1,"centre","c"
"2",49,204.4,-33.4,90,1334,1915296,2,"distracter","d1"
"2",49,-9.20000000000005,-274.9,984,1468,1916324,3,"target","6"
"2",50,7,-14.1,293,0,1920432,1,"centre","c"
"2",50,-4.79999999999995,-26.9,199,301,1920639,2,"centre","c"
"2",50,-7.89999999999998,-17.2,707,508,1921354,3,"centre","c"
"2",50,-252.1,-35.5,166,1265,1921570,4,"distracter","d4"
"2",50,221.7,106.8,630,1489,1922258,5,"target","2"
"2",51,-1033.8,3.79999999999995,121,0,1948596,1,"blank","0"
"2",51,-1441.7,61,127,158,1948760,2,"blank","0"
"2",51,-41.9,50.4,125,373,1948973,3,"centre","c"
"2",51,6,11.2,273,525,1949273,4,"centre","c"
"2",51,1.60000000000002,6,416,816,1949707,5,"centre","c"
"2",51,-274.2,-2.39999999999998,244,1283,1950002,6,"distracter","d4"
"2",51,5.10000000000002,-257,980,1583,1951038,7,"target","6"
"2",52,-9.10000000000002,-13.3,357,0,1955917,1,"centre","c"
"2",52,0.200000000000045,1.29999999999995,843,370,1956773,2,"centre","c"
"2",52,123.3,-59.8,53,1243,1956856,3,"blank","0"
"2",52,217,-127.2,911,1324,1957795,4,"target","1"
"2",53,-2.20000000000005,-3.20000000000005,1194,0,1962677,1,"centre","c"
"2",53,249,-18.8,237,1235,1962955,2,"distracter","d1"
"2",53,3.79999999999995,-268.9,727,1529,1963739,3,"target","6"
"2",54,2,-8.60000000000002,1220,0,1968081,1,"centre","c"
"2",54,13.1,-156.5,96,1252,1968209,2,"blank","0"
"2",54,-2,-270.4,764,1377,1969002,3,"target","6"
"2",55,5.10000000000002,-13.7,1226,0,1973822,1,"centre","c"
"2",55,114.6,-197.2,102,1265,1973963,2,"distracter","d6"
"2",55,213.2,118.9,541,1411,1974548,3,"target","2"
"2",55,154.5,-157.4,124,2002,1974722,4,"distracter","d6"
"2",56,2.60000000000002,-17.1,1201,0,1979080,1,"centre","c"
"2",56,220.6,84.2,103,1242,1979224,2,"target","2"
"2",56,219.5,120,539,1367,1979785,3,"target","2"
"2",57,-2.10000000000002,2.29999999999995,1221,0,1984651,1,"centre","c"
"2",57,-104.9,111.2,82,1252,1984764,2,"blank","0"
"2",57,-0.299999999999955,-295.8,133,1397,1984960,3,"target","6"
"2",57,-0.799999999999955,-283.3,544,1541,1985515,4,"target","6"
"2",58,-7.5,-20,364,0,1990128,1,"centre","c"
"2",58,3.29999999999995,-6.5,839,372,1990975,2,"centre","c"
"2",58,-235.7,105.2,150,1252,1991166,3,"target","4"
"2",58,-245.1,117.4,508,1415,1991687,4,"target","4"
"2",59,-0.200000000000045,-4.79999999999995,723,0,1996392,1,"centre","c"
"2",59,-0.5,-0.200000000000045,473,731,1996873,2,"centre","c"
"2",59,231.1,-22.7,83,1244,1996996,3,"distracter","d1"
"2",59,-247.3,99.3,680,1396,1997745,4,"target","4"
"2",60,6.10000000000002,-8.60000000000002,1211,0,2003593,1,"centre","c"
"2",60,195.9,-107.3,110,1252,2003744,2,"target","1"
"2",60,231.9,-141.3,512,1378,2004272,3,"target","1"
"2",61,2.10000000000002,-14.3,339,0,2007404,1,"centre","c"
"2",61,7.20000000000005,-13.2,900,349,2008314,2,"centre","c"
"2",61,8.20000000000005,202.9,117,1288,2008470,3,"target","3"
"2",61,0.799999999999955,241.6,545,1428,2009038,4,"target","3"
"2",61,-26.6,51.4,425,2016,2009506,5,"centre","c"
"2",62,-1.60000000000002,-9.20000000000005,1213,0,2013478,1,"centre","c"
"2",62,11,-206,98,1240,2013603,2,"target","6"
"2",62,3.20000000000005,-262.7,892,1358,2014515,3,"target","6"
"2",63,0,-21.4,311,0,2018493,1,"centre","c"
"2",63,2,-14.2,873,322,2019377,2,"centre","c"
"2",63,-251.7,-29.8,102,1237,2019521,3,"distracter","d4"
"2",63,11.6,203.4,116,1385,2019683,4,"target","3"
"2",63,4.10000000000002,227.6,621,1526,2020329,5,"target","3"
"2",65,11,-26.8,1220,0,2031654,1,"centre","c"
"2",65,247,-34.9,116,1261,2031811,2,"distracter","d1"
"2",65,1.89999999999998,224.1,427,1423,2032284,3,"target","3"
"2",66,7.5,-25.1,1216,0,2036832,1,"centre","c"
"2",66,217.8,87.4,114,1258,2036988,2,"target","2"
"2",66,228.3,109.5,476,1385,2037477,3,"target","2"
"2",67,9,-10.4,1203,0,2041838,1,"centre","c"
"2",67,10.5,215,160,1243,2042038,2,"target","3"
"2",67,5.89999999999998,240.1,506,1419,2042560,3,"target","3"
"2",68,-3.5,-13,1193,0,2048192,1,"centre","c"
"2",68,105.4,195.8,139,1241,2048379,2,"distracter","d2"
"2",68,1,244.3,778,1409,2049186,3,"target","3"
"2",69,-7.79999999999995,-20.9,462,0,2053698,1,"centre","c"
"2",69,-7.79999999999995,37.5,775,491,2054502,2,"centre","c"
"2",69,-223.3,77.5,118,1309,2054663,3,"target","4"
"2",69,-246.5,98.2,804,1447,2055487,4,"target","4"
"2",70,-12.7,-16.6,1203,0,2060454,1,"centre","c"
"2",70,97.4000000000001,155.1,143,1238,2060632,2,"distracter","d2"
"2",70,239,-134.3,884,1429,2061564,3,"target","1"
"2",71,-11.6,-33.8,306,0,2065343,1,"centre","c"
"2",71,-18.6,-8.20000000000005,901,320,2066258,2,"centre","c"
"2",71,212.1,-143.9,853,1274,2067164,3,"target","1"
"2",72,-2.20000000000005,-29.9,217,0,2070393,1,"centre","c"
"2",72,-4.70000000000005,-18.3,978,227,2071381,2,"centre","c"
"2",72,201.5,94.7,121,1246,2071543,3,"target","2"
"2",72,207.1,117,587,1381,2072144,4,"target","2"
"2",73,-16.9,-9.5,323,0,2076012,1,"centre","c"
"2",73,-24.8,-4.20000000000005,882,333,2076904,2,"centre","c"
"2",73,-137.8,167.7,103,1255,2077047,3,"distracter","d3"
"2",73,-33.2,-292.4,113,1436,2077238,4,"target","6"
"2",73,-13.8,-285.4,154,1559,2077402,5,"target","6"
"2",73,-13.6,-286.8,579,1723,2077991,6,"target","6"
"2",74,-14.6,-16.6,1223,0,2083246,1,"centre","c"
"2",74,19.9,-91.6,96,1246,2083365,2,"centre","c"
"2",74,-244.1,-134.4,733,1394,2084150,3,"target","5"
"2",75,-11.8,-12,584,0,2088274,1,"centre","c"
"2",75,-14.1,-12.5,478,758,2088926,2,"centre","c"
"2",75,-123.8,153.2,130,1290,2089110,3,"distracter","d3"
"2",75,-144.5,186.6,80,1440,2089210,4,"distracter","d3"
"2",75,-232.4,75.6,192,1552,2089434,5,"target","4"
"2",75,-238.9,88.3,660,1754,2090104,6,"target","4"
"2",76,-10.6,-10.5,1216,0,2094222,1,"centre","c"
"2",76,-221,-123.9,157,1264,2094427,2,"target","5"
"2",76,-240.7,-153.8,634,1441,2095081,3,"target","5"
"2",77,-9.20000000000005,-27.5,1222,0,2100196,1,"centre","c"
"2",77,-257,-40.3,140,1263,2100377,2,"distracter","d4"
"2",77,-34.4,-269.6,146,1448,2100568,3,"target","6"
"2",77,3,-293,522,1607,2101103,4,"target","6"
"2",78,-1.39999999999998,-31.5,1209,0,2105517,1,"centre","c"
"2",78,110.5,158.8,115,1251,2105674,2,"distracter","d2"
"2",78,111.7,179.6,70,1384,2105762,3,"distracter","d2"
"2",78,-250.4,92.7,193,1513,2106014,4,"target","4"
"2",79,-10.8,-18.8,1216,0,2110574,1,"centre","c"
"2",79,-4.89999999999998,203.3,114,1268,2110740,2,"target","3"
"2",79,-11.2,227.3,764,1404,2111526,3,"target","3"
"2",80,-13.7,-23.6,1182,0,2116458,1,"centre","c"
"2",80,117.1,178.3,122,1229,2116627,2,"distracter","d2"
"2",80,211.2,122.3,273,1380,2116929,3,"target","2"
"2",80,147.3,189.7,147,1678,2117101,4,"distracter","d2"
"2",81,-13.8,-22.5,1197,0,2121856,1,"centre","c"
"2",81,89.7,-220.7,108,1232,2121999,2,"distracter","d6"
"2",81,6.60000000000002,-273,216,1366,2122241,3,"target","6"
"2",81,-2.10000000000002,-287.2,876,1599,2123134,4,"target","6"
"2",82,-18.4,-32.6,327,0,2126603,1,"centre","c"
"2",82,-24.2,-19.8,854,338,2127468,2,"centre","c"
"2",82,-219.3,-135,140,1242,2127658,3,"target","5"
"2",82,-251.7,-154,670,1403,2128349,4,"target","5"
"2",83,-17.3,-32.2,332,0,2132138,1,"centre","c"
"2",83,-20.7,-18.6,876,344,2133026,2,"centre","c"
"2",83,96.5,-203,93,1257,2133156,3,"distracter","d6"
"2",83,204.6,101.4,147,1398,2133351,4,"target","2"
"2",83,216.8,113.4,584,1558,2133948,5,"target","2"
"2",84,-19,-12.6,1206,0,2138535,1,"centre","c"
"2",84,153.9,-177.1,86,1256,2138671,2,"distracter","d6"
"2",84,216,-144.5,302,1364,2138995,3,"target","1"
"2",85,-12.4,-34.8,364,0,2143126,1,"centre","c"
"2",85,-13.9,-22.8,833,375,2143970,2,"centre","c"
"2",85,-261.4,-46.7,131,1250,2144143,3,"distracter","d4"
"2",85,-243.3,-154.9,761,1406,2144929,4,"target","5"
"2",86,-5.89999999999998,-29.7,298,0,2148410,1,"centre","c"
"2",86,-19.1,-24.5,926,308,2149346,2,"centre","c"
"2",86,-134,138.8,124,1276,2149512,3,"distracter","d3"
"2",86,-243.2,85.5,828,1430,2150370,4,"target","4"
"2",87,-13.8,-21.5,1192,0,2154728,1,"centre","c"
"2",87,-119,-187.5,134,1228,2154898,2,"distracter","d5"
"2",87,-17.8,-281.1,806,1392,2155734,3,"target","6"
"2",88,-15.1,-34.4,278,0,2159275,1,"centre","c"
"2",88,-15.8,-25.9,959,287,2160243,2,"centre","c"
"2",88,-104,116.4,108,1282,2160387,3,"blank","0"
"2",88,186.5,109.5,137,1443,2160577,4,"target","2"
"2",88,211.4,110.7,582,1598,2161177,5,"target","2"
"2",89,-9.60000000000002,-22.6,1222,0,2166470,1,"centre","c"
"2",89,182.9,77.4,109,1263,2166620,2,"target","2"
"2",89,216,110,977,1392,2167617,3,"target","2"
"2",90,-6.60000000000002,-21.7,1203,0,2172015,1,"centre","c"
"2",90,95.3,159.5,115,1246,2172173,2,"distracter","d2"
"2",90,-3.60000000000002,222.7,141,1391,2172344,3,"target","3"
"2",90,-10.5,222.2,896,1542,2173250,4,"target","3"
"2",91,-18.7,-12.7,179,0,2176587,1,"centre","c"
"2",91,-4,152.1,275,217,2176900,2,"blank","0"
"2",91,-3.39999999999998,42.2,86,525,2177019,3,"centre","c"
"2",91,-8.70000000000005,-15.6,598,633,2177639,4,"centre","c"
"2",91,-87.7,111,113,1271,2177792,5,"blank","0"
"2",91,-146.8,172.2,131,1406,2177945,6,"distracter","d3"
"2",91,-249.5,82,1045,1565,2179018,7,"target","4"
"2",92,-14.4,-23.5,1203,0,2183668,1,"centre","c"
"2",92,141.8,-199.8,92,1242,2183799,2,"distracter","d6"
"2",92,213.5,-154.2,394,1358,2184217,3,"target","1"
"2",92,146,-236.7,477,1776,2184718,4,"distracter","d6"
"2",93,-4.20000000000005,-30.5,1251,0,2189485,1,"centre","c"
"2",93,-199.9,-42.1,162,1288,2189684,2,"distracter","d4"
"2",93,202.5,93,136,1506,2189876,3,"target","2"
"2",93,224.6,105,555,1654,2190443,4,"target","2"
"2",94,-19.1,-35.2,216,0,2193867,1,"centre","c"
"2",94,-13,-21.6,1013,227,2194891,2,"centre","c"
"2",94,97.9000000000001,-164.4,87,1281,2195019,3,"distracter","d6"
"2",94,-229,90.3,199,1419,2195269,4,"target","4"
"2",94,-247.9,90.8,569,1638,2195858,5,"target","4"
"2",95,-11.2,-37.7,222,0,2199807,1,"centre","c"
"2",95,-5.5,-29.8,1001,232,2200818,2,"centre","c"
"2",95,30.6,-111.7,186,1257,2201028,3,"blank","0"
"2",95,-249.4,-152.6,1047,1495,2202127,4,"target","5"
"2",96,-15,-29.5,1221,0,2206444,1,"centre","c"
"2",96,6.70000000000005,-198.2,126,1251,2206600,2,"target","6"
"2",96,-6.10000000000002,-290,843,1404,2207470,3,"target","6"
"2",97,-4.70000000000005,-39.1,243,0,2211262,1,"centre","c"
"2",97,-6.70000000000005,-27.9,211,253,2211483,2,"centre","c"
"2",97,-8.10000000000002,-24.3,975,473,2212467,3,"centre","c"
"2",97,-10.8,52.4,103,1478,2212600,4,"centre","c"
"2",97,-10.7,220.7,172,1616,2212807,5,"target","3"
"2",97,-14.2,230.2,950,1799,2213768,6,"target","3"
"2",98,-19.6,-25,330,0,2217350,1,"centre","c"
"2",98,-5.70000000000005,-26.5,928,339,2218287,2,"centre","c"
"2",98,-104.7,-4.20000000000005,120,1293,2218433,3,"blank","0"
"2",98,-219.7,77.7,127,1447,2218594,4,"target","4"
"2",98,-241,87.8,923,1589,2219532,5,"target","4"
"2",99,-7.39999999999998,-40.4,299,0,2223769,1,"-","c"
"2",99,-2,-31.1,1093,309,2224872,2,"-","c"
"2",99,160.2,57.8,94,1442,2225006,3,"-","2"
"2",99,208.4,102.2,205,1559,2225234,4,"-","2"
"2",99,213.4,110.1,953,1774,2226197,5,"-","2"
"2",100,-15.2,-35.7,308,0,2229598,1,"centre","c"
"2",100,-14.6,-23.4,900,321,2230511,2,"centre","c"
"2",100,7.70000000000005,-220,97,1258,2230645,3,"target","6"
"2",100,-12.2,-292.4,812,1378,2231480,4,"target","6"
"2",101,-14.1,-4.89999999999998,1234,0,2265508,1,"centre","c"
"2",101,243.7,-10.1,184,1275,2265733,2,"distracter","d1"
"2",101,243.3,17.2,127,1479,2265880,3,"distracter","d1"
"2",101,-11.6,247.7,835,1663,2266772,4,"target","3"
"2",102,-9.79999999999995,-4.89999999999998,1297,0,2272172,1,"centre","c"
"2",102,-230.3,-105.7,302,1348,2272525,2,"target","5"
"2",102,-250.2,-131.8,485,1658,2273018,3,"target","5"
"2",103,-9.79999999999995,-6.60000000000002,1190,0,2279431,1,"centre","c"
"2",103,219.7,-139.9,890,1245,2280376,2,"target","1"
"2",104,-28.1,-4.89999999999998,350,0,2285329,1,"centre","c"
"2",104,-15.7,-16.4,876,359,2286214,2,"centre","c"
"2",104,-27.6,221.4,145,1290,2286414,3,"target","3"
"2",104,-20.8,232,513,1447,2286939,4,"target","3"
"2",105,-22.3,-10.1,1215,0,2293062,1,"centre","c"
"2",105,86.3,-189.3,113,1252,2293212,2,"distracter","d6"
"2",105,-32,231.8,166,1425,2293438,3,"target","3"
"2",105,-24.9,230.4,690,1611,2294148,4,"target","3"
"2",106,-25.9,-18.3,1188,0,2299099,1,"centre","c"
"2",106,94.5,193.3,173,1231,2299315,2,"distracter","d2"
"2",106,110.2,219.4,115,1416,2299442,3,"distracter","d2"
"2",106,-9.20000000000005,-263.4,687,1608,2300206,4,"target","6"
"2",107,-21.7,-19.8,1201,0,2305429,1,"centre","c"
"2",107,-272.5,-42,127,1241,2305596,2,"distracter","d4"
"2",107,-244.3,-135.7,165,1396,2305789,3,"target","5"
"2",107,-259.6,-153.8,780,1579,2306587,4,"target","5"
"2",108,-27,-27.8,1220,0,2311115,1,"centre","c"
"2",108,48.1,-160,55,1270,2311220,2,"blank","0"
"2",108,-245.5,-152.5,292,1382,2311569,3,"target","5"
"2",108,-246.2,-160.9,753,1693,2312341,4,"target","5"
"2",109,-9.20000000000005,-30.5,1230,0,2316492,1,"centre","c"
"2",109,188.2,73.6,97,1271,2316630,2,"target","2"
"2",109,213,105.2,847,1392,2317501,3,"target","2"
"2",110,-8.39999999999998,-23.2,1296,0,2322136,1,"centre","c"
"2",110,-193.8,52.2,81,1333,2322254,2,"target","4"
"2",110,-231.8,77.8,155,1439,2322434,3,"target","4"
"2",110,-234.8,89.4,636,1607,2323083,4,"target","4"
"2",111,-24.8,-14.7,1211,0,2327608,1,"centre","c"
"2",111,-140.2,160.1,128,1254,2327779,2,"distracter","d3"
"2",111,207.4,107.6,879,1429,2328705,3,"target","2"
"2",112,-20.5,-27.8,237,0,2332401,1,"centre","c"
"2",112,11.6,-2.39999999999998,148,256,2332568,2,"centre","c"
"2",112,-9,-12.4,790,414,2333368,3,"centre","c"
"2",112,216.7,102.5,159,1246,2333569,4,"target","2"
"2",112,234.6,110.9,626,1416,2334206,5,"target","2"
"2",113,-5.70000000000005,-21.8,1226,0,2338258,1,"centre","c"
"2",113,8.5,-224.6,95,1260,2338387,2,"target","6"
"2",113,-11.6,-287,597,1376,2339005,3,"target","6"
"2",114,-13.2,-24.3,1208,0,2344006,1,"centre","c"
"2",114,107.1,-213.2,95,1251,2344144,2,"distracter","d6"
"2",114,-262.7,-165.8,647,1407,2344852,3,"target","5"
"2",115,-14.5,-23.9,1208,0,2349343,1,"centre","c"
"2",115,243.9,-18.6,110,1251,2349496,2,"distracter","d1"
"2",115,-20.9,-257.8,162,1419,2349716,3,"target","6"
