"observer","trial","x","y","dur","onset","offset","n","aoi2","aoi"
"1",1,-13.5,-7.5,1234,0,1946440,1,"centre","c"
"1",1,-220.6,-95.6,123,1270,1946599,2,"target","5"
"1",2,-12.7,-18.3,1259,0,1954958,1,"centre","c"
"1",2,-201.7,-7.70000000000005,92,1291,1955082,2,"distracter","d4"
"1",2,-256.5,-16.3,134,1402,1955235,3,"distracter","d4"
"1",3,4.70000000000005,-14.7,1268,0,1965152,1,"centre","c"
"1",3,9.89999999999998,-205.8,101,1301,1965286,2,"target","6"
"1",3,-3.5,-265.1,256,1423,1965563,3,"target","6"
"1",4,-5.10000000000002,-8.20000000000005,1278,0,1973779,1,"centre","c"
"1",4,-235.8,76,143,1316,1973960,2,"target","4"
"1",5,-19.8,-12.6,1213,0,1981249,1,"centre","c"
"1",5,-257,7.39999999999998,104,1248,1981388,2,"distracter","d4"
"1",5,-229.7,104.2,946,1378,1982360,3,"target","4"
"1",6,-4.20000000000005,-15.4,352,0,1987510,1,"centre","c"
"1",6,2.70000000000005,-20.6,315,466,1987939,2,"centre","c"
"1",6,1.79999999999995,-4.5,462,790,1988410,3,"centre","c"
"1",6,24.4,-182.5,111,1284,1988553,4,"target","6"
"1",7,-8.60000000000002,-8.20000000000005,1465,0,1998235,1,"centre","c"
"1",7,-33,207.6,146,1500,1998416,2,"target","3"
"1",8,-4.79999999999995,-4.5,1241,0,2006429,1,"centre","c"
"1",8,-192.1,-8.60000000000002,120,1276,2006584,2,"distracter","d4"
"1",8,-260.8,-21.4,86,1415,2006689,3,"distracter","d4"
"1",9,5.60000000000002,-3.70000000000005,1290,0,2014247,1,"centre","c"
"1",9,210.1,-116.2,389,1338,2014684,2,"target","1"
"1",10,-13.7,-16.7,295,0,2031069,1,"centre","c"
"1",10,-5.29999999999995,-4.89999999999998,958,311,2032043,2,"centre","c"
"1",10,-219.2,-12.7,157,1299,2032230,3,"distracter","d4"
"1",10,-231.8,-170,124,1485,2032383,4,"target","5"
"1",10,-230.6,-151.2,221,1618,2032613,5,"target","5"
"1",10,-238.9,-138.6,541,1849,2033164,6,"target","5"
"1",11,5.79999999999995,-3.60000000000002,1232,0,2038472,1,"centre","c"
"1",11,-119.9,-231.5,166,1279,2038685,2,"distracter","d5"
"1",11,0.600000000000023,-251.2,636,1471,2039347,3,"target","6"
"1",12,-10.6,-10.9,1225,0,2044300,1,"centre","c"
"1",12,-226.2,112.4,585,1259,2044919,2,"target","4"
"1",13,-9.5,-18.6,497,0,2051305,1,"centre","c"
"1",13,7,-17.7,207,578,2051593,2,"centre","c"
"1",13,-8.20000000000005,-13.7,437,794,2052039,3,"centre","c"
"1",13,-7.60000000000002,152.3,92,1265,2052165,4,"blank","0"
"1",13,-2.5,229.2,1041,1380,2053229,5,"target","3"
"1",14,-2.5,-17.9,469,0,2057962,1,"centre","c"
"1",14,39.8,-0.799999999999955,100,489,2058082,2,"centre","c"
"1",14,10.8,-9.10000000000002,648,600,2058741,3,"centre","c"
"1",14,-12.8,86.7,98,1273,2058864,4,"centre","c"
"1",14,-1.70000000000005,221.5,630,1401,2059524,5,"target","3"
"1",15,-4,-16.3,1368,0,2065261,1,"centre","c"
"1",15,156.3,-78.9,123,1415,2065431,2,"target","1"
"1",16,0.399999999999977,-27.3,211,0,2070070,1,"centre","c"
"1",16,-8.39999999999998,-19.6,254,297,2070410,2,"centre","c"
"1",16,16.2,-9.5,37,561,2070457,3,"centre","c"
"1",16,-20.1,-9.5,84,612,2070555,4,"centre","c"
"1",16,3.60000000000002,-7.5,718,706,2071283,5,"centre","c"
"1",16,-13.8,160,296,1456,2071611,6,"target","3"
"1",16,-10.4,233.6,463,1773,2072095,7,"target","3"
"1",18,0.899999999999977,-12.5,436,0,2086463,1,"centre","c"
"1",19,2.89999999999998,-10.1,1275,0,2095438,1,"centre","c"
"1",19,50.3,-69.9,190,1296,2095649,2,"centre","c"
"1",20,3,-9.29999999999995,1251,0,2102349,1,"centre","c"
"1",20,69.4000000000001,-59.5,203,1272,2102573,2,"centre","c"
"1",20,244.7,-133.2,598,1519,2103215,3,"target","1"
"1",21,15,-11.5,187,0,2107018,1,"centre","c"
"1",21,2.5,-13.9,1072,195,2108098,2,"centre","c"
"1",21,-164.4,47.2,181,1302,2108314,3,"target","4"
"1",21,-128.7,55.8,402,1502,2108735,4,"blank","0"
"1",22,6,-2.89999999999998,1262,0,2114047,1,"centre","c"
"1",22,-104.2,-37.6,176,1284,2114245,2,"blank","0"
"1",23,12,-17.9,1240,0,2122323,1,"centre","c"
"1",23,52.8,59.8,137,1268,2122488,2,"centre","c"
"1",23,0.5,-258.4,989,1460,2123532,3,"target","6"
"1",24,9.60000000000002,-9.39999999999998,1230,0,2129396,1,"centre","c"
"1",24,-211.9,-31,132,1268,2129566,2,"distracter","d4"
"1",24,-6.60000000000002,-281.7,727,1452,2130345,3,"target","6"
"1",25,5.60000000000002,-20.5,447,0,2134731,1,"centre","c"
"1",26,-0.799999999999955,-5.89999999999998,1243,0,2141611,1,"centre","c"
"1",26,183.3,100.4,128,1280,2141776,2,"target","2"
"1",26,221,116.3,398,1422,2142188,3,"target","2"
"1",27,18.6,-12.3,310,0,2146561,1,"centre","c"
"1",27,-2.70000000000005,-11.7,51,318,2146620,2,"centre","c"
"1",28,12.6,-18.2,26,0,2153030,1,"centre","c"
"1",29,-0.600000000000023,-12.3,499,0,2159419,1,"centre","c"
"1",30,15.5,-5.20000000000005,318,0,2165670,1,"centre","c"
"1",30,21.8,-3.39999999999998,755,460,2166567,2,"centre","c"
"1",30,10.9,161.6,118,1246,2166716,3,"target","3"
"1",30,15.1,235,335,1387,2167074,4,"target","3"
"1",30,53.8,-162.1,173,1786,2167311,5,"blank","d6"
"1",31,18.5,-7.20000000000005,1194,0,2174232,1,"centre","c"
"1",31,-62.3,-215.8,152,1229,2174419,2,"distracter","d5"
"1",32,13.3,-19,297,0,2181967,1,"centre","c"
"1",32,19,-7,775,464,2182909,2,"centre","c"
"1",32,13.4,32.5,158,1256,2183084,3,"centre","c"
"1",32,13.1,113.6,87,1441,2183198,4,"blank","0"
"1",32,10.9,221.7,373,1553,2183596,5,"target","3"
"1",33,19.5,-6,376,0,2190549,1,"centre","c"
"1",33,19.9,-11.1,738,490,2191401,2,"centre","c"
"1",33,-176.4,-21.2,93,1255,2191521,3,"distracter","d4"
"1",33,219.7,116.2,237,1393,2191803,4,"target","2"
"1",33,246.4,113.3,463,1650,2192286,5,"target","2"
"1",34,-6.79999999999995,-8.70000000000005,367,0,2197306,1,"centre","c"
"1",34,1.10000000000002,-1.29999999999995,696,511,2198146,2,"centre","c"
"1",34,-32.6,149.2,110,1237,2198286,3,"blank","0"
"1",34,14.3,210.8,493,1372,2198804,4,"target","3"
"1",35,4,-7.60000000000002,313,0,2203237,1,"centre","c"
"1",35,13.9,5.10000000000002,713,520,2204157,2,"centre","c"
"1",35,71,-106.1,128,1265,2204317,3,"blank","0"
"1",35,-214,115.6,810,1432,2205166,4,"target","4"
"1",36,4.10000000000002,-2.5,344,0,2209735,1,"centre","c"
"1",36,5.5,5.29999999999995,777,470,2210638,2,"centre","c"
"1",36,-242.3,-20.8,104,1283,2210778,3,"distracter","d4"
"1",36,221.8,-147.1,241,1443,2211075,4,"target","1"
"1",36,240.2,-124.8,375,1698,2211464,5,"target","1"
"1",37,17.6,0.899999999999977,1214,0,2217973,1,"centre","c"
"1",37,-7,74.2,126,1241,2218126,2,"centre","c"
"1",37,10.6,195.2,142,1398,2218299,3,"target","3"
"1",37,11.7,234.3,297,1558,2218614,4,"target","3"
"1",38,15.1,-7.29999999999995,1225,0,2223234,1,"centre","c"
"1",38,20,-179.1,116,1256,2223381,2,"target","6"
"1",39,6.20000000000005,-13.2,473,0,2229299,1,"centre","c"
"1",39,16.4,0.399999999999977,668,553,2230047,2,"centre","c"
"1",39,-90.3,110.5,189,1253,2230268,3,"blank","0"
"1",39,-172.7,88.6,565,1463,2230854,4,"target","4"
"1",40,19.2,-13.7,1215,0,2236177,1,"centre","c"
"1",40,14,58,169,1237,2236368,2,"centre","c"
"1",40,21.7,135.1,306,1430,2236698,3,"blank","0"
"1",41,20.5,-6,881,0,2244208,1,"centre","c"
"1",41,27,0.299999999999955,288,970,2244585,2,"centre","c"
"1",41,71.7,112.4,213,1290,2244830,3,"blank","0"
"1",42,25.3,-6.20000000000005,278,0,2249607,1,"centre","c"
"1",42,25.6,2.79999999999995,766,437,2250532,2,"centre","c"
"1",42,9,194.2,119,1240,2250688,3,"target","3"
"1",42,19.3,243.1,377,1378,2251084,4,"target","3"
"1",43,12.3,-3.79999999999995,1224,0,2256636,1,"centre","c"
"1",43,-76.1,112.3,86,1262,2256760,2,"blank","0"
"1",43,-110.4,178.7,67,1374,2256853,3,"distracter","d3"
"1",43,38.1,-310.3,95,1509,2257016,4,"target","6"
"1",43,19.6,-271.9,695,1622,2257729,5,"target","6"
"1",44,15.8,-10.1,1242,0,2262771,1,"centre","c"
"1",44,219.3,-6.79999999999995,124,1277,2262930,2,"distracter","d1"
"1",44,84.3,163.7,60,1440,2263029,3,"blank","d2"
"1",44,28.5,225.7,239,1527,2263295,4,"target","3"
"1",44,11.7,245.9,507,1782,2263818,5,"target","3"
"1",46,13.2,-2.60000000000002,1371,0,2274651,1,"centre","c"
"1",46,-56.8,-0.799999999999955,95,1390,2274765,2,"centre","c"
"1",46,12.9,243.7,433,1523,2275236,3,"target","3"
"1",47,24,12.6,322,0,2279718,1,"centre","c"
"1",47,22,5.60000000000002,982,408,2280786,2,"centre","c"
"1",47,-1.29999999999995,11,144,1409,2280949,3,"centre","c"
"1",47,251.8,118.5,464,1593,2281453,4,"target","2"
"1",48,20.1,-5.5,1199,0,2287730,1,"centre","c"
"1",48,74.7,160.3,108,1235,2287874,2,"distracter","d2"
"1",49,22.4,-5.29999999999995,1271,0,2293986,1,"centre","c"
"1",49,163,-0.100000000000023,58,1303,2294076,2,"distracter","d1"
"1",49,11.2,243.7,779,1410,2294904,3,"target","3"
"1",50,12.2,-7.39999999999998,1266,0,2299615,1,"centre","c"
"1",50,129.5,-58,83,1311,2299743,2,"blank","0"
"1",51,10.8,-6,1198,0,2528187,1,"centre","c"
"1",51,94.7,181.2,129,1231,2528349,2,"distracter","d2"
"1",52,9,-2.89999999999998,1225,0,2538364,1,"centre","c"
"1",52,-113.1,-217.7,204,1261,2538604,2,"distracter","d5"
"1",52,-137.2,-219.6,135,1475,2538749,3,"distracter","d5"
"1",52,225.5,122.3,522,1655,2539316,4,"target","2"
"1",53,13.5,-7.70000000000005,1273,0,2544998,1,"centre","c"
"1",53,271.5,-9,141,1309,2545175,2,"distracter","d1"
"1",53,212.3,-143.5,142,1490,2545357,3,"target","1"
"1",53,239.2,-128.8,464,1643,2545832,4,"target","1"
"1",54,0,-9.20000000000005,1212,0,2550937,1,"centre","c"
"1",54,121.9,-181.2,103,1255,2551083,2,"distracter","d6"
"1",54,127.1,-206.3,104,1368,2551197,3,"distracter","d6"
"1",54,234.7,-126.6,691,1501,2551917,4,"target","1"
"1",55,16.5,-1.70000000000005,299,0,2559091,1,"centre","c"
"1",55,11.9,4.70000000000005,234,355,2559381,2,"centre","c"
"1",55,22.5,0.399999999999977,684,599,2560075,3,"centre","c"
"1",55,223.2,-94.3,119,1321,2560232,4,"target","1"
"1",55,247.1,-118.6,161,1454,2560407,5,"target","1"
"1",56,21.1,-15.6,1267,0,2566511,1,"centre","c"
"1",56,8.79999999999995,-194.6,121,1301,2566666,2,"target","6"
"1",56,14.7,-236.2,337,1436,2567017,3,"target","6"
"1",57,4.79999999999995,-9.5,1248,0,2572309,1,"centre","c"
"1",57,217.9,-5.20000000000005,167,1287,2572515,2,"distracter","d1"
"1",57,-198.3,108.7,273,1505,2572839,3,"target","4"
"1",57,-220.8,109.7,341,1797,2573199,4,"target","4"
"1",58,1,-10.8,1213,0,2577908,1,"centre","c"
"1",58,-1.79999999999995,-197.2,119,1247,2578061,2,"target","6"
"1",58,-3.60000000000002,-221.5,223,1374,2578292,3,"target","6"
"1",59,24.5,-21.4,400,0,2582412,1,"centre","c"
"1",59,22.8,-2.10000000000002,856,408,2583276,2,"centre","c"
"1",59,44.9,-66.5,107,1290,2583409,3,"centre","c"
"1",59,223.6,111.5,231,1436,2583679,4,"target","2"
"1",59,247.1,122.2,411,1675,2584098,5,"target","2"
"1",60,13.7,-4.29999999999995,1208,0,2590469,1,"centre","c"
"1",60,5.20000000000005,173.4,99,1237,2590597,2,"target","3"
"1",60,10,223.5,239,1355,2590855,3,"target","3"
"1",60,69.9000000000001,-67.9,453,1641,2591355,4,"centre","c"
"1",61,10.7,-2.79999999999995,1212,0,2596941,1,"centre","c"
"1",61,-194.5,10.8,114,1240,2597083,2,"distracter","d4"
"1",61,-0.700000000000045,216.9,214,1396,2597339,3,"target","3"
"1",61,16.8,239.5,239,1620,2597588,4,"target","3"
"1",62,18.8,-0.899999999999977,1229,0,2602608,1,"centre","c"
"1",62,85.5,-94.4,104,1263,2602746,2,"blank","0"
"1",62,-0.899999999999977,-218.5,627,1403,2603409,3,"target","6"
"1",63,12.6,-21.5,229,0,2608177,1,"centre","c"
"1",63,30.5,-15.3,819,399,2609166,2,"centre","c"
"1",63,92.4000000000001,133.6,135,1252,2609335,3,"distracter","d2"
"1",63,240.8,108.8,418,1416,2609782,4,"target","2"
"1",64,11.4,5.60000000000002,1300,0,2615029,1,"centre","c"
"1",64,141,-182.6,126,1350,2615205,2,"distracter","d6"
"1",64,-8.29999999999995,160.5,47,1535,2615311,3,"target","3"
"1",64,13.7,230.7,563,1612,2615904,4,"target","3"
"1",65,16,-10.6,403,0,2620968,1,"centre","c"
"1",65,22.3,-1.29999999999995,697,583,2621845,2,"centre","c"
"1",65,-55.4,-70.7,100,1306,2621971,3,"centre","c"
"1",65,-176.8,101.8,245,1442,2622252,4,"target","4"
"1",65,-200,117.8,201,1698,2622464,5,"target","4"
"1",67,23.6,-5.29999999999995,1337,0,2637670,1,"centre","c"
"1",67,100.7,184.9,146,1378,2637857,2,"distracter","d2"
"1",67,226,-153.6,166,1577,2638076,3,"target","1"
"1",67,252.4,-126.1,371,1755,2638459,4,"target","1"
"1",68,12.3,6.10000000000002,328,0,2643729,1,"centre","c"
"1",68,12.6,-0.899999999999977,786,457,2644644,2,"centre","c"
"1",68,65.9000000000001,60.7,92,1266,2644759,3,"centre","c"
"1",68,-188.2,-125.1,221,1395,2645017,4,"target","5"
"1",68,-220.3,-128.5,335,1629,2645365,5,"target","5"
"1",69,25.1,0.5,390,0,2650674,1,"centre","c"
"1",69,19,3,764,522,2651570,2,"centre","c"
"1",69,249.9,114,496,1326,2652106,3,"target","2"
"1",70,6.10000000000002,3.20000000000005,130,0,2656270,1,"centre","c"
"1",70,12.9,12.6,82,338,2656560,2,"centre","c"
"1",70,20.3,2.79999999999995,596,612,2657348,3,"centre","c"
"1",70,54.6,119,84,1233,2657457,4,"blank","0"
"1",70,21.6,225,506,1345,2657991,5,"target","3"
"1",71,16.4,-1.39999999999998,350,0,2662086,1,"centre","c"
"1",71,-14,5.20000000000005,43,365,2662144,2,"centre","c"
"1",71,36.7,9.20000000000005,103,433,2662272,3,"centre","c"
"1",72,15.4,-8.20000000000005,159,0,2669445,1,"centre","c"
"1",73,21.1,-2,1244,0,2677531,1,"centre","c"
"1",73,222.8,28.8,116,1280,2677683,2,"distracter","d1"
"1",73,236.8,98.6,162,1418,2677867,3,"target","2"
"1",73,290.2,32.1,103,1608,2677998,4,"distracter","d1"
"1",73,250.8,114.4,562,1737,2678586,5,"target","2"
"1",74,24.7,6.60000000000002,358,0,2683088,1,"centre","c"
"1",74,46.6,8.89999999999998,127,367,2683224,2,"centre","c"
"1",74,25.2,3.70000000000005,550,501,2683781,3,"centre","c"
"1",74,-116,-205,147,1089,2683966,4,"distracter","d5"
"1",74,-208.8,-130.7,539,1262,2684531,5,"target","5"
"1",75,25.6,0.200000000000045,1211,0,2689754,1,"centre","c"
"1",75,-111.4,163.8,151,1249,2689943,2,"distracter","d3"
"1",75,-178.4,131.9,168,1421,2690132,3,"target","4"
"1",75,-198.2,123,467,1599,2690609,4,"target","4"
"1",76,18.4,-3.79999999999995,1320,0,2697209,1,"centre","c"
"1",76,148.4,-28.9,117,1354,2697360,2,"blank","0"
"1",76,243.4,-124.9,245,1502,2697636,3,"target","1"
"1",77,24.3,-3.60000000000002,1265,0,2705538,1,"centre","c"
"1",77,214.6,-13.1,119,1299,2705691,2,"distracter","d1"
"1",77,11.5,223.2,242,1460,2705975,3,"target","3"
"1",77,31.3,251.3,285,1713,2706271,4,"target","3"
"1",78,29.3,-0.399999999999977,1080,0,2712246,1,"centre","c"
"1",78,-94.9,-83.1,66,1118,2712350,2,"blank","0"
"1",78,-73.7,-202.7,102,1211,2712479,3,"distracter","d5"
"1",78,-199.3,91.9,222,1355,2712743,4,"target","4"
"1",78,-199.7,113,279,1591,2713036,5,"target","4"
"1",79,16.6,-8.20000000000005,361,0,2719969,1,"centre","c"
"1",79,21.4,-0.600000000000023,862,496,2720966,2,"centre","c"
"1",79,196.7,-146.8,109,1407,2721124,3,"target","1"
"1",79,239.7,-131.1,411,1532,2721551,4,"target","1"
"1",80,6.39999999999998,-0.899999999999977,1227,0,2727320,1,"centre","c"
"1",80,199.7,108.9,148,1263,2727504,2,"target","2"
"1",81,25.1,0.799999999999955,1199,0,2733125,1,"centre","c"
"1",81,73.0999999999999,173.3,120,1237,2733283,2,"distracter","d2"
"1",81,-196.4,128.3,760,1392,2734078,3,"target","4"
"1",82,34,8.70000000000005,1218,0,2738432,1,"centre","c"
"1",82,2.10000000000002,199.6,119,1262,2738595,2,"target","3"
"1",82,31.9,259.5,431,1401,2739046,3,"target","3"
"1",84,1.89999999999998,-3.39999999999998,243,0,2751321,1,"centre","c"
"1",84,25.7,-3.79999999999995,763,454,2752295,2,"centre","c"
"1",84,60,169.2,123,1251,2752452,3,"distracter","d2"
"1",84,14.4,251.2,432,1399,2752909,4,"target","3"
"1",85,13.9,13.2,1198,0,2759011,1,"centre","c"
"1",85,-111.2,-258.7,139,1237,2759189,2,"distracter","d5"
"1",85,18.9,256.4,363,1435,2759611,3,"target","3"
"1",86,16.9,4.5,444,0,2764023,1,"centre","c"
"1",86,52.8,13.2,109,457,2764145,2,"centre","c"
"1",86,31.5,7.39999999999998,684,575,2764838,3,"centre","c"
"1",86,267.5,42.4,112,1292,2764983,4,"distracter","d1"
"1",86,257.2,126.2,751,1431,2765761,5,"target","2"
"1",87,-6,-2.10000000000002,1189,0,2770852,1,"centre","c"
"1",87,92.8,199.3,92,1227,2770982,2,"distracter","d2"
"1",87,-248.8,-133,614,1384,2771661,3,"target","5"
"1",88,21,-10,1175,0,2776888,1,"centre","c"
"1",89,5.10000000000002,-8.29999999999995,337,0,2783051,1,"centre","c"
"1",89,17.6,-8.70000000000005,706,505,2783925,2,"centre","c"
"1",89,3.29999999999995,-307.7,78,1256,2784048,3,"target","6"
"1",89,12.2,-266.9,335,1353,2784402,4,"target","6"
"1",90,10.4,2.5,551,0,2790237,1,"centre","c"
"1",90,10.7,2.39999999999998,543,659,2790888,2,"centre","c"
"1",90,285.6,-16,184,1239,2791109,3,"distracter","d1"
"1",90,-208,100.7,725,1472,2791883,4,"target","4"
"1",91,0.5,4.5,392,0,2795857,1,"centre","c"
"1",91,12.2,6.39999999999998,657,537,2796659,2,"centre","c"
"1",91,-153.5,-83.9,90,1262,2796817,3,"target","5"
"1",91,-226.9,-132.1,372,1374,2797211,4,"target","5"
"1",92,10,0.700000000000045,71,0,2801837,1,"centre","c"
"1",92,20.3,8,1164,192,2803122,2,"centre","c"
"1",92,-208.4,123,331,1390,2803487,3,"target","4"
"1",93,4.60000000000002,-1.39999999999998,518,0,2808685,1,"centre","c"
"1",93,18.4,-2.60000000000002,595,655,2809417,2,"centre","c"
"1",93,145.2,-152.4,128,1288,2809583,3,"distracter","d6"
"1",93,260.7,-130.7,321,1439,2809927,4,"target","1"
"1",94,11.4,-5.20000000000005,433,0,2815333,1,"centre","c"
"1",94,19,4,742,534,2816176,2,"centre","c"
"1",94,211.9,-91.7,143,1312,2816355,3,"target","1"
"1",94,249.1,-116.2,222,1472,2816594,4,"target","1"
"1",95,11.6,-2.20000000000005,1185,0,2821837,1,"centre","c"
"1",95,-280.4,-12.1,124,1226,2822002,2,"distracter","d4"
"1",95,263.9,116.6,549,1400,2822601,3,"target","2"
"1",96,15,10.6,199,0,2826551,1,"centre","c"
"1",96,20.6,-3.10000000000002,815,382,2827549,2,"centre","c"
"1",96,-116.2,157.1,203,1233,2827788,3,"distracter","d3"
"1",96,-202,114.4,494,1458,2828304,4,"target","4"
"1",97,9,3.10000000000002,1200,0,2833382,1,"centre","c"
"1",97,108.3,173.3,115,1242,2833539,2,"distracter","d2"
"1",97,-181.9,-77.2,135,1400,2833717,3,"target","5"
"1",97,-227.7,-141.3,663,1559,2834404,4,"target","5"
"1",97,-41.4,-69,170,2254,2834606,5,"centre","c"
"1",98,15.9,-1.5,723,0,2843110,1,"centre","c"
"1",98,54,8.70000000000005,96,735,2843218,2,"centre","c"
"1",98,32.5,3.79999999999995,448,842,2843677,3,"centre","c"
"1",98,45.3,-187.5,132,1326,2843845,4,"target","6"
"1",98,34.5,-234,343,1474,2844204,5,"target","6"
"1",99,15.5,-5.39999999999998,144,0,2849837,1,"centre","c"
"1",99,16.1,-1.10000000000002,103,329,2850125,2,"centre","c"
"1",99,20.5,5.60000000000002,568,634,2850895,3,"centre","c"
"1",99,4.10000000000002,166.1,133,1234,2851060,4,"target","3"
"1",100,-11.1,12.8,238,0,2855809,1,"centre","c"
"1",100,2.70000000000005,-5,1033,248,2856852,2,"centre","c"
"1",100,-25.8,99.5,76,1307,2856954,3,"blank","0"
"1",100,-15.2,204.4,123,1408,2857102,4,"target","3"
"1",100,1.10000000000002,236.9,466,1545,2857582,5,"target","3"
"1",101,-10.5,-3.39999999999998,1255,0,2867178,1,"-","c"
"1",101,-42.3,161.1,121,1285,2867329,2,"-","0"
"1",101,-31.5,229.4,1294,1430,2868647,3,"-","3"
"1",102,-32.3,-5.89999999999998,247,0,2871287,1,"centre","c"
"1",102,-19.4,72.2,108,274,2871422,2,"centre","c"
"1",102,-6.5,-12.3,867,410,2872317,3,"centre","c"
"1",102,-22.7,-192.6,88,1321,2872449,4,"target","6"
"1",102,-5.70000000000005,-252,187,1431,2872658,5,"target","6"
"1",103,-18,-5,374,0,2876831,1,"centre","c"
"1",103,-13.9,4.60000000000002,661,548,2877666,2,"centre","c"
"1",103,-215.4,93,261,1240,2877958,3,"target","4"
"1",104,-11.1,-5.5,1173,0,2883014,1,"centre","c"
"1",104,-112.8,-262.8,144,1223,2883208,2,"distracter","d5"
"1",104,-16.7,-266.9,431,1391,2883663,3,"target","6"
"1",105,-16,-23.9,365,0,2887786,1,"centre","c"
"1",105,6.20000000000005,-0.700000000000045,851,376,2888648,2,"centre","c"
"1",105,-126.6,-81.5,80,1259,2888760,3,"blank","0"
"1",105,-9,-249.6,457,1382,2889260,4,"target","6"
"1",106,-7.89999999999998,-12,250,0,2894801,1,"centre","c"
"1",106,32.8,-100.3,114,278,2894943,2,"blank","0"
"1",106,6.79999999999995,-59.6,152,412,2895115,3,"centre","c"
"1",106,25,-11.2,579,580,2895710,4,"centre","c"
"1",106,291.4,5.60000000000002,92,1190,2895833,5,"distracter","d1"
"1",106,-211.3,-145.5,413,1334,2896298,6,"target","5"
"1",107,8.20000000000005,-0.700000000000045,1237,0,2903147,1,"centre","c"
"1",107,-224.9,-127.9,341,1273,2903524,2,"target","5"
"1",107,-45.2,-56.5,126,1641,2903677,3,"centre","c"
"1",108,14,-1.29999999999995,1247,0,2910407,1,"centre","c"
"1",108,-138.7,176.1,122,1318,2910600,2,"distracter","d3"
"1",108,226.2,124.2,591,1493,2911244,3,"target","2"
"1",109,24.2,10.9,1236,0,2916113,1,"centre","c"
"1",109,119,-135.8,153,1281,2916311,2,"distracter","d6"
"1",109,20,-208.1,273,1466,2916616,3,"target","6"
"1",110,19.6,11.3,1253,0,2922447,1,"centre","c"
"1",110,-159.5,-84.1,233,1282,2922709,2,"target","5"
"1",111,10.1,-3.10000000000002,438,0,2927987,1,"centre","c"
"1",111,28.2,3.29999999999995,371,449,2928369,2,"centre","c"
"1",111,-13.5,7.5,41,834,2928424,3,"centre","c"
"1",111,44.9,11.3,201,894,2928644,4,"centre","c"
"1",111,21.2,5.5,200,1103,2928852,5,"centre","c"
"1",111,-100.9,57.5,225,1330,2929104,6,"blank","0"
"1",111,37,25.3,510,1587,2929646,7,"centre","c"
"1",112,23.9,10,339,0,2934235,1,"centre","c"
"1",112,35.5,4.79999999999995,829,455,2935180,2,"centre","c"
"1",112,-22.8,-49.4,145,1305,2935346,3,"centre","c"
"1",112,248.6,99.8,251,1495,2935642,4,"target","2"
"1",113,18.7,-6,714,0,2942344,1,"centre","c"
"1",113,21.2,-10.7,603,802,2943035,2,"centre","c"
"1",113,-133.7,-85.7,91,1430,2943151,3,"target","5"
"1",113,47.8,-22.6,249,1553,2943432,4,"centre","c"
"1",114,24.5,5,1270,0,2948233,1,"centre","c"
"1",114,6.79999999999995,171.2,99,1310,2948372,2,"target","3"
"1",114,17.5,223.6,196,1430,2948589,3,"target","3"
"1",114,29.7,-1.29999999999995,251,1665,2948879,4,"centre","c"
"1",115,10.2,-6.89999999999998,1306,0,2954640,1,"centre","c"
"1",115,7.20000000000005,161.1,92,1343,2954769,2,"target","3"
"1",115,10.5,217.1,229,1456,2955019,3,"target","3"
"1",115,9,238,241,1697,2955272,4,"target","3"
"1",116,-34.8,16.8,404,0,2959036,1,"centre","c"
"1",116,7.5,3.70000000000005,843,414,2959889,2,"centre","c"
"1",116,-102.3,-204.8,122,1296,2960050,3,"distracter","d5"
"1",116,8,204,451,1463,2960546,4,"target","3"
"1",117,16.6,-4.79999999999995,2094,0,2968576,1,"centre","c"
"1",118,10.6,4.20000000000005,762,0,2973778,1,"centre","c"
"1",118,15.2,-1.10000000000002,1319,872,2975207,2,"centre","c"
"1",119,1.29999999999995,16.6,72,0,2981105,1,"centre","c"
"1",119,34.3,7.39999999999998,1152,84,2982269,2,"centre","c"
"1",119,12.2,148.2,94,1272,2982399,3,"blank","0"
"1",119,13.3,247.9,322,1392,2982747,4,"target","3"
"1",120,29.6,0.5,641,0,2987513,1,"centre","c"
"1",120,23.8,7,485,744,2988101,2,"centre","c"
"1",120,142.1,174.3,126,1261,2988259,3,"distracter","d2"
"1",120,150.2,219.6,151,1404,2988427,4,"distracter","d2"
"1",120,43.2,-213.1,179,1614,2988665,5,"target","6"
"1",120,16.2,-239.2,435,1804,2989111,6,"target","6"
"1",121,13.8,-18.8,1234,0,2994890,1,"centre","c"
"1",121,202.5,-106.6,325,1268,2995249,2,"target","1"
"1",121,-51.7,-0.600000000000023,157,1625,2995438,3,"centre","c"
"1",122,18.4,-3.70000000000005,1420,0,3001140,1,"centre","c"
"1",122,156.1,-38.6,88,1452,3001260,2,"blank","0"
"1",122,-11.7,18.9,263,1575,3001558,3,"centre","c"
"1",123,23.2,-2.70000000000005,1428,0,3006781,1,"centre","c"
"1",123,-118.5,64.4,178,1459,3006990,2,"blank","0"
"1",123,-200.2,119.3,529,1661,3007543,3,"target","4"
"1",124,-36.5,4.79999999999995,323,0,3011961,1,"centre","c"
"1",124,11.5,4.29999999999995,1071,338,3013047,2,"centre","c"
"1",124,234.7,108.3,686,1441,3013765,3,"target","2"
"1",125,18.6,10.2,782,0,3018520,1,"centre","c"
"1",125,3.10000000000002,10.5,63,792,3018593,2,"centre","c"
"1",125,32.7,-4.60000000000002,1308,867,3019913,3,"centre","c"
